! Date: 14/08/2026  Time: 14:36:41  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.42640542E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
  108  8.3455388E+04  4.0459758E-01  3.2098226E+02  3.7309930E+20  9.7417039E-03  1.0000000E-99  1.0000000E-99
  109  8.4235075E+04  4.0837755E-01  3.2398106E+02  3.7306352E+20  9.9308679E-03  1.0000000E-99  1.0000000E-99
  110  8.5014761E+04  4.1215753E-01  3.2697985E+02  3.7302739E+20  1.0121905E-02  1.0000000E-99  1.0000000E-99
  111  8.5794448E+04  4.1593750E-01  3.2997864E+02  3.7299093E+20  1.0314817E-02  1.0000000E-99  1.0000000E-99
  112  8.6574134E+04  4.1971748E-01  3.3297744E+02  3.7295414E+20  1.0509607E-02  1.0000000E-99  1.0000000E-99
  113  8.7353821E+04  4.2349745E-01  3.3597623E+02  3.7291701E+20  1.0706276E-02  1.0000000E-99  1.0000000E-99
  114  8.8133507E+04  4.2727743E-01  3.3897503E+02  3.7287954E+20  1.0904827E-02  1.0000000E-99  1.0000000E-99
  115  8.8913194E+04  4.3105740E-01  3.4197382E+02  3.7284173E+20  1.1105261E-02  1.0000000E-99  1.0000000E-99
  116  8.9692880E+04  4.3483738E-01  3.4497262E+02  3.7280359E+20  1.1307582E-02  1.0000000E-99  1.0000000E-99
  117  9.0472567E+04  4.3861735E-01  3.4797141E+02  3.7276511E+20  1.1511790E-02  1.0000000E-99  1.0000000E-99
  118  9.1252253E+04  4.4239733E-01  3.5097021E+02  3.7272629E+20  1.1717890E-02  1.0000000E-99  1.0000000E-99
  119  9.2031940E+04  4.4617730E-01  3.5396900E+02  3.7268714E+20  1.1925881E-02  1.0000000E-99  1.0000000E-99
  120  9.2811626E+04  4.4995728E-01  3.5696779E+02  3.7264765E+20  1.2135768E-02  1.0000000E-99  1.0000000E-99
  121  9.3591313E+04  4.5373725E-01  3.5996659E+02  3.7260782E+20  1.2347552E-02  1.0000000E-99  1.0000000E-99
  122  9.4371000E+04  4.5751723E-01  3.6296538E+02  3.7256765E+20  1.2561236E-02  1.0000000E-99  1.0000000E-99
  123  9.5150686E+04  4.6129720E-01  3.6596418E+02  3.7252715E+20  1.2776822E-02  1.0000000E-99  1.0000000E-99
  124  9.5930373E+04  4.6507718E-01  3.6896297E+02  3.7248631E+20  1.2994312E-02  1.0000000E-99  1.0000000E-99
  125  9.6710059E+04  4.6885715E-01  3.7196177E+02  3.7244513E+20  1.3213708E-02  1.0000000E-99  1.0000000E-99
  126  9.7489746E+04  4.7263713E-01  3.7496056E+02  3.7240361E+20  1.3435014E-02  1.0000000E-99  1.0000000E-99
  127  9.8269432E+04  4.7641710E-01  3.7795935E+02  3.7236175E+20  1.3658232E-02  1.0000000E-99  1.0000000E-99
  128  9.9049119E+04  4.8019708E-01  3.8095815E+02  3.7231956E+20  1.3883363E-02  1.0000000E-99  1.0000000E-99
  129  9.9828805E+04  4.8397705E-01  3.8395694E+02  3.7227703E+20  1.4110411E-02  1.0000000E-99  1.0000000E-99
  130  1.0060849E+05  4.8775703E-01  3.8695574E+02  3.7223416E+20  1.4339378E-02  1.0000000E-99  1.0000000E-99
  131  1.0138818E+05  4.9153700E-01  3.8995453E+02  3.7219095E+20  1.4570267E-02  1.0000000E-99  1.0000000E-99
  132  1.0216786E+05  4.9531698E-01  3.9295333E+02  3.7214740E+20  1.4803080E-02  1.0000000E-99  1.0000000E-99
  133  1.0294755E+05  4.9909695E-01  3.9595212E+02  3.7210351E+20  1.5037819E-02  1.0000000E-99  1.0000000E-99
  134  1.0372724E+05  5.0287693E-01  3.9895092E+02  3.7205928E+20  1.5274488E-02  1.0000000E-99  1.0000000E-99
  135  1.0450692E+05  5.0665690E-01  4.0194971E+02  3.7201472E+20  1.5513088E-02  1.0000000E-99  1.0000000E-99
  136  1.0528661E+05  5.1043688E-01  4.0494850E+02  3.7196981E+20  1.5753624E-02  1.0000000E-99  1.0000000E-99
  137  1.0606630E+05  5.1421685E-01  4.0794730E+02  3.7192457E+20  1.5996096E-02  1.0000000E-99  1.0000000E-99
  138  1.0684598E+05  5.1799683E-01  4.1094609E+02  3.7187898E+20  1.6240509E-02  1.0000000E-99  1.0000000E-99
  139  1.0762567E+05  5.2177680E-01  4.1394489E+02  3.7183306E+20  1.6486864E-02  1.0000000E-99  1.0000000E-99
  140  1.0840536E+05  5.2555678E-01  4.1694368E+02  3.7178680E+20  1.6735164E-02  1.0000000E-99  1.0000000E-99
  141  1.0918504E+05  5.2933675E-01  4.1994248E+02  3.7174019E+20  1.6985413E-02  1.0000000E-99  1.0000000E-99
  142  1.0996473E+05  5.3311673E-01  4.2294127E+02  3.7169325E+20  1.7237612E-02  1.0000000E-99  1.0000000E-99
  143  1.1074442E+05  5.3689670E-01  4.2594006E+02  3.7164597E+20  1.7491766E-02  1.0000000E-99  1.0000000E-99
  144  1.1152410E+05  5.4067668E-01  4.2893886E+02  3.7159835E+20  1.7747876E-02  1.0000000E-99  1.0000000E-99
  145  1.1230379E+05  5.4445665E-01  4.3193765E+02  3.7155038E+20  1.8005945E-02  1.0000000E-99  1.0000000E-99
  146  1.1308348E+05  5.4823663E-01  4.3493645E+02  3.7150208E+20  1.8265977E-02  1.0000000E-99  1.0000000E-99
  147  1.1386316E+05  5.5201660E-01  4.3793524E+02  3.7145343E+20  1.8527974E-02  1.0000000E-99  1.0000000E-99
  148  1.1464285E+05  5.5579658E-01  4.4093404E+02  3.7140445E+20  1.8791939E-02  1.0000000E-99  1.0000000E-99
  149  1.1542254E+05  5.5957655E-01  4.4393283E+02  3.7135512E+20  1.9057875E-02  1.0000000E-99  1.0000000E-99
  150  1.1620222E+05  5.6335653E-01  4.4693163E+02  3.7130545E+20  1.9325785E-02  1.0000000E-99  1.0000000E-99
  151  1.1698191E+05  5.6713650E-01  4.4993042E+02  3.7125545E+20  1.9595673E-02  1.0000000E-99  1.0000000E-99
  152  1.1776160E+05  5.7091648E-01  4.5292921E+02  3.7120510E+20  1.9867540E-02  1.0000000E-99  1.0000000E-99
  153  1.1854128E+05  5.7469645E-01  4.5592801E+02  3.7115440E+20  2.0141391E-02  1.0000000E-99  1.0000000E-99
  154  1.1932097E+05  5.7847643E-01  4.5892680E+02  3.7110337E+20  2.0417228E-02  1.0000000E-99  1.0000000E-99
  155  1.2010066E+05  5.8225640E-01  4.6192560E+02  3.7105200E+20  2.0695054E-02  1.0000000E-99  1.0000000E-99
  156  1.2088034E+05  5.8603638E-01  4.6492439E+02  3.7100028E+20  2.0974873E-02  1.0000000E-99  1.0000000E-99
  157  1.2166003E+05  5.8981635E-01  4.6792319E+02  3.7094822E+20  2.1256688E-02  1.0000000E-99  1.0000000E-99
  158  1.2243971E+05  5.9359633E-01  4.7092198E+02  3.7089582E+20  2.1540501E-02  1.0000000E-99  1.0000000E-99
  159  1.2321940E+05  5.9737630E-01  4.7392078E+02  3.7084308E+20  2.1826317E-02  1.0000000E-99  1.0000000E-99
  160  1.2399909E+05  6.0115628E-01  4.7691957E+02  3.7078999E+20  2.2114138E-02  1.0000000E-99  1.0000000E-99
  161  1.2477877E+05  6.0493625E-01  4.7991836E+02  3.7073657E+20  2.2403967E-02  1.0000000E-99  1.0000000E-99
  162  1.2555846E+05  6.0871623E-01  4.8291716E+02  3.7068279E+20  2.2695808E-02  1.0000000E-99  1.0000000E-99
  163  1.2633815E+05  6.1249620E-01  4.8591595E+02  3.7062868E+20  2.2989664E-02  1.0000000E-99  1.0000000E-99
  164  1.2711783E+05  6.1627618E-01  4.8891475E+02  3.7057422E+20  2.3285539E-02  1.0000000E-99  1.0000000E-99
  165  1.2789752E+05  6.2005615E-01  4.9191354E+02  3.7051942E+20  2.3583435E-02  1.0000000E-99  1.0000000E-99
  166  1.2867721E+05  6.2383613E-01  4.9491234E+02  3.7046428E+20  2.3883357E-02  1.0000000E-99  1.0000000E-99
  167  1.2945689E+05  6.2761610E-01  4.9791113E+02  3.7040879E+20  2.4185307E-02  1.0000000E-99  1.0000000E-99
  168  1.3023658E+05  6.3139608E-01  5.0090992E+02  3.7035296E+20  2.4489289E-02  1.0000000E-99  1.0000000E-99
  169  1.3101627E+05  6.3517605E-01  5.0390872E+02  3.7029679E+20  2.4795307E-02  1.0000000E-99  1.0000000E-99
  170  1.3179595E+05  6.3895603E-01  5.0690751E+02  3.7024027E+20  2.5103363E-02  1.0000000E-99  1.0000000E-99
  171  1.3257564E+05  6.4273600E-01  5.0990631E+02  3.7018341E+20  2.5413462E-02  1.0000000E-99  1.0000000E-99
  172  1.3335533E+05  6.4651598E-01  5.1290510E+02  3.7012620E+20  2.5725607E-02  1.0000000E-99  1.0000000E-99
  173  1.3413501E+05  6.5029596E-01  5.1590390E+02  3.7006865E+20  2.6039802E-02  1.0000000E-99  1.0000000E-99
  174  1.3491470E+05  6.5407593E-01  5.1890269E+02  3.7001076E+20  2.6356050E-02  1.0000000E-99  1.0000000E-99
  175  1.3569439E+05  6.5785591E-01  5.2190149E+02  3.6995252E+20  2.6674355E-02  1.0000000E-99  1.0000000E-99
  176  1.3647407E+05  6.6163588E-01  5.2490028E+02  3.6989393E+20  2.6994720E-02  1.0000000E-99  1.0000000E-99
  177  1.3725376E+05  6.6541586E-01  5.2789907E+02  3.6983500E+20  2.7317149E-02  1.0000000E-99  1.0000000E-99
  178  1.3803345E+05  6.6919583E-01  5.3089787E+02  3.6977572E+20  2.7641646E-02  1.0000000E-99  1.0000000E-99
  179  1.3881313E+05  6.7297581E-01  5.3389666E+02  3.6971610E+20  2.7968215E-02  1.0000000E-99  1.0000000E-99
  180  1.3959282E+05  6.7675578E-01  5.3689546E+02  3.6965614E+20  2.8296859E-02  1.0000000E-99  1.0000000E-99
  181  1.4037251E+05  6.8053576E-01  5.3989425E+02  3.6959582E+20  2.8627582E-02  1.0000000E-99  1.0000000E-99
  182  1.4115219E+05  6.8431573E-01  5.4289305E+02  3.6953517E+20  2.8960387E-02  1.0000000E-99  1.0000000E-99
  183  1.4193188E+05  6.8809571E-01  5.4589184E+02  3.6947416E+20  2.9295280E-02  1.0000000E-99  1.0000000E-99
  184  1.4271157E+05  6.9187568E-01  5.4889063E+02  3.6941281E+20  2.9632263E-02  1.0000000E-99  1.0000000E-99
  185  1.4349125E+05  6.9565566E-01  5.5188943E+02  3.6935111E+20  2.9971341E-02  1.0000000E-99  1.0000000E-99
  186  1.4427094E+05  6.9943563E-01  5.5488822E+02  3.6928907E+20  3.0312517E-02  1.0000000E-99  1.0000000E-99
  187  1.4505062E+05  7.0321561E-01  5.5788702E+02  3.6922668E+20  3.0655795E-02  1.0000000E-99  1.0000000E-99
  188  1.4583031E+05  7.0699558E-01  5.6088581E+02  3.6916394E+20  3.1001180E-02  1.0000000E-99  1.0000000E-99
  189  1.4661000E+05  7.1077556E-01  5.6388461E+02  3.6910086E+20  3.1348675E-02  1.0000000E-99  1.0000000E-99
  190  1.4738968E+05  7.1455553E-01  5.6688340E+02  3.6903742E+20  3.1698285E-02  1.0000000E-99  1.0000000E-99
  191  1.4816937E+05  7.1833551E-01  5.6988220E+02  3.6897364E+20  3.2050013E-02  1.0000000E-99  1.0000000E-99
  192  1.4894906E+05  7.2211548E-01  5.7288099E+02  3.6890952E+20  3.2403863E-02  1.0000000E-99  1.0000000E-99
  193  1.4972874E+05  7.2589546E-01  5.7587978E+02  3.6884504E+20  3.2759840E-02  1.0000000E-99  1.0000000E-99
  194  1.5050843E+05  7.2967543E-01  5.7887858E+02  3.6878022E+20  3.3117948E-02  1.0000000E-99  1.0000000E-99
  195  1.5128812E+05  7.3345541E-01  5.8187737E+02  3.6871505E+20  3.3478191E-02  1.0000000E-99  1.0000000E-99
  196  1.5206780E+05  7.3723538E-01  5.8487617E+02  3.6864953E+20  3.3840573E-02  1.0000000E-99  1.0000000E-99
  197  1.5284749E+05  7.4101536E-01  5.8787496E+02  3.6858366E+20  3.4205098E-02  1.0000000E-99  1.0000000E-99
  198  1.5362718E+05  7.4479533E-01  5.9087376E+02  3.6851744E+20  3.4571771E-02  1.0000000E-99  1.0000000E-99
  199  1.5440686E+05  7.4857531E-01  5.9387255E+02  3.6845088E+20  3.4940597E-02  1.0000000E-99  1.0000000E-99
  200  1.5518655E+05  7.5235528E-01  5.9687134E+02  3.6838396E+20  3.5311578E-02  1.0000000E-99  1.0000000E-99
  201  1.5596624E+05  7.5613526E-01  5.9987014E+02  3.6831670E+20  3.5684720E-02  1.0000000E-99  1.0000000E-99
  202  1.5674592E+05  7.5991523E-01  6.0286893E+02  3.6824908E+20  3.6060027E-02  1.0000000E-99  1.0000000E-99
  203  1.5752561E+05  7.6369521E-01  6.0586773E+02  3.6818112E+20  3.6437504E-02  1.0000000E-99  1.0000000E-99
  204  1.5830530E+05  7.6747518E-01  6.0886652E+02  3.6811280E+20  3.6817154E-02  1.0000000E-99  1.0000000E-99
  205  1.5908498E+05  7.7125516E-01  6.1186532E+02  3.6804414E+20  3.7198983E-02  1.0000000E-99  1.0000000E-99
