# Injection truth table -- cmf2.00_n600_s2032_flat  seed=2032
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.101 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 67 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.101 versus 0.0643 M_sun, median |log10 ratio| 0.186 dex
# drawn contrast versus node contrast at the drawn column: median 1.218 versus 1.240, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.6 versus 41.7 arcsec, median |log10 ratio| 0.061 dex
# target background column: median 4.88e+21 cm^-2 (5th 3.07e+21, 95th 1.54e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.10  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.58 +/- 0.17  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  021  i02j09k08       593    799    4.633e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  022  i02j09k08       361    134    7.610e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  023  i02j09k08       476     42    7.997e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  024  i02j09k08       675    724    5.780e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  025  i02j09k08       869    694    6.759e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  026  i02j09k08       290    681    4.944e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  027  i02j09k08       266    591    5.582e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  028  i03j09k08       105    172    1.182e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  029  i03j09k08       449    284    9.866e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  030  i03j09k08       510    356    1.060e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  031  i03j09k08       618    522    1.041e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  032  i02j08k08       547    859    6.165e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  033  i02j08k08       147    749    5.757e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  034  i02j08k08       219    773    5.836e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  035  i02j08k08       683    273    5.871e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  036  i02j08k08       729    381    6.146e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  037  i02j08k08       932    566    5.429e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  038  i02j08k08       138    715    6.728e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  039  i02j08k08       828    459    5.333e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  040  i02j08k08       559    223    5.990e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  041  i02j08k08       636    776    4.698e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  042  i02j08k08       520     52    5.233e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  043  i02j08k08       686    151    4.911e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  044  i02j08k08       545    553    7.038e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  045  i02j08k08        77    851    6.462e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  046  i02j08k08       477    727    4.498e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  047  i02j08k08       731    760    5.606e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  048  i02j08k08       650    206    5.603e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  049  i02j08k08       186    774    5.172e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  050  i02j08k08       366    640    5.611e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  051  i02j08k08       574    571    7.302e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  052  i02j08k08       638    267    5.966e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  053  i02j08k08       886    405    6.697e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  054  i02j08k08       426    709    5.594e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  055  i02j08k08       674    659    6.770e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  056  i02j08k08       844    847    6.784e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  057  i02j08k08       274    629    5.051e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  058  i02j08k08       269    836    4.505e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  059  i02j08k08       469    788    5.596e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  060  i02j08k08       644    639    6.658e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  061  i02j08k08       286    903    4.591e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  062  i02j08k08        62    924    6.228e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  063  i02j08k08       892    785    4.688e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  064  i01j08k08       338    745    4.111e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  065  i01j08k08       589    180    4.235e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  066  i01j07k08       223    880    4.178e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  067  i01j07k08       792    263    3.562e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  068  i01j07k08       710    928    4.266e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  069  i01j07k08       329    713    4.390e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  070  i01j07k08       834    937    4.360e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  071  i01j07k08       205    916    3.891e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  072  i01j07k08       584    107    4.312e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  073  i01j07k08       653    122    3.918e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  074  i01j07k08       768    125    3.948e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  075  i01j07k08       687    851    4.229e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  076  i01j07k08       663    801    4.315e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  077  i02j07k08       833    421    5.793e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  078  i02j07k08        95    890    5.425e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  079  i02j07k08       297    854    4.468e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  080  i02j07k08       890    735    5.690e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  081  i02j07k08       146    873    4.504e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  082  i02j07k08       505    662    4.445e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  083  i02j07k08       661    177    5.024e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  084  i02j07k08       284    737    5.052e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  085  i02j07k08       318    919    4.517e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  086  i02j07k08       819    163    4.511e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  087  i02j07k08       180    806    4.480e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  088  i02j07k08       215    639    5.937e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  089  i02j07k08       615    836    4.878e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  090  i02j07k08       528    133    5.814e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  091  i02j07k08       458    830    4.570e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  092  i02j07k08       922    835    4.584e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  093  i02j07k08       696    751    5.063e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  094  i02j07k08       228    676    5.710e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  095  i02j07k08       394    734    5.386e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  096  i02j07k08       548    827    6.175e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  097  i02j07k08       108    841    5.641e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  098  i02j07k08       928    733    6.041e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  099  i02j07k08       853    597    6.455e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  100  i02j07k08       365    933    4.482e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  101  i02j07k08       443    611    5.688e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  102  i02j07k08       635    234    5.686e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  103  i02j07k08       550     67    4.675e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  104  i02j07k08       733    883    5.659e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  105  i02j07k08       856    371    4.515e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  106  i02j07k08       546    655    4.952e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  107  i02j07k08       417    896    4.555e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  108  i02j07k08       473    637    4.774e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  109  i02j07k08       784    381    4.967e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  110  i02j07k08       581    859    5.280e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  111  i02j07k08       332    887    4.714e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  112  i02j07k08       539    604    5.547e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  113  i02j07k08       129    792    5.053e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  114  i02j07k08       567    930    4.515e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  115  i02j07k08       559    169    4.629e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  116  i02j07k08       712    793    4.538e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  117  i01j06k08       636     92    3.789e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  118  i01j06k08       906    299    2.933e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  119  i01j06k08       752    308    3.594e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  120  i01j06k08       317    808    4.021e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  121  i01j06k08       834    297    3.543e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  122  i01j06k08       885    158    2.883e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  123  i01j06k08       645    905    3.728e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  124  i01j06k08       700    108    3.569e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  125  i01j06k08       596    150    3.912e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  126  i01j06k08       784    337    3.785e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  127  i01j06k08       856    325    3.494e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  128  i01j06k08       752    267    3.506e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  129  i01j06k08       631     42    3.829e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  130  i01j06k08       590     65    3.988e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  131  i01j06k08       820     82    3.133e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  132  i01j06k08       904    368    3.533e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  133  i01j06k08       813    348    3.716e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  134  i01j06k08       848    225    3.469e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  135  i01j06k08       429    809    3.939e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  136  i01j06k08       824    254    3.563e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  137  i01j06k08       906    103    2.697e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  138  i01j06k08       805    118    3.322e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  139  i01j06k08       937    315    3.482e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  140  i01j06k08       179    869    4.058e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  141  i01j06k08       846     54    2.997e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  142  i01j06k08       673     53    3.183e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  143  i01j06k08       632    934    3.805e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  144  i01j06k08       678    924    3.861e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  145  i01j06k08       742    103    3.439e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  146  i01j06k08       924     55    2.801e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  147  i01j06k08       677    893    3.972e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  148  i01j06k08       704    824    4.468e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  149  i01j06k08       671     94    3.588e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  150  i01j06k08       893     60    2.719e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  151  i01j06k08       872    203    3.573e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  152  i01j06k08       446    663    4.226e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  153  i01j06k08       735     46    3.182e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  154  i01j06k08       784     75    3.283e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  155  i01j06k08       411    865    4.194e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  156  i01j06k08       844    143    3.222e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  157  i01j06k08       806    313    3.499e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  158  i01j06k08       861    267    2.999e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  159  i01j06k08       937    368    3.632e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  160  i01j06k08       406    785    4.137e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  161  i01j06k08       364    810    4.242e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  162  i01j06k08       625    166    3.977e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  163  i01j06k08       934    145    2.874e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  164  i01j06k08       879    349    3.552e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  165  i01j06k08       934    280    3.145e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  166  i01j06k08       182    937    3.906e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  167  i01j06k08       282    937    4.005e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  168  i01j06k08       624    135    3.900e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  169  i01j06k08       886    903    4.224e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  170  i01j06k08       281    805    4.143e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  171  i01j06k08       932    197    2.842e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  172  i01j06k08       804     52    3.175e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  173  i01j06k08       652    874    3.981e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  174  i01j06k08       884    238    2.710e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  175  i01j06k08       842    111    2.898e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  176  i01j06k08       729    288    4.018e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  177  i01j06k08       703     46    3.235e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  178  i01j06k08       601    937    3.960e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  179  i01j06k08       868    297    3.206e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  180  i01j06k08       783    293    3.370e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  181  i01j06k08       926    233    2.769e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  182  i01j06k08       335    776    3.995e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  183  i01j06k08       228    937    3.987e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  184  i01j06k08       176    906    4.099e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  185  i04j13k06       269    276    4.677e+22    2.400e+22    8.10    9.957e-19  1.3734    67.07    34.57  1
  186  i04j12k03       190    216    2.627e+22    2.400e+22    7.22    1.838e-17  0.8943    62.91    20.19  1
  187  i03j11k07       224    144    1.448e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  188  i03j11k07       735    545    1.569e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  189  i03j11k07       218    321    1.571e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  190  i05j14k05       293    313    2.823e+22    4.800e+22    7.31    2.655e-18  2.1084   144.43    26.66  1
  191  i04j10k07       179    434    1.859e+22    2.400e+22    8.51    1.667e-19  0.3795    31.58    44.57  1
  192  i03j10k07       791    513    1.638e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  193  i03j10k07       559    479    1.367e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  194  i03j10k07       727    509    1.688e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  195  i03j10k07       356    533    1.092e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  196  i03j10k07       566    370    1.276e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  197  i03j10k07       593    383    1.253e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  198  i03j10k07       268    399    1.281e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  199  i03j10k07       561    529    1.238e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  200  i03j10k07       283    380    1.636e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  201  i02j10k07        85    747    7.253e+21    6.000e+21   10.67    1.710e-19  0.3794    30.14    43.84  1
  202  i04j09k07       216    536    1.891e+22    2.400e+22    8.57    1.129e-19  0.2468    29.15    43.29  1
  203  i03j09k07       838    757    1.264e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  204  i03j09k07       289    401    1.410e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  205  i03j09k07       740    653    9.831e+21    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  206  i03j09k07       276    464    1.315e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  207  i03j09k07       678    457    1.303e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  208  i02j09k07       115    936    5.213e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  209  i02j09k07       179    672    6.771e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  210  i02j09k07       456    868    5.268e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  211  i02j09k07       305     37    8.810e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  212  i02j09k07       815    834    8.298e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  213  i02j09k07        71    491    8.098e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  214  i02j09k07       882    513    9.160e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  215  i02j09k07       788    890    7.153e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  216  i03j08k07       657    413    1.211e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  217  i03j08k07       345    507    1.305e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  218  i03j08k07       151    172    1.257e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  219  i03j08k07       582    469    1.124e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  220  i02j08k07       735    565    8.460e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  221  i02j08k07       389    605    6.439e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  222  i02j08k07       114    769    5.954e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  223  i02j08k07        57     39    8.783e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  224  i02j08k07       370    170    7.323e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  225  i02j08k07       718    141    5.485e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  226  i02j08k07       559    113    5.936e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  227  i02j08k07       771    168    7.763e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  228  i02j08k07       899    691    6.348e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  229  i02j08k07       414    589    6.538e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
