! Date: 14/08/2026  Time: 13:29:12  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.64871048E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  9.6926164E+01  4.6990484E-04  3.7279294E-01  2.7677559E+21  2.9065336E-03  2.3930387E+21  3.3633475E-03
    2  8.7794235E+02  4.2563261E-03  3.3767013E+00  2.7500853E+21  2.9065336E-03  2.3753681E+21  3.3633475E-03
    3  1.6589585E+03  8.0427474E-03  6.3806097E+00  2.6936261E+21  2.9065336E-03  2.3189089E+21  3.3633475E-03
    4  2.4399747E+03  1.1829169E-02  9.3845181E+00  2.5986630E+21  2.9065336E-03  2.2239458E+21  3.3633475E-03
    5  3.2209909E+03  1.5615590E-02  1.2388427E+01  2.4628032E+21  3.2597112E-02  2.0880860E+21  3.7801660E-02
    6  4.0020071E+03  1.9402011E-02  1.5392335E+01  2.2827745E+21  9.3031128E-02  1.9080573E+21  1.0838262E-01
    7  4.7830233E+03  2.3188432E-02  1.8396243E+01  2.0499747E+21  1.9336198E-01  1.6752575E+21  2.2698905E-01
    8  5.5640394E+03  2.6974854E-02  2.1400152E+01  1.7477062E+21  3.4963696E-01  1.3729890E+21  4.1528951E-01
    9  6.3450556E+03  3.0761275E-02  2.4404060E+01  1.3199239E+21  6.0335449E-01  9.4520669E+20  7.2986883E-01
   10  7.1260718E+03  3.4547696E-02  2.7407968E+01  5.4097101E+20  1.0546887E+00  1.0000000E-99  7.2986883E-01
   11  7.9070880E+03  3.8334117E-02  3.0411877E+01  3.7473621E+20  2.1372433E+00  1.0000000E-99  1.0000000E-99
   12  8.6881042E+03  4.2120539E-02  3.3415785E+01  3.7468118E+20  2.1372433E+00  1.0000000E-99  1.0000000E-99
   13  9.4691204E+03  4.5906960E-02  3.6419694E+01  3.7462022E+20  1.8902712E-03  1.0000000E-99  1.0000000E-99
   14  1.0250137E+04  4.9693381E-02  3.9423602E+01  3.7455431E+20  1.8902712E-03  1.0000000E-99  1.0000000E-99
   15  1.1031153E+04  5.3479802E-02  4.2427510E+01  3.7448343E+20  1.8902712E-03  1.0000000E-99  1.0000000E-99
   16  1.1812169E+04  5.7266224E-02  4.5431419E+01  3.7440694E+20  2.2202883E-03  1.0000000E-99  1.0000000E-99
   17  1.2593185E+04  6.1052645E-02  4.8435327E+01  3.7432516E+20  2.5769927E-03  1.0000000E-99  1.0000000E-99
   18  1.3374201E+04  6.4839066E-02  5.1439236E+01  3.7423808E+20  2.9862291E-03  1.0000000E-99  1.0000000E-99
   19  1.4155217E+04  6.8625487E-02  5.4443144E+01  3.7414570E+20  3.4120647E-03  1.0000000E-99  1.0000000E-99
   20  1.4936234E+04  7.2411909E-02  5.7447052E+01  3.7404802E+20  3.8665699E-03  1.0000000E-99  1.0000000E-99
   21  1.5717250E+04  7.6198330E-02  6.0450961E+01  3.7394503E+20  4.3498219E-03  1.0000000E-99  1.0000000E-99
   22  1.6498266E+04  7.9984751E-02  6.3454869E+01  3.7383672E+20  4.8619032E-03  1.0000000E-99  1.0000000E-99
   23  1.7279282E+04  8.3771172E-02  6.6458778E+01  3.7372310E+20  5.4029009E-03  1.0000000E-99  1.0000000E-99
   24  1.8060298E+04  8.7557594E-02  6.9462686E+01  3.7360416E+20  5.9729077E-03  1.0000000E-99  1.0000000E-99
   25  1.8841315E+04  9.1344015E-02  7.2466594E+01  3.7347989E+20  6.5720209E-03  1.0000000E-99  1.0000000E-99
   26  1.9622331E+04  9.5130436E-02  7.5470503E+01  3.7335029E+20  7.2003435E-03  1.0000000E-99  1.0000000E-99
   27  2.0403347E+04  9.8916857E-02  7.8474411E+01  3.7321536E+20  7.8579832E-03  1.0000000E-99  1.0000000E-99
   28  2.1184363E+04  1.0270328E-01  8.1478320E+01  3.7307507E+20  8.5450534E-03  1.0000000E-99  1.0000000E-99
   29  2.1965379E+04  1.0648970E-01  8.4482228E+01  3.7292944E+20  9.2616725E-03  1.0000000E-99  1.0000000E-99
   30  2.2746395E+04  1.1027612E-01  8.7486136E+01  3.7277846E+20  1.0007964E-02  1.0000000E-99  1.0000000E-99
   31  2.3527412E+04  1.1406254E-01  9.0490045E+01  3.7262211E+20  1.0784058E-02  1.0000000E-99  1.0000000E-99
   32  2.4308428E+04  1.1784896E-01  9.3493953E+01  3.7246039E+20  1.1590089E-02  1.0000000E-99  1.0000000E-99
   33  2.5089444E+04  1.2163538E-01  9.6497862E+01  3.7229330E+20  1.2426197E-02  1.0000000E-99  1.0000000E-99
   34  2.5870460E+04  1.2542181E-01  9.9501770E+01  3.7212082E+20  1.3292529E-02  1.0000000E-99  1.0000000E-99
   35  2.6651476E+04  1.2920823E-01  1.0250568E+02  3.7194295E+20  1.4189234E-02  1.0000000E-99  1.0000000E-99
   36  2.7432493E+04  1.3299465E-01  1.0550959E+02  3.7175969E+20  1.5116472E-02  1.0000000E-99  1.0000000E-99
   37  2.8213509E+04  1.3678107E-01  1.0851350E+02  3.7157101E+20  1.6074404E-02  1.0000000E-99  1.0000000E-99
   38  2.8994525E+04  1.4056749E-01  1.1151740E+02  3.7137693E+20  1.7063201E-02  1.0000000E-99  1.0000000E-99
   39  2.9775541E+04  1.4435391E-01  1.1452131E+02  3.7117742E+20  1.8083036E-02  1.0000000E-99  1.0000000E-99
   40  3.0556557E+04  1.4814033E-01  1.1752522E+02  3.7097248E+20  1.9134090E-02  1.0000000E-99  1.0000000E-99
   41  3.1337573E+04  1.5192676E-01  1.2052913E+02  3.7076209E+20  2.0216551E-02  1.0000000E-99  1.0000000E-99
   42  3.2118590E+04  1.5571318E-01  1.2353304E+02  3.7054626E+20  2.1330613E-02  1.0000000E-99  1.0000000E-99
   43  3.2899606E+04  1.5949960E-01  1.2653695E+02  3.7032497E+20  2.2476473E-02  1.0000000E-99  1.0000000E-99
   44  3.3680622E+04  1.6328602E-01  1.2954085E+02  3.7009821E+20  2.3654338E-02  1.0000000E-99  1.0000000E-99
   45  3.4461638E+04  1.6707244E-01  1.3254476E+02  3.6986596E+20  2.4864421E-02  1.0000000E-99  1.0000000E-99
   46  3.5242654E+04  1.7085886E-01  1.3554867E+02  3.6962823E+20  2.6106940E-02  1.0000000E-99  1.0000000E-99
   47  3.6023671E+04  1.7464528E-01  1.3855258E+02  3.6938500E+20  2.7382121E-02  1.0000000E-99  1.0000000E-99
   48  3.6804687E+04  1.7843170E-01  1.4155649E+02  3.6913626E+20  2.8690196E-02  1.0000000E-99  1.0000000E-99
   49  3.7585703E+04  1.8221813E-01  1.4456040E+02  3.6888199E+20  3.0031404E-02  1.0000000E-99  1.0000000E-99
   50  3.8366719E+04  1.8600455E-01  1.4756430E+02  3.6862219E+20  3.1405992E-02  1.0000000E-99  1.0000000E-99
   51  3.9147735E+04  1.8979097E-01  1.5056821E+02  3.6835685E+20  3.2814212E-02  1.0000000E-99  1.0000000E-99
   52  3.9928751E+04  1.9357739E-01  1.5357212E+02  3.6808594E+20  3.4256326E-02  1.0000000E-99  1.0000000E-99
   53  4.0709768E+04  1.9736381E-01  1.5657603E+02  3.6780947E+20  3.5732600E-02  1.0000000E-99  1.0000000E-99
   54  4.1490784E+04  2.0115023E-01  1.5957994E+02  3.6752741E+20  3.7243312E-02  1.0000000E-99  1.0000000E-99
   55  4.2271800E+04  2.0493665E-01  1.6258385E+02  3.6723976E+20  3.8788742E-02  1.0000000E-99  1.0000000E-99
   56  4.3052816E+04  2.0872307E-01  1.6558775E+02  3.6694650E+20  4.0369183E-02  1.0000000E-99  1.0000000E-99
   57  4.3833832E+04  2.1250950E-01  1.6859166E+02  3.6664762E+20  4.1984933E-02  1.0000000E-99  1.0000000E-99
   58  4.4614849E+04  2.1629592E-01  1.7159557E+02  3.6634310E+20  4.3636299E-02  1.0000000E-99  1.0000000E-99
   59  4.5395865E+04  2.2008234E-01  1.7459948E+02  3.6603294E+20  4.5323594E-02  1.0000000E-99  1.0000000E-99
   60  4.6176881E+04  2.2386876E-01  1.7760339E+02  3.6571711E+20  4.7047144E-02  1.0000000E-99  1.0000000E-99
   61  4.6957897E+04  2.2765518E-01  1.8060730E+02  3.6539560E+20  4.8807279E-02  1.0000000E-99  1.0000000E-99
   62  4.7738913E+04  2.3144160E-01  1.8361121E+02  3.6506839E+20  5.0604339E-02  1.0000000E-99  1.0000000E-99
   63  4.8519930E+04  2.3522802E-01  1.8661511E+02  3.6473548E+20  5.2438675E-02  1.0000000E-99  1.0000000E-99
   64  4.9300946E+04  2.3901444E-01  1.8961902E+02  3.6439684E+20  5.4310645E-02  1.0000000E-99  1.0000000E-99
   65  5.0081962E+04  2.4280087E-01  1.9262293E+02  3.6405246E+20  5.6220616E-02  1.0000000E-99  1.0000000E-99
   66  5.0862978E+04  2.4658729E-01  1.9562684E+02  3.6370233E+20  5.8168965E-02  1.0000000E-99  1.0000000E-99
   67  5.1643994E+04  2.5037371E-01  1.9863075E+02  3.6334642E+20  6.0156079E-02  1.0000000E-99  1.0000000E-99
   68  5.2425010E+04  2.5416013E-01  2.0163466E+02  3.6298472E+20  6.2182355E-02  1.0000000E-99  1.0000000E-99
   69  5.3206027E+04  2.5794655E-01  2.0463856E+02  3.6261721E+20  6.4248198E-02  1.0000000E-99  1.0000000E-99
   70  5.3987043E+04  2.6173297E-01  2.0764247E+02  3.6224388E+20  6.6354026E-02  1.0000000E-99  1.0000000E-99
   71  5.4768059E+04  2.6551939E-01  2.1064638E+02  3.6186470E+20  6.8500266E-02  1.0000000E-99  1.0000000E-99
