! Date: 15/08/2026  Time: 09:06:09  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 8.25392120E+00
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
   12  8.6096627E+03  4.1740249E-02  3.3114087E+01  2.6360051E+22  2.3174029E-01  2.3760317E+21  1.5686668E+00
   13  9.3893225E+03  4.5520094E-02  3.6112779E+01  2.5779423E+22  2.3961858E-01  1.7954039E+21  1.9628132E+00
   14  1.0168982E+04  4.9299940E-02  3.9111471E+01  2.5329895E+22  2.3961858E-01  1.3458763E+21  2.4735852E+00
   15  1.0948642E+04  5.3079786E-02  4.2110162E+01  2.4840791E+22  2.4836277E-01  8.5677220E+20  3.2323014E+00
   16  1.1728302E+04  5.6859631E-02  4.5108854E+01  2.3986527E+22  2.5693316E-01  1.0000000E-99  3.2323014E+00
   17  1.2507962E+04  6.0639477E-02  4.8107546E+01  2.3984670E+22  2.2052779E-01  1.0000000E-99  1.0000000E-99
   18  1.3287622E+04  6.4419323E-02  5.1106238E+01  2.3982694E+22  1.3630931E-03  1.0000000E-99  1.0000000E-99
   19  1.4067282E+04  6.8199168E-02  5.4104929E+01  2.3980597E+22  1.3630931E-03  1.0000000E-99  1.0000000E-99
   20  1.4846942E+04  7.1979014E-02  5.7103621E+01  2.3978380E+22  1.3630931E-03  1.0000000E-99  1.0000000E-99
   21  1.5626601E+04  7.5758860E-02  6.0102313E+01  2.3976043E+22  1.5334086E-03  1.0000000E-99  1.0000000E-99
   22  1.6406261E+04  7.9538706E-02  6.3101005E+01  2.3973586E+22  1.7137930E-03  1.0000000E-99  1.0000000E-99
   23  1.7185921E+04  8.3318551E-02  6.6099696E+01  2.3971009E+22  1.9042574E-03  1.0000000E-99  1.0000000E-99
   24  1.7965581E+04  8.7098397E-02  6.9098388E+01  2.3968312E+22  2.1048132E-03  1.0000000E-99  1.0000000E-99
   25  1.8745241E+04  9.0878243E-02  7.2097080E+01  2.3965494E+22  2.3154723E-03  1.0000000E-99  1.0000000E-99
   26  1.9524901E+04  9.4658088E-02  7.5095772E+01  2.3962557E+22  2.5362476E-03  1.0000000E-99  1.0000000E-99
   27  2.0304561E+04  9.8437934E-02  7.8094463E+01  2.3959499E+22  2.7671522E-03  1.0000000E-99  1.0000000E-99
   28  2.1084220E+04  1.0221778E-01  8.1093155E+01  2.3956321E+22  3.0082002E-03  1.0000000E-99  1.0000000E-99
   29  2.1863880E+04  1.0599763E-01  8.4091847E+01  2.3953022E+22  3.2594061E-03  1.0000000E-99  1.0000000E-99
   30  2.2643540E+04  1.0977747E-01  8.7090539E+01  2.3949603E+22  3.5207851E-03  1.0000000E-99  1.0000000E-99
   31  2.3423200E+04  1.1355732E-01  9.0089230E+01  2.3946063E+22  3.7923529E-03  1.0000000E-99  1.0000000E-99
   32  2.4202860E+04  1.1733716E-01  9.3087922E+01  2.3942403E+22  4.0741260E-03  1.0000000E-99  1.0000000E-99
   33  2.4982520E+04  1.2111701E-01  9.6086614E+01  2.3938622E+22  4.3661215E-03  1.0000000E-99  1.0000000E-99
   34  2.5762179E+04  1.2489685E-01  9.9085306E+01  2.3934721E+22  4.6683570E-03  1.0000000E-99  1.0000000E-99
   35  2.6541839E+04  1.2867670E-01  1.0208400E+02  2.3930699E+22  4.9808509E-03  1.0000000E-99  1.0000000E-99
   36  2.7321499E+04  1.3245655E-01  1.0508269E+02  2.3926556E+22  5.3036221E-03  1.0000000E-99  1.0000000E-99
   37  2.8101159E+04  1.3623639E-01  1.0808138E+02  2.3922293E+22  5.6366903E-03  1.0000000E-99  1.0000000E-99
   38  2.8880819E+04  1.4001624E-01  1.1108007E+02  2.3917908E+22  5.9800757E-03  1.0000000E-99  1.0000000E-99
   39  2.9660479E+04  1.4379608E-01  1.1407876E+02  2.3913402E+22  6.3337993E-03  1.0000000E-99  1.0000000E-99
   40  3.0440139E+04  1.4757593E-01  1.1707746E+02  2.3908776E+22  6.6978825E-03  1.0000000E-99  1.0000000E-99
   41  3.1219798E+04  1.5135577E-01  1.2007615E+02  2.3904028E+22  7.0723477E-03  1.0000000E-99  1.0000000E-99
   42  3.1999458E+04  1.5513562E-01  1.2307484E+02  2.3899159E+22  7.4572176E-03  1.0000000E-99  1.0000000E-99
   43  3.2779118E+04  1.5891546E-01  1.2607353E+02  2.3894169E+22  7.8525158E-03  1.0000000E-99  1.0000000E-99
   44  3.3558778E+04  1.6269531E-01  1.2907222E+02  2.3889058E+22  8.2582666E-03  1.0000000E-99  1.0000000E-99
   45  3.4338438E+04  1.6647516E-01  1.3207092E+02  2.3883825E+22  8.6744948E-03  1.0000000E-99  1.0000000E-99
   46  3.5118098E+04  1.7025500E-01  1.3506961E+02  2.3878471E+22  9.1012259E-03  1.0000000E-99  1.0000000E-99
   47  3.5897758E+04  1.7403485E-01  1.3806830E+02  2.3872995E+22  9.5384862E-03  1.0000000E-99  1.0000000E-99
   48  3.6677417E+04  1.7781469E-01  1.4106699E+02  2.3867398E+22  9.9863026E-03  1.0000000E-99  1.0000000E-99
   49  3.7457077E+04  1.8159454E-01  1.4406568E+02  2.3861678E+22  1.0444703E-02  1.0000000E-99  1.0000000E-99
   50  3.8236737E+04  1.8537438E-01  1.4706437E+02  2.3855837E+22  1.0913715E-02  1.0000000E-99  1.0000000E-99
   51  3.9016397E+04  1.8915423E-01  1.5006307E+02  2.3849874E+22  1.1393367E-02  1.0000000E-99  1.0000000E-99
   52  3.9796057E+04  1.9293408E-01  1.5306176E+02  2.3843790E+22  1.1883691E-02  1.0000000E-99  1.0000000E-99
   53  4.0575717E+04  1.9671392E-01  1.5606045E+02  2.3837582E+22  1.2384715E-02  1.0000000E-99  1.0000000E-99
   54  4.1355377E+04  2.0049377E-01  1.5905914E+02  2.3831253E+22  1.2896472E-02  1.0000000E-99  1.0000000E-99
   55  4.2135036E+04  2.0427361E-01  1.6205783E+02  2.3824802E+22  1.3418992E-02  1.0000000E-99  1.0000000E-99
   56  4.2914696E+04  2.0805346E-01  1.6505652E+02  2.3818228E+22  1.3952309E-02  1.0000000E-99  1.0000000E-99
   57  4.3694356E+04  2.1183330E-01  1.6805522E+02  2.3811531E+22  1.4496455E-02  1.0000000E-99  1.0000000E-99
   58  4.4474016E+04  2.1561315E-01  1.7105391E+02  2.3804713E+22  1.5051465E-02  1.0000000E-99  1.0000000E-99
   59  4.5253676E+04  2.1939300E-01  1.7405260E+02  2.3797771E+22  1.5617373E-02  1.0000000E-99  1.0000000E-99
   60  4.6033336E+04  2.2317284E-01  1.7705129E+02  2.3790706E+22  1.6194215E-02  1.0000000E-99  1.0000000E-99
   61  4.6812996E+04  2.2695269E-01  1.8004998E+02  2.3783519E+22  1.6782027E-02  1.0000000E-99  1.0000000E-99
   62  4.7592655E+04  2.3073253E-01  1.8304867E+02  2.3776209E+22  1.7380846E-02  1.0000000E-99  1.0000000E-99
   63  4.8372315E+04  2.3451238E-01  1.8604737E+02  2.3768775E+22  1.7990709E-02  1.0000000E-99  1.0000000E-99
   64  4.9151975E+04  2.3829222E-01  1.8904606E+02  2.3761218E+22  1.8611655E-02  1.0000000E-99  1.0000000E-99
   65  4.9931635E+04  2.4207207E-01  1.9204475E+02  2.3753538E+22  1.9243724E-02  1.0000000E-99  1.0000000E-99
   66  5.0711295E+04  2.4585192E-01  1.9504344E+02  2.3745734E+22  1.9886955E-02  1.0000000E-99  1.0000000E-99
   67  5.1490955E+04  2.4963176E-01  1.9804213E+02  2.3737807E+22  2.0541389E-02  1.0000000E-99  1.0000000E-99
   68  5.2270615E+04  2.5341161E-01  2.0104083E+02  2.3729756E+22  2.1207067E-02  1.0000000E-99  1.0000000E-99
   69  5.3050274E+04  2.5719145E-01  2.0403952E+02  2.3721581E+22  2.1884033E-02  1.0000000E-99  1.0000000E-99
   70  5.3829934E+04  2.6097130E-01  2.0703821E+02  2.3713282E+22  2.2572328E-02  1.0000000E-99  1.0000000E-99
   71  5.4609594E+04  2.6475114E-01  2.1003690E+02  2.3704859E+22  2.3271998E-02  1.0000000E-99  1.0000000E-99
   72  5.5389254E+04  2.6853099E-01  2.1303559E+02  2.3696312E+22  2.3983087E-02  1.0000000E-99  1.0000000E-99
   73  5.6168914E+04  2.7231084E-01  2.1603428E+02  2.3687641E+22  2.4705640E-02  1.0000000E-99  1.0000000E-99
   74  5.6948574E+04  2.7609068E-01  2.1903298E+02  2.3678844E+22  2.5439704E-02  1.0000000E-99  1.0000000E-99
   75  5.7728234E+04  2.7987053E-01  2.2203167E+02  2.3669924E+22  2.6185327E-02  1.0000000E-99  1.0000000E-99
   76  5.8507893E+04  2.8365037E-01  2.2503036E+02  2.3660878E+22  2.6942556E-02  1.0000000E-99  1.0000000E-99
   77  5.9287553E+04  2.8743022E-01  2.2802905E+02  2.3651708E+22  2.7711441E-02  1.0000000E-99  1.0000000E-99
   78  6.0067213E+04  2.9121006E-01  2.3102774E+02  2.3642412E+22  2.8492030E-02  1.0000000E-99  1.0000000E-99
   79  6.0846873E+04  2.9498991E-01  2.3402643E+02  2.3632991E+22  2.9284376E-02  1.0000000E-99  1.0000000E-99
   80  6.1626533E+04  2.9876976E-01  2.3702513E+02  2.3623445E+22  3.0088530E-02  1.0000000E-99  1.0000000E-99
   81  6.2406193E+04  3.0254960E-01  2.4002382E+02  2.3613773E+22  3.0904544E-02  1.0000000E-99  1.0000000E-99
   82  6.3185853E+04  3.0632945E-01  2.4302251E+02  2.3603975E+22  3.1732471E-02  1.0000000E-99  1.0000000E-99
   83  6.3965512E+04  3.1010929E-01  2.4602120E+02  2.3594052E+22  3.2572366E-02  1.0000000E-99  1.0000000E-99
   84  6.4745172E+04  3.1388914E-01  2.4901989E+02  2.3584003E+22  3.3424285E-02  1.0000000E-99  1.0000000E-99
   85  6.5524832E+04  3.1766898E-01  2.5201859E+02  2.3573827E+22  3.4288282E-02  1.0000000E-99  1.0000000E-99
   86  6.6304492E+04  3.2144883E-01  2.5501728E+02  2.3563525E+22  3.5164416E-02  1.0000000E-99  1.0000000E-99
   87  6.7084152E+04  3.2522868E-01  2.5801597E+02  2.3553097E+22  3.6052745E-02  1.0000000E-99  1.0000000E-99
   88  6.7863812E+04  3.2900852E-01  2.6101466E+02  2.3542542E+22  3.6953326E-02  1.0000000E-99  1.0000000E-99
   89  6.8643472E+04  3.3278837E-01  2.6401335E+02  2.3531860E+22  3.7866221E-02  1.0000000E-99  1.0000000E-99
   90  6.9423131E+04  3.3656821E-01  2.6701204E+02  2.3521051E+22  3.8791490E-02  1.0000000E-99  1.0000000E-99
   91  7.0202791E+04  3.4034806E-01  2.7001074E+02  2.3510115E+22  3.9729196E-02  1.0000000E-99  1.0000000E-99
   92  7.0982451E+04  3.4412790E-01  2.7300943E+02  2.3499051E+22  4.0679400E-02  1.0000000E-99  1.0000000E-99
   93  7.1762111E+04  3.4790775E-01  2.7600812E+02  2.3487860E+22  4.1642167E-02  1.0000000E-99  1.0000000E-99
   94  7.2541771E+04  3.5168760E-01  2.7900681E+02  2.3476542E+22  4.2617563E-02  1.0000000E-99  1.0000000E-99
   95  7.3321431E+04  3.5546744E-01  2.8200550E+02  2.3465095E+22  4.3605652E-02  1.0000000E-99  1.0000000E-99
   96  7.4101091E+04  3.5924729E-01  2.8500419E+02  2.3453520E+22  4.4606502E-02  1.0000000E-99  1.0000000E-99
   97  7.4880750E+04  3.6302713E-01  2.8800289E+02  2.3441817E+22  4.5620181E-02  1.0000000E-99  1.0000000E-99
   98  7.5660410E+04  3.6680698E-01  2.9100158E+02  2.3429986E+22  4.6646758E-02  1.0000000E-99  1.0000000E-99
   99  7.6440070E+04  3.7058682E-01  2.9400027E+02  2.3418025E+22  4.7686303E-02  1.0000000E-99  1.0000000E-99
  100  7.7219730E+04  3.7436667E-01  2.9699896E+02  2.3405936E+22  4.8738888E-02  1.0000000E-99  1.0000000E-99
  101  7.7999390E+04  3.7814651E-01  2.9999765E+02  2.3393718E+22  4.9804584E-02  1.0000000E-99  1.0000000E-99
  102  7.8779050E+04  3.8192636E-01  3.0299635E+02  2.3381371E+22  5.0883467E-02  1.0000000E-99  1.0000000E-99
  103  7.9558710E+04  3.8570621E-01  3.0599504E+02  2.3368894E+22  5.1975609E-02  1.0000000E-99  1.0000000E-99
  104  8.0338369E+04  3.8948605E-01  3.0899373E+02  2.3356287E+22  5.3081088E-02  1.0000000E-99  1.0000000E-99
  105  8.1118029E+04  3.9326590E-01  3.1199242E+02  2.3343551E+22  5.4199979E-02  1.0000000E-99  1.0000000E-99
  106  8.1897689E+04  3.9704574E-01  3.1499111E+02  2.3330684E+22  5.5332362E-02  1.0000000E-99  1.0000000E-99
  107  8.2677349E+04  4.0082559E-01  3.1798980E+02  2.3317687E+22  5.6478315E-02  1.0000000E-99  1.0000000E-99
  108  8.3457009E+04  4.0460543E-01  3.2098850E+02  2.3304560E+22  5.7637918E-02  1.0000000E-99  1.0000000E-99
  109  8.4236669E+04  4.0838528E-01  3.2398719E+02  2.3291301E+22  5.8811255E-02  1.0000000E-99  1.0000000E-99
  110  8.5016329E+04  4.1216513E-01  3.2698588E+02  2.3277912E+22  5.9998407E-02  1.0000000E-99  1.0000000E-99
  111  8.5795988E+04  4.1594497E-01  3.2998457E+02  2.3264392E+22  6.1199459E-02  1.0000000E-99  1.0000000E-99
  112  8.6575648E+04  4.1972482E-01  3.3298326E+02  2.3250740E+22  6.2414496E-02  1.0000000E-99  1.0000000E-99
  113  8.7355308E+04  4.2350466E-01  3.3598195E+02  2.3236956E+22  6.3643605E-02  1.0000000E-99  1.0000000E-99
  114  8.8134968E+04  4.2728451E-01  3.3898065E+02  2.3223041E+22  6.4886875E-02  1.0000000E-99  1.0000000E-99
  115  8.8914628E+04  4.3106435E-01  3.4197934E+02  2.3208993E+22  6.6144394E-02  1.0000000E-99  1.0000000E-99
  116  8.9694288E+04  4.3484420E-01  3.4497803E+02  2.3194813E+22  6.7416253E-02  1.0000000E-99  1.0000000E-99
  117  9.0473948E+04  4.3862405E-01  3.4797672E+02  2.3180500E+22  6.8702545E-02  1.0000000E-99  1.0000000E-99
  118  9.1253607E+04  4.4240389E-01  3.5097541E+02  2.3166055E+22  7.0003362E-02  1.0000000E-99  1.0000000E-99
  119  9.2033267E+04  4.4618374E-01  3.5397410E+02  2.3151476E+22  7.1318800E-02  1.0000000E-99  1.0000000E-99
  120  9.2812927E+04  4.4996358E-01  3.5697280E+02  2.3136764E+22  7.2648955E-02  1.0000000E-99  1.0000000E-99
  121  9.3592587E+04  4.5374343E-01  3.5997149E+02  2.3121918E+22  7.3993924E-02  1.0000000E-99  1.0000000E-99
  122  9.4372247E+04  4.5752327E-01  3.6297018E+02  2.3106939E+22  7.5353806E-02  1.0000000E-99  1.0000000E-99
  123  9.5151907E+04  4.6130312E-01  3.6596887E+02  2.3091825E+22  7.6728702E-02  1.0000000E-99  1.0000000E-99
  124  9.5931567E+04  4.6508297E-01  3.6896756E+02  2.3076577E+22  7.8118715E-02  1.0000000E-99  1.0000000E-99
  125  9.6711226E+04  4.6886281E-01  3.7196626E+02  2.3061194E+22  7.9523947E-02  1.0000000E-99  1.0000000E-99
  126  9.7490886E+04  4.7264266E-01  3.7496495E+02  2.3045676E+22  8.0944503E-02  1.0000000E-99  1.0000000E-99
  127  9.8270546E+04  4.7642250E-01  3.7796364E+02  2.3030023E+22  8.2380491E-02  1.0000000E-99  1.0000000E-99
  128  9.9050206E+04  4.8020235E-01  3.8096233E+02  2.3014235E+22  8.3832018E-02  1.0000000E-99  1.0000000E-99
  129  9.9829866E+04  4.8398219E-01  3.8396102E+02  2.2998311E+22  8.5299194E-02  1.0000000E-99  1.0000000E-99
  130  1.0060953E+05  4.8776204E-01  3.8695971E+02  2.2982250E+22  8.6782131E-02  1.0000000E-99  1.0000000E-99
  131  1.0138919E+05  4.9154189E-01  3.8995841E+02  2.2966054E+22  8.8280941E-02  1.0000000E-99  1.0000000E-99
  132  1.0216885E+05  4.9532173E-01  3.9295710E+02  2.2949720E+22  8.9795739E-02  1.0000000E-99  1.0000000E-99
  133  1.0294851E+05  4.9910158E-01  3.9595579E+02  2.2933250E+22  9.1326641E-02  1.0000000E-99  1.0000000E-99
  134  1.0372817E+05  5.0288142E-01  3.9895448E+02  2.2916643E+22  9.2873766E-02  1.0000000E-99  1.0000000E-99
  135  1.0450782E+05  5.0666127E-01  4.0195317E+02  2.2899898E+22  9.4437233E-02  1.0000000E-99  1.0000000E-99
  136  1.0528748E+05  5.1044111E-01  4.0495186E+02  2.2883015E+22  9.6017164E-02  1.0000000E-99  1.0000000E-99
  137  1.0606714E+05  5.1422096E-01  4.0795056E+02  2.2865994E+22  9.7613681E-02  1.0000000E-99  1.0000000E-99
  138  1.0684680E+05  5.1800081E-01  4.1094925E+02  2.2848835E+22  9.9226911E-02  1.0000000E-99  1.0000000E-99
  139  1.0762646E+05  5.2178065E-01  4.1394794E+02  2.2831536E+22  1.0085698E-01  1.0000000E-99  1.0000000E-99
  140  1.0840612E+05  5.2556050E-01  4.1694663E+02  2.2814099E+22  1.0250402E-01  1.0000000E-99  1.0000000E-99
  141  1.0918578E+05  5.2934034E-01  4.1994532E+02  2.2796523E+22  1.0416815E-01  1.0000000E-99  1.0000000E-99
  142  1.0996544E+05  5.3312019E-01  4.2294402E+02  2.2778806E+22  1.0584952E-01  1.0000000E-99  1.0000000E-99
  143  1.1074510E+05  5.3690003E-01  4.2594271E+02  2.2760950E+22  1.0754825E-01  1.0000000E-99  1.0000000E-99
  144  1.1152476E+05  5.4067988E-01  4.2894140E+02  2.2742954E+22  1.0926448E-01  1.0000000E-99  1.0000000E-99
  145  1.1230442E+05  5.4445973E-01  4.3194009E+02  2.2724816E+22  1.1099836E-01  1.0000000E-99  1.0000000E-99
  146  1.1308408E+05  5.4823957E-01  4.3493878E+02  2.2706538E+22  1.1275002E-01  1.0000000E-99  1.0000000E-99
  147  1.1386374E+05  5.5201942E-01  4.3793747E+02  2.2688118E+22  1.1451960E-01  1.0000000E-99  1.0000000E-99
  148  1.1464340E+05  5.5579926E-01  4.4093617E+02  2.2669557E+22  1.1630724E-01  1.0000000E-99  1.0000000E-99
  149  1.1542306E+05  5.5957911E-01  4.4393486E+02  2.2650853E+22  1.1811311E-01  1.0000000E-99  1.0000000E-99
  150  1.1620272E+05  5.6335895E-01  4.4693355E+02  2.2632007E+22  1.1993734E-01  1.0000000E-99  1.0000000E-99
  151  1.1698238E+05  5.6713880E-01  4.4993224E+02  2.2613018E+22  1.2178009E-01  1.0000000E-99  1.0000000E-99
  152  1.1776204E+05  5.7091864E-01  4.5293093E+02  2.2593887E+22  1.2364150E-01  1.0000000E-99  1.0000000E-99
  153  1.1854170E+05  5.7469849E-01  4.5592962E+02  2.2574611E+22  1.2552174E-01  1.0000000E-99  1.0000000E-99
  154  1.1932136E+05  5.7847834E-01  4.5892832E+02  2.2555192E+22  1.2742097E-01  1.0000000E-99  1.0000000E-99
  155  1.2010102E+05  5.8225818E-01  4.6192701E+02  2.2535629E+22  1.2933933E-01  1.0000000E-99  1.0000000E-99
  156  1.2088068E+05  5.8603803E-01  4.6492570E+02  2.2515920E+22  1.3127701E-01  1.0000000E-99  1.0000000E-99
  157  1.2166034E+05  5.8981787E-01  4.6792439E+02  2.2496067E+22  1.3323416E-01  1.0000000E-99  1.0000000E-99
  158  1.2244000E+05  5.9359772E-01  4.7092308E+02  2.2476069E+22  1.3521094E-01  1.0000000E-99  1.0000000E-99
  159  1.2321966E+05  5.9737756E-01  4.7392178E+02  2.2455925E+22  1.3720754E-01  1.0000000E-99  1.0000000E-99
  160  1.2399932E+05  6.0115741E-01  4.7692047E+02  2.2435634E+22  1.3922412E-01  1.0000000E-99  1.0000000E-99
  161  1.2477898E+05  6.0493726E-01  4.7991916E+02  2.2415197E+22  1.4126085E-01  1.0000000E-99  1.0000000E-99
  162  1.2555864E+05  6.0871710E-01  4.8291785E+02  2.2394614E+22  1.4331793E-01  1.0000000E-99  1.0000000E-99
  163  1.2633830E+05  6.1249695E-01  4.8591654E+02  2.2373882E+22  1.4539552E-01  1.0000000E-99  1.0000000E-99
  164  1.2711796E+05  6.1627679E-01  4.8891523E+02  2.2353003E+22  1.4749381E-01  1.0000000E-99  1.0000000E-99
  165  1.2789762E+05  6.2005664E-01  4.9191393E+02  2.2331976E+22  1.4961298E-01  1.0000000E-99  1.0000000E-99
  166  1.2867728E+05  6.2383648E-01  4.9491262E+02  2.2310800E+22  1.5175324E-01  1.0000000E-99  1.0000000E-99
  167  1.2945694E+05  6.2761633E-01  4.9791131E+02  2.2289475E+22  1.5391475E-01  1.0000000E-99  1.0000000E-99
  168  1.3023660E+05  6.3139618E-01  5.0091000E+02  2.2268001E+22  1.5609774E-01  1.0000000E-99  1.0000000E-99
  169  1.3101626E+05  6.3517602E-01  5.0390869E+02  2.2246377E+22  1.5830238E-01  1.0000000E-99  1.0000000E-99
  170  1.3179592E+05  6.3895587E-01  5.0690738E+02  2.2224602E+22  1.6052888E-01  1.0000000E-99  1.0000000E-99
  171  1.3257558E+05  6.4273571E-01  5.0990608E+02  2.2202677E+22  1.6277744E-01  1.0000000E-99  1.0000000E-99
  172  1.3335524E+05  6.4651556E-01  5.1290477E+02  2.2180601E+22  1.6504828E-01  1.0000000E-99  1.0000000E-99
  173  1.3413490E+05  6.5029540E-01  5.1590346E+02  2.2158372E+22  1.6734159E-01  1.0000000E-99  1.0000000E-99
  174  1.3491456E+05  6.5407525E-01  5.1890215E+02  2.2135992E+22  1.6965760E-01  1.0000000E-99  1.0000000E-99
  175  1.3569422E+05  6.5785510E-01  5.2190084E+02  2.2113459E+22  1.7199653E-01  1.0000000E-99  1.0000000E-99
  176  1.3647388E+05  6.6163494E-01  5.2489953E+02  2.2090773E+22  1.7435858E-01  1.0000000E-99  1.0000000E-99
  177  1.3725354E+05  6.6541479E-01  5.2789823E+02  2.2067934E+22  1.7674398E-01  1.0000000E-99  1.0000000E-99
  178  1.3803320E+05  6.6919463E-01  5.3089692E+02  2.2044940E+22  1.7915297E-01  1.0000000E-99  1.0000000E-99
  179  1.3881286E+05  6.7297448E-01  5.3389561E+02  2.2021792E+22  1.8158577E-01  1.0000000E-99  1.0000000E-99
  180  1.3959252E+05  6.7675432E-01  5.3689430E+02  2.1998489E+22  1.8404261E-01  1.0000000E-99  1.0000000E-99
  181  1.4037218E+05  6.8053417E-01  5.3989299E+02  2.1975031E+22  1.8652374E-01  1.0000000E-99  1.0000000E-99
  182  1.4115184E+05  6.8431402E-01  5.4289169E+02  2.1951417E+22  1.8902939E-01  1.0000000E-99  1.0000000E-99
  183  1.4193150E+05  6.8809386E-01  5.4589038E+02  2.1927646E+22  1.9155981E-01  1.0000000E-99  1.0000000E-99
  184  1.4271116E+05  6.9187371E-01  5.4888907E+02  2.1903718E+22  1.9411525E-01  1.0000000E-99  1.0000000E-99
  185  1.4349082E+05  6.9565355E-01  5.5188776E+02  2.1879633E+22  1.9669595E-01  1.0000000E-99  1.0000000E-99
  186  1.4427048E+05  6.9943340E-01  5.5488645E+02  2.1855389E+22  1.9930219E-01  1.0000000E-99  1.0000000E-99
  187  1.4505014E+05  7.0321324E-01  5.5788514E+02  2.1830987E+22  2.0193421E-01  1.0000000E-99  1.0000000E-99
  188  1.4582980E+05  7.0699309E-01  5.6088384E+02  2.1806426E+22  2.0459229E-01  1.0000000E-99  1.0000000E-99
  189  1.4660946E+05  7.1077294E-01  5.6388253E+02  2.1781706E+22  2.0727669E-01  1.0000000E-99  1.0000000E-99
  190  1.4738912E+05  7.1455278E-01  5.6688122E+02  2.1756825E+22  2.0998768E-01  1.0000000E-99  1.0000000E-99
  191  1.4816878E+05  7.1833263E-01  5.6987991E+02  2.1731784E+22  2.1272555E-01  1.0000000E-99  1.0000000E-99
  192  1.4894844E+05  7.2211247E-01  5.7287860E+02  2.1706581E+22  2.1549058E-01  1.0000000E-99  1.0000000E-99
  193  1.4972810E+05  7.2589232E-01  5.7587729E+02  2.1681217E+22  2.1828305E-01  1.0000000E-99  1.0000000E-99
  194  1.5050776E+05  7.2967216E-01  5.7887599E+02  2.1655690E+22  2.2110325E-01  1.0000000E-99  1.0000000E-99
  195  1.5128742E+05  7.3345201E-01  5.8187468E+02  2.1630000E+22  2.2395149E-01  1.0000000E-99  1.0000000E-99
  196  1.5206708E+05  7.3723186E-01  5.8487337E+02  2.1604146E+22  2.2682806E-01  1.0000000E-99  1.0000000E-99
  197  1.5284674E+05  7.4101170E-01  5.8787206E+02  2.1578129E+22  2.2973327E-01  1.0000000E-99  1.0000000E-99
  198  1.5362640E+05  7.4479155E-01  5.9087075E+02  2.1551946E+22  2.3266743E-01  1.0000000E-99  1.0000000E-99
  199  1.5440606E+05  7.4857139E-01  5.9386945E+02  2.1525599E+22  2.3563085E-01  1.0000000E-99  1.0000000E-99
  200  1.5518572E+05  7.5235124E-01  5.9686814E+02  2.1499085E+22  2.3862386E-01  1.0000000E-99  1.0000000E-99
  201  1.5596538E+05  7.5613108E-01  5.9986683E+02  2.1472405E+22  2.4164679E-01  1.0000000E-99  1.0000000E-99
  202  1.5674504E+05  7.5991093E-01  6.0286552E+02  2.1445558E+22  2.4469996E-01  1.0000000E-99  1.0000000E-99
  203  1.5752470E+05  7.6369078E-01  6.0586421E+02  2.1418543E+22  2.4778372E-01  1.0000000E-99  1.0000000E-99
  204  1.5830436E+05  7.6747062E-01  6.0886290E+02  2.1391359E+22  2.5089840E-01  1.0000000E-99  1.0000000E-99
  205  1.5908401E+05  7.7125047E-01  6.1186160E+02  2.1364007E+22  2.5404436E-01  1.0000000E-99  1.0000000E-99
