  ID   i   j   k    SD_emb    T_BE       M_BE  FWHM_pc   xi_max contr_rho   peak_exc  contrast detect hole       rho_c    rho_edge     rho_emb      r0_AU   R_out_AU  R_cloud_AU      N_tot    a_BE  stab
 358   6   6   7  9.60e+22   6.941     0.5825   0.0572   4.1634     5.220  7.533e+21     1.078      0    1  2.1627e-19  4.1433e-20  4.8378e-20    2470.22   10284.60   308537.88 1.0015e+23    1.13   sub
 359   6   6   8  9.60e+22   6.959     0.5825   0.0936   2.8951     2.743  3.554e+21     1.037      0    1  5.7270e-20  2.0877e-20  3.5755e-20    4806.47   13915.32   417459.49 9.7837e+22    1.60   sub
 360   6   6   9  9.60e+22   6.967     0.5825   0.1529   2.1034     1.839  1.491e+21     1.016      0    1  1.4005e-20  7.6150e-21  2.4322e-20    9725.51   20456.64   613699.25 9.6753e+22    2.65   sub
 361   6   6  10  9.60e+22   6.971     0.5825   0.2500   1.5691     1.443  5.858e+20     1.006      0    1  3.2628e-21  2.2615e-21  1.5733e-20   20154.90   31624.09   948722.79 9.6294e+22    4.87   sub
 362   6   7   4  9.60e+22   6.796     1.3733   0.0131  59.7593  2081.665  2.323e+22     1.242      1    1  6.4760e-18  3.1110e-21  1.8639e-20     446.68   26693.07   800792.15 1.2388e+23    1.70  deep
 363   6   7   5  9.60e+22   6.852     1.3733   0.0214  34.3858   709.562  2.068e+22     1.215      1    1  2.5571e-18  3.6038e-21  2.0272e-20     713.76   24543.18   736295.37 1.1347e+23    1.60  deep
 364   6   7   6  9.60e+22   6.896     1.3733   0.0350  18.2150   179.532  1.605e+22     1.167      1    1  9.4301e-19  5.2526e-21  2.3166e-20    1179.12   21477.78   644333.28 1.0648e+23    1.33  deep
 365   6   7   7  9.60e+22   6.929     1.3733   0.0572   9.3487    35.419  1.024e+22     1.107      1    1  3.0027e-19  8.4777e-21  2.5408e-20    2094.66   19582.37   587471.03 1.0170e+23    1.06 super
 366   6   7   8  9.60e+22   6.950     1.3733   0.0936   5.6734    10.324  5.808e+21     1.060      0    1  9.7386e-20  9.4332e-21  2.3809e-20    3683.42   20897.39   626921.80 9.9026e+22    1.01   sub
 367   6   7   9  9.60e+22   6.962     1.3733   0.1529   3.7665     4.288  2.846e+21     1.030      0    1  2.7976e-20  6.5243e-21  1.9205e-20    6878.46   25907.50   777224.90 9.7443e+22    1.21   sub
 368   6   7  10  9.60e+22   6.969     1.3733   0.2500   2.6586     2.428  1.245e+21     1.013      0    1  7.2472e-21  2.9843e-21  1.3841e-20   13520.90   35946.08  1078382.41 9.6625e+22    1.80   sub
 369   6   8   6  9.60e+22   6.892     3.2375   0.0350  53.7768  1705.062  1.680e+22     1.175      1    1  1.0049e-18  5.8938e-22  8.1023e-21    1141.90   61408.01  1842240.31 1.0705e+23    1.69  deep
 370   6   8   7  9.60e+22   6.924     3.2375   0.0572  28.1141   467.758  1.142e+22     1.119      1    1  3.4267e-19  7.3259e-22  9.0290e-21    1960.06   55105.27  1653158.10 1.0241e+23    1.53  deep
 371   6   8   8  9.60e+22   6.944     3.2375   0.0936  14.5144   105.138  7.098e+21     1.074      0    1  1.1965e-19  1.1380e-21  1.0319e-20    3321.90   48215.48  1446464.51 9.9713e+22    1.23  deep
 372   6   8   9  9.60e+22   6.957     3.2375   0.1529   8.1571    25.134  4.115e+21     1.043      0    1  4.1439e-20  1.6488e-21  1.0796e-20    5649.62   46084.62  1382538.58 9.8093e+22    1.02 super
 373   6   8  10  9.60e+22   6.965     3.2375   0.2500   5.0546     7.913  2.129e+21     1.022      0    1  1.2827e-20  1.6210e-21  9.6877e-21   10160.71   51358.38  1540751.29 9.7071e+22    1.03   sub
 374   6   9   8  9.60e+22   6.939     7.6324   0.0936  49.5312  1457.088  8.330e+21     1.087      0    1  1.5955e-19  1.0950e-22  3.4933e-21    2875.51  142427.61  4272828.36 1.0041e+23    1.68  deep
 375   6   9   9  9.60e+22   6.954     7.6324   0.1529  24.0998   336.224  4.740e+21     1.049      0    1  4.8867e-20  1.4534e-22  3.9690e-21    5201.62  125358.01  3760740.38 9.8416e+22    1.46  deep
 376   6   9  10  9.60e+22   6.962     7.6324   0.2500  12.5616    73.987  2.759e+21     1.029      0    1  1.6973e-20  2.2940e-22  4.4850e-21    8831.26  110934.63  3328038.97 9.7389e+22    1.17  deep
 377   6  10  10  9.60e+22   6.961    17.9932   0.2500  39.7438   948.658  3.076e+21     1.032      0    1  1.9864e-20  2.0939e-23  1.5337e-21    8162.50  324408.80  9732263.88 9.7555e+22    1.64  deep
