! Date: 14/08/2026  Time: 14:19:39  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.56803652E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   25  1.5448554E+17  7.8237871E-02  1.0326720E+04  5.0064665E-02  3.9718155E+01  3.3315947E-20  7.1654717E+03  3.3315947E-22  7.1654717E+01       Infinity  1.4682413E+01
   26  1.6695644E+17  7.6997254E-02  1.1160349E+04  5.4106154E-02  4.2924418E+01  3.1953413E-20  6.8724230E+03  3.1953413E-22  6.8724230E+01       Infinity  1.5048137E+01
   27  1.8022035E+17  7.5866168E-02  1.2046986E+04  5.8404634E-02  4.6334562E+01  3.0496039E-20  6.5589762E+03  3.0496039E-22  6.5589762E+01       Infinity  1.5505364E+01
   28  1.9432768E+17  7.4832604E-02  1.2990003E+04  6.2976448E-02  4.9961551E+01  2.8951794E-20  6.2268456E+03  2.8951794E-22  6.2268456E+01       Infinity  1.6055363E+01
   29  2.0933208E+17  7.3886194E-02  1.3992985E+04  6.7838976E-02  5.3819175E+01  2.7331775E-20  5.8784180E+03  2.7331775E-22  5.8784180E+01       Infinity  1.6806333E+01
   30  2.2529059E+17  7.3017945E-02  1.5059746E+04  7.3010703E-02  5.7922098E+01  2.5649706E-20  5.5166447E+03  2.5649706E-22  5.5166447E+01       Infinity  1.7824270E+01
   31  2.3616700E+17  2.2452591E-02  1.5786789E+04  7.6535459E-02  6.0718417E+01  2.4550576E-20  5.2802480E+03  2.4550576E-22  5.2802480E+01       Infinity  1.8778911E+01
   32  2.4491515E+17  4.9787607E-02  1.6371566E+04  7.9370502E-02  6.2967563E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  1.9450660E+01
   33  2.6031644E+17  7.1485535E-02  1.7401080E+04  8.4361655E-02  6.6927229E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  1.9746780E+01
   34  2.7951696E+17  7.0808464E-02  1.8684555E+04  9.0584032E-02  7.1863671E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  1.9951407E+01
   35  2.9993840E+17  7.0183468E-02  2.0049644E+04  9.7202079E-02  7.7114014E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0083961E+01
   36  3.2175469E+17  7.0183468E-02  2.1507972E+04  1.0427216E-01  8.2722971E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0192187E+01
   37  3.5071695E+17  1.0077262E-01  2.3443980E+04  1.1365806E-01  9.0169155E+01  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0292903E+01
   38  3.9634858E+17  1.4108939E-01  2.6494266E+04  1.2844606E-01  1.0190102E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0386135E+01
   39  4.6903133E+17  1.9070142E-01  3.1352808E+04  1.5200061E-01  1.2058772E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0480584E+01
   40  5.8576156E+17  2.4586030E-01  3.9155742E+04  1.8982978E-01  1.5059901E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0559365E+01
   41  7.7314151E+17  2.9845039E-01  5.1681318E+04  2.5055465E-01  1.9877430E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0622896E+01
   42  1.0686456E+18  3.3712186E-01  7.1434546E+04  3.4631969E-01  2.7474825E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0665146E+01
   43  1.5149928E+18  3.5144102E-01  1.0127101E+05  4.9096898E-01  3.8950390E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0706106E+01
   44  2.1423195E+18  3.3712186E-01  1.4320521E+05  6.9426891E-01  5.5078927E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0760934E+01
   45  2.9425305E+18  2.9845039E-01  1.9669602E+05  9.5359608E-01  7.5652314E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0846809E+01
   46  3.8555996E+18  2.4586030E-01  2.5773092E+05  1.2494976E+00  9.9127276E+02  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.0979412E+01
   47  4.7859089E+18  1.9070142E-01  3.1991825E+05  1.5509861E+00  1.2304548E+03  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.1153309E+01
   48  5.6401299E+18  1.4108939E-01  3.7701940E+05  1.8278165E+00  1.4500746E+03  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.1368035E+01
   49  6.3583868E+18  1.0077262E-01  4.2503191E+05  2.0605845E+00  1.6347381E+03  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.1607742E+01
   50  6.9216554E+18  7.0183468E-02  4.6268408E+05  2.2431249E+00  1.7795542E+03  1.2168018E-22  2.6170526E+01  1.2168018E-24  2.6170526E-01       Infinity  2.1872633E+01
