! Date: 14/08/2026  Time: 20:20:47  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.13695855E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
    1  3.4930081E+14  1.0747096E+00  2.3349317E+01  1.1319913E-04  8.9805066E-02  2.9462194E-18  6.3366208E+05  2.9462194E-20  6.3366208E+03       Infinity  7.0228061E+00
    2  7.4974124E+14  5.6750767E-01  5.0117107E+01  2.4297125E-04  1.9275810E-01  2.9444599E-18  6.3328364E+05  2.9444599E-20  6.3328364E+03       Infinity  7.0040611E+00
    3  1.2036100E+15  4.0067269E-01  8.0456361E+01  3.9005809E-04  3.0944754E-01  2.9409781E-18  6.3253479E+05  2.9409781E-20  6.3253479E+03       Infinity  6.6969239E+00
    4  1.7180358E+15  3.1815279E-01  1.1484360E+02  5.5676983E-04  4.4170616E-01  2.9351172E-18  6.3127425E+05  2.9351172E-20  6.3127425E+03       Infinity  8.6213458E+00
    5  2.3010983E+15  2.6923107E-01  1.5381892E+02  7.4572493E-04  5.9161124E-01  2.9260228E-18  6.2931826E+05  2.9260228E-20  6.2931826E+03       Infinity  8.1080204E+00
    6  2.9619554E+15  2.3706871E-01  1.9799449E+02  9.5989117E-04  7.6151727E-01  2.9125835E-18  6.2642778E+05  2.9125835E-20  6.2642778E+03       Infinity  7.9496665E+00
    7  3.7109866E+15  2.1446467E-01  2.4806414E+02  1.2026323E-03  9.5409283E-01  2.8938662E-18  6.2240214E+05  2.8938662E-20  6.2240214E+03       Infinity  7.8761392E+00
    8  4.5599566E+15  1.9782303E-01  3.0481427E+02  1.4777610E-03  1.1723626E+00  2.8676125E-18  6.1675558E+05  2.8676125E-20  6.1675558E+03       Infinity  7.8250542E+00
    9  5.5221996E+15  1.8514751E-01  3.6913624E+02  1.7895984E-03  1.4197548E+00  2.8320070E-18  6.0909769E+05  2.8320070E-20  6.0909769E+03       Infinity  8.0280188E+00
   10  6.6128289E+15  1.7524074E-01  4.4204031E+02  2.1430424E-03  1.7001550E+00  2.7846023E-18  5.9890205E+05  2.7846023E-20  5.9890205E+03       Infinity  8.0302016E+00
   11  7.8489742E+15  1.6734081E-01  5.2467152E+02  2.5436443E-03  2.0179674E+00  2.7225946E-18  5.8556568E+05  2.7225946E-20  5.8556568E+03       Infinity  7.9833795E+00
   12  9.2500511E+15  1.6093965E-01  6.1832772E+02  2.9976962E-03  2.3781836E+00  2.6429564E-18  5.6843739E+05  2.6429564E-20  5.6843739E+03       Infinity  8.0137750E+00
   13  1.0838065E+16  1.5568538E-01  7.2447991E+02  3.5123294E-03  2.7864612E+00  2.5426255E-18  5.4685858E+05  2.5426255E-20  5.4685858E+03       Infinity  8.1449102E+00
   14  1.2637958E+16  1.5132653E-01  8.4479535E+02  4.0956271E-03  3.2492129E+00  2.4189221E-18  5.2025291E+05  2.4189221E-20  5.2025291E+03       Infinity  8.1723648E+00
   15  1.4678001E+16  1.4767857E-01  9.8116375E+02  4.7567507E-03  3.7737067E+00  2.2700721E-18  4.8823879E+05  2.2700721E-20  4.8823879E+03       Infinity  8.2014881E+00
   16  1.6990234E+16  1.4460305E-01  1.1357270E+03  5.5060840E-03  4.3681806E+00  2.0958888E-18  4.5077608E+05  2.0958888E-20  4.5077608E+03       Infinity  8.2142263E+00
   17  1.9610974E+16  1.4199401E-01  1.3109126E+03  6.3553964E-03  5.0419717E+00  1.8984634E-18  4.0831455E+05  1.8984634E-20  4.0831455E+03       Infinity  8.2761392E+00
   18  2.2581384E+16  1.3976906E-01  1.5094723E+03  7.3180275E-03  5.8056626E+00  1.6825859E-18  3.6188442E+05  1.6825859E-20  3.6188442E+03       Infinity  8.3561550E+00
   19  2.5948117E+16  1.3786313E-01  1.7345245E+03  8.4090966E-03  6.6712482E+00  1.4557718E-18  3.1310206E+05  1.4557718E-20  3.1310206E+03       Infinity  8.5316316E+00
   20  2.9764054E+16  1.3622422E-01  1.9896041E+03  9.6457405E-03  7.6523236E+00  1.2275267E-18  2.6401194E+05  1.2275267E-20  2.6401194E+03       Infinity  8.6723187E+00
   21  3.4089129E+16  1.3481025E-01  2.2787175E+03  1.1047382E-02  8.7642981E+00  1.0080357E-18  2.1680461E+05  1.0080357E-20  2.1680461E+03       Infinity  8.8691079E+00
   22  3.8991272E+16  1.3358688E-01  2.6064055E+03  1.2636037E-02  1.0024637E+01  8.0647482E-19  1.7345365E+05  8.0647482E-21  1.7345365E+03       Infinity  9.1129580E+00
   23  4.4547479E+16  1.3252582E-01  2.9778150E+03  1.4436656E-02  1.1453135E+01  6.2957146E-19  1.3540592E+05  6.2957146E-21  1.3540592E+03       Infinity  9.4320026E+00
   24  5.0845017E+16  1.3160356E-01  3.3987794E+03  1.6477521E-02  1.3072229E+01  4.8079175E-19  1.0340693E+05  4.8079175E-21  1.0340693E+03       Infinity  9.8187208E+00
   25  5.7982797E+16  1.3080046E-01  3.8759106E+03  1.8790687E-02  1.4907348E+01  3.6042169E-19  7.7518176E+04  3.6042169E-21  7.7518176E+02       Infinity  1.0286132E+01
   26  6.6072929E+16  1.3009999E-01  4.4167025E+03  2.1412484E-02  1.6987317E+01  2.6625526E-19  5.7265205E+04  2.6625526E-21  5.7265205E+02       Infinity  1.0748227E+01
   27  7.5242479E+16  1.2948818E-01  5.0296491E+03  2.4384092E-02  1.9344804E+01  1.9461943E-19  4.1858034E+04  1.9461943E-21  4.1858034E+02       Infinity  1.1284037E+01
   28  8.5635467E+16  1.2895315E-01  5.7243774E+03  2.7752183E-02  2.2016836E+01  1.4131336E-19  3.0393161E+04  1.4131336E-21  3.0393161E+02       Infinity  1.1848957E+01
   29  9.7415128E+16  1.2848476E-01  6.5117991E+03  3.1569659E-02  2.5045381E+01  1.0229387E-19  2.2000991E+04  1.0229387E-21  2.2000991E+02       Infinity  1.2474388E+01
   30  1.1076648E+17  1.2807433E-01  7.4042818E+03  3.5896478E-02  2.8478007E+01  7.4050473E-20  1.5926504E+04  7.4050473E-22  1.5926504E+02       Infinity  1.3159641E+01
   31  1.2589922E+17  1.2771438E-01  8.4158431E+03  4.0800598E-02  3.2368627E+01  5.3743039E-20  1.1558856E+04  5.3743039E-22  1.1558856E+02       Infinity  1.3906132E+01
   32  1.4244302E+17  1.1940536E-01  9.5217279E+03  4.6162005E-02  3.6622030E+01  3.9598111E-20  8.5166165E+03  3.9598111E-22  8.5166165E+01       Infinity  1.4797743E+01
   33  1.5155526E+17  8.0236372E-03  1.0130844E+04  4.9115041E-02  3.8964783E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.5400162E+01
   34  1.6249131E+17  1.2712106E-01  1.0861873E+04  5.2659123E-02  4.1776435E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.5688434E+01
   35  1.8452539E+17  1.2687730E-01  1.2334760E+04  5.9799783E-02  4.7441385E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.5936310E+01
   36  2.0952330E+17  1.2687730E-01  1.4005768E+04  6.7900945E-02  5.3868338E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6068579E+01
   37  2.4126474E+17  1.5294036E-01  1.6127552E+04  7.8187502E-02  6.2029044E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6171682E+01
   38  2.8550615E+17  1.8067463E-01  1.9084908E+04  9.2524971E-02  7.3403491E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6249326E+01
   39  3.4751402E+17  2.0842905E-01  2.3229878E+04  1.1262008E-01  8.9345683E+01  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6304767E+01
   40  4.3457036E+17  2.3397972E-01  2.9049234E+04  1.4083273E-01  1.1172782E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6356106E+01
   41  5.5627674E+17  2.5478705E-01  3.7184803E+04  1.8027453E-01  1.4301847E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6400368E+01
   42  7.2436896E+17  2.6844377E-01  4.8421074E+04  2.3474876E-01  1.8623490E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6446113E+01
   43  9.5158573E+17  2.7320840E-01  6.3609577E+04  3.0838369E-01  2.4465222E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6505066E+01
   44  1.2492535E+18  2.6844377E-01  8.3507438E+04  4.0484992E-01  3.2118245E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6600656E+01
   45  1.6237911E+18  2.5478705E-01  1.0854373E+05  5.2622763E-01  4.1747589E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.6758715E+01
   46  2.0731943E+18  2.3397972E-01  1.3858448E+05  6.7186728E-01  5.3301723E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.7012970E+01
   47  2.5851469E+18  2.0842905E-01  1.7280640E+05  8.3777753E-01  6.6463998E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.7407975E+01
   48  3.1380387E+18  1.8067463E-01  2.0976493E+05  1.0169551E+00  8.0678820E+02  7.7005575E-22  1.6562077E+02  7.7005575E-24  1.6562077E+00       Infinity  1.8008437E+01
