! Date: 14/08/2026  Time: 20:19:37  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.13695855E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  1.0802449E+01  5.2371032E-05  4.1547882E-02  4.2306718E+22  1.6270409E-02  4.0807697E+22  1.6888867E-02
    2  6.0593494E+02  2.9376151E-03  2.3305190E+00  3.9623603E+22  1.6270409E-02  3.8124581E+22  1.6888867E-02
    3  1.2010674E+03  5.8228591E-03  4.6194901E+00  3.3224543E+22  1.6270409E-02  3.1725522E+22  1.6888867E-02
    4  1.7961999E+03  8.7081032E-03  6.9084612E+00  2.6186324E+22  1.6270409E-02  2.4687303E+22  1.6888867E-02
    5  2.3913324E+03  1.1593347E-02  9.1974323E+00  2.0168798E+22  2.5743617E-01  1.8669777E+22  2.6854659E-01
    6  2.9864649E+03  1.4478591E-02  1.1486403E+01  1.5561160E+22  5.9148738E-01  1.4062139E+22  6.2324398E-01
    7  3.5815974E+03  1.7363835E-02  1.3775374E+01  1.2307785E+22  9.1237302E-01  1.0808764E+22  9.7625828E-01
    8  4.1767299E+03  2.0249079E-02  1.6064346E+01  9.6757923E+21  1.1670223E+00  8.1767713E+21  1.2752897E+00
    9  4.7718623E+03  2.3134323E-02  1.8353317E+01  7.9442399E+21  1.2907109E+00  6.4452189E+21  1.4480016E+00
   10  5.3669948E+03  2.6019567E-02  2.0642288E+01  6.5731500E+21  1.4802409E+00  5.0741290E+21  1.7863693E+00
   11  5.9621273E+03  2.8904812E-02  2.2931259E+01  5.7929818E+21  1.4802409E+00  4.2939608E+21  1.7863693E+00
   12  6.5572598E+03  3.1790056E-02  2.5220230E+01  4.9601532E+21  1.4802409E+00  3.4611322E+21  1.7863693E+00
