! Date: 14/08/2026  Time: 14:20:16  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.85016861E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  1.9501689E+02  9.4545558E-04  7.5006498E-01  1.2580359E+21  1.6397600E-03  8.8326012E+20  2.3342205E-03
    2  9.7508447E+02  4.7272779E-03  3.7503249E+00  1.2613604E+21  1.6397600E-03  8.8658458E+20  2.3342205E-03
    3  1.7551520E+03  8.5091003E-03  6.7505848E+00  1.2601694E+21  1.6397600E-03  8.8539361E+20  2.3342205E-03
    4  2.5352196E+03  1.2290923E-02  9.7508447E+00  1.2581844E+21  1.6397600E-03  8.8340862E+20  2.3342205E-03
    5  3.3152872E+03  1.6072745E-02  1.2751105E+01  1.2554148E+21  1.6397600E-03  8.8063900E+20  2.3342205E-03
    6  4.0953548E+03  1.9854567E-02  1.5751364E+01  1.2518375E+21  4.2869667E-03  8.7706167E+20  6.1036227E-03
    7  4.8754223E+03  2.3636390E-02  1.8751624E+01  1.2474847E+21  8.2146929E-03  8.7270892E+20  1.1705157E-02
    8  5.6554899E+03  2.7418212E-02  2.1751884E+01  1.2423385E+21  1.3504346E-02  8.6756263E+20  1.9263135E-02
    9  6.4355575E+03  3.1200034E-02  2.4752144E+01  1.2364026E+21  1.9977523E-02  8.6162675E+20  2.8535352E-02
   10  7.2156251E+03  3.4981857E-02  2.7752404E+01  1.2297507E+21  2.7852466E-02  8.5497486E+20  3.9848849E-02
   11  7.9956926E+03  3.8763679E-02  3.0752664E+01  1.2222371E+21  3.7066610E-02  8.4746125E+20  5.3133978E-02
   12  8.7757602E+03  4.2545501E-02  3.3752924E+01  1.2139259E+21  4.7150979E-02  8.3915003E+20  6.7739561E-02
   13  9.5558278E+03  4.6327324E-02  3.6753184E+01  1.2048059E+21  5.9701522E-02  8.3003011E+20  8.5987305E-02
   14  1.0335895E+04  5.0109146E-02  3.9753444E+01  1.1948577E+21  7.3296794E-02  8.2008188E+20  1.0587127E-01
   15  1.1115963E+04  5.3890968E-02  4.2753704E+01  1.1840542E+21  8.8554536E-02  8.0927839E+20  1.2832095E-01
   16  1.1896031E+04  5.7672791E-02  4.5753963E+01  1.1727864E+21  1.0566121E-01  7.9801056E+20  1.5365805E-01
   17  1.2676098E+04  6.1454613E-02  4.8754223E+01  1.1605449E+21  1.2483314E-01  7.8576904E+20  1.8226132E-01
   18  1.3456166E+04  6.5236435E-02  5.1754483E+01  1.1473503E+21  1.4098371E-01  7.7257445E+20  2.0673262E-01
   19  1.4236233E+04  6.9018258E-02  5.4754743E+01  1.1331650E+21  1.6520663E-01  7.5838915E+20  2.4339620E-01
   20  1.5016301E+04  7.2800080E-02  5.7755003E+01  1.1188682E+21  1.9146971E-01  7.4409233E+20  2.8356891E-01
   21  1.5796368E+04  7.6581902E-02  6.0755263E+01  1.1032017E+21  2.2076226E-01  7.2842592E+20  3.2885146E-01
