! Date: 14/08/2026  Time: 14:24:33  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.85016861E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   16  1.6989899E+17  8.7464561E-02  1.1357046E+04  5.5059756E-02  4.3680946E+01  4.7522022E-21  1.0220862E+03  4.7522022E-23  1.0220862E+01       Infinity  1.7498869E+01
   17  1.8510746E+17  8.4041941E-02  1.2373669E+04  5.9988416E-02  4.7591035E+01  4.7171797E-21  1.0145537E+03  4.7171797E-23  1.0145537E+01       Infinity  1.7537383E+01
   18  2.0102890E+17  8.1013715E-02  1.3437952E+04  6.5148134E-02  5.1684430E+01  4.6778122E-21  1.0060867E+03  4.6778122E-23  1.0060867E+01       Infinity  1.7607396E+01
   19  2.1769675E+17  7.8318105E-02  1.4552129E+04  7.0549741E-02  5.5969726E+01  4.6337674E-21  9.9661372E+02  4.6337674E-23  9.9661372E+00       Infinity  1.7669742E+01
   20  2.3514599E+17  7.5905561E-02  1.5718538E+04  7.6204577E-02  6.0455917E+01  4.5846688E-21  9.8605376E+02  4.5846688E-23  9.8605376E+00       Infinity  1.7734957E+01
   21  2.5341326E+17  7.3735885E-02  1.6939630E+04  8.2124515E-02  6.5152423E+01  4.5302439E-21  9.7434826E+02  4.5302439E-23  9.7434826E+00       Infinity  1.7835068E+01
   22  2.7253690E+17  7.1776119E-02  1.8217967E+04  8.8321981E-02  7.0069103E+01  4.4701323E-21  9.6141967E+02  4.4701323E-23  9.6141967E+00       Infinity  1.7934542E+01
   23  2.9255707E+17  6.9998986E-02  1.9556232E+04  9.4809987E-02  7.5216279E+01  4.4040354E-21  9.4720379E+02  4.4040354E-23  9.4720379E+00       Infinity  1.8052901E+01
   24  3.1351580E+17  6.8381715E-02  2.0957237E+04  1.0160215E-01  8.0604756E+01  4.3316664E-21  9.3163893E+02  4.3316664E-23  9.3163893E+00       Infinity  1.8185130E+01
   25  3.3545707E+17  6.6905146E-02  2.2423920E+04  1.0871274E-01  8.6245847E+01  4.2528055E-21  9.1467783E+02  4.2528055E-23  9.1467783E+00       Infinity  1.8336236E+01
   26  3.5842697E+17  6.5553044E-02  2.3959363E+04  1.1615667E-01  9.2151395E+01  4.1672258E-21  8.9627166E+02  4.1672258E-23  8.9627166E+00       Infinity  1.8502150E+01
   27  3.8247369E+17  6.4311558E-02  2.5566787E+04  1.2394958E-01  9.8333797E+01  4.0748117E-21  8.7639557E+02  4.0748117E-23  8.7639557E+00       Infinity  1.8695649E+01
   28  4.0764774E+17  6.3168799E-02  2.7249569E+04  1.3210782E-01  1.0480603E+02  3.9754546E-21  8.5502620E+02  3.9754546E-23  8.5502620E+00       Infinity  1.8928208E+01
   29  4.3400196E+17  6.2114506E-02  2.9011239E+04  1.4064852E-01  1.1158169E+02  3.8691875E-21  8.3217066E+02  3.8691875E-23  8.3217066E+00       Infinity  1.9220394E+01
   30  4.5545360E+17  3.5010085E-02  3.0445193E+04  1.4760043E-01  1.1709690E+02  3.7822072E-21  8.1346327E+02  3.7822072E-23  8.1346327E+00       Infinity  1.9531100E+01
   31  4.6956441E+17  2.6143678E-02  3.1388442E+04  1.5217337E-01  1.2072478E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  1.9793512E+01
   32  4.9047480E+17  6.0236835E-02  3.2786216E+04  1.5894987E-01  1.2610083E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  1.9953878E+01
   33  5.2071199E+17  5.9398891E-02  3.4807446E+04  1.6874894E-01  1.3387479E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0092708E+01
   34  5.5236670E+17  5.8619956E-02  3.6923433E+04  1.7900740E-01  1.4201321E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0184896E+01
   35  5.8550540E+17  5.7894743E-02  3.9138618E+04  1.8974677E-01  1.5053315E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0259259E+01
   36  6.2041358E+17  5.7894743E-02  4.1472087E+04  2.0105959E-01  1.5950803E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0323429E+01
   37  6.6752733E+17  8.7350437E-02  4.4621446E+04  2.1632790E-01  1.7162095E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0383470E+01
   38  7.4454202E+17  1.2856304E-01  4.9769560E+04  2.4128632E-01  1.9142138E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0448734E+01
   39  8.7194595E+17  1.8245084E-01  5.8285987E+04  2.8257455E-01  2.2417687E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0518050E+01
   40  1.0849163E+18  2.4596690E-01  7.2522178E+04  3.5159261E-01  2.7893145E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0582227E+01
   41  1.4415714E+18  3.0970141E-01  9.6363099E+04  4.6717507E-01  3.7062730E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0634801E+01
   42  2.0282490E+18  3.5838714E-01  1.3558007E+05  6.5730169E-01  5.2146180E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0671576E+01
   43  2.9468633E+18  3.7678379E-01  1.9698564E+05  9.5500022E-01  7.5763709E+02  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0710975E+01
   44  4.2665704E+18  3.5838714E-01  2.8520262E+05  1.3826823E+00  1.0969331E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0768772E+01
   45  5.9529274E+18  3.0970141E-01  3.9792862E+05  1.9291859E+00  1.5304947E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.0864772E+01
   46  7.8387830E+18  2.4596690E-01  5.2399028E+05  2.5403416E+00  2.0153472E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.1010743E+01
   47  9.6864764E+18  1.8245084E-01  6.4750095E+05  3.1391301E+00  2.4903883E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.1200850E+01
   48  1.1296271E+19  1.2856304E-01  7.5510906E+05  3.6608217E+00  2.9042656E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.1420892E+01
   49  1.2571474E+19  8.7350437E-02  8.4035113E+05  4.0740813E+00  3.2321197E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.1655661E+01
   50  1.3511663E+19  5.7894743E-02  9.0319889E+05  4.3787716E+00  3.4738419E+03  6.2705650E-23  1.3486501E+01  6.2705650E-25  1.3486501E-01       Infinity  2.1895462E+01
