! Date: 14/08/2026  Time: 14:24:33  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.85016861E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
    1  8.6582348E+15  8.6325207E-01  5.7876725E+02  2.8059042E-03  2.2260279E+00  4.9463236E-21  1.0638371E+03  4.9463236E-23  1.0638371E+01       Infinity  1.7690115E+01
    2  1.6307671E+16  4.7981309E-01  1.0901005E+03  5.2848837E-03  4.1926943E+00  4.9449777E-21  1.0635477E+03  4.9449777E-23  1.0635477E+01       Infinity  1.7209253E+01
    3  2.4315717E+16  3.3687908E-01  1.6254053E+03  7.8800788E-03  6.2515587E+00  4.9427006E-21  1.0630579E+03  4.9427006E-23  1.0630579E+01       Infinity  1.7253999E+01
    4  3.2699182E+16  2.6225349E-01  2.1858053E+03  1.0596938E-02  8.4069435E+00  4.9393634E-21  1.0623402E+03  4.9393634E-23  1.0623402E+01       Infinity  1.7385864E+01
    5  4.1475668E+16  2.1645212E-01  2.7724771E+03  1.3441164E-02  1.0663374E+01  4.9348258E-21  1.0613643E+03  4.9348258E-23  1.0613643E+01       Infinity  1.7289048E+01
    6  5.0663598E+16  1.8550528E-01  3.3866524E+03  1.6418728E-02  1.3025586E+01  4.9289331E-21  1.0600969E+03  4.9289331E-23  1.0600969E+01       Infinity  1.7281632E+01
    7  6.0282263E+16  1.6321490E-01  4.0296204E+03  1.9535882E-02  1.5498540E+01  4.9215146E-21  1.0585013E+03  4.9215146E-23  1.0585013E+01       Infinity  1.7323511E+01
    8  7.0351854E+16  1.4641005E-01  4.7027309E+03  2.2799170E-02  1.8087427E+01  4.9123829E-21  1.0565373E+03  4.9123829E-23  1.0565373E+01       Infinity  1.7337010E+01
    9  8.0893511E+16  1.3329989E-01  5.4073972E+03  2.6215441E-02  2.0797682E+01  4.9013316E-21  1.0541604E+03  4.9013316E-23  1.0541604E+01       Infinity  1.7315482E+01
   10  9.1929365E+16  1.2279658E-01  6.1450985E+03  2.9791869E-02  2.3634994E+01  4.8881342E-21  1.0513220E+03  4.8881342E-23  1.0513220E+01       Infinity  1.7282552E+01
   11  1.0348258E+17  1.1420111E-01  6.9173835E+03  3.3535961E-02  2.6605321E+01  4.8730428E-21  1.0480762E+03  4.8730428E-23  1.0480762E+01       Infinity  1.7289562E+01
   12  1.1557742E+17  1.0704384E-01  7.7258735E+03  3.7455577E-02  2.9714898E+01  4.8551527E-21  1.0442284E+03  4.8551527E-23  1.0442284E+01       Infinity  1.7335137E+01
   13  1.2823927E+17  1.0099752E-01  8.5722659E+03  4.1558946E-02  3.2970253E+01  4.8343650E-21  1.0397575E+03  4.8343650E-23  1.0397575E+01       Infinity  1.7382067E+01
   14  1.4149471E+17  9.5827152E-02  9.4583374E+03  4.5854683E-02  3.6378221E+01  4.8104883E-21  1.0346222E+03  4.8104883E-23  1.0346222E+01       Infinity  1.7394668E+01
   15  1.5537158E+17  9.1359621E-02  1.0385948E+04  5.0351806E-02  3.9945955E+01  4.7831971E-21  1.0287525E+03  4.7831971E-23  1.0287525E+01       Infinity  1.7432470E+01
