! Date: 14/08/2026  Time: 14:15:53  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.23189124E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   25  5.7554658E+16  1.3051266E-01  3.8472913E+03  1.8651938E-02  1.4797274E+01  3.6973705E-19  7.9521689E+04  3.6973705E-21  7.9521689E+02       Infinity  1.0556920E+01
   26  6.5566013E+16  1.2980960E-01  4.3828173E+03  2.1248206E-02  1.6856989E+01  2.7353547E-19  5.8831006E+04  2.7353547E-21  5.8831006E+02       Infinity  1.1164003E+01
   27  7.4643349E+16  1.2919537E-01  4.9895997E+03  2.4189930E-02  1.9190768E+01  2.0019855E-19  4.3057970E+04  2.0019855E-21  4.3057970E+02       Infinity  1.1847677E+01
   28  8.4928506E+16  1.2865808E-01  5.6771200E+03  2.7523076E-02  2.1835077E+01  1.4552442E-19  3.1298858E+04  1.4552442E-21  3.1298858E+02       Infinity  1.2621521E+01
   29  9.6582195E+16  1.2818758E-01  6.4561209E+03  3.1299727E-02  2.4831234E+01  1.0543848E-19  2.2677321E+04  1.0543848E-21  2.2677321E+02       Infinity  1.3550714E+01
   30  1.0978651E+17  1.2777519E-01  7.3387749E+03  3.5578896E-02  2.8226057E+01  7.6382834E-20  1.6428140E+04  7.6382834E-22  1.6428140E+02       Infinity  1.4676341E+01
   31  1.2474778E+17  1.2741342E-01  8.3388738E+03  4.0427445E-02  3.2072592E+01  5.5467617E-20  1.1929772E+04  5.5467617E-22  1.1929772E+02       Infinity  1.6058971E+01
   32  1.4105183E+17  1.1849241E-01  9.4287327E+03  4.5711157E-02  3.6264356E+01  4.0919710E-20  8.8008613E+03  4.0919710E-22  8.8008613E+01       Infinity  1.7887038E+01
   33  1.5005656E+17  8.6359400E-03  1.0030661E+04  4.8629350E-02  3.8579467E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  1.9230540E+01
   34  1.6090738E+17  1.2681686E-01  1.0755994E+04  5.2145814E-02  4.1369208E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  1.9676691E+01
   35  1.8267074E+17  1.2657166E-01  1.2210784E+04  5.9198740E-02  4.6964556E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0025889E+01
   36  2.0735376E+17  1.2657166E-01  1.3860743E+04  6.7197853E-02  5.3310549E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0221115E+01
   37  2.3870038E+17  1.5269411E-01  1.5956135E+04  7.7356463E-02  6.1369751E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0354825E+01
   38  2.8241510E+17  1.8051896E-01  1.8878283E+04  9.1523242E-02  7.2608782E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0458069E+01
   39  3.4371949E+17  2.0838941E-01  2.2976229E+04  1.1139037E-01  8.8370110E+01  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0537626E+01
   40  4.2983885E+17  2.3406732E-01  2.8732953E+04  1.3929937E-01  1.1051136E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0598184E+01
   41  5.5030622E+17  2.5499168E-01  3.6785699E+04  1.7833965E-01  1.4148346E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0639587E+01
   42  7.1677840E+17  2.6873139E-01  4.7913677E+04  2.3228887E-01  1.8428337E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0672648E+01
   43  9.4190688E+17  2.7352609E-01  6.2962586E+04  3.0524703E-01  2.4216379E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0703927E+01
   44  1.2369252E+18  2.6873139E-01  8.2683346E+04  4.0085466E-01  3.1801287E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0744231E+01
   45  1.6081592E+18  2.5499168E-01  1.0749880E+05  5.2116173E-01  4.1345693E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0801549E+01
   46  2.0535242E+18  2.3406732E-01  1.3726962E+05  6.6549273E-01  5.2796006E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.0889697E+01
   47  2.5606632E+18  2.0838941E-01  1.7116977E+05  8.2984303E-01  6.5834525E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.1016849E+01
   48  3.1079970E+18  1.8051896E-01  2.0775677E+05  1.0072194E+00  7.9906449E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.1194577E+01
   49  3.6686108E+18  1.5269411E-01  2.4523149E+05  1.1888995E+00  9.4319803E+02  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.1437577E+01
   50  4.2154785E+18  1.2657166E-01  2.8178733E+05  1.3661248E+00  1.0837974E+03  1.9449648E-22  4.1831589E+01  1.9449648E-24  4.1831589E-01       Infinity  2.1786986E+01
