! Date: 14/08/2026  Time: 14:14:46  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.23189124E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  1.0798839E+01  5.2353528E-05  4.1533995E-02  4.1578053E+22  1.6697007E-02  4.1203299E+22  1.6854140E-02
    2  6.0517672E+02  2.9339392E-03  2.3276028E+00  3.8874905E+22  1.6697007E-02  3.8500152E+22  1.6854140E-02
    3  1.1995546E+03  5.8155248E-03  4.6136715E+00  3.2433284E+22  1.6697007E-02  3.2058530E+22  1.6854140E-02
    4  1.7939325E+03  8.6971105E-03  6.8997403E+00  2.5334455E+22  1.6697007E-02  2.4959701E+22  1.6854140E-02
    5  2.3883104E+03  1.1578696E-02  9.1858090E+00  1.9278623E+22  2.6478765E-01  1.8903869E+22  2.6761600E-01
    6  2.9826882E+03  1.4460282E-02  1.1471878E+01  1.4588543E+22  6.1377523E-01  1.4213790E+22  6.2192729E-01
    7  3.5770661E+03  1.7341867E-02  1.3757947E+01  1.1334722E+22  9.5454696E-01  1.0959969E+22  9.7106647E-01
    8  4.1714440E+03  2.0223453E-02  1.6044015E+01  8.6892081E+21  1.2543278E+00  8.3144545E+21  1.2830972E+00
    9  4.7658219E+03  2.3105039E-02  1.8330084E+01  6.9328866E+21  1.3887770E+00  6.5581330E+21  1.4305860E+00
   10  5.3601997E+03  2.5986624E-02  2.0616153E+01  5.5436511E+21  1.6951383E+00  5.1688975E+21  1.7813495E+00
   11  5.9545776E+03  2.8868210E-02  2.2902222E+01  4.7005078E+21  1.6951383E+00  4.3257542E+21  1.7813495E+00
   12  6.5489555E+03  3.1749796E-02  2.5188290E+01  3.8833262E+21  1.6951383E+00  3.5085726E+21  1.7813495E+00
   13  7.1433334E+03  3.4631381E-02  2.7474359E+01  3.1280843E+21  1.9026680E+00  2.7533307E+21  2.0253894E+00
   14  7.7377113E+03  3.7512967E-02  2.9760428E+01  2.5916899E+21  2.0072298E+00  2.2169363E+21  2.2006049E+00
   15  8.3320891E+03  4.0394553E-02  3.2046497E+01  2.1097976E+21  2.3535476E+00  1.7350440E+21  2.7110578E+00
   16  8.9264670E+03  4.3276138E-02  3.4332565E+01  1.5543660E+21  2.4894836E+00  1.1796124E+21  2.7902258E+00
   17  9.5208449E+03  4.6157724E-02  3.6618634E+01  1.1742713E+21  2.7796637E+00  7.9951772E+20  3.3117030E+00
   18  1.0115223E+04  4.9039310E-02  3.8904703E+01  3.7478669E+20  4.3500977E+00  1.0000000E-99  3.3117030E+00
   19  1.0709601E+04  5.1920895E-02  4.1190772E+01  3.7476085E+20  4.3500977E+00  1.0000000E-99  1.0000000E-99
   20  1.1303979E+04  5.4802481E-02  4.3476840E+01  3.7473353E+20  1.3496844E-03  1.0000000E-99  1.0000000E-99
   21  1.1898356E+04  5.7684067E-02  4.5762909E+01  3.7470473E+20  1.3496844E-03  1.0000000E-99  1.0000000E-99
   22  1.2492734E+04  6.0565652E-02  4.8048978E+01  3.7467446E+20  1.3496844E-03  1.0000000E-99  1.0000000E-99
   23  1.3087112E+04  6.3447238E-02  5.0335047E+01  3.7464270E+20  1.4997253E-03  1.0000000E-99  1.0000000E-99
   24  1.3681490E+04  6.6328824E-02  5.2621116E+01  3.7460946E+20  1.6577080E-03  1.0000000E-99  1.0000000E-99
   25  1.4275868E+04  6.9210409E-02  5.4907184E+01  3.7457474E+20  1.8236397E-03  1.0000000E-99  1.0000000E-99
   26  1.4870246E+04  7.2091995E-02  5.7193253E+01  3.7453854E+20  1.9975286E-03  1.0000000E-99  1.0000000E-99
   27  1.5464624E+04  7.4973581E-02  5.9479322E+01  3.7450086E+20  2.1793827E-03  1.0000000E-99  1.0000000E-99
   28  1.6059002E+04  7.7855166E-02  6.1765391E+01  3.7446170E+20  2.3692108E-03  1.0000000E-99  1.0000000E-99
   29  1.6653379E+04  8.0736752E-02  6.4051459E+01  3.7442106E+20  2.5670219E-03  1.0000000E-99  1.0000000E-99
   30  1.7247757E+04  8.3618338E-02  6.6337528E+01  3.7437893E+20  2.7728254E-03  1.0000000E-99  1.0000000E-99
   31  1.7842135E+04  8.6499923E-02  6.8623597E+01  3.7433532E+20  2.9866310E-03  1.0000000E-99  1.0000000E-99
   32  1.8436513E+04  8.9381509E-02  7.0909666E+01  3.7429023E+20  3.2084490E-03  1.0000000E-99  1.0000000E-99
   33  1.9030891E+04  9.2263095E-02  7.3195734E+01  3.7424365E+20  3.4382899E-03  1.0000000E-99  1.0000000E-99
   34  1.9625269E+04  9.5144680E-02  7.5481803E+01  3.7419559E+20  3.6761647E-03  1.0000000E-99  1.0000000E-99
   35  2.0219647E+04  9.8026266E-02  7.7767872E+01  3.7414604E+20  3.9220848E-03  1.0000000E-99  1.0000000E-99
   36  2.0814025E+04  1.0090785E-01  8.0053941E+01  3.7409501E+20  4.1760618E-03  1.0000000E-99  1.0000000E-99
   37  2.1408402E+04  1.0378944E-01  8.2340009E+01  3.7404249E+20  4.4381080E-03  1.0000000E-99  1.0000000E-99
   38  2.2002780E+04  1.0667102E-01  8.4626078E+01  3.7398848E+20  4.7082359E-03  1.0000000E-99  1.0000000E-99
   39  2.2597158E+04  1.0955261E-01  8.6912147E+01  3.7393299E+20  4.9864583E-03  1.0000000E-99  1.0000000E-99
   40  2.3191536E+04  1.1243419E-01  8.9198216E+01  3.7387601E+20  5.2727887E-03  1.0000000E-99  1.0000000E-99
   41  2.3785914E+04  1.1531578E-01  9.1484285E+01  3.7381753E+20  5.5672407E-03  1.0000000E-99  1.0000000E-99
   42  2.4380292E+04  1.1819737E-01  9.3770353E+01  3.7375757E+20  5.8698284E-03  1.0000000E-99  1.0000000E-99
   43  2.4974670E+04  1.2107895E-01  9.6056422E+01  3.7369612E+20  6.1805665E-03  1.0000000E-99  1.0000000E-99
   44  2.5569048E+04  1.2396054E-01  9.8342491E+01  3.7363318E+20  6.4994699E-03  1.0000000E-99  1.0000000E-99
   45  2.6163425E+04  1.2684212E-01  1.0062856E+02  3.7356874E+20  6.8265538E-03  1.0000000E-99  1.0000000E-99
   46  2.6757803E+04  1.2972371E-01  1.0291463E+02  3.7350281E+20  7.1618341E-03  1.0000000E-99  1.0000000E-99
   47  2.7352181E+04  1.3260529E-01  1.0520070E+02  3.7343539E+20  7.5053269E-03  1.0000000E-99  1.0000000E-99
   48  2.7946559E+04  1.3548688E-01  1.0748677E+02  3.7336647E+20  7.8570489E-03  1.0000000E-99  1.0000000E-99
   49  2.8540937E+04  1.3836847E-01  1.0977283E+02  3.7329606E+20  8.2170169E-03  1.0000000E-99  1.0000000E-99
   50  2.9135315E+04  1.4125005E-01  1.1205890E+02  3.7322415E+20  8.5852484E-03  1.0000000E-99  1.0000000E-99
   51  2.9729693E+04  1.4413164E-01  1.1434497E+02  3.7315075E+20  8.9617612E-03  1.0000000E-99  1.0000000E-99
   52  3.0324071E+04  1.4701322E-01  1.1663104E+02  3.7307585E+20  9.3465736E-03  1.0000000E-99  1.0000000E-99
   53  3.0918449E+04  1.4989481E-01  1.1891711E+02  3.7299945E+20  9.7397043E-03  1.0000000E-99  1.0000000E-99
