# Injection truth table -- cmf2.00_n600_s2031_flat  seed=2031
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.0949 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 71 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.0949 versus 0.0643 M_sun, median |log10 ratio| 0.175 dex
# drawn contrast versus node contrast at the drawn column: median 1.220 versus 1.238, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.1 versus 41.4 arcsec, median |log10 ratio| 0.063 dex
# target background column: median 4.93e+21 cm^-2 (5th 3.08e+21, 95th 1.34e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.11  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.51 +/- 0.16  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  162  i01j06k08       803    292    3.545e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  163  i01j06k08       609     89    4.021e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  164  i01j06k08       751     46    3.155e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  165  i01j06k08       282    835    4.112e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  166  i01j06k08       815     93    3.203e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  167  i01j06k08       765     85    3.360e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  168  i01j06k08       937    303    3.393e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  169  i01j06k08       271    929    3.992e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  170  i01j06k08       860    285    3.260e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  171  i01j06k08       203    842    4.189e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  172  i01j06k08       767    244    4.112e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  173  i01j06k08       192    883    4.040e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  174  i01j06k08       775    304    3.410e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  175  i01j06k08       881    168    3.267e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  176  i01j06k08       592    936    4.050e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  177  i01j06k08       317    840    4.145e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  178  i01j06k08       690     78    3.275e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  179  i03j12k03       590    475    1.129e+22    1.200e+22    7.39    1.888e-17  0.8947    61.37    20.17  1
  180  i03j13k07       407    361    1.984e+22    1.200e+22    9.15    3.761e-19  1.3730    58.03    48.84  1
  181  i04j12k04        92    229    2.056e+22    2.400e+22    7.49    7.933e-18  0.8946    56.25    21.81  1
  182  i04j12k04       257    350    2.370e+22    2.400e+22    7.49    7.933e-18  0.8946    56.25    21.81  1
  183  i03j12k07       776    544    1.687e+22    1.200e+22    9.26    3.134e-19  0.8943    42.58    47.75  1
  184  i03j11k07       115    615    1.585e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  185  i03j11k07       132    203    1.909e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  186  i05j14k05       258    274    2.639e+22    4.800e+22    7.31    2.655e-18  2.1084   144.43    26.66  1
  187  i04j10k07       181    552    1.811e+22    2.400e+22    8.51    1.667e-19  0.3795    31.58    44.57  1
  188  i03j10k07       593    383    1.255e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  189  i03j10k07       294    396    1.340e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  190  i03j10k07       679    465    1.522e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  191  i03j10k07       276    464    1.358e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  192  i03j09k07       116    636    1.372e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  193  i03j09k07       567    339    1.382e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  194  i03j09k07       353     83    1.059e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  195  i03j09k07       126     98    1.036e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  196  i03j09k07       627    723    1.050e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  197  i03j09k07       538    742    1.147e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  198  i03j09k07       438    497    1.099e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  199  i03j09k07       147    388    1.181e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  200  i03j09k07        58    711    1.031e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  201  i03j09k07       324    442    9.415e+21    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  202  i02j09k07       425    459    9.353e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  203  i02j09k07       701    575    8.631e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  204  i02j09k07       723    596    9.412e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  205  i02j09k07       410    144    8.948e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  206  i02j09k07       423    190    8.731e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  207  i02j09k07        81    135    8.014e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  208  i02j09k07       449    312    7.696e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  209  i02j09k07       305     37    8.810e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  210  i03j08k07       296     84    9.876e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  211  i03j08k07        84    672    1.293e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  212  i03j08k07       318    210    8.966e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  213  i03j08k07       677    439    1.072e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  214  i03j08k07       865    513    1.043e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  215  i03j08k07       151    172    1.257e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  216  i03j08k07       657    413    1.211e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  217  i03j08k07       110    166    1.033e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  218  i03j08k07       271    411    1.001e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  219  i03j06k07       434    249    9.368e+21    1.200e+22    9.99    3.111e-20  0.0683    26.74    42.24  1
  220  i03j06k07       383    492    1.031e+22    1.200e+22    9.99    3.111e-20  0.0683    26.74    42.24  1
  221  i02j08k07       830    627    8.251e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  222  i02j08k07       389    605    6.439e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  223  i02j08k07       815    834    8.067e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  224  i02j08k07       402    172    7.433e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  225  i02j08k07       862    742    8.072e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  226  i02j08k07       756    751    6.148e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  227  i02j08k07       414    589    6.538e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  228  i02j08k07        58    848    7.210e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  229  i02j08k07       771    168    7.895e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  230  i02j08k07       830    659    9.625e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  231  i02j08k07       651    637    7.573e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  232  i01j08k07       829     67    3.462e+21    3.000e+21   12.58    7.540e-20  0.1607    27.11    42.17  1
  233  i01j08k07       828    153    4.011e+21    3.000e+21   12.58    7.540e-20  0.1607    27.11    42.17  1
  234  i03j07k07       200    596    1.014e+22    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  235  i03j07k07       700    189    1.033e+22    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  236  i03j07k07       309     65    9.944e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  237  i03j07k07       600    687    1.016e+22    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  238  i03j07k07       506    214    8.865e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  239  i02j07k07        77    455    7.450e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  240  i02j07k07        93    926    5.931e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  241  i02j07k07       898    453    6.548e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  242  i02j07k07       910    516    6.211e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  243  i02j07k07       413    495    7.887e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  244  i02j07k07       516    160    6.511e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  245  i02j07k07       868    393    5.988e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  246  i02j07k07        71    877    6.986e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  247  i02j07k07       470    600    7.106e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  248  i02j07k07       248    847    5.151e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  249  i02j07k07       313    895    4.991e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  250  i02j07k07       759    867    6.925e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  251  i02j07k07       642    314    6.815e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  252  i02j07k07       405    271    7.517e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  253  i02j07k07       247    642    6.153e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  254  i02j07k07       571    561    6.985e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  255  i02j07k07        46    547    8.272e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  256  i02j07k07       608    821    5.002e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  257  i02j07k07       644    750    5.869e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  258  i02j07k07       419    891    4.753e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  259  i01j06k07       653     37    3.551e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  260  i01j06k07       208    931    3.999e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  261  i01j06k07       724    114    3.838e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  262  i01j06k07       682    818    4.240e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  263  i01j06k07       907    770    4.408e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  264  i01j06k07       582    789    4.415e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  265  i01j06k07       872     64    2.864e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  266  i01j06k07       414    861    4.160e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  267  i01j06k07       272    811    4.191e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  268  i01j06k07       180    939    3.929e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  269  i01j06k07       791     86    3.650e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  270  i01j06k07       804    351    4.045e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  271  i01j06k07       649    937    3.975e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  272  i01j06k07       466    681    4.270e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  273  i01j06k07       778    332    4.053e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  274  i01j06k07       410    841    4.273e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  275  i01j06k07       402    790    4.073e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  276  i01j06k07       629    191    4.380e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  277  i01j06k07       939    278    3.315e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  278  i01j06k07       913    796    4.412e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  279  i01j07k07       902    148    2.946e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  280  i01j07k07       882    128    2.938e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  281  i01j07k07       884    889    4.195e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  282  i01j07k07       844     45    3.297e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  283  i01j07k07       847    244    3.409e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  284  i01j07k07       778     37    3.383e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  285  i01j07k07       931    142    3.200e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  286  i01j07k07       291    811    4.319e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  287  i01j07k07       810     37    3.360e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  288  i01j05k07       341    829    4.166e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  289  i01j05k07       321    726    4.224e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  290  i01j05k07       572    156    3.976e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  291  i01j05k07       347    770    4.001e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  292  i01j05k07       933    165    3.007e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  293  i01j05k07       687    798    4.132e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  294  i01j05k07       619    168    4.108e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  295  i01j05k07       931     63    2.968e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  296  i01j05k07       524    630    4.374e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  297  i01j05k07       828    134    3.424e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  298  i01j05k07       574    132    4.422e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  299  i01j05k07       209    901    4.121e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  300  i01j05k07       334    784    4.162e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  301  i01j05k07       425    787    4.151e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  302  i01j05k07       650    129    4.078e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  303  i01j05k07       642    170    4.165e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  304  i01j05k07       871    903    4.341e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  305  i01j05k07       932     86    2.901e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  306  i01j05k07       313    747    4.249e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  307  i01j05k07       600    782    4.540e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  308  i01j05k07       363    743    4.254e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  309  i01j05k07       730     59    3.205e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  310  i01j05k07       598     67    4.179e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  311  i01j05k07       755    363    4.291e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  312  i01j05k07       914    841    4.291e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  313  i01j05k07       671    785    4.241e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  314  i01j05k07       862     37    3.158e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  315  i01j05k07       694    132    4.185e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  316  i01j05k07       878     97    2.675e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  317  i01j05k07       730    271    4.316e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  318  i01j05k07       383    937    4.327e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  319  i01j05k07       366    771    4.382e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  320  i01j05k07       171    896    4.237e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  321  i01j05k07       939    183    3.068e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  322  i01j05k07       481    669    4.381e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  323  i01j05k07       386    800    4.390e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  324  i01j05k07       743    250    4.374e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  325  i01j05k07       700    825    4.376e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  326  i01j05k07       401    875    4.385e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  327  i01j05k07       297    793    4.409e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  328  i01j05k07       857    260    3.228e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  329  i01j05k07       601     46    4.335e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  330  i01j05k07       939    259    3.105e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  331  i01j05k07       936    219    2.924e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  332  i01j05k07       785    350    4.484e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  333  i01j05k07       838     84    3.212e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  334  i01j05k07       774    133    4.352e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  335  i01j05k07       396    855    4.634e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  336  i01j05k07       442    779    4.354e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  337  i01j05k07       904    386    4.434e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  338  i01j05k07       838    939    4.242e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  339  i01j05k07       258    908    4.387e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  340  i01j05k07       303    720    4.475e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  341  i01j05k07       538     37    4.241e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  342  i01j05k07       463    717    4.574e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  343  i01j05k07       713    130    4.505e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  344  i01j05k07       826    115    3.157e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  345  i01j05k07       912    303    3.107e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  346  i01j05k07       320    707    4.483e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  347  i01j05k07       557     44    4.330e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  348  i01j05k07       890    907    4.625e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  349  i01j05k07       553    156    4.402e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  350  i01j05k07       903    890    4.595e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  351  i01j05k07       689    779    4.485e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  352  i01j05k07       937    123    3.055e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  353  i01j05k07       921    284    3.192e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  354  i01j05k07       930    854    4.399e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  355  i01j05k07       278    793    4.532e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  356  i01j05k07       389    918    4.432e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  357  i01j05k07       655    775    4.533e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  358  i01j05k07       701    899    4.372e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  359  i01j05k07       939    454    4.354e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  360  i01j05k07       331    901    4.547e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  361  i01j05k07       183    827    4.457e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  362  i01j05k07       668    835    4.563e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  363  i01j05k07       932    873    4.398e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  364  i02j06k07       475    700    4.750e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  365  i02j06k07       419    768    4.832e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  366  i02j06k07       627    776    5.010e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  367  i02j06k07       471    850    5.400e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  368  i02j06k07       730    752    5.804e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  369  i02j06k07       249    699    5.404e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  370  i02j06k07       691    322    6.502e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  371  i02j06k07       813    394    4.827e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  372  i02j06k07       236    747    6.237e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  373  i02j06k07       550    629    4.898e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  374  i02j06k07       515    685    5.189e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  375  i02j06k07       117    869    4.900e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  376  i02j06k07       358    660    5.279e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  377  i02j06k07       712    732    5.380e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  378  i02j06k07       800    904    6.313e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  379  i02j06k07        69    432    6.175e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  380  i02j06k07        99    792    5.437e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  381  i02j06k07       439    916    5.028e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  382  i02j06k07       535    132    5.494e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  383  i02j06k07       907    485    5.297e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  384  i02j06k07       121    822    5.341e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  385  i02j06k07       929    749    5.759e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  386  i02j06k07       242    727    5.730e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  387  i02j06k07       732    905    5.466e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  388  i02j06k07       908    596    6.636e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  389  i02j06k07       934    799    5.583e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  390  i02j06k07       574    829    5.114e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  391  i02j06k07       360    130    7.532e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  392  i02j06k07       752    715    6.596e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  393  i02j06k07       575    269    6.566e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  394  i02j06k07       596    866    4.893e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  395  i02j06k07       780    825    6.834e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  396  i02j06k07       206    750    6.415e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  397  i02j06k07        70    408    5.827e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  398  i02j06k07       351    639    5.636e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  399  i02j06k07       801    413    5.457e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  400  i02j06k07       311    105    7.955e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  401  i02j06k07       532    918    5.120e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  402  i02j06k07       636    347    6.987e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  403  i02j06k07       830    919    4.965e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  404  i02j06k07       270    574    5.655e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  405  i02j06k07       725    229    7.322e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
