! Date: 14/08/2026  Time: 20:23:10  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.19813277E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
    1  1.0502780E+15  9.7180730E-01  7.0206750E+01  3.4036725E-04  2.7002596E-01  3.3076147E-19  7.1138965E+04  3.3076147E-21  7.1138965E+02       Infinity  7.3489129E+00
    2  2.1160362E+15  5.2496667E-01  1.4144828E+02  6.8575120E-04  5.4403186E-01  3.3062770E-19  7.1110193E+04  3.3062770E-21  7.1110193E+02       Infinity  9.8712014E+00
    3  3.2759589E+15  3.6905132E-01  2.1898433E+02  1.0616514E-03  8.4224741E-01  3.3038272E-19  7.1057504E+04  3.3038272E-21  7.1057504E+02       Infinity  9.8953116E+00
    4  4.5383660E+15  2.8993195E-01  3.0337103E+02  1.4707640E-03  1.1668117E+00  3.2999811E-19  7.0974785E+04  3.2999811E-21  7.0974785E+02       Infinity  9.7765883E+00
    5  5.9123125E+15  2.4221922E-01  3.9521368E+02  1.9160237E-03  1.5200526E+00  3.2944001E-19  7.0854750E+04  3.2944001E-21  7.0854750E+02       Infinity  9.6991541E+00
    6  7.4076534E+15  2.1040483E-01  4.9517105E+02  2.4006240E-03  1.9045040E+00  3.2866782E-19  7.0688671E+04  3.2866782E-21  7.0688671E+02       Infinity  9.3643243E+00
    7  9.0351144E+15  1.8774704E-01  6.0396010E+02  2.9280409E-03  2.3229234E+00  3.2763308E-19  7.0466121E+04  3.2763308E-21  7.0466121E+02       Infinity  9.4424973E+00
    8  1.0806369E+16  1.7084306E-01  7.2236115E+02  3.5020575E-03  2.7783121E+00  3.2629609E-19  7.0178568E+04  3.2629609E-21  7.0178568E+02       Infinity  9.4560210E+00
    9  1.2734122E+16  1.5778965E-01  8.5122347E+02  4.1267911E-03  3.2739364E+00  3.2459368E-19  6.9812419E+04  3.2459368E-21  6.9812419E+02       Infinity  9.5398925E+00
   10  1.4832200E+16  1.4743898E-01  9.9147136E+02  4.8067227E-03  3.8133514E+00  3.2242940E-19  6.9346934E+04  3.2242940E-21  6.9346934E+02       Infinity  9.5836749E+00
   11  1.7115654E+16  1.3905762E-01  1.1441108E+03  5.5467294E-03  4.4004261E+00  3.1973292E-19  6.8766984E+04  3.1973292E-21  6.8766984E+02       Infinity  9.5478222E+00
   12  1.9600861E+16  1.3215498E-01  1.3102366E+03  6.3521190E-03  5.0393715E+00  3.1641191E-19  6.8052714E+04  3.1641191E-21  6.8052714E+02       Infinity  9.5910291E+00
   13  2.2305647E+16  1.2639045E-01  1.4910404E+03  7.2286684E-03  5.7347707E+00  3.1236359E-19  6.7182015E+04  3.1236359E-21  6.7182015E+02       Infinity  9.6554166E+00
   14  2.5249413E+16  1.2152011E-01  1.6878190E+03  8.1826649E-03  6.4916115E+00  3.0747846E-19  6.6131340E+04  3.0747846E-21  6.6131340E+02       Infinity  9.6488071E+00
   15  2.8453274E+16  1.1736473E-01  1.9019839E+03  9.2209513E-03  7.3153226E+00  3.0164148E-19  6.4875943E+04  3.0164148E-21  6.4875943E+02       Infinity  9.6753431E+00
   16  3.1940210E+16  1.1378957E-01  2.1350712E+03  1.0350975E-02  8.2118123E+00  2.9473736E-19  6.3391032E+04  2.9473736E-21  6.3391032E+02       Infinity  9.7100690E+00
   17  3.5735234E+16  1.1069142E-01  2.3887528E+03  1.1580841E-02  9.1875109E+00  2.8665596E-19  6.1652913E+04  2.8665596E-21  6.1652913E+02       Infinity  9.7531811E+00
   18  3.9865565E+16  1.0798988E-01  2.6648484E+03  1.2919372E-02  1.0249417E+01  2.7730188E-19  5.9641071E+04  2.7730188E-21  5.9641071E+02       Infinity  9.7972569E+00
   19  4.4360829E+16  1.0562135E-01  2.9653382E+03  1.4376168E-02  1.1405147E+01  2.6660360E-19  5.7340126E+04  2.6660360E-21  5.7340126E+02       Infinity  9.9142101E+00
   20  4.9253270E+16  1.0353488E-01  3.2923777E+03  1.5961678E-02  1.2662991E+01  2.5452593E-19  5.4742505E+04  2.5452593E-21  5.4742505E+02       Infinity  1.0024745E+01
   21  5.4577980E+16  1.0168917E-01  3.6483126E+03  1.7687276E-02  1.4031972E+01  2.4108339E-19  5.1851331E+04  2.4108339E-21  5.1851331E+02       Infinity  1.0184892E+01
   22  6.0373153E+16  1.0005036E-01  4.0356960E+03  1.9565337E-02  1.5521908E+01  2.2635057E-19  4.8682651E+04  2.2635057E-21  4.8682651E+02       Infinity  1.0318190E+01
   23  6.6680355E+16  9.8590487E-02  4.4573064E+03  2.1609334E-02  1.7143486E+01  2.1047048E-19  4.5267219E+04  2.1047048E-21  4.5267219E+02       Infinity  1.0466923E+01
   24  7.3544828E+16  9.7286184E-02  4.9161681E+03  2.3833928E-02  1.8908339E+01  1.9365801E-19  4.1651254E+04  1.9365801E-21  4.1651254E+02       Infinity  1.0677889E+01
   25  8.1015807E+16  9.6117824E-02  5.4155722E+03  2.6255074E-02  2.0829124E+01  1.7619709E-19  3.7895824E+04  1.7619709E-21  3.7895824E+02       Infinity  1.0923618E+01
   26  8.9146881E+16  9.5068780E-02  5.9591009E+03  2.8890139E-02  2.2919619E+01  1.5842568E-19  3.4073614E+04  1.5842568E-21  3.4073614E+02       Infinity  1.1228064E+01
   27  9.7996372E+16  9.4124886E-02  6.5506529E+03  3.1758025E-02  2.5194819E+01  1.4071466E-19  3.0264394E+04  1.4071466E-21  3.0264394E+02       Infinity  1.1578298E+01
   28  1.0762776E+17  9.3273991E-02  7.1944711E+03  3.4879301E-02  2.7671043E+01  1.2344196E-19  2.6549444E+04  1.2344196E-21  2.6549444E+02       Infinity  1.2018941E+01
   29  1.1811012E+17  9.2505624E-02  7.8951736E+03  3.8276356E-02  3.0366052E+01  1.0696116E-19  2.3004813E+04  1.0696116E-21  2.3004813E+02       Infinity  1.2549813E+01
   30  1.2951864E+17  9.1810709E-02  8.6577864E+03  4.1973556E-02  3.3299178E+01  9.1572301E-20  1.9695035E+04  9.1572301E-22  1.9695035E+02       Infinity  1.3251189E+01
   31  1.4193516E+17  9.1181349E-02  9.4877794E+03  4.5997420E-02  3.6491459E+01  7.7505538E-20  1.6669607E+04  7.7505538E-22  1.6669607E+02       Infinity  1.4260765E+01
   32  1.4901283E+17  8.1436656E-03  9.9608927E+03  4.8291107E-02  3.8311126E+01  7.0667540E-20  1.5198915E+04  7.0667540E-22  1.5198915E+02       Infinity  1.5045872E+01
   33  1.5605549E+17  8.2482191E-02  1.0431665E+04  5.0573444E-02  4.0121789E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.5480903E+01
   34  1.7015629E+17  9.0092525E-02  1.1374246E+04  5.5143141E-02  4.3747099E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.5752652E+01
   35  1.8616333E+17  8.9621667E-02  1.2444250E+04  6.0330598E-02  4.7862501E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.5913066E+01
   36  2.0363031E+17  8.9621667E-02  1.3611846E+04  6.5991182E-02  5.2353252E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6014732E+01
   37  2.2636892E+17  1.2027947E-01  1.5131828E+04  7.3360163E-02  5.8199337E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6111219E+01
   38  2.6049660E+17  1.5749852E-01  1.7413122E+04  8.4420039E-02  6.6973547E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6200273E+01
   39  3.1218450E+17  1.9971513E-01  2.0868245E+04  1.0117072E-01  8.0262480E+01  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6269452E+01
   40  3.9089192E+17  2.4320501E-01  2.6129511E+04  1.2667770E-01  1.0049812E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6327304E+01
   41  5.1040708E+17  2.8205615E-01  3.4118606E+04  1.6540940E-01  1.3122541E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6384280E+01
   42  6.8893045E+17  3.0929578E-01  4.6052156E+04  2.2326408E-01  1.7712368E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6436828E+01
   43  9.4650127E+17  3.1913148E-01  6.3269702E+04  3.0673595E-01  2.4334501E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6506435E+01
   44  1.2983116E+18  3.0929578E-01  8.6786770E+04  4.2074835E-01  3.3379527E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6625716E+01
   45  1.7452174E+18  2.8205615E-01  1.1666058E+05  5.6557866E-01  4.4869453E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.6829646E+01
   46  2.2670170E+18  2.4320501E-01  1.5154073E+05  7.3468007E-01  5.8284894E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.7165546E+01
   47  2.8247662E+18  1.9971513E-01  1.8882396E+05  9.1543180E-01  7.2624599E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.7670792E+01
   48  3.3724157E+18  1.5749852E-01  2.2543207E+05  1.0929105E+00  8.6704641E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.8375610E+01
   49  3.8707785E+18  1.2027947E-01  2.5874556E+05  1.2544166E+00  9.9517524E+02  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  1.9287615E+01
   50  4.2960769E+18  8.9621667E-02  2.8717500E+05  1.3922446E+00  1.1045192E+03  7.7688891E-22  1.6709042E+02  7.7688891E-24  1.6709042E+00       Infinity  2.0476254E+01
