! Date: 15/08/2026  Time: 11:40:58  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 7.59654500E+00
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  3.2445020E+01  1.5729573E-04  1.2478854E-01  5.6944796E+22  8.5148510E-04  8.9764699E+21  5.4416436E-03
    2  8.1244617E+02  3.9387960E-03  3.1247929E+00  5.6788855E+22  8.5148510E-04  8.8205293E+21  5.4416436E-03
    3  1.5924473E+03  7.7202963E-03  6.1247974E+00  5.6341909E+22  8.5148510E-04  8.3735828E+21  5.4416436E-03
    4  2.3724485E+03  1.1501797E-02  9.1248018E+00  5.5673616E+22  8.5148510E-04  7.7052907E+21  5.4416436E-03
    5  3.1524496E+03  1.5283297E-02  1.2124806E+01  5.4847918E+22  1.1741037E-02  6.8795919E+21  7.7268592E-02
    6  3.9324507E+03  1.9064797E-02  1.5124811E+01  5.3984151E+22  2.9931669E-02  6.0158250E+21  2.0864052E-01
    7  4.7124519E+03  2.2846297E-02  1.8124815E+01  5.3095597E+22  5.2565547E-02  5.1272714E+21  3.9875092E-01
    8  5.4924530E+03  2.6627798E-02  2.1124819E+01  5.2239921E+22  7.1799826E-02  4.2715950E+21  6.0685725E-01
    9  6.2724542E+03  3.0409298E-02  2.4124824E+01  5.1481108E+22  9.1720927E-02  3.5127819E+21  8.8324859E-01
   10  7.0524553E+03  3.4190798E-02  2.7124828E+01  5.0787646E+22  1.0607429E-01  2.8193204E+21  1.1920765E+00
   11  7.8324565E+03  3.7972299E-02  3.0124833E+01  5.0236575E+22  1.0607429E-01  2.2682495E+21  1.4728141E+00
   12  8.6124576E+03  4.1753799E-02  3.3124837E+01  4.9729088E+22  1.0695193E-01  1.7607620E+21  1.8762557E+00
   13  9.3924588E+03  4.5535299E-02  3.6124841E+01  4.9288756E+22  1.0400143E-01  1.3204307E+21  2.0732768E+00
   14  1.0172460E+04  4.9316799E-02  3.9124846E+01  4.8898121E+22  1.0258714E-01  9.2979475E+20  2.6677795E+00
   15  1.0952461E+04  5.3098300E-02  4.2124850E+01  4.8546416E+22  9.9740966E-02  5.7808971E+20  3.3194621E+00
   16  1.1732462E+04  5.6879800E-02  4.5124855E+01  4.8334122E+22  9.7706928E-02  3.6579572E+20  4.3966253E+00
   17  1.2512463E+04  6.0661300E-02  4.8124859E+01  4.7973071E+22  9.7706928E-02  1.0000000E-99  4.3966253E+00
   18  1.3292464E+04  6.4442801E-02  5.1124863E+01  4.7969599E+22  6.3704878E-02  1.0000000E-99  1.0000000E-99
   19  1.4072466E+04  6.8224301E-02  5.4124868E+01  4.7965916E+22  1.3465209E-03  1.0000000E-99  1.0000000E-99
   20  1.4852467E+04  7.2005801E-02  5.7124872E+01  4.7962022E+22  1.3465209E-03  1.0000000E-99  1.0000000E-99
   21  1.5632468E+04  7.5787301E-02  6.0124877E+01  4.7957917E+22  1.3465209E-03  1.0000000E-99  1.0000000E-99
   22  1.6412469E+04  7.9568802E-02  6.3124881E+01  4.7953602E+22  1.5048934E-03  1.0000000E-99  1.0000000E-99
   23  1.7192470E+04  8.3350302E-02  6.6124885E+01  4.7949075E+22  1.6721085E-03  1.0000000E-99  1.0000000E-99
   24  1.7972471E+04  8.7131802E-02  6.9124890E+01  4.7944338E+22  1.8481752E-03  1.0000000E-99  1.0000000E-99
   25  1.8752473E+04  9.0913303E-02  7.2124894E+01  4.7939389E+22  2.0331025E-03  1.0000000E-99  1.0000000E-99
   26  1.9532474E+04  9.4694803E-02  7.5124899E+01  4.7934230E+22  2.2269004E-03  1.0000000E-99  1.0000000E-99
   27  2.0312475E+04  9.8476303E-02  7.8124903E+01  4.7928859E+22  2.4295791E-03  1.0000000E-99  1.0000000E-99
   28  2.1092476E+04  1.0225780E-01  8.1124907E+01  4.7923277E+22  2.6411493E-03  1.0000000E-99  1.0000000E-99
   29  2.1872477E+04  1.0603930E-01  8.4124912E+01  4.7917484E+22  2.8616223E-03  1.0000000E-99  1.0000000E-99
   30  2.2652478E+04  1.0982080E-01  8.7124916E+01  4.7911479E+22  3.0910096E-03  1.0000000E-99  1.0000000E-99
   31  2.3432479E+04  1.1360230E-01  9.0124921E+01  4.7905262E+22  3.3293235E-03  1.0000000E-99  1.0000000E-99
   32  2.4212481E+04  1.1738380E-01  9.3124925E+01  4.7898834E+22  3.5765766E-03  1.0000000E-99  1.0000000E-99
   33  2.4992482E+04  1.2116530E-01  9.6124930E+01  4.7892195E+22  3.8327820E-03  1.0000000E-99  1.0000000E-99
   34  2.5772483E+04  1.2494681E-01  9.9124934E+01  4.7885344E+22  4.0979534E-03  1.0000000E-99  1.0000000E-99
   35  2.6552484E+04  1.2872831E-01  1.0212494E+02  4.7878281E+22  4.3721049E-03  1.0000000E-99  1.0000000E-99
   36  2.7332485E+04  1.3250981E-01  1.0512494E+02  4.7871005E+22  4.6552510E-03  1.0000000E-99  1.0000000E-99
   37  2.8112486E+04  1.3629131E-01  1.0812495E+02  4.7863518E+22  4.9474069E-03  1.0000000E-99  1.0000000E-99
   38  2.8892487E+04  1.4007281E-01  1.1112495E+02  4.7855819E+22  5.2485881E-03  1.0000000E-99  1.0000000E-99
   39  2.9672489E+04  1.4385431E-01  1.1412496E+02  4.7847908E+22  5.5588106E-03  1.0000000E-99  1.0000000E-99
   40  3.0452490E+04  1.4763581E-01  1.1712496E+02  4.7839784E+22  5.8780912E-03  1.0000000E-99  1.0000000E-99
   41  3.1232491E+04  1.5141731E-01  1.2012496E+02  4.7831448E+22  6.2064468E-03  1.0000000E-99  1.0000000E-99
   42  3.2012492E+04  1.5519881E-01  1.2312497E+02  4.7822899E+22  6.5438949E-03  1.0000000E-99  1.0000000E-99
   43  3.2792493E+04  1.5898031E-01  1.2612497E+02  4.7814138E+22  6.8904538E-03  1.0000000E-99  1.0000000E-99
   44  3.3572494E+04  1.6276181E-01  1.2912498E+02  4.7805163E+22  7.2461420E-03  1.0000000E-99  1.0000000E-99
   45  3.4352495E+04  1.6654331E-01  1.3212498E+02  4.7795976E+22  7.6109785E-03  1.0000000E-99  1.0000000E-99
   46  3.5132497E+04  1.7032481E-01  1.3512499E+02  4.7786576E+22  7.9849830E-03  1.0000000E-99  1.0000000E-99
   47  3.5912498E+04  1.7410631E-01  1.3812499E+02  4.7776963E+22  8.3681756E-03  1.0000000E-99  1.0000000E-99
   48  3.6692499E+04  1.7788781E-01  1.4112500E+02  4.7767136E+22  8.7605770E-03  1.0000000E-99  1.0000000E-99
   49  3.7472500E+04  1.8166931E-01  1.4412500E+02  4.7757096E+22  9.1622083E-03  1.0000000E-99  1.0000000E-99
   50  3.8252501E+04  1.8545081E-01  1.4712500E+02  4.7746843E+22  9.5730911E-03  1.0000000E-99  1.0000000E-99
   51  3.9032502E+04  1.8923231E-01  1.5012501E+02  4.7736376E+22  9.9932477E-03  1.0000000E-99  1.0000000E-99
   52  3.9812503E+04  1.9301381E-01  1.5312501E+02  4.7725695E+22  1.0422701E-02  1.0000000E-99  1.0000000E-99
   53  4.0592505E+04  1.9679531E-01  1.5612502E+02  4.7714800E+22  1.0861474E-02  1.0000000E-99  1.0000000E-99
   54  4.1372506E+04  2.0057681E-01  1.5912502E+02  4.7703691E+22  1.1309591E-02  1.0000000E-99  1.0000000E-99
   55  4.2152507E+04  2.0435831E-01  1.6212503E+02  4.7692367E+22  1.1767075E-02  1.0000000E-99  1.0000000E-99
   56  4.2932508E+04  2.0813981E-01  1.6512503E+02  4.7680829E+22  1.2233953E-02  1.0000000E-99  1.0000000E-99
   57  4.3712509E+04  2.1192131E-01  1.6812504E+02  4.7669077E+22  1.2710248E-02  1.0000000E-99  1.0000000E-99
   58  4.4492510E+04  2.1570281E-01  1.7112504E+02  4.7657110E+22  1.3195988E-02  1.0000000E-99  1.0000000E-99
   59  4.5272511E+04  2.1948431E-01  1.7412504E+02  4.7644928E+22  1.3691199E-02  1.0000000E-99  1.0000000E-99
   60  4.6052513E+04  2.2326581E-01  1.7712505E+02  4.7632531E+22  1.4195908E-02  1.0000000E-99  1.0000000E-99
   61  4.6832514E+04  2.2704731E-01  1.8012505E+02  4.7619919E+22  1.4710142E-02  1.0000000E-99  1.0000000E-99
   62  4.7612515E+04  2.3082881E-01  1.8312506E+02  4.7607091E+22  1.5233930E-02  1.0000000E-99  1.0000000E-99
   63  4.8392516E+04  2.3461031E-01  1.8612506E+02  4.7594048E+22  1.5767300E-02  1.0000000E-99  1.0000000E-99
   64  4.9172517E+04  2.3839181E-01  1.8912507E+02  4.7580789E+22  1.6310283E-02  1.0000000E-99  1.0000000E-99
   65  4.9952518E+04  2.4217331E-01  1.9212507E+02  4.7567314E+22  1.6862907E-02  1.0000000E-99  1.0000000E-99
   66  5.0732519E+04  2.4595481E-01  1.9512507E+02  4.7553623E+22  1.7425204E-02  1.0000000E-99  1.0000000E-99
   67  5.1512521E+04  2.4973631E-01  1.9812508E+02  4.7539716E+22  1.7997204E-02  1.0000000E-99  1.0000000E-99
   68  5.2292522E+04  2.5351781E-01  2.0112508E+02  4.7525592E+22  1.8578939E-02  1.0000000E-99  1.0000000E-99
   69  5.3072523E+04  2.5729931E-01  2.0412509E+02  4.7511251E+22  1.9170442E-02  1.0000000E-99  1.0000000E-99
   70  5.3852524E+04  2.6108082E-01  2.0712509E+02  4.7496694E+22  1.9771745E-02  1.0000000E-99  1.0000000E-99
   71  5.4632525E+04  2.6486232E-01  2.1012510E+02  4.7481919E+22  2.0382881E-02  1.0000000E-99  1.0000000E-99
   72  5.5412526E+04  2.6864382E-01  2.1312510E+02  4.7466928E+22  2.1003886E-02  1.0000000E-99  1.0000000E-99
   73  5.6192527E+04  2.7242532E-01  2.1612511E+02  4.7451718E+22  2.1634793E-02  1.0000000E-99  1.0000000E-99
   74  5.6972529E+04  2.7620682E-01  2.1912511E+02  4.7436291E+22  2.2275638E-02  1.0000000E-99  1.0000000E-99
   75  5.7752530E+04  2.7998832E-01  2.2212511E+02  4.7420647E+22  2.2926457E-02  1.0000000E-99  1.0000000E-99
   76  5.8532531E+04  2.8376982E-01  2.2512512E+02  4.7404784E+22  2.3587286E-02  1.0000000E-99  1.0000000E-99
   77  5.9312532E+04  2.8755132E-01  2.2812512E+02  4.7388702E+22  2.4258163E-02  1.0000000E-99  1.0000000E-99
   78  6.0092533E+04  2.9133282E-01  2.3112513E+02  4.7372403E+22  2.4939125E-02  1.0000000E-99  1.0000000E-99
   79  6.0872534E+04  2.9511432E-01  2.3412513E+02  4.7355884E+22  2.5630212E-02  1.0000000E-99  1.0000000E-99
   80  6.1652536E+04  2.9889582E-01  2.3712514E+02  4.7339146E+22  2.6331461E-02  1.0000000E-99  1.0000000E-99
   81  6.2432537E+04  3.0267732E-01  2.4012514E+02  4.7322189E+22  2.7042913E-02  1.0000000E-99  1.0000000E-99
   82  6.3212538E+04  3.0645882E-01  2.4312515E+02  4.7305013E+22  2.7764609E-02  1.0000000E-99  1.0000000E-99
   83  6.3992539E+04  3.1024032E-01  2.4612515E+02  4.7287617E+22  2.8496589E-02  1.0000000E-99  1.0000000E-99
   84  6.4772540E+04  3.1402182E-01  2.4912515E+02  4.7270001E+22  2.9238895E-02  1.0000000E-99  1.0000000E-99
   85  6.5552541E+04  3.1780332E-01  2.5212516E+02  4.7252164E+22  2.9991570E-02  1.0000000E-99  1.0000000E-99
   86  6.6332542E+04  3.2158482E-01  2.5512516E+02  4.7234108E+22  3.0754656E-02  1.0000000E-99  1.0000000E-99
   87  6.7112544E+04  3.2536632E-01  2.5812517E+02  4.7215830E+22  3.1528199E-02  1.0000000E-99  1.0000000E-99
   88  6.7892545E+04  3.2914782E-01  2.6112517E+02  4.7197332E+22  3.2312241E-02  1.0000000E-99  1.0000000E-99
   89  6.8672546E+04  3.3292932E-01  2.6412518E+02  4.7178612E+22  3.3106829E-02  1.0000000E-99  1.0000000E-99
   90  6.9452547E+04  3.3671082E-01  2.6712518E+02  4.7159671E+22  3.3912009E-02  1.0000000E-99  1.0000000E-99
   91  7.0232548E+04  3.4049232E-01  2.7012519E+02  4.7140508E+22  3.4727826E-02  1.0000000E-99  1.0000000E-99
   92  7.1012549E+04  3.4427382E-01  2.7312519E+02  4.7121123E+22  3.5554329E-02  1.0000000E-99  1.0000000E-99
   93  7.1792550E+04  3.4805532E-01  2.7612519E+02  4.7101515E+22  3.6391566E-02  1.0000000E-99  1.0000000E-99
   94  7.2572552E+04  3.5183682E-01  2.7912520E+02  4.7081685E+22  3.7239585E-02  1.0000000E-99  1.0000000E-99
   95  7.3352553E+04  3.5561832E-01  2.8212520E+02  4.7061633E+22  3.8098437E-02  1.0000000E-99  1.0000000E-99
   96  7.4132554E+04  3.5939982E-01  2.8512521E+02  4.7041357E+22  3.8968171E-02  1.0000000E-99  1.0000000E-99
   97  7.4912555E+04  3.6318132E-01  2.8812521E+02  4.7020857E+22  3.9848839E-02  1.0000000E-99  1.0000000E-99
   98  7.5692556E+04  3.6696282E-01  2.9112522E+02  4.7000134E+22  4.0740492E-02  1.0000000E-99  1.0000000E-99
   99  7.6472557E+04  3.7074432E-01  2.9412522E+02  4.6979187E+22  4.1643184E-02  1.0000000E-99  1.0000000E-99
  100  7.7252558E+04  3.7452582E-01  2.9712522E+02  4.6958016E+22  4.2556967E-02  1.0000000E-99  1.0000000E-99
  101  7.8032560E+04  3.7830732E-01  3.0012523E+02  4.6936620E+22  4.3481897E-02  1.0000000E-99  1.0000000E-99
  102  7.8812561E+04  3.8208882E-01  3.0312523E+02  4.6914999E+22  4.4418028E-02  1.0000000E-99  1.0000000E-99
  103  7.9592562E+04  3.8587032E-01  3.0612524E+02  4.6893152E+22  4.5365415E-02  1.0000000E-99  1.0000000E-99
  104  8.0372563E+04  3.8965182E-01  3.0912524E+02  4.6871080E+22  4.6324117E-02  1.0000000E-99  1.0000000E-99
  105  8.1152564E+04  3.9343333E-01  3.1212525E+02  4.6848783E+22  4.7294190E-02  1.0000000E-99  1.0000000E-99
  106  8.1932565E+04  3.9721483E-01  3.1512525E+02  4.6826259E+22  4.8275692E-02  1.0000000E-99  1.0000000E-99
  107  8.2712566E+04  4.0099633E-01  3.1812526E+02  4.6803508E+22  4.9268684E-02  1.0000000E-99  1.0000000E-99
  108  8.3492568E+04  4.0477783E-01  3.2112526E+02  4.6780531E+22  5.0273225E-02  1.0000000E-99  1.0000000E-99
  109  8.4272569E+04  4.0855933E-01  3.2412526E+02  4.6757326E+22  5.1289375E-02  1.0000000E-99  1.0000000E-99
  110  8.5052570E+04  4.1234083E-01  3.2712527E+02  4.6733894E+22  5.2317198E-02  1.0000000E-99  1.0000000E-99
  111  8.5832571E+04  4.1612233E-01  3.3012527E+02  4.6710234E+22  5.3356754E-02  1.0000000E-99  1.0000000E-99
  112  8.6612572E+04  4.1990383E-01  3.3312528E+02  4.6686346E+22  5.4408110E-02  1.0000000E-99  1.0000000E-99
  113  8.7392573E+04  4.2368533E-01  3.3612528E+02  4.6662229E+22  5.5471327E-02  1.0000000E-99  1.0000000E-99
  114  8.8172574E+04  4.2746683E-01  3.3912529E+02  4.6637883E+22  5.6546473E-02  1.0000000E-99  1.0000000E-99
  115  8.8952576E+04  4.3124833E-01  3.4212529E+02  4.6613308E+22  5.7633614E-02  1.0000000E-99  1.0000000E-99
  116  8.9732577E+04  4.3502983E-01  3.4512530E+02  4.6588504E+22  5.8732816E-02  1.0000000E-99  1.0000000E-99
  117  9.0512578E+04  4.3881133E-01  3.4812530E+02  4.6563469E+22  5.9844149E-02  1.0000000E-99  1.0000000E-99
  118  9.1292579E+04  4.4259283E-01  3.5112530E+02  4.6538204E+22  6.0967680E-02  1.0000000E-99  1.0000000E-99
  119  9.2072580E+04  4.4637433E-01  3.5412531E+02  4.6512708E+22  6.2103482E-02  1.0000000E-99  1.0000000E-99
  120  9.2852581E+04  4.5015583E-01  3.5712531E+02  4.6486981E+22  6.3251624E-02  1.0000000E-99  1.0000000E-99
  121  9.3632582E+04  4.5393733E-01  3.6012532E+02  4.6461022E+22  6.4412179E-02  1.0000000E-99  1.0000000E-99
  122  9.4412584E+04  4.5771883E-01  3.6312532E+02  4.6434832E+22  6.5585220E-02  1.0000000E-99  1.0000000E-99
  123  9.5192585E+04  4.6150033E-01  3.6612533E+02  4.6408409E+22  6.6770821E-02  1.0000000E-99  1.0000000E-99
  124  9.5972586E+04  4.6528183E-01  3.6912533E+02  4.6381754E+22  6.7969058E-02  1.0000000E-99  1.0000000E-99
  125  9.6752587E+04  4.6906333E-01  3.7212533E+02  4.6354865E+22  6.9180007E-02  1.0000000E-99  1.0000000E-99
  126  9.7532588E+04  4.7284483E-01  3.7512534E+02  4.6327743E+22  7.0403745E-02  1.0000000E-99  1.0000000E-99
  127  9.8312589E+04  4.7662633E-01  3.7812534E+02  4.6300387E+22  7.1640351E-02  1.0000000E-99  1.0000000E-99
  128  9.9092590E+04  4.8040783E-01  3.8112535E+02  4.6272797E+22  7.2889904E-02  1.0000000E-99  1.0000000E-99
  129  9.9872592E+04  4.8418933E-01  3.8412535E+02  4.6244971E+22  7.4152485E-02  1.0000000E-99  1.0000000E-99
  130  1.0065259E+05  4.8797083E-01  3.8712536E+02  4.6216911E+22  7.5428175E-02  1.0000000E-99  1.0000000E-99
  131  1.0143259E+05  4.9175233E-01  3.9012536E+02  4.6188615E+22  7.6717058E-02  1.0000000E-99  1.0000000E-99
  132  1.0221260E+05  4.9553383E-01  3.9312537E+02  4.6160083E+22  7.8019217E-02  1.0000000E-99  1.0000000E-99
  133  1.0299260E+05  4.9931533E-01  3.9612537E+02  4.6131315E+22  7.9334738E-02  1.0000000E-99  1.0000000E-99
  134  1.0377260E+05  5.0309683E-01  3.9912537E+02  4.6102309E+22  8.0663707E-02  1.0000000E-99  1.0000000E-99
  135  1.0455260E+05  5.0687833E-01  4.0212538E+02  4.6073067E+22  8.2006211E-02  1.0000000E-99  1.0000000E-99
  136  1.0533260E+05  5.1065983E-01  4.0512538E+02  4.6043586E+22  8.3362340E-02  1.0000000E-99  1.0000000E-99
  137  1.0611260E+05  5.1444133E-01  4.0812539E+02  4.6013867E+22  8.4732183E-02  1.0000000E-99  1.0000000E-99
  138  1.0689260E+05  5.1822283E-01  4.1112539E+02  4.5983909E+22  8.6115831E-02  1.0000000E-99  1.0000000E-99
  139  1.0767260E+05  5.2200433E-01  4.1412540E+02  4.5953713E+22  8.7513377E-02  1.0000000E-99  1.0000000E-99
  140  1.0845260E+05  5.2578583E-01  4.1712540E+02  4.5923276E+22  8.8924914E-02  1.0000000E-99  1.0000000E-99
  141  1.0923261E+05  5.2956734E-01  4.2012541E+02  4.5892599E+22  9.0350538E-02  1.0000000E-99  1.0000000E-99
  142  1.1001261E+05  5.3334884E-01  4.2312541E+02  4.5861682E+22  9.1790345E-02  1.0000000E-99  1.0000000E-99
  143  1.1079261E+05  5.3713034E-01  4.2612541E+02  4.5830523E+22  9.3244432E-02  1.0000000E-99  1.0000000E-99
  144  1.1157261E+05  5.4091184E-01  4.2912542E+02  4.5799123E+22  9.4712899E-02  1.0000000E-99  1.0000000E-99
  145  1.1235261E+05  5.4469334E-01  4.3212542E+02  4.5767481E+22  9.6195846E-02  1.0000000E-99  1.0000000E-99
  146  1.1313261E+05  5.4847484E-01  4.3512543E+02  4.5735596E+22  9.7693374E-02  1.0000000E-99  1.0000000E-99
  147  1.1391261E+05  5.5225634E-01  4.3812543E+02  4.5703468E+22  9.9205587E-02  1.0000000E-99  1.0000000E-99
  148  1.1469261E+05  5.5603784E-01  4.4112544E+02  4.5671097E+22  1.0073259E-01  1.0000000E-99  1.0000000E-99
  149  1.1547261E+05  5.5981934E-01  4.4412544E+02  4.5638481E+22  1.0227449E-01  1.0000000E-99  1.0000000E-99
  150  1.1625262E+05  5.6360084E-01  4.4712545E+02  4.5605620E+22  1.0383139E-01  1.0000000E-99  1.0000000E-99
  151  1.1703262E+05  5.6738234E-01  4.5012545E+02  4.5572515E+22  1.0540340E-01  1.0000000E-99  1.0000000E-99
  152  1.1781262E+05  5.7116384E-01  4.5312545E+02  4.5539163E+22  1.0699063E-01  1.0000000E-99  1.0000000E-99
  153  1.1859262E+05  5.7494534E-01  4.5612546E+02  4.5505565E+22  1.0859320E-01  1.0000000E-99  1.0000000E-99
  154  1.1937262E+05  5.7872684E-01  4.5912546E+02  4.5471721E+22  1.1021121E-01  1.0000000E-99  1.0000000E-99
  155  1.2015262E+05  5.8250834E-01  4.6212547E+02  4.5437629E+22  1.1184479E-01  1.0000000E-99  1.0000000E-99
  156  1.2093262E+05  5.8628984E-01  4.6512547E+02  4.5403289E+22  1.1349404E-01  1.0000000E-99  1.0000000E-99
  157  1.2171262E+05  5.9007134E-01  4.6812548E+02  4.5368700E+22  1.1515909E-01  1.0000000E-99  1.0000000E-99
  158  1.2249262E+05  5.9385284E-01  4.7112548E+02  4.5333863E+22  1.1684006E-01  1.0000000E-99  1.0000000E-99
  159  1.2327263E+05  5.9763434E-01  4.7412548E+02  4.5298776E+22  1.1853707E-01  1.0000000E-99  1.0000000E-99
  160  1.2405263E+05  6.0141584E-01  4.7712549E+02  4.5263438E+22  1.2025024E-01  1.0000000E-99  1.0000000E-99
  161  1.2483263E+05  6.0519734E-01  4.8012549E+02  4.5227850E+22  1.2197969E-01  1.0000000E-99  1.0000000E-99
  162  1.2561263E+05  6.0897884E-01  4.8312550E+02  4.5192010E+22  1.2372556E-01  1.0000000E-99  1.0000000E-99
  163  1.2639263E+05  6.1276034E-01  4.8612550E+02  4.5155919E+22  1.2548797E-01  1.0000000E-99  1.0000000E-99
  164  1.2717263E+05  6.1654184E-01  4.8912551E+02  4.5119574E+22  1.2726705E-01  1.0000000E-99  1.0000000E-99
  165  1.2795263E+05  6.2032334E-01  4.9212551E+02  4.5082977E+22  1.2906294E-01  1.0000000E-99  1.0000000E-99
  166  1.2873263E+05  6.2410484E-01  4.9512552E+02  4.5046126E+22  1.3087576E-01  1.0000000E-99  1.0000000E-99
  167  1.2951264E+05  6.2788634E-01  4.9812552E+02  4.5009020E+22  1.3270565E-01  1.0000000E-99  1.0000000E-99
  168  1.3029264E+05  6.3166784E-01  5.0112552E+02  4.4971659E+22  1.3455276E-01  1.0000000E-99  1.0000000E-99
  169  1.3107264E+05  6.3544934E-01  5.0412553E+02  4.4934042E+22  1.3641722E-01  1.0000000E-99  1.0000000E-99
