! Date: 15/08/2026  Time: 11:42:11  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 7.59654500E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   18  4.2554391E+16  1.1630527E-01  2.8445853E+03  1.3790749E-02  1.0940713E+01  2.1813734E-19  4.6916179E+04  2.1813734E-21  4.6916179E+02       Infinity  7.5610613E+00
   19  4.7752232E+16  1.1405506E-01  3.1920396E+03  1.5475232E-02  1.2277075E+01  2.0592737E-19  4.4290104E+04  2.0592737E-21  4.4290104E+02       Infinity  7.5608166E+00
   20  5.3472121E+16  1.1208444E-01  3.5743905E+03  1.7328896E-02  1.3747656E+01  1.9232356E-19  4.1364247E+04  1.9232356E-21  4.1364247E+02       Infinity  7.5617525E+00
   21  5.9766487E+16  1.1035182E-01  3.9951429E+03  1.9368733E-02  1.5365934E+01  1.7747400E-19  3.8170457E+04  1.7747400E-21  3.8170457E+02       Infinity  7.5521212E+00
   22  6.6693030E+16  1.0882315E-01  4.4581537E+03  2.1613442E-02  1.7146745E+01  1.6162245E-19  3.4761164E+04  1.6162245E-21  3.4761164E+02       Infinity  7.5742527E+00
   23  7.4315242E+16  1.0747026E-01  4.9676671E+03  2.4083599E-02  1.9106412E+01  1.4510413E-19  3.1208465E+04  1.4510413E-21  3.1208465E+02       Infinity  7.5680351E+00
   24  8.2702993E+16  1.0626971E-01  5.5283536E+03  2.6801846E-02  2.1262899E+01  1.2832572E-19  2.7599826E+04  1.2832572E-21  2.7599826E+02       Infinity  7.5738781E+00
   25  9.1933170E+16  1.0520175E-01  6.1453528E+03  2.9793102E-02  2.3635972E+01  1.1173306E-19  2.4031136E+04  1.1173306E-21  2.4031136E+02       Infinity  7.5721399E+00
   26  1.0209038E+17  1.0424971E-01  6.8243205E+03  3.3084785E-02  2.6247387E+01  9.5767631E-20  2.0597351E+04  9.5767631E-22  2.0597351E+02       Infinity  7.5825193E+00
   27  1.1326774E+17  1.0339939E-01  7.5714804E+03  3.6707068E-02  2.9121079E+01  8.0824203E-20  1.7383373E+04  8.0824203E-22  1.7383373E+02       Infinity  7.5948442E+00
   28  1.2556769E+17  1.0263861E-01  8.3936816E+03  4.0693157E-02  3.2283391E+01  6.7210278E-20  1.4455340E+04  6.7210278E-22  1.4455340E+02       Infinity  7.6022280E+00
   29  1.3910299E+17  1.0195692E-01  9.2984607E+03  4.5079590E-02  3.5763310E+01  5.5126957E-20  1.1856504E+04  5.5126957E-22  1.1856504E+02       Infinity  7.6115979E+00
   30  1.5399772E+17  1.0134525E-01  1.0294112E+04  4.9906575E-02  3.9592737E+01  4.4660454E-20  9.6054068E+03  4.4660454E-22  9.6054068E+01       Infinity  7.6201260E+00
   31  1.7038840E+17  1.0079573E-01  1.1389761E+04  5.5218360E-02  4.3806772E+01  3.5795317E-20  7.6987255E+03  3.5795317E-22  7.6987255E+01       Infinity  7.6319373E+00
   32  1.8239502E+17  3.7494534E-02  1.2192354E+04  5.9109386E-02  4.6893668E+01  3.0689265E-20  6.6005346E+03  3.0689265E-22  6.6005346E+01       Infinity  7.6469715E+00
   33  1.9184469E+17  6.2866085E-02  1.2824025E+04  6.2171774E-02  4.9323174E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6435769E+00
   34  2.0827370E+17  9.9856585E-02  1.3922237E+04  6.7495981E-02  5.3547065E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6443821E+00
   35  2.3011560E+17  9.9455676E-02  1.5382278E+04  7.4574362E-02  5.9162607E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6488696E+00
   36  2.5419955E+17  9.9455676E-02  1.6992190E+04  8.2379330E-02  6.5354577E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6529734E+00
   37  2.8530745E+17  1.2945409E-01  1.9071625E+04  9.2460575E-02  7.3352403E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6538763E+00
   38  3.3100529E+17  1.6453352E-01  2.2126337E+04  1.0727003E-01  8.5101295E+01  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6561627E+00
   39  3.9868339E+17  2.0290471E-01  2.6650338E+04  1.2920271E-01  1.0250130E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6589598E+00
   40  4.9933647E+17  2.4114285E-01  3.3378581E+04  1.6182170E-01  1.2837916E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6647412E+00
   41  6.4850686E+17  2.7436774E-01  4.3350006E+04  2.1016387E-01  1.6673079E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6689784E+00
   42  8.6618760E+17  2.9720135E-01  5.7901065E+04  2.8070842E-01  2.2269640E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6776048E+00
   43  1.1741772E+18  3.0536021E-01  7.8488895E+04  3.8051967E-01  3.0188037E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.6941289E+00
   44  1.5896779E+18  2.9720135E-01  1.0626340E+05  5.1517242E-01  4.0870539E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.7238847E+00
   45  2.1162157E+18  2.7436774E-01  1.4146028E+05  6.8580938E-01  5.4407801E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.7765563E+00
   46  2.7364660E+18  2.4114285E-01  1.8292145E+05  8.8681604E-01  7.0354405E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  7.8737488E+00
   47  3.4126244E+18  2.0290471E-01  2.2811985E+05  1.1059410E+00  8.7738404E+02  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  8.0496304E+00
   48  4.0957906E+18  1.6453352E-01  2.7378669E+05  1.3273371E+00  1.0530257E+03  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  8.3998228E+00
   49  4.7395126E+18  1.2945409E-01  3.1681685E+05  1.5359503E+00  1.2185264E+03  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  9.2651376E+00
   50  5.3103600E+18  9.9455676E-02  3.5497564E+05  1.7209468E+00  1.3652909E+03  2.0017873E-20  4.3053708E+03  2.0017873E-22  4.3053708E+01       Infinity  1.4019303E+01
