! Date: 14/08/2026  Time: 13:57:15  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.39684218E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   11  1.9585877E+16  1.2423832E-01  1.3092350E+03  6.3472631E-03  5.0355192E+00  1.7827223E-19  3.8342137E+04  1.7827223E-21  3.8342137E+02       Infinity  1.1035222E+01
   12  2.2096930E+16  1.1715609E-01  1.4770885E+03  7.1610288E-03  5.6811097E+00  1.7725862E-19  3.8124135E+04  1.7725862E-21  3.8124135E+02       Infinity  1.1115591E+01
   13  2.4768423E+16  1.1119792E-01  1.6556668E+03  8.0267890E-03  6.3679494E+00  1.7605858E-19  3.7866035E+04  1.7605858E-21  3.7866035E+02       Infinity  1.1128237E+01
   14  2.7610608E+16  1.0612489E-01  1.8456552E+03  8.9478657E-03  7.0986737E+00  1.7464894E-19  3.7562853E+04  1.7464894E-21  3.7562853E+02       Infinity  1.1154489E+01
   15  3.0634391E+16  1.0176119E-01  2.0477825E+03  9.9277934E-03  7.8760867E+00  1.7300415E-19  3.7209099E+04  1.7300415E-21  3.7209099E+02       Infinity  1.1211994E+01
   16  3.3851374E+16  9.7974565E-02  2.2628246E+03  1.0970332E-02  8.7031714E+00  1.7109935E-19  3.6799421E+04  1.7109935E-21  3.6799421E+02       Infinity  1.1252476E+01
   17  3.7273901E+16  9.4663596E-02  2.4916064E+03  1.2079483E-02  9.5831015E+00  1.6890633E-19  3.6327755E+04  1.6890633E-21  3.6327755E+02       Infinity  1.1335978E+01
   18  4.0915106E+16  9.1749218E-02  2.7350059E+03  1.3259501E-02  1.0519254E+01  1.6639869E-19  3.5788420E+04  1.6639869E-21  3.5788420E+02       Infinity  1.1440830E+01
   19  4.4788962E+16  8.9168872E-02  2.9939572E+03  1.4514914E-02  1.1515220E+01  1.6354939E-19  3.5175603E+04  1.6354939E-21  3.5175603E+02       Infinity  1.1522509E+01
   20  4.8910331E+16  8.6872410E-02  3.2694537E+03  1.5850541E-02  1.2574822E+01  1.6033267E-19  3.4483763E+04  1.6033267E-21  3.4483763E+02       Infinity  1.1641305E+01
   21  5.3295030E+16  8.4819160E-02  3.5625527E+03  1.7271506E-02  1.3702126E+01  1.5672556E-19  3.3707959E+04  1.5672556E-21  3.3707959E+02       Infinity  1.1784378E+01
   22  5.7959884E+16  8.2975788E-02  3.8743789E+03  1.8783261E-02  1.4901457E+01  1.5270911E-19  3.2844116E+04  1.5270911E-21  3.2844116E+02       Infinity  1.1948423E+01
   23  6.2922792E+16  8.1314710E-02  4.2061288E+03  2.0391608E-02  1.6177419E+01  1.4826859E-19  3.1889066E+04  1.4826859E-21  3.1889066E+02       Infinity  1.2120525E+01
   24  6.8202798E+16  7.9812905E-02  4.5590754E+03  2.2102718E-02  1.7534905E+01  1.4339705E-19  3.0841311E+04  1.4339705E-21  3.0841311E+02       Infinity  1.2370360E+01
   25  7.3820162E+16  7.8451007E-02  4.9345731E+03  2.3923156E-02  1.8979127E+01  1.3809616E-19  2.9701216E+04  1.3809616E-21  2.9701216E+02       Infinity  1.2656587E+01
   26  7.9796441E+16  7.7212605E-02  5.3340626E+03  2.5859910E-02  2.0515625E+01  1.3237650E-19  2.8471052E+04  1.3237650E-21  2.8471052E+02       Infinity  1.3044144E+01
   27  8.6154566E+16  7.6083702E-02  5.7590770E+03  2.7920409E-02  2.2150296E+01  1.2626181E-19  2.7155927E+04  1.2626181E-21  2.7155927E+02       Infinity  1.3537745E+01
   28  9.2918934E+16  7.5052286E-02  6.2112471E+03  3.0112562E-02  2.3889412E+01  1.1978623E-19  2.5763182E+04  1.1978623E-21  2.5763182E+02       Infinity  1.4210950E+01
   29  1.0011550E+17  7.4107988E-02  6.6923080E+03  3.2444779E-02  2.5739646E+01  1.1299712E-19  2.4303006E+04  1.1299712E-21  2.4303006E+02       Infinity  1.5167145E+01
   30  1.0777189E+17  7.3241812E-02  7.2041056E+03  3.4926009E-02  2.7708098E+01  1.0595374E-19  2.2788142E+04  1.0595374E-21  2.2788142E+02       Infinity  1.6694046E+01
   31  1.1303940E+17  2.3369027E-02  7.5562172E+03  3.6633071E-02  2.9062374E+01  1.0131163E-19  2.1789733E+04  1.0131163E-21  2.1789733E+02       Infinity  1.8276329E+01
   32  1.1723827E+17  4.9097668E-02  7.8368945E+03  3.7993815E-02  3.0141902E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  1.9334915E+01
   33  1.2458349E+17  7.1713428E-02  8.3278920E+03  4.0374205E-02  3.2030354E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  1.9672508E+01
   34  1.3380322E+17  7.1038309E-02  8.9441930E+03  4.3362075E-02  3.4400742E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  1.9895865E+01
   35  1.4361204E+17  7.0415222E-02  9.5998717E+03  4.6540852E-02  3.6922584E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0043260E+01
   36  1.5409354E+17  7.0415222E-02  1.0300517E+04  4.9937629E-02  3.9617373E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0158819E+01
   37  1.6800446E+17  1.0101702E-01  1.1230404E+04  5.4445789E-02  4.3193863E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0266790E+01
   38  1.8990784E+17  1.4130778E-01  1.2694555E+04  6.1544094E-02  4.8825212E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0368223E+01
   39  2.2477283E+17  1.9083501E-01  1.5025136E+04  7.2842913E-02  5.7788984E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0468553E+01
   40  2.8072769E+17  2.4584387E-01  1.8765487E+04  9.0976397E-02  7.2174949E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0551957E+01
   41  3.7048255E+17  2.9824496E-01  2.4765229E+04  1.2006357E-01  9.5250881E+01  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0618842E+01
   42  5.1192601E+17  3.3675249E-01  3.4220140E+04  1.6590164E-01  1.3161592E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0663162E+01
   43  7.2543890E+17  3.5100603E-01  4.8492595E+04  2.3509550E-01  1.8650998E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0705135E+01
   44  1.0254104E+18  3.3675249E-01  6.8544449E+04  3.3230830E-01  2.6363250E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0760369E+01
   45  1.4080347E+18  2.9824496E-01  9.4121308E+04  4.5630671E-01  3.6200503E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0846299E+01
   46  1.8447666E+18  2.4584387E-01  1.2331503E+05  5.9783994E-01  4.7428859E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.0978769E+01
   47  2.2900387E+18  1.9083501E-01  1.5307963E+05  7.4214080E-01  5.8876782E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.1152419E+01
   48  2.6992618E+18  1.4130778E-01  1.8043451E+05  8.7475916E-01  6.9397888E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.1367060E+01
   49  3.0437084E+18  1.0101702E-01  2.0345934E+05  9.8638514E-01  7.8253591E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.1606838E+01
   50  3.3141239E+18  7.0415222E-02  2.2153550E+05  1.0740197E+00  8.5205962E+02  2.5410455E-22  5.4651876E+01  2.5410455E-24  5.4651876E-01       Infinity  2.1872193E+01
