ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak18_f1p2,R_exc18_f1p2,R_int18_f1p2
505,2,28,15,7.5e+20,4.25179,0.0935603,11.1954,16.471,142.295,4268.85,426.885,78,0.593778,0.56751,0.745126,0.566288,0.741221,0.800591,0.79353,0.797955,0.790922,156,234,1.11916,1.12733,1.14495,1.1249,1.13895,1.08043,1.0709,1.02587,1.01683,1.15473,1.16556,1.14944
506,2,28,16,7.5e+20,4.25179,0.11962,7.8414,12.989,133.89,4016.69,401.669,96,0.661529,0.633265,0.784294,0.631505,0.779428,0.810232,0.803904,0.80587,0.799587,192,288,0.943645,0.938839,1.06682,0.936229,1.06021,0.989059,0.981334,0.933093,0.925818,0.961604,0.958232,1.06695
507,2,28,17,7.5e+20,4.25179,0.152938,5.8016,10.052,133.802,4014.05,401.405,126,0.727048,0.696836,0.824141,0.694269,0.817824,0.827103,0.820658,0.820058,0.8137,252,378,1.08948,1.09936,1.06905,1.09531,1.06086,0.955834,0.948386,0.912097,0.905026,1.10168,1.11305,1.0729
508,2,28,18,7.5e+20,4.25179,0.195537,4.4589,7.595,141.221,4236.64,423.664,156,0.79091,0.759122,0.85606,0.755283,0.848623,0.849545,0.842182,0.84382,0.83654,312,402.481,3.18602,3.51885,1.04837,3.50106,1.03927,0.953705,0.94544,0.928458,0.920449,3.20625,3.54463,1.04854
509,2,28,19,7.5e+20,4.25179,0.25,3.6342,5.495,160.014,4800.41,480.041,198,0.85466,0.822201,0.886971,0.8161,0.877078,0.875631,0.865913,0.871064,0.861434,396,456.039,1.07557,1.09428,0.944005,1.08616,0.933476,0.89079,0.880904,0.891905,0.882045,1.07923,1.09884,0.944005
510,2,29,12,7.5e+20,6.30957,0.0447667,54.3239,27.847,318.327,9549.82,525.3,42,0.440816,0.42019,0.628007,0.41967,0.626039,0.7404,0.735307,0.790481,0.781577,84,126,1.34921,1.36207,1.59355,1.36038,1.58855,1.35277,1.34347,1.24516,1.23113,1.48818,1.50814,1.53888
511,2,29,13,7.5e+20,6.30957,0.0572357,43.2618,25.295,300.284,9008.52,525.3,48,0.47221,0.450677,0.654038,0.45006,0.651767,0.758338,0.752546,0.803579,0.793551,96,144,1.9511,1.99003,1.34441,1.98731,1.33974,1.21194,1.20269,1.13198,1.11785,2.11045,2.1598,1.31664
512,2,29,14,7.5e+20,6.30957,0.0731778,28.7264,21.056,265.795,7973.86,525.3,60,0.528681,0.505347,0.697636,0.504509,0.694728,0.787303,0.780172,0.82369,0.811683,120,180,0.920586,0.917275,1.20494,0.915753,1.19992,1.13932,1.129,1.07711,1.06141,0.969203,0.968266,1.19269
513,2,29,15,7.5e+20,6.30957,0.0935603,19.2831,17.405,233.573,7007.2,525.3,78,0.585685,0.560564,0.742194,0.559426,0.738326,0.816026,0.806933,0.8374,0.823975,156,234,1.1978,1.21057,1.17153,1.20811,1.16543,1.12948,1.1169,1.08271,1.06535,1.23821,1.254,1.17565
514,2,29,16,7.5e+20,6.30957,0.11962,12.6719,13.921,205.848,6175.44,525.3,96,0.647642,0.620452,0.778003,0.618852,0.773203,0.834895,0.824842,0.836293,0.825893,192,288,1.07924,1.08614,1.149,1.08334,1.14191,1.08828,1.07517,1.03586,1.02298,1.1009,1.10967,1.14254
515,2,29,17,7.5e+20,6.30957,0.152938,8.9508,11.172,191.038,5731.15,525.3,126,0.705703,0.676796,0.817446,0.674578,0.811084,0.843395,0.83436,0.839047,0.830073,252,378,1.20032,1.22094,1.23566,1.21694,1.22604,1.12949,1.11739,1.10115,1.08938,1.2149,1.23725,1.23768
516,2,29,18,7.5e+20,6.30957,0.195537,6.5206,8.721,186.862,5605.86,525.3,156,0.765932,0.735627,0.848779,0.732449,0.840889,0.855234,0.846473,0.848595,0.839938,312,468,1.557,1.63055,1.2303,1.62351,1.21886,1.13329,1.12169,1.12145,1.11001,1.56798,1.64356,1.23206
517,2,29,19,7.5e+20,6.30957,0.25,4.9801,6.573,195.637,5869.1,525.3,198,0.824893,0.793553,0.877947,0.788804,0.868063,0.874035,0.864232,0.869522,0.859805,396,499.035,1.12639,1.15088,0.959205,1.14399,0.948406,0.900758,0.890655,0.901167,0.891096,1.13073,1.15612,0.960553
518,2,30,14,7.5e+20,9.36329,0.0731778,47.8048,21.523,431.914,12957.4,525.3,60,0.527217,0.50442,0.698995,0.503603,0.696103,0.790083,0.782952,0.830108,0.817858,120,180,8.41775,8.77921,1.53599,8.76498,1.52964,1.28667,1.27506,1.12306,1.10648,8.87585,9.28158,1.49677
519,2,30,15,7.5e+20,9.36329,0.0935603,32.831,17.88,388.229,11646.9,525.3,78,0.581325,0.556769,0.742018,0.55567,0.738186,0.819628,0.810363,0.85156,0.835928,156,234,1.04749,1.05044,1.15507,1.04837,1.14911,1.07191,1.05979,1.01261,0.994026,1.0839,1.08919,1.15895
520,2,30,16,7.5e+20,9.36329,0.11962,22.0893,14.664,342.191,10265.7,525.3,96,0.635789,0.609393,0.774654,0.607907,0.769915,0.840841,0.829786,0.864714,0.846986,192,288,0.981277,0.979926,1.10091,0.977537,1.09418,1.03882,1.02517,1.00149,0.980959,1.00235,1.00255,1.10345
521,2,30,17,7.5e+20,9.36329,0.152938,14.2457,11.621,298.421,8952.63,525.3,126,0.702351,0.674602,0.814267,0.672485,0.807977,0.864261,0.850695,0.869112,0.853806,252,378,11.5053,12.4974,1.1165,12.4582,1.10788,1.07935,1.06241,1.0278,1.0097,11.6461,12.665,1.11807
522,2,30,18,7.5e+20,9.36329,0.195537,10.1049,9.446,274.216,8226.47,525.3,156,0.752534,0.723537,0.842628,0.720681,0.834802,0.873683,0.860689,0.871497,0.858552,312,468,1.33403,1.37349,0.985165,1.36807,0.976015,0.946531,0.932453,0.919609,0.905949,1.3441,1.38509,0.98615
523,2,30,19,7.5e+20,9.36329,0.25,7.3756,7.531,263.55,7906.5,525.3,198,0.801902,0.771924,0.870436,0.767982,0.860526,0.881549,0.869444,0.879832,0.867767,396,499.035,1.11745,1.13517,0.976355,1.12937,0.965238,0.91662,0.904033,0.90444,0.892037,1.12232,1.14089,0.977086
524,2,31,15,7.5e+20,13.895,0.0935603,56.7753,18.761,631.102,18933,525.3,72,0.575755,0.545909,0.716766,0.544886,0.713367,0.779337,0.771294,0.791695,0.778324,144,216,5.13542,5.36204,1.14873,5.352,1.14328,1.00157,0.991231,0.901834,0.886603,5.33271,5.5801,1.13777
525,2,31,16,7.5e+20,13.895,0.11962,37.1911,14.994,564.828,16944.8,525.3,96,0.63574,0.604728,0.763362,0.603289,0.758738,0.813752,0.803036,0.820284,0.802653,192,288,1.55282,1.58699,1.18725,1.58321,1.18005,1.03255,1.01896,0.930215,0.910222,1.58707,1.62455,1.18988
526,2,31,17,7.5e+20,13.895,0.152938,25.1732,12.249,500.802,15024.1,525.3,120,0.692187,0.665192,0.8076,0.663221,0.801693,0.864659,0.85108,0.886696,0.864417,240,360,5.10086,5.46778,1.02316,5.45159,1.01567,0.987907,0.972393,0.926302,0.903027,5.16865,5.54701,1.02264
527,2,31,18,7.5e+20,13.895,0.195537,17.5662,10.147,446.475,13394.3,525.3,150,0.737168,0.70887,0.835263,0.706287,0.827855,0.88216,0.865707,0.89538,0.871588,300,450,2.48836,2.65315,0.990579,2.64349,0.981793,0.977987,0.959747,0.946611,0.921458,2.50895,2.67754,0.991495
528,2,31,19,7.5e+20,13.895,0.25,11.5265,7.99,397.001,11910,525.3,198,0.797149,0.768663,0.866393,0.764997,0.856592,0.897911,0.879038,0.897982,0.87912,396,499.035,1.05982,1.07018,0.971749,1.06507,0.960756,0.96733,0.946998,0.964953,0.944686,1.06464,1.07575,0.972329
529,2,32,17,7.5e+20,20.6199,0.152938,40.7941,12.299,813.478,24404.3,525.3,126,0.693359,0.650201,0.772002,0.648286,0.766155,0.775319,0.762551,0.731296,0.711591,252,378,1.18593,1.18589,0.951402,1.18239,0.944196,0.822166,0.808626,0.71419,0.694947,1.20148,1.20284,0.952619
530,2,32,18,7.5e+20,20.6199,0.195537,29.1647,10.29,736.84,22105.2,525.3,156,0.737828,0.690669,0.789367,0.688194,0.782179,0.77358,0.758344,0.706714,0.684195,312,468,1.10246,1.09422,0.91773,1.09029,0.909373,0.791116,0.775534,0.688243,0.666313,1.11158,1.10425,0.918509
531,2,32,19,7.5e+20,20.6199,0.25,20.1737,8.491,655.885,19676.6,525.3,192,0.796024,0.746826,0.805189,0.743505,0.796432,0.77012,0.752326,0.718781,0.696559,384,499.035,1.02014,1.00059,0.904812,0.996144,0.894973,0.786539,0.768365,0.718032,0.695833,1.02525,1.00628,0.905339
532,2,33,19,7.5e+20,30.5995,0.25,32.9026,8.518,1074.96,32248.9,525.3,198,0.802332,0.740526,0.773531,0.737251,0.764976,0.699268,0.68258,0.634616,0.614611,396,499.035,0.990802,0.953574,0.824482,0.949357,0.815363,0.65236,0.636792,0.585145,0.5667,0.995662,0.958879,0.824916
533,3,8,1,1.5e+21,0.00158489,0.003,0.5618,1.139,1.32912,39.8731,23.9238,18,0.710613,-0.64729,-1.52181,-0.591772,-1.51821,-1.15848,-1.15681,-1.15848,-1.15681,22.7277,22.7277,0.652655,-0.805264,-1.75413,-0.736196,-1.74998,-1.32452,-1.32261,-1.32452,-1.32261,0.739902,-1.46357,-0.332326
534,3,9,1,1.5e+21,0.00235195,0.003,0.7072,1.206,1.35565,40.6697,24.4018,18,0.643393,-0.434103,-1.22378,-0.407537,-1.22144,-0.996163,-0.994954,-0.996163,-0.994954,23.1817,23.1817,0.595128,-0.529753,-1.39869,-0.497333,-1.39601,-1.13732,-1.13594,-1.13732,-1.13594,0.701954,-0.962827,-1.06249
535,3,9,2,1.5e+21,0.00235195,0.0038356,0.5968,1.205,1.71781,51.534,27,18,0.746706,-0.422692,-1.35779,-0.382359,-1.35358,-0.972365,-0.970931,-0.972365,-0.970931,25.65,25.65,0.693534,-0.555005,-1.60945,-0.502047,-1.60447,-1.12943,-1.12777,-1.12943,-1.12777,0.777511,-1.00872,-1.33953
536,3,10,1,1.5e+21,0.00349025,0.003,0.8873,1.306,1.40215,42.0645,25.2387,18,0.571923,-0.29648,-0.978756,-0.283337,-0.977255,-0.877422,-0.876521,-0.877422,-0.876521,23.9768,23.9768,0.53071,-0.36255,-1.13661,-0.346479,-1.13487,-1.00589,-1.00485,-1.00589,-1.00485,0.653648,-0.658936,-0.993089
537,3,10,2,1.5e+21,0.00349025,0.0038356,0.7486,1.304,1.76254,52.8763,27,18,0.684008,-0.255743,-0.965837,-0.238103,-0.963474,-0.802766,-0.80169,-0.802766,-0.80169,25.65,25.65,0.626559,-0.379066,-1.17815,-0.35292,-1.17527,-0.957766,-0.956482,-0.957766,-0.956482,0.728198,-0.688954,-1.10088
538,3,10,3,1.5e+21,0.00349025,0.00490394,0.6262,1.3,2.26088,67.827,27,18,0.786208,-0.148216,-0.738388,-0.131976,-0.735393,-0.633636,-0.63222,-0.633636,-0.63222,25.65,25.65,0.732682,-0.282744,-0.947937,-0.251764,-0.944092,-0.792735,-0.790964,-0.792735,-0.790964,0.810376,-0.513888,-0.901259
539,3,10,4,1.5e+21,0.00349025,0.00626986,0.542,1.295,2.78873,83.6624,27,18,0.851353,-0.0642366,-0.600297,-0.0540486,-0.596577,-0.534861,-0.53303,-0.534861,-0.53303,25.65,25.65,0.804665,-0.209433,-0.763642,-0.176217,-0.758911,-0.667606,-0.665321,-0.667606,-0.665321,0.862993,-0.380645,-0.735875
540,3,11,1,1.5e+21,0.00517947,0.003,1.1447,1.453,1.41577,42.4733,25.484,18,0.480952,-0.189342,-0.703675,-0.183619,-0.702883,-0.659466,-0.658964,-0.659466,-0.658964,24.2098,24.2098,0.440878,-0.244219,-0.818881,-0.236838,-0.81796,-0.754192,-0.753618,-0.754192,-0.753618,0.574402,-0.443868,-0.80048
541,3,11,2,1.5e+21,0.00517947,0.0038356,0.9617,1.451,1.77092,53.1274,27,18,0.598574,-0.157009,-0.67398,-0.149592,-0.672775,-0.644791,-0.64407,-0.644791,-0.64407,25.65,25.65,0.553888,-0.227317,-0.826874,-0.216579,-0.825397,-0.768455,-0.767596,-0.768455,-0.767596,0.676162,-0.413149,-0.85183
542,3,11,3,1.5e+21,0.00517947,0.00490394,0.806,1.446,2.24081,67.224,27,18,0.711514,-0.0858165,-0.511406,-0.0794294,-0.509927,-0.506759,-0.50584,-0.506759,-0.50584,25.65,25.65,0.659789,-0.186688,-0.669842,-0.172793,-0.667905,-0.65302,-0.651835,-0.65302,-0.651835,0.759963,-0.339306,-0.71438
543,3,11,4,1.5e+21,0.00517947,0.00626986,0.6804,1.438,2.83473,85.0417,27,18,0.803062,-0.0144333,-0.384674,-0.0127729,-0.38288,-0.40455,-0.403364,-0.40455,-0.403364,25.65,25.65,0.751601,-0.159314,-0.575526,-0.140986,-0.572843,-0.553143,-0.551523,-0.553143,-0.551523,0.827568,-0.289554,-0.62404
544,3,11,5,1.5e+21,0.00517947,0.00801622,0.5813,1.426,3.56242,106.872,27,18,0.785255,0.310079,0.283894,0.288928,0.28145,0.191431,0.190086,0.191431,0.190086,25.65,25.65,0.855871,0.583919,2.43519,0.544089,2.41423,1.9158,1.90234,1.9158,1.90234,0.987919,1.01941,2.08297
545,3,12,1,1.5e+21,0.00768625,0.003,1.4863,1.673,1.44785,43.4359,26.0615,18,0.393567,-0.120392,-0.503465,-0.117894,-0.503055,-0.531959,-0.531641,-0.531959,-0.531641,24.7585,24.7585,0.361683,-0.158146,-0.596984,-0.154864,-0.596497,-0.618942,-0.618572,-0.618942,-0.618572,0.498863,-0.287431,-0.650829
546,3,12,2,1.5e+21,0.00768625,0.0038356,1.2341,1.668,1.81088,54.3262,27,18,0.511905,-0.088956,-0.439993,-0.0860252,-0.439417,-0.479973,-0.479531,-0.479973,-0.479531,25.65,25.65,0.466754,-0.151867,-0.564609,-0.146864,-0.563871,-0.591929,-0.591384,-0.591929,-0.591384,0.600285,-0.27602,-0.636249
547,3,12,3,1.5e+21,0.00768625,0.00490394,1.0253,1.661,2.28854,68.656,27,18,0.63485,-0.0393869,-0.324704,-0.0373154,-0.324014,-0.370385,-0.36983,-0.370385,-0.36983,25.65,25.65,0.592544,-0.102006,-0.457901,-0.096641,-0.456928,-0.492925,-0.492187,-0.492925,-0.492187,0.712837,-0.185396,-0.533999
548,3,12,4,1.5e+21,0.00768625,0.00626986,0.8598,1.649,2.88835,86.6503,27,18,0.740922,0.0113395,-0.230598,0.0104059,-0.229807,-0.286077,-0.285387,-0.286077,-0.285387,25.65,25.65,0.700475,-0.0618968,-0.344275,-0.0568006,-0.343095,-0.389696,-0.388756,-0.389696,-0.388756,0.797664,-0.112498,-0.406761
549,3,12,5,1.5e+21,0.00768625,0.00801622,0.7272,1.631,3.64165,109.25,27,18,0.711701,0.278016,0.307569,0.264873,0.305664,0.252252,0.250898,0.252252,0.250898,25.65,25.65,0.777137,0.488982,0.792819,0.465865,0.78791,0.629485,0.626107,0.629485,0.626107,0.938035,0.853174,0.666477
550,3,12,6,1.5e+21,0.00768625,0.010249,0.6141,1.602,4.65781,139.734,27,18,0.748952,0.383574,0.473037,0.365538,0.468137,0.451092,0.446831,0.451092,0.446831,25.65,25.65,0.895462,0.800582,1.96697,0.762939,1.9466,1.75192,1.73537,1.75192,1.73537,1.07422,1.36319,1.82586
551,3,12,7,1.5e+21,0.00768625,0.0131037,0.5295,1.561,5.86335,175.9,27,18,0.799179,0.437346,0.544588,0.411326,0.535635,0.535466,0.527316,0.535466,0.527316,25.65,25.65,1.80776,3.43294,1.13431,3.2287,1.11566,1.07474,1.05839,1.07474,1.05839,2.10396,5.79851,1.09594
552,3,13,1,1.5e+21,0.0114062,0.003,1.9337,1.997,1.52338,45.7016,27,18,0.319664,-0.0722508,-0.343805,-0.0711871,-0.343598,-0.412743,-0.412549,-0.412743,-0.412549,25.65,25.65,0.292125,-0.102155,-0.420406,-0.100651,-0.420153,-0.489629,-0.489399,-0.489629,-0.489399,0.42372,-0.185667,-0.508155
553,3,13,2,1.5e+21,0.0114062,0.0038356,1.6018,1.99,1.86935,56.0808,27,18,0.4259,-0.0425354,-0.264665,-0.0415594,-0.264416,-0.326923,-0.326683,-0.326923,-0.326683,25.65,25.65,0.387979,-0.0872762,-0.351794,-0.0852735,-0.351462,-0.420659,-0.420351,-0.420659,-0.420351,0.527055,-0.158625,-0.432604
554,3,13,3,1.5e+21,0.0114062,0.00490394,1.3243,1.979,2.334,70.0206,27,18,0.545552,-0.0128131,-0.193453,-0.0123464,-0.19316,-0.252192,-0.251896,-0.252192,-0.251896,25.65,25.65,0.502666,-0.0695078,-0.291396,-0.0669763,-0.290954,-0.354232,-0.353816,-0.354232,-0.353816,0.636919,-0.126331,-0.360489
555,3,13,4,1.5e+21,0.0114062,0.00626986,1.1039,1.962,2.92438,87.731,27,18,0.661614,0.023598,-0.125305,0.022248,-0.125001,-0.18585,-0.185501,-0.18585,-0.185501,25.65,25.65,0.619025,-0.0488081,-0.232303,-0.0460157,-0.23174,-0.27924,-0.278716,-0.27924,-0.278716,0.736473,-0.0887089,-0.2917
556,3,13,5,1.5e+21,0.0114062,0.00801622,0.9197,1.934,3.71285,111.385,27,18,0.62343,0.234631,0.292615,0.226927,0.29132,0.26652,0.265454,0.26652,0.265454,25.65,25.65,0.715256,0.456759,0.621953,0.441761,0.6192,0.545123,0.542943,0.545123,0.542943,0.907029,0.796816,0.576034
557,3,13,6,1.5e+21,0.0114062,0.010249,0.7734,1.89,4.71588,141.477,27,18,0.666421,0.333189,0.436893,0.322427,0.433732,0.437891,0.434927,0.437891,0.434927,25.65,25.65,0.819102,0.67693,0.705005,0.655065,0.699904,0.633859,0.629568,0.633859,0.629568,1.03171,1.1521,0.664189
558,3,13,7,1.5e+21,0.0114062,0.0131037,0.6584,1.828,5.96373,178.912,27,18,0.72708,0.381588,0.500456,0.365724,0.494693,0.511568,0.506002,0.511568,0.506002,25.65,25.65,0.813271,0.625128,0.710003,0.59914,0.701827,0.621758,0.614994,0.621758,0.614994,0.988458,1.05571,0.647163
559,3,13,8,1.5e+21,0.0114062,0.0167535,0.5743,1.747,7.43096,222.929,27,18,0.783225,0.514349,0.629103,0.493237,0.617586,0.659403,0.647897,0.659403,0.647897,25.65,25.65,1.06341,1.22045,1.19368,1.17035,1.17182,1.11507,1.09562,1.11507,1.09562,1.2651,1.91937,1.15331
560,3,14,1,1.5e+21,0.0169267,0.003,2.565,2.478,1.64623,49.3867,27,18,0.257671,-0.0291762,-0.178332,-0.0288668,-0.178252,-0.240131,-0.24004,-0.240131,-0.24004,25.65,25.65,0.23178,-0.0549941,-0.2324,-0.0544108,-0.232297,-0.300475,-0.300362,-0.300475,-0.300362,0.351364,-0.0999519,-0.301498
561,3,14,2,1.5e+21,0.0169267,0.0038356,2.1045,2.468,1.97338,59.202,27,18,0.347149,-0.014049,-0.140571,-0.0138209,-0.140475,-0.196748,-0.196634,-0.196748,-0.196634,25.65,25.65,0.314057,-0.0489288,-0.208758,-0.0481345,-0.208615,-0.272377,-0.27222,-0.272377,-0.27222,0.449202,-0.0889283,-0.271731
562,3,14,3,1.5e+21,0.0169267,0.00490394,1.7288,2.451,2.41635,72.4902,27,18,0.457306,0.00647714,-0.097025,0.00631279,-0.0969205,-0.149145,-0.14901,-0.149145,-0.14901,25.65,25.65,0.421012,-0.0349778,-0.175025,-0.0340903,-0.174837,-0.231928,-0.231719,-0.231928,-0.231719,0.563263,-0.0635722,-0.23327
563,3,14,4,1.5e+21,0.0169267,0.00626986,1.4195,2.424,3.01815,90.5452,27,18,0.574107,0.149246,0.136136,0.144589,0.13588,0.0868291,0.0866876,0.0868291,0.0866876,25.65,25.65,0.699284,0.421695,0.212731,0.408537,0.212332,0.126607,0.126401,0.126607,0.126401,0.901792,0.755106,0.149761
564,3,14,5,1.5e+21,0.0169267,0.00801622,1.1813,2.383,3.77188,113.157,27,18,0.527344,0.194834,0.264859,0.190444,0.264038,0.258432,0.257687,0.258432,0.257687,25.65,25.65,0.634651,0.3997,0.471664,0.390695,0.470202,0.418863,0.417654,0.418863,0.417654,0.848809,0.697276,0.434139
565,3,14,6,1.5e+21,0.0169267,0.010249,0.9884,2.32,4.74904,142.471,27,18,0.572932,0.28198,0.387663,0.275772,0.385734,0.402175,0.400271,0.402175,0.400271,25.65,25.65,0.748315,0.604352,1.3093,0.591047,1.30279,1.23994,1.23407,1.23994,1.23407,0.992709,1.02861,1.27223
566,3,14,7,1.5e+21,0.0169267,0.0131037,0.8341,2.227,5.99408,179.823,27,18,0.636217,0.321897,0.441165,0.312806,0.437731,0.464034,0.460574,0.464034,0.460574,25.65,25.65,0.749403,0.570478,0.868491,0.554366,0.86173,0.790799,0.784902,0.790799,0.784902,0.957765,0.962407,0.816241
567,3,14,8,1.5e+21,0.0169267,0.0167535,0.7102,2.098,7.57435,227.23,27,18,0.712537,0.463244,0.578535,0.45015,0.571108,0.616369,0.608771,0.616369,0.608771,25.65,25.65,1.00332,1.06373,1.16009,1.03366,1.1452,1.07016,1.05697,1.07016,1.05697,1.24422,1.66881,1.10377
568,3,14,9,1.5e+21,0.0169267,0.02142,0.6129,1.917,9.72315,291.695,29.1695,18,0.790048,0.570147,0.670633,0.550189,0.656162,0.728686,0.713831,0.728686,0.713831,27.711,27.711,0.98288,1.04138,1.19372,1.00493,1.16796,1.16928,1.14544,1.16928,1.14544,1.15876,1.5246,1.21181
569,3,14,10,1.5e+21,0.0169267,0.0273861,0.546,1.73,12.1646,364.938,36.4938,24,0.852651,0.668897,0.811662,0.638946,0.785363,0.842801,0.81623,0.842801,0.81623,34.6692,34.6692,0.986712,1.05071,1.10558,1.00366,1.06976,0.980941,0.950015,0.980941,0.950015,1.1088,1.42946,1.14164
570,3,15,1,1.5e+21,0.0251189,0.003,3.4876,3.186,1.86931,56.0789,27,18,0.212325,-0.000999367,-0.0661449,-0.000991415,-0.0661223,-0.105959,-0.105926,-0.105959,-0.105926,25.65,25.65,0.187634,-0.0250962,-0.113245,-0.0248966,-0.113206,-0.160225,-0.160175,-0.160225,-0.160175,0.294356,-0.0456125,-0.156421
571,3,15,2,1.5e+21,0.0251189,0.0038356,2.8018,3.171,2.17065,65.1195,27,18,0.285983,0.00615663,-0.0522627,0.00608301,-0.0522359,-0.0905743,-0.0905327,-0.0905743,-0.0905327,25.65,25.65,0.257823,-0.0215887,-0.106925,-0.0213306,-0.10687,-0.14975,-0.149681,-0.14975,-0.149681,0.384808,-0.0392376,-0.147893
572,3,15,3,1.5e+21,0.0251189,0.00490394,2.2767,3.146,2.58312,77.494,27,18,0.379044,0.0171654,-0.0312194,0.0168522,-0.0311949,-0.0676482,-0.067601,-0.0676482,-0.067601,25.65,25.65,0.346176,-0.0183805,-0.0923728,-0.0180451,-0.0923003,-0.140748,-0.14065,-0.140748,-0.14065,0.486734,-0.0334067,-0.134475
573,3,15,4,1.5e+21,0.0251189,0.00626986,1.8613,3.108,3.14165,94.2491,27,18,0.462573,0.185388,0.24086,0.182365,0.240506,0.228079,0.227769,0.228079,0.227769,25.65,25.65,0.50765,0.266627,0.487214,0.26228,0.486499,0.432422,0.431834,0.432422,0.431834,0.715351,0.471667,0.450719
574,3,15,5,1.5e+21,0.0251189,0.00801622,1.5268,3.045,3.89588,116.876,27,18,0.433865,0.156806,0.228868,0.154336,0.228353,0.234527,0.234025,0.234527,0.234025,25.65,25.65,0.553984,0.352543,0.396745,0.34699,0.395852,0.371906,0.371111,0.371906,0.371111,0.778461,0.615045,0.384926
575,3,15,6,1.5e+21,0.0251189,0.010249,1.2645,2.949,4.87196,146.159,27,18,0.477899,0.232158,0.333312,0.228631,0.332129,0.35533,0.354115,0.35533,0.354115,25.65,25.65,0.67009,0.533575,1.03132,0.525469,1.02766,0.971966,0.968643,0.971966,0.968643,0.932814,0.90742,0.996685
576,3,15,7,1.5e+21,0.0251189,0.0131037,1.0613,2.813,6.0915,182.745,27,18,0.545918,0.286345,0.402624,0.281026,0.400406,0.432719,0.430415,0.432719,0.430415,25.65,25.65,2.81919,3.88052,1.12911,3.80844,1.12289,1.08661,1.08083,1.08661,1.08083,3.79026,6.48564,1.11115
577,3,15,8,1.5e+21,0.0251189,0.0167535,0.8844,2.602,7.81569,234.471,27,18,0.633306,0.408783,0.519245,0.400726,0.514453,0.560271,0.555282,0.560271,0.555282,25.65,25.65,0.993101,1.03911,1.25126,1.01863,1.23971,1.19205,1.18143,1.19205,1.18143,1.28146,1.62552,1.22602
578,3,15,9,1.5e+21,0.0251189,0.02142,0.7535,2.345,9.87708,296.312,29.6312,24,0.72345,0.521784,0.674347,0.509301,0.66465,0.686902,0.677112,0.686902,0.677112,28.1497,28.1497,0.971957,1.00744,1.05663,0.983341,1.04143,1.02609,1.01146,1.02609,1.01146,1.18596,1.46671,1.08315
579,3,15,10,1.5e+21,0.0251189,0.0273861,0.6619,2.056,12.4461,373.384,37.3383,24,0.805352,0.633039,0.777183,0.613402,0.759363,0.821518,0.803096,0.821518,0.803096,35.4714,35.4714,0.984026,1.03488,1.16349,1.00278,1.13682,1.0816,1.05734,1.0816,1.05734,1.13236,1.39248,1.2036
580,3,15,11,1.5e+21,0.0251189,0.0350141,0.5885,1.775,15.6074,468.222,46.8223,30,0.876656,0.738031,0.878683,0.706728,0.847262,0.885464,0.854525,0.885464,0.854525,44.4812,44.4812,0.979947,1.03196,1.11742,0.988193,1.07747,1.06245,1.02533,1.06245,1.02533,1.06202,1.25846,1.12887
581,3,15,12,1.5e+21,0.0251189,0.0447667,0.5148,1.505,20.239,607.171,60.7171,36,0.931032,0.827158,0.914016,0.773072,0.859183,0.872275,0.822087,0.872275,0.822087,57.6813,57.6813,0.96659,1.00021,0.977332,0.934808,0.918702,0.770335,0.726012,0.770335,0.726012,0.999456,1.1137,0.982342
582,3,16,1,1.5e+21,0.0372759,0.003,4.8218,4.223,2.30085,69.025,27,18,0.183797,0.0129982,-0.000965781,0.0129135,-0.000965508,-0.0185728,-0.0185679,-0.0185728,-0.0185679,25.65,25.65,0.161409,-0.00799876,-0.0398685,-0.00794663,-0.0398572,-0.0647415,-0.0647242,-0.0647415,-0.0647242,0.258598,-0.0145378,-0.0605516
583,3,16,2,1.5e+21,0.0372759,0.0038356,3.8211,4.201,2.5285,75.8554,27,18,0.241217,0.018439,0.00462625,0.0182681,0.00462438,-0.0144728,-0.0144674,-0.0144728,-0.0144674,25.65,25.65,0.214397,-0.00792052,-0.0421156,-0.00784713,-0.0420986,-0.066043,-0.0660182,-0.066043,-0.0660182,0.330473,-0.0143956,-0.06362
584,3,16,3,1.5e+21,0.0372759,0.00490394,3.0611,4.165,2.87981,86.3947,27,18,0.31608,0.0253656,0.0138912,0.0250211,0.013883,-0.00529996,-0.00529706,-0.00529996,-0.00529706,25.65,25.65,0.288736,-0.00243298,-0.0406042,-0.00239994,-0.0405802,-0.0663695,-0.0663331,-0.0663695,-0.0663331,0.423573,-0.00442195,-0.0628376
585,3,16,4,1.5e+21,0.0372759,0.00626986,2.4753,4.107,3.38188,101.457,27,18,0.344456,0.13649,0.201303,0.135111,0.201066,0.207369,0.207136,0.207369,0.207136,25.65,25.65,0.4497,0.282368,0.291714,0.279516,0.291371,0.271222,0.270917,0.271222,0.270917,0.671919,0.497089,0.277796
