! validate_calib3.py -- the corrections measured on the models
!
! 331 nodes
!
! integrated over the mask, corrected divided by true:
!   uncorrected  median 0.6335, 16th and 84th 0.4585 0.9132
!   hicorrect2   median 0.8859, 16th and 84th 0.7732 1.0172
!   table, column median 0.9564, 16th and 84th 0.8850 0.9917
!   table, column and T median 0.9794, 16th and 84th 0.9069 1.0334
!   table, all three median 0.9728, 16th and 84th 0.9276 1.0069
!   hicorrect3.py median 0.9717, 16th and 84th 0.9266 1.0081
!
! relative residual against the radius from the center of the core, median over the nodes
!   radius    uncorrect   hicorrect2       column     column+T    all three   hicorrect3
       3.0      -0.5288      -0.2095      -0.1346      -0.0577      -0.0540      -0.0614
       9.0      -0.4929      -0.1776      -0.1036      -0.0370      -0.0437      -0.0423
      15.0      -0.3895      -0.1150      -0.0509      -0.0135      -0.0181      -0.0177
      21.0      -0.3545      -0.0793      -0.0308      -0.0031      -0.0089      -0.0048
      27.0      -0.3490      -0.0695      -0.0290      -0.0032      -0.0097      -0.0045
      33.0      -0.3584      -0.0549      -0.0286      -0.0016      -0.0178      -0.0159
      39.0      -0.3679      -0.0580      -0.0306      -0.0009      -0.0208      -0.0240
      45.0      -0.3668      -0.0671      -0.0309       0.0007      -0.0236      -0.0269
      51.0      -0.3689      -0.0597      -0.0299       0.0006      -0.0250      -0.0291
      57.0      -0.3847      -0.0561      -0.0288      -0.0015      -0.0281      -0.0295
      63.0      -0.3850      -0.0522      -0.0279      -0.0006      -0.0246      -0.0279
      69.0      -0.3713      -0.0512      -0.0255       0.0036      -0.0195      -0.0224
      75.0      -0.3706      -0.0534      -0.0245       0.0047      -0.0274      -0.0277
      81.0      -0.3820      -0.0498      -0.0202       0.0021      -0.0239      -0.0259
      87.0      -0.3914      -0.0467      -0.0216       0.0003      -0.0248      -0.0259
      93.0      -0.3811      -0.0466      -0.0197       0.0005      -0.0252      -0.0261
      99.0      -0.3851      -0.0470      -0.0202       0.0026      -0.0257      -0.0263
     105.0      -0.3917      -0.0465      -0.0225       0.0017      -0.0270      -0.0278
     111.0      -0.3920      -0.0458      -0.0226      -0.0011      -0.0310      -0.0301
     117.0      -0.3913      -0.0408      -0.0194      -0.0043      -0.0288      -0.0310
     123.0      -0.4625      -0.0413      -0.0210      -0.0065      -0.0278      -0.0276
     129.0      -0.4263      -0.0308      -0.0178      -0.0048      -0.0293      -0.0291
     135.0      -0.4649      -0.0336      -0.0171      -0.0008      -0.0264      -0.0284
     141.0      -0.4855      -0.0361      -0.0175      -0.0010      -0.0244      -0.0231
     147.0      -0.4805      -0.0377      -0.0161      -0.0104      -0.0289      -0.0279
     153.0      -0.4270      -0.0342      -0.0145      -0.0031      -0.0276      -0.0244
     159.0      -0.4806      -0.0394      -0.0147      -0.0038      -0.0255      -0.0206
     165.0      -0.4856      -0.0297      -0.0141      -0.0069      -0.0248      -0.0195
     171.0      -0.4650      -0.0497      -0.0150      -0.0032      -0.0227      -0.0189
     177.0      -0.4265      -0.0390      -0.0141      -0.0012      -0.0252      -0.0190
     183.0      -0.4265      -0.0374      -0.0138      -0.0013      -0.0249      -0.0190
     189.0      -0.4264      -0.0356      -0.0135      -0.0056      -0.0250      -0.0201
     195.0      -0.4263      -0.0362      -0.0130      -0.0064      -0.0251      -0.0211
     201.0      -0.4261      -0.0366      -0.0129      -0.0037      -0.0254      -0.0226
     207.0      -0.4261      -0.0350      -0.0138       0.0009      -0.0254      -0.0218
     213.0      -0.4261      -0.0316      -0.0128      -0.0043      -0.0261      -0.0228
     219.0      -0.4261      -0.0308      -0.0125      -0.0053      -0.0261      -0.0234
     225.0      -0.4755      -0.0464      -0.0142      -0.0082      -0.0250      -0.0231
     231.0      -0.4904      -0.0484      -0.0179      -0.0074      -0.0252      -0.0228
