! Date: 14/08/2026  Time: 22:33:14  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.15187876E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   15  1.6959375E+16  9.1565318E-02  1.1336642E+03  5.4960835E-03  4.3602469E+00  3.4020923E-19  7.3170954E+04  3.4020923E-21  7.3170954E+02       Infinity  1.0484878E+01
   16  1.8548932E+16  8.7672078E-02  1.2399195E+03  6.0112168E-03  4.7689212E+00  3.3798183E-19  7.2691893E+04  3.3798183E-21  7.2691893E+02       Infinity  1.0535727E+01
   17  2.0213553E+16  8.4251357E-02  1.3511926E+03  6.5506764E-03  5.1968945E+00  3.3546624E-19  7.2150849E+04  3.3546624E-21  7.2150849E+02       Infinity  1.0581324E+01
   18  2.1956784E+16  8.1225090E-02  1.4677203E+03  7.1156111E-03  5.6450782E+00  3.3263495E-19  7.1541906E+04  3.3263495E-21  7.1541906E+02       Infinity  1.0594047E+01
   19  2.3782335E+16  7.8531480E-02  1.5897509E+03  7.7072241E-03  6.1144267E+00  3.2946586E-19  7.0860310E+04  3.2946586E-21  7.0860310E+02       Infinity  1.0664861E+01
   20  2.5694096E+16  7.6120967E-02  1.7175442E+03  8.3267750E-03  6.6059394E+00  3.2593496E-19  7.0100896E+04  3.2593496E-21  7.0100896E+02       Infinity  1.0731315E+01
   21  2.7696137E+16  7.3953342E-02  1.8513724E+03  8.9755833E-03  7.1206631E+00  3.2201757E-19  6.9258359E+04  3.2201757E-21  6.9258359E+02       Infinity  1.0802311E+01
   22  2.9792721E+16  7.1995639E-02  1.9915204E+03  9.6550305E-03  7.6596938E+00  3.1768902E-19  6.8327390E+04  3.1768902E-21  6.8327390E+02       Infinity  1.0889140E+01
   23  3.1988313E+16  7.0220575E-02  2.1382866E+03  1.0366564E-02  8.2241793E+00  3.1292967E-19  6.7303766E+04  3.1292967E-21  6.7303766E+02       Infinity  1.0988001E+01
   24  3.4287588E+16  6.8605375E-02  2.2919837E+03  1.1111698E-02  8.8153219E+00  3.0771715E-19  6.6182677E+04  3.0771715E-21  6.6182677E+02       Infinity  1.1111322E+01
   25  3.6695443E+16  6.7130874E-02  2.4529388E+03  1.1892020E-02  9.4343802E+00  3.0203609E-19  6.4960814E+04  3.0203609E-21  6.4960814E+02       Infinity  1.1267093E+01
   26  3.9217005E+16  6.5780833E-02  2.6214949E+03  1.2709191E-02  1.0082673E+01  2.9587052E-19  6.3634746E+04  2.9587052E-21  6.3634746E+02       Infinity  1.1453259E+01
   27  4.1857644E+16  6.4541398E-02  2.7980107E+03  1.3564952E-02  1.0761580E+01  2.8921202E-19  6.2202660E+04  2.8921202E-21  6.2202660E+02       Infinity  1.1666809E+01
   28  4.4622983E+16  6.3400679E-02  2.9828622E+03  1.4461125E-02  1.1472547E+01  2.8205346E-19  6.0663024E+04  2.8205346E-21  6.0663024E+02       Infinity  1.1938439E+01
   29  4.7518911E+16  6.2348410E-02  3.1764430E+03  1.5399619E-02  1.2217089E+01  2.7439785E-19  5.9016485E+04  2.7439785E-21  5.9016485E+02       Infinity  1.2311060E+01
   30  4.9903785E+16  3.6210053E-02  3.3358620E+03  1.6172493E-02  1.2830238E+01  2.6805792E-19  5.7652914E+04  2.6805792E-21  5.7652914E+02       Infinity  1.2738531E+01
   31  5.1455104E+16  2.5179623E-02  3.4395613E+03  1.6675234E-02  1.3229082E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3088908E+01
   32  5.3727492E+16  6.0474740E-02  3.5914610E+03  1.7411655E-02  1.3813312E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3253537E+01
   33  5.7053367E+16  5.9638768E-02  3.8137820E+03  1.8489483E-02  1.4668392E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3395345E+01
   34  6.0536300E+16  5.8861785E-02  4.0466017E+03  1.9618209E-02  1.5563853E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3487279E+01
   35  6.4183710E+16  5.8138502E-02  4.2904160E+03  2.0800238E-02  1.6501600E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3554477E+01
   36  6.8026976E+16  5.8138502E-02  4.5473225E+03  2.2045738E-02  1.7489702E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3606223E+01
   37  7.3212111E+16  8.7626007E-02  4.8939274E+03  2.3726103E-02  1.8822798E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3657525E+01
   38  8.1681299E+16  1.2883108E-01  5.4600576E+03  2.6470742E-02  2.1000221E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3710995E+01
   39  9.5680342E+16  1.8263935E-01  6.3958358E+03  3.1007461E-02  2.4599368E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3772153E+01
   40  1.1906130E+17  2.4598184E-01  7.9587562E+03  3.8584608E-02  3.0610601E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3837963E+01
   41  1.5818101E+17  3.0947141E-01  1.0573747E+04  5.1262268E-02  4.0668258E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3884060E+01
   42  2.2247188E+17  3.5792950E-01  1.4871327E+04  7.2097236E-02  5.7197411E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.3936567E+01
   43  3.2305908E+17  3.7623196E-01  2.1595166E+04  1.0469488E-01  8.3058330E+01  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.4018085E+01
   44  4.6749717E+17  3.5792950E-01  3.1250256E+04  1.5150343E-01  1.2019329E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.4166988E+01
   45  6.5205959E+17  3.0947141E-01  4.3587491E+04  2.1131522E-01  1.6764420E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.4454809E+01
   46  8.5855040E+17  2.4598184E-01  5.7390549E+04  2.7823341E-01  2.2073288E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.4951231E+01
   47  1.0610379E+18  1.8263935E-01  7.0926006E+04  3.4385425E-01  2.7279233E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.5733241E+01
   48  1.2376559E+18  1.2883108E-01  8.2732184E+04  4.0109143E-01  3.1820071E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.6838092E+01
   49  1.3777432E+18  8.7626007E-02  9.2096444E+04  4.4649002E-01  3.5421709E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.8236870E+01
   50  1.4811625E+18  5.8138502E-02  9.9009600E+04  4.8000549E-01  3.8080616E+02  4.5756343E-21  9.8411066E+02  4.5756343E-23  9.8411066E+00       Infinity  1.9927998E+01
