# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  1.4948888E+26
# TOTAL STDEV:  2.1873131E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  3.5743935E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  3.5700067E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  3.5472427E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  3.5313668E+22  1.0000000E-33  9.2287657E-03
    5   1.2000000E+01  0.0000000E+00  3.5123986E+22  2.8672893E+19  1.1062841E-02
    6   1.5000000E+01  0.0000000E+00  3.4839787E+22  9.4157790E+19  1.8721510E-02
    7   1.8000000E+01  0.0000000E+00  3.4537486E+22  5.0436141E+19  3.6407965E-02
    8   2.1000000E+01  0.0000000E+00  3.4251859E+22  7.9860853E+19  4.7798914E-02
    9   2.4000000E+01  0.0000000E+00  3.3945091E+22  8.4100665E+19  5.3872261E-02
   10   2.7000000E+01  0.0000000E+00  3.3667154E+22  6.8634521E+19  6.7374253E-02
   11   3.0000000E+01  0.0000000E+00  3.3422325E+22  6.8662055E+19  6.9272889E-02
   12   3.3000000E+01  0.0000000E+00  3.3204529E+22  4.2388122E+19  6.9272889E-02
   13   3.6000000E+01  0.0000000E+00  3.3016916E+22  4.8361199E+19  6.9272889E-02
   14   3.9000000E+01  0.0000000E+00  3.2844269E+22  4.4921433E+19  6.8594958E-02
   15   4.2000000E+01  0.0000000E+00  3.2708802E+22  3.0942706E+19  6.5499852E-02
   16   4.5000000E+01  0.0000000E+00  3.2609683E+22  2.4498481E+19  6.5120604E-02
   17   4.8000000E+01  0.0000000E+00  3.2532066E+22  1.6793445E+19  5.5770775E-02
   18   5.1000000E+01  0.0000000E+00  3.2472307E+22  1.5322934E+19  4.3988979E-02
   19   5.4000000E+01  0.0000000E+00  3.2425666E+22  1.0951212E+19  3.6924127E-02
   20   5.7000000E+01  0.0000000E+00  3.2393405E+22  7.3785333E+18  3.0327737E-02
   21   6.0000000E+01  0.0000000E+00  3.2371076E+22  5.2519734E+18  2.5147460E-02
   22   6.3000000E+01  0.0000000E+00  3.2353524E+22  4.4209314E+18  1.8410417E-02
   23   6.6000000E+01  0.0000000E+00  3.2340775E+22  3.0966570E+18  1.3443356E-02
   24   6.9000000E+01  0.0000000E+00  3.2331036E+22  2.3472993E+18  1.1115894E-02
   25   7.2000000E+01  0.0000000E+00  3.2322701E+22  2.1446816E+18  8.4722553E-03
   26   7.5000000E+01  0.0000000E+00  3.2314856E+22  2.2126228E+18  6.7754261E-03
   27   7.8000000E+01  0.0000000E+00  3.2307196E+22  2.2086696E+18  6.0584994E-03
   28   8.1000000E+01  0.0000000E+00  3.2300159E+22  1.9348589E+18  6.0447593E-03
   29   8.4000000E+01  0.0000000E+00  3.2293404E+22  1.8582246E+18  5.9460198E-03
   30   8.7000000E+01  0.0000000E+00  3.2286207E+22  2.2055509E+18  6.0447593E-03
   31   9.0000000E+01  0.0000000E+00  3.2278848E+22  2.2354698E+18  6.3516358E-03
   32   9.3000000E+01  0.0000000E+00  3.2271172E+22  2.6485686E+18  6.7240390E-03
   33   9.6000000E+01  0.0000000E+00  3.2263838E+22  2.7895422E+18  7.1587096E-03
   34   9.9000000E+01  0.0000000E+00  3.2256397E+22  3.4958281E+18  7.2532442E-03
   35   1.0200000E+02  0.0000000E+00  3.2249051E+22  4.6310236E+18  7.4964321E-03
   36   1.0500000E+02  0.0000000E+00  3.2242724E+22  6.0659069E+18  7.4964321E-03
   37   1.0800000E+02  0.0000000E+00  3.2235826E+22  8.2634219E+18  7.5958074E-03
   38   1.1100000E+02  0.0000000E+00  2.3871282E+22  1.4155247E+22  7.6291402E-03
