# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  9.5919389E+25
# TOTAL STDEV:  3.7534480E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.6476723E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.6395222E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.6050775E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.5825946E+22  1.0000000E-33  1.8950514E-02
    5   1.2000000E+01  0.0000000E+00  2.5570938E+22  3.7973303E+19  2.1377576E-02
    6   1.5000000E+01  0.0000000E+00  2.5218345E+22  1.1242303E+20  3.4493550E-02
    7   1.8000000E+01  0.0000000E+00  2.4872677E+22  5.6098203E+19  6.2223496E-02
    8   2.1000000E+01  0.0000000E+00  2.4565393E+22  8.3987680E+19  7.5700278E-02
    9   2.4000000E+01  0.0000000E+00  2.4257237E+22  8.2547039E+19  8.0643447E-02
   10   2.7000000E+01  0.0000000E+00  2.3997407E+22  6.1498210E+19  9.1432956E-02
   11   3.0000000E+01  0.0000000E+00  2.3787330E+22  5.5780513E+19  9.1432956E-02
   12   3.3000000E+01  0.0000000E+00  2.3623023E+22  3.0087647E+19  9.1432956E-02
   13   3.6000000E+01  0.0000000E+00  2.3497136E+22  3.0113153E+19  8.3453441E-02
   14   3.9000000E+01  0.0000000E+00  2.3396971E+22  2.4901823E+19  7.2723594E-02
   15   4.2000000E+01  0.0000000E+00  2.3327150E+22  1.4991335E+19  6.1408193E-02
   16   4.5000000E+01  0.0000000E+00  2.3284114E+22  1.0139896E+19  5.3371659E-02
   17   4.8000000E+01  0.0000000E+00  2.3254181E+22  6.3606565E+18  4.0327827E-02
   18   5.1000000E+01  0.0000000E+00  2.3232801E+22  5.4283818E+18  2.6765399E-02
   19   5.4000000E+01  0.0000000E+00  2.3216955E+22  3.8462774E+18  1.9931828E-02
   20   5.7000000E+01  0.0000000E+00  2.3206075E+22  2.6230357E+18  1.5172751E-02
   21   6.0000000E+01  0.0000000E+00  2.3198328E+22  1.9179080E+18  1.1936753E-02
   22   6.3000000E+01  0.0000000E+00  2.3191827E+22  1.7555549E+18  8.6692706E-03
   23   6.6000000E+01  0.0000000E+00  2.3186714E+22  1.3717530E+18  6.5096037E-03
   24   6.9000000E+01  0.0000000E+00  2.3182415E+22  1.1307461E+18  5.7443898E-03
   25   7.2000000E+01  0.0000000E+00  2.3178552E+22  1.0585489E+18  4.7395750E-03
   26   7.5000000E+01  0.0000000E+00  2.3174543E+22  1.1997969E+18  4.2364666E-03
   27   7.8000000E+01  0.0000000E+00  2.3170430E+22  1.2697847E+18  4.2364666E-03
   28   8.1000000E+01  0.0000000E+00  2.3166505E+22  1.1632723E+18  4.4889108E-03
   29   8.4000000E+01  0.0000000E+00  2.3163053E+22  1.3943790E+18  4.4889108E-03
   30   8.7000000E+01  0.0000000E+00  2.3159689E+22  2.2729886E+18  4.4889108E-03
   31   9.0000000E+01  0.0000000E+00  2.3156905E+22  3.8276600E+18  4.1394368E-03
   32   9.3000000E+01  0.0000000E+00  2.3154798E+22  6.3104843E+18  4.0978705E-03
   33   9.6000000E+01  0.0000000E+00  2.3154894E+22  9.6611993E+18  3.5459021E-03
   34   9.9000000E+01  0.0000000E+00  1.6533324E+22  1.0483372E+22  3.5459021E-03
   35   1.0200000E+02  0.0000000E+00  1.4571523E+22  1.1201810E+22  4.2310303E+00
   36   1.0500000E+02  0.0000000E+00  1.0860393E+22  1.1576548E+22  1.0140450E+01
   37   1.0800000E+02  0.0000000E+00  1.0514436E+22  1.1544256E+22  1.0140450E+01
   38   1.1100000E+02  0.0000000E+00  7.7093234E+21  1.0927956E+22  1.0140450E+01
