# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  8.3185112E+25
# TOTAL STDEV:  3.5413643E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.3219137E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.3210792E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.3170930E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.3146557E+22  1.0000000E-33  2.4798314E-03
    5   1.2000000E+01  0.0000000E+00  2.3120301E+22  4.1571067E+18  2.5956679E-03
    6   1.5000000E+01  0.0000000E+00  2.3084515E+22  1.1320949E+19  3.9451466E-03
    7   1.8000000E+01  0.0000000E+00  2.3051398E+22  5.0990956E+18  6.9417990E-03
    8   2.1000000E+01  0.0000000E+00  2.3023858E+22  7.2735201E+18  7.7547738E-03
    9   2.4000000E+01  0.0000000E+00  2.2998161E+22  6.7700031E+18  7.8742830E-03
   10   2.7000000E+01  0.0000000E+00  2.2977407E+22  4.9517998E+18  7.8742830E-03
   11   3.0000000E+01  0.0000000E+00  2.2960659E+22  4.6274380E+18  7.7547738E-03
   12   3.3000000E+01  0.0000000E+00  2.2946464E+22  2.9635952E+18  7.6653321E-03
   13   3.6000000E+01  0.0000000E+00  2.2933932E+22  3.4505622E+18  6.9203706E-03
   14   3.9000000E+01  0.0000000E+00  2.2921753E+22  3.7552840E+18  6.6366521E-03
   15   4.2000000E+01  0.0000000E+00  2.2910311E+22  3.1588287E+18  6.6366521E-03
   16   4.5000000E+01  0.0000000E+00  2.2900011E+22  3.0608402E+18  6.6366521E-03
   17   4.8000000E+01  0.0000000E+00  2.2889887E+22  2.9405381E+18  6.7373976E-03
   18   5.1000000E+01  0.0000000E+00  2.2878883E+22  3.4755759E+18  6.8513222E-03
   19   5.4000000E+01  0.0000000E+00  2.2866876E+22  3.7555276E+18  7.9319730E-03
   20   5.7000000E+01  0.0000000E+00  2.2854539E+22  3.7916969E+18  9.1841775E-03
   21   6.0000000E+01  0.0000000E+00  2.2841315E+22  4.2041894E+18  9.9811585E-03
   22   6.3000000E+01  0.0000000E+00  2.2826927E+22  4.9551085E+18  1.1283689E-02
   23   6.6000000E+01  0.0000000E+00  2.2812472E+22  4.8491773E+18  1.2915086E-02
   24   6.9000000E+01  0.0000000E+00  2.2797676E+22  4.7495033E+18  1.3616574E-02
   25   7.2000000E+01  0.0000000E+00  2.2783195E+22  4.6972208E+18  1.4594881E-02
   26   7.5000000E+01  0.0000000E+00  2.2766746E+22  4.8423142E+18  1.4930161E-02
   27   7.8000000E+01  0.0000000E+00  2.2751374E+22  5.9395041E+18  1.7222122E-02
   28   8.1000000E+01  0.0000000E+00  2.2738638E+22  8.3108251E+18  1.7222122E-02
   29   8.4000000E+01  0.0000000E+00  2.2728217E+22  1.3292690E+19  1.7222122E-02
   30   8.7000000E+01  0.0000000E+00  2.2718227E+22  2.1588384E+19  1.4835767E-02
   31   9.0000000E+01  0.0000000E+00  2.2712540E+22  3.1637139E+19  1.2605564E-02
   32   9.3000000E+01  0.0000000E+00  1.7131603E+22  9.7813772E+21  1.2605564E-02
   33   9.6000000E+01  0.0000000E+00  1.2055719E+22  1.1339482E+22  8.5999947E+00
   34   9.9000000E+01  0.0000000E+00  1.1553402E+22  1.1348982E+22  8.5999947E+00
   35   1.0200000E+02  0.0000000E+00  9.2199420E+21  1.1145513E+22  8.5999947E+00
   36   1.0500000E+02  0.0000000E+00  6.9204924E+21  1.0445803E+22  9.8967298E+00
