# Lookup table for correcting hires column density.  One row per pixel.
# A pixel of a real map is corrected by finding the rows whose observables
# (columns 2 to 6) most resemble its own and reading off C_N.
#
# 34961 rows from 21 models
#
#  1 C_N       -      true column / hires column: the answer
#  2 N_HIRES   cm^-2  final hires column of the pixel
#  3 RES_N     -      column at 18.2" / column at 36.3"
#  4 RES_T     K      temperature at 18.2" - at 36.3"
#  5 SHP_N     -      column from 350-500 / from all bands
#  6 SHP_T     K      the corresponding difference
#  7 CONTRAST  -      hires column / cloud level of the stamp
#  8 IN_CORE   -      1 if inside a true footprint mask
#  9 NODE      -      model the pixel came from
#
#        C_N        N_HIRES       RES_N       RES_T       SHP_N       SHP_T    CONTRAST  IN_CORE  NODE
   1.0786745   3.473635e+20   0.9953137    0.009220   1.0002653   -0.002439     0.92630        1  i01j27k10
   1.0788542   3.472831e+20   0.9983927    0.004976   1.0002321   -0.002117     0.92609        1  i01j27k10
   1.0788884   3.472475e+20   0.9992375    0.004017   1.0002562   -0.002373     0.92599        1  i01j27k10
   1.0789161   3.472116e+20   0.9994118    0.003712   1.0002537   -0.002352     0.92590        1  i01j27k10
   1.0789393   3.471747e+20   0.9994382    0.003466   1.0002482   -0.002296     0.92580        0  i01j27k10
   1.0789419   3.471425e+20   0.9994440    0.003407   1.0002421   -0.002237     0.92571        0  i01j27k10
   1.0788463   3.471391e+20   0.9994476    0.003572   1.0002269   -0.002087     0.92570        0  i01j27k10
   1.0789337   3.471441e+20   0.9994436    0.003416   1.0002409   -0.002226     0.92572        0  i01j27k10
   1.0789416   3.471737e+20   0.9994380    0.003464   1.0002480   -0.002295     0.92580        0  i01j27k10
   1.0789153   3.472120e+20   0.9994116    0.003714   1.0002539   -0.002354     0.92590        1  i01j27k10
   1.0788865   3.472490e+20   0.9992237    0.004047   1.0002652   -0.002464     0.92600        1  i01j27k10
   1.0788438   3.472877e+20   0.9982996    0.005096   1.0002357   -0.002153     0.92610        1  i01j27k10
   1.0785985   3.473899e+20   0.9948064    0.010096   1.0003536   -0.003338     0.92637        1  i01j27k10
   1.0782466   3.475240e+20   0.9855094    0.022627   1.0000338   -0.000013     0.92673        1  i01j27k10
   1.0758123   3.483496e+20   0.9666488    0.050819   1.0005370   -0.005045     0.92893        1  i01j27k10
   1.0665400   3.519109e+20   0.9418218    0.087280   0.9999937    0.000633     0.93843        1  i01j27k10
   1.0504739   3.620793e+20   0.9236892    0.119062   1.0007423   -0.006739     0.96554        1  i01j27k10
   1.0446317   3.807384e+20   0.9238654    0.124809   1.0009495   -0.008585     1.01530        1  i01j27k10
   1.0542979   4.043279e+20   0.9369978    0.113781   1.0010552   -0.009413     1.07821        1  i01j27k10
   1.0677129   4.275402e+20   0.9533612    0.097866   1.0019140   -0.017746     1.14011        1  i01j27k10
   1.0780763   4.450152e+20   0.9661814    0.085032   1.0015500   -0.013988     1.18671        1  i01j27k10
   1.0816180   4.543473e+20   0.9723266    0.079576   1.0020000   -0.018358     1.21159        1  i01j27k10
   1.0816180   4.543473e+20   0.9723266    0.079576   1.0020000   -0.018358     1.21159        1  i01j27k10
   1.0780763   4.450152e+20   0.9661814    0.085032   1.0015500   -0.013988     1.18671        1  i01j27k10
   1.0677129   4.275402e+20   0.9533612    0.097866   1.0019140   -0.017746     1.14011        1  i01j27k10
   1.0542979   4.043279e+20   0.9369978    0.113781   1.0010552   -0.009413     1.07821        1  i01j27k10
   1.0446317   3.807384e+20   0.9238654    0.124809   1.0009495   -0.008585     1.01530        1  i01j27k10
   1.0504739   3.620793e+20   0.9236892    0.119062   1.0007423   -0.006739     0.96554        1  i01j27k10
   1.0665400   3.519109e+20   0.9418218    0.087280   0.9999937    0.000633     0.93843        1  i01j27k10
   1.0758123   3.483496e+20   0.9666488    0.050819   1.0005370   -0.005045     0.92893        1  i01j27k10
   1.0782466   3.475240e+20   0.9855094    0.022627   1.0000338   -0.000013     0.92673        1  i01j27k10
   1.0785985   3.473899e+20   0.9948064    0.010096   1.0003536   -0.003338     0.92637        1  i01j27k10
   1.0788438   3.472877e+20   0.9982996    0.005096   1.0002357   -0.002153     0.92610        1  i01j27k10
   1.0788865   3.472490e+20   0.9992237    0.004047   1.0002652   -0.002464     0.92600        1  i01j27k10
   1.0789153   3.472120e+20   0.9994116    0.003714   1.0002539   -0.002354     0.92590        1  i01j27k10
   1.0789416   3.471737e+20   0.9994380    0.003464   1.0002480   -0.002295     0.92580        0  i01j27k10
   1.0789337   3.471441e+20   0.9994436    0.003416   1.0002409   -0.002226     0.92572        0  i01j27k10
   1.0788538   3.471512e+20   0.9994428    0.003534   1.0002293   -0.002110     0.92574        0  i01j27k10
   1.0789458   3.471558e+20   0.9994403    0.003410   1.0002438   -0.002254     0.92575        0  i01j27k10
   1.0789358   3.471904e+20   0.9994309    0.003574   1.0002509   -0.002325     0.92584        0  i01j27k10
   1.0788966   3.472324e+20   0.9993563    0.003864   1.0002600   -0.002415     0.92595        1  i01j27k10
   1.0788717   3.472674e+20   0.9988932    0.004436   1.0002768   -0.002581     0.92605        1  i01j27k10
   1.0787337   3.473364e+20   0.9968517    0.007126   1.0002863   -0.002663     0.92623        1  i01j27k10
   1.0782624   3.475108e+20   0.9901578    0.016973   1.0005543   -0.005365     0.92670        1  i01j27k10
   1.0772328   3.478675e+20   0.9746722    0.038626   1.0003033   -0.002712     0.92765        1  i01j27k10
   1.0697185   3.505702e+20   0.9493582    0.077827   1.0014892   -0.014601     0.93485        1  i01j27k10
   1.0540235   3.589295e+20   0.9264575    0.113487   1.0007247   -0.006615     0.95715        1  i01j27k10
   1.0432046   3.784045e+20   0.9228188    0.126686   1.0026099   -0.025257     1.00908        1  i01j27k10
   1.0549659   4.060984e+20   0.9383819    0.112885   1.0020295   -0.019110     1.08293        1  i01j27k10
   1.0720727   4.359921e+20   0.9597582    0.091696   1.0032574   -0.030975     1.16265        1  i01j27k10
   1.0840092   4.609212e+20   0.9766350    0.075470   1.0034388   -0.032480     1.22912        1  i01j27k10
   1.0854261   4.800509e+20   0.9873274    0.064737   1.0036226   -0.034107     1.28014        1  i01j27k10
   1.0856750   4.877152e+20   0.9908656    0.062296   1.0038124   -0.035877     1.30057        1  i01j27k10
   1.0853470   4.854162e+20   0.9899248    0.062672   1.0038934   -0.036703     1.29444        1  i01j27k10
   1.0853143   4.715257e+20   0.9827029    0.069408   1.0032131   -0.030161     1.25740        1  i01j27k10
   1.0789733   4.494824e+20   0.9691593    0.082539   1.0038211   -0.036377     1.19862        1  i01j27k10
   1.0640996   4.211127e+20   0.9490543    0.102299   1.0022541   -0.021193     1.12297        1  i01j27k10
   1.0467124   3.918051e+20   0.9292934    0.121058   1.0029023   -0.027988     1.04481        1  i01j27k10
   1.0462681   3.671217e+20   0.9214686    0.124592   1.0014212   -0.013498     0.97899        1  i01j27k10
   1.0624231   3.537749e+20   0.9365430    0.097048   1.0012609   -0.012171     0.94340        1  i01j27k10
   1.0748123   3.486964e+20   0.9627712    0.056957   1.0008300   -0.008001     0.92986        1  i01j27k10
   1.0779796   3.476126e+20   0.9838096    0.025555   1.0003435   -0.003176     0.92697        1  i01j27k10
   1.0785386   3.474108e+20   0.9943383    0.010885   1.0004306   -0.004124     0.92643        1  i01j27k10
   1.0788320   3.472926e+20   0.9982160    0.005234   1.0002557   -0.002357     0.92611        1  i01j27k10
   1.0788865   3.472495e+20   0.9992146    0.004068   1.0002726   -0.002541     0.92600        1  i01j27k10
   1.0789159   3.472116e+20   0.9994117    0.003712   1.0002540   -0.002356     0.92590        1  i01j27k10
   1.0789442   3.471723e+20   0.9994375    0.003462   1.0002478   -0.002295     0.92579        0  i01j27k10
   1.0789178   3.471479e+20   0.9994423    0.003435   1.0002388   -0.002205     0.92573        0  i01j27k10
   1.0788982   3.471527e+20   0.9994400    0.003466   1.0002361   -0.002176     0.92574        0  i01j27k10
   1.0789477   3.471703e+20   0.9994371    0.003462   1.0002470   -0.002287     0.92579        0  i01j27k10
   1.0789183   3.472105e+20   0.9994123    0.003712   1.0002539   -0.002354     0.92589        0  i01j27k10
   1.0788864   3.472497e+20   0.9992114    0.004074   1.0002756   -0.002573     0.92600        1  i01j27k10
   1.0788194   3.472975e+20   0.9981469    0.005375   1.0002888   -0.002699     0.92613        1  i01j27k10
   1.0785025   3.474238e+20   0.9939382    0.011486   1.0004630   -0.004456     0.92646        1  i01j27k10
   1.0776449   3.477228e+20   0.9821564    0.028656   1.0008033   -0.007866     0.92726        1  i01j27k10
   1.0737187   3.490832e+20   0.9591522    0.062391   1.0010604   -0.010328     0.93089        1  i01j27k10
   1.0582869   3.559228e+20   0.9322211    0.104994   1.0026219   -0.025866     0.94913        1  i01j27k10
   1.0435971   3.729763e+20   0.9213919    0.126261   1.0021450   -0.020685     0.99460        1  i01j27k10
   1.0515773   4.038469e+20   0.9368679    0.113886   1.0045565   -0.044264     1.07693        1  i01j27k10
   1.0738208   4.388877e+20   0.9620254    0.089563   1.0035721   -0.034056     1.17037        1  i01j27k10
   1.0832757   4.734542e+20   0.9836745    0.068592   1.0053831   -0.051437     1.26254        1  i01j27k10
   1.0856215   4.994702e+20   0.9963501    0.057020   1.0049149   -0.046528     1.33192        1  i01j27k10
   1.0857518   5.154795e+20   1.0029695    0.050835   1.0055406   -0.052420     1.37461        1  i01j27k10
   1.0861010   5.201308e+20   1.0042968    0.050524   1.0055037   -0.051983     1.38702        1  i01j27k10
   1.0857518   5.154795e+20   1.0029695    0.050835   1.0055406   -0.052420     1.37461        1  i01j27k10
   1.0856215   4.994702e+20   0.9963501    0.057020   1.0049149   -0.046528     1.33192        1  i01j27k10
   1.0832757   4.734542e+20   0.9836745    0.068592   1.0053831   -0.051437     1.26254        1  i01j27k10
   1.0738208   4.388877e+20   0.9620254    0.089563   1.0035721   -0.034056     1.17037        1  i01j27k10
   1.0515773   4.038469e+20   0.9368679    0.113886   1.0045565   -0.044264     1.07693        1  i01j27k10
   1.0435971   3.729763e+20   0.9213919    0.126261   1.0021450   -0.020685     0.99460        1  i01j27k10
   1.0582869   3.559228e+20   0.9322211    0.104994   1.0026219   -0.025866     0.94913        1  i01j27k10
   1.0737187   3.490832e+20   0.9591522    0.062391   1.0010604   -0.010328     0.93089        1  i01j27k10
   1.0776449   3.477228e+20   0.9821564    0.028656   1.0008033   -0.007866     0.92726        1  i01j27k10
   1.0785025   3.474238e+20   0.9939382    0.011486   1.0004630   -0.004456     0.92646        1  i01j27k10
   1.0788194   3.472975e+20   0.9981469    0.005375   1.0002888   -0.002699     0.92613        1  i01j27k10
   1.0788864   3.472497e+20   0.9992114    0.004074   1.0002756   -0.002573     0.92600        1  i01j27k10
   1.0789183   3.472105e+20   0.9994123    0.003712   1.0002539   -0.002354     0.92589        0  i01j27k10
   1.0789477   3.471703e+20   0.9994371    0.003462   1.0002470   -0.002287     0.92579        0  i01j27k10
   1.0788982   3.471527e+20   0.9994400    0.003466   1.0002361   -0.002176     0.92574        0  i01j27k10
   1.0789242   3.471597e+20   0.9994378    0.003439   1.0002407   -0.002224     0.92576        0  i01j27k10
   1.0789416   3.471871e+20   0.9994309    0.003567   1.0002502   -0.002317     0.92583        0  i01j27k10
   1.0788975   3.472315e+20   0.9993601    0.003857   1.0002578   -0.002392     0.92595        1  i01j27k10
   1.0788663   3.472698e+20   0.9988609    0.004526   1.0003070   -0.002890     0.92605        1  i01j27k10
   1.0787099   3.473458e+20   0.9965593    0.007542   1.0003116   -0.002922     0.92626        1  i01j27k10
   1.0780640   3.475777e+20   0.9885458    0.019661   1.0008066   -0.007938     0.92687        1  i01j27k10
   1.0760736   3.482546e+20   0.9697475    0.046413   1.0009639   -0.009434     0.92868        1  i01j27k10
   1.0649712   3.525519e+20   0.9410521    0.090643   1.0022090   -0.021818     0.94014        1  i01j27k10
   1.0458652   3.669134e+20   0.9224297    0.121656   1.0032304   -0.031706     0.97844        1  i01j27k10
   1.0475084   3.962956e+20   0.9316624    0.118174   1.0037487   -0.036360     1.05679        1  i01j27k10
   1.0710083   4.369804e+20   0.9608085    0.089680   1.0056418   -0.054489     1.16528        1  i01j27k10
   1.0843037   4.777959e+20   0.9861799    0.065945   1.0049128   -0.046789     1.27412        1  i01j27k10
   1.0849358   5.126585e+20   1.0018714    0.052111   1.0065959   -0.062717     1.36709        1  i01j27k10
   1.0867963   5.345607e+20   1.0088094    0.046238   1.0059285   -0.055906     1.42550        1  i01j27k10
   1.0864524   5.469173e+20   1.0114819    0.044754   1.0066199   -0.062389     1.45845        1  i01j27k10
   1.0867181   5.490142e+20   1.0116606    0.045135   1.0065341   -0.061520     1.46404        1  i01j27k10
   1.0866276   5.421047e+20   1.0106553    0.044809   1.0063454   -0.059824     1.44561        1  i01j27k10
   1.0860446   5.248863e+20   1.0060135    0.048737   1.0061722   -0.058414     1.39970        1  i01j27k10
   1.0845147   4.968540e+20   0.9953976    0.057547   1.0060120   -0.057278     1.32494        1  i01j27k10
   1.0819202   4.567973e+20   0.9744003    0.077396   1.0046394   -0.044355     1.21813        1  i01j27k10
   1.0583930   4.162102e+20   0.9455357    0.104748   1.0052913   -0.051350     1.10989        1  i01j27k10
   1.0429041   3.794510e+20   0.9231973    0.124571   1.0026847   -0.026001     1.01187        1  i01j27k10
   1.0546713   3.581504e+20   0.9288626    0.110579   1.0033936   -0.033573     0.95507        1  i01j27k10
   1.0724898   3.495242e+20   0.9558931    0.066856   1.0011305   -0.011026     0.93206        1  i01j27k10
   1.0773582   3.478175e+20   0.9806760    0.031324   1.0011638   -0.011541     0.92751        1  i01j27k10
   1.0784977   3.474263e+20   0.9936281    0.011845   1.0004323   -0.004141     0.92647        1  i01j27k10
   1.0788084   3.473016e+20   0.9980964    0.005510   1.0003285   -0.003105     0.92614        1  i01j27k10
   1.0788865   3.472495e+20   0.9992146    0.004068   1.0002726   -0.002541     0.92600        1  i01j27k10
   1.0789209   3.472090e+20   0.9994132    0.003708   1.0002541   -0.002354     0.92589        0  i01j27k10
   1.0789459   3.471696e+20   0.9994368    0.003462   1.0002462   -0.002277     0.92579        0  i01j27k10
   1.0788669   3.471609e+20   0.9994369    0.003508   1.0002322   -0.002138     0.92576        0  i01j27k10
   1.0789383   3.471704e+20   0.9994356    0.003469   1.0002446   -0.002262     0.92579        0  i01j27k10
   1.0789268   3.472062e+20   0.9994141    0.003704   1.0002534   -0.002348     0.92588        0  i01j27k10
   1.0788865   3.472490e+20   0.9992237    0.004047   1.0002652   -0.002464     0.92600        1  i01j27k10
   1.0788033   3.473035e+20   0.9980770    0.005569   1.0003471   -0.003296     0.92614        1  i01j27k10
   1.0785213   3.474193e+20   0.9934203    0.011948   1.0003440   -0.003237     0.92645        1  i01j27k10
   1.0772387   3.478578e+20   0.9794769    0.033049   1.0012005   -0.011909     0.92762        1  i01j27k10
   1.0713446   3.499469e+20   0.9530441    0.070387   1.0009938   -0.009628     0.93319        1  i01j27k10
   1.0518952   3.602847e+20   0.9263120    0.114119   1.0032064   -0.031631     0.96076        1  i01j27k10
   1.0442117   3.862466e+20   0.9263264    0.120958   1.0028739   -0.027802     1.02999        1  i01j27k10
   1.0662485   4.283518e+20   0.9543322    0.095350   1.0047209   -0.045542     1.14227        1  i01j27k10
   1.0837149   4.759927e+20   0.9852163    0.066677   1.0051750   -0.049385     1.26931        1  i01j27k10
   1.0866466   5.174273e+20   1.0037528    0.049900   1.0054037   -0.051077     1.37981        1  i01j27k10
   1.0871473   5.470900e+20   1.0114991    0.044699   1.0064091   -0.060358     1.45891        1  i01j27k10
   1.0879148   5.651538e+20   1.0135400    0.043905   1.0060090   -0.056194     1.50708        1  i01j27k10
   1.0874451   5.741754e+20   1.0136393    0.045443   1.0064951   -0.060701     1.53113        1  i01j27k10
   1.0874451   5.741754e+20   1.0136393    0.045443   1.0064951   -0.060701     1.53113        1  i01j27k10
   1.0879148   5.651538e+20   1.0135400    0.043905   1.0060090   -0.056194     1.50708        1  i01j27k10
   1.0871473   5.470900e+20   1.0114991    0.044699   1.0064091   -0.060358     1.45891        1  i01j27k10
   1.0866466   5.174273e+20   1.0037528    0.049900   1.0054037   -0.051077     1.37981        1  i01j27k10
   1.0837149   4.759927e+20   0.9852163    0.066677   1.0051750   -0.049385     1.26931        1  i01j27k10
   1.0662485   4.283518e+20   0.9543322    0.095350   1.0047209   -0.045542     1.14227        1  i01j27k10
   1.0442117   3.862466e+20   0.9263264    0.120958   1.0028739   -0.027802     1.02999        1  i01j27k10
   1.0518952   3.602847e+20   0.9263120    0.114119   1.0032064   -0.031631     0.96076        1  i01j27k10
   1.0713446   3.499469e+20   0.9530441    0.070387   1.0009938   -0.009628     0.93319        1  i01j27k10
   1.0772387   3.478578e+20   0.9794769    0.033049   1.0012005   -0.011909     0.92762        1  i01j27k10
   1.0785213   3.474193e+20   0.9934203    0.011948   1.0003440   -0.003237     0.92645        1  i01j27k10
   1.0788033   3.473035e+20   0.9980770    0.005569   1.0003471   -0.003296     0.92614        1  i01j27k10
   1.0788865   3.472490e+20   0.9992237    0.004047   1.0002652   -0.002464     0.92600        1  i01j27k10
   1.0789268   3.472062e+20   0.9994141    0.003704   1.0002534   -0.002348     0.92588        0  i01j27k10
   1.0789383   3.471704e+20   0.9994356    0.003469   1.0002446   -0.002262     0.92579        0  i01j27k10
   1.0788758   3.471711e+20   0.9994321    0.003511   1.0002349   -0.002163     0.92579        0  i01j27k10
   1.0789425   3.471838e+20   0.9994310    0.003561   1.0002483   -0.002298     0.92582        0  i01j27k10
   1.0789030   3.472279e+20   0.9993700    0.003838   1.0002548   -0.002359     0.92594        1  i01j27k10
   1.0788716   3.472674e+20   0.9988931    0.004436   1.0002763   -0.002577     0.92605        1  i01j27k10
   1.0787045   3.473482e+20   0.9964525    0.007704   1.0003299   -0.003111     0.92626        1  i01j27k10
   1.0781977   3.475362e+20   0.9876780    0.020006   1.0003459   -0.003227     0.92676        1  i01j27k10
   1.0750755   3.485933e+20   0.9659073    0.052166   1.0012391   -0.012218     0.92958        1  i01j27k10
   1.0613913   3.543482e+20   0.9351409    0.097073   1.0006836   -0.006327     0.94493        1  i01j27k10
   1.0431242   3.752011e+20   0.9226032    0.122898   1.0031996   -0.031239     1.00054        1  i01j27k10
   1.0597100   4.148641e+20   0.9443413    0.104818   1.0017499   -0.016258     1.10630        1  i01j27k10
   1.0837486   4.666181e+20   0.9800082    0.071209   1.0043690   -0.041592     1.24432        1  i01j27k10
   1.0883908   5.155172e+20   1.0028427    0.051191   1.0033965   -0.031542     1.37471        1  i01j27k10
   1.0891576   5.521859e+20   1.0121278    0.043989   1.0047088   -0.043848     1.47250        1  i01j27k10
   1.0892836   5.766738e+20   1.0132754    0.045752   1.0048291   -0.044636     1.53780        1  i01j27k10
   1.0886307   5.916840e+20   1.0122982    0.048485   1.0049993   -0.046032     1.57782        1  i01j27k10
   1.0883035   5.978706e+20   1.0113389    0.050997   1.0051899   -0.047743     1.59432        1  i01j27k10
   1.0881954   5.959803e+20   1.0117437    0.050024   1.0052706   -0.048557     1.58928        1  i01j27k10
   1.0892921   5.850686e+20   1.0128086    0.047028   1.0045879   -0.042183     1.56018        1  i01j27k10
   1.0889074   5.660613e+20   1.0133380    0.044497   1.0052649   -0.049007     1.50950        1  i01j27k10
   1.0894525   5.351460e+20   1.0088478    0.045759   1.0036264   -0.033567     1.42706        1  i01j27k10
   1.0856556   4.932870e+20   0.9937339    0.058874   1.0045731   -0.043289     1.31543        1  i01j27k10
   1.0742636   4.398902e+20   0.9624617    0.087584   1.0028199   -0.026623     1.17304        1  i01j27k10
   1.0471082   3.929806e+20   0.9301041    0.117163   1.0026544   -0.025520     1.04795        1  i01j27k10
   1.0500784   3.622306e+20   0.9243441    0.116564   1.0019432   -0.018869     0.96595        1  i01j27k10
   1.0702948   3.503462e+20   0.9506025    0.073311   1.0006730   -0.006355     0.93426        1  i01j27k10
   1.0773138   3.478347e+20   0.9786075    0.033691   1.0008554   -0.008383     0.92756        1  i01j27k10
   1.0785587   3.474076e+20   0.9933152    0.011852   1.0002242   -0.002014     0.92642        1  i01j27k10
   1.0788083   3.473017e+20   0.9980961    0.005512   1.0003285   -0.003105     0.92614        1  i01j27k10
   1.0788886   3.472474e+20   0.9992376    0.004017   1.0002559   -0.002369     0.92599        1  i01j27k10
   1.0789335   3.472028e+20   0.9994164    0.003691   1.0002527   -0.002340     0.92587        0  i01j27k10
   1.0789236   3.471731e+20   0.9994341    0.003487   1.0002424   -0.002239     0.92579        0  i01j27k10
   1.0789022   3.471776e+20   0.9994311    0.003515   1.0002401   -0.002216     0.92581        0  i01j27k10
   1.0789387   3.471995e+20   0.9994186    0.003683   1.0002518   -0.002331     0.92587        0  i01j27k10
   1.0788924   3.472451e+20   0.9992540    0.003984   1.0002504   -0.002314     0.92599        1  i01j27k10
   1.0788192   3.472975e+20   0.9981468    0.005375   1.0002892   -0.002703     0.92613        1  i01j27k10
   1.0785826   3.474000e+20   0.9932913    0.011744   1.0001533   -0.001287     0.92640        1  i01j27k10
   1.0775038   3.477740e+20   0.9780453    0.033585   1.0003053   -0.002762     0.92740        1  i01j27k10
   1.0693536   3.507206e+20   0.9485228    0.076288   1.0005092   -0.004675     0.93525        1  i01j27k10
   1.0488834   3.640677e+20   0.9228651    0.118713   1.0002176   -0.001425     0.97085        1  i01j27k10
   1.0507553   3.994381e+20   0.9339728    0.114475   1.0020531   -0.019436     1.06517        1  i01j27k10
   1.0814607   4.508343e+20   0.9698001    0.081385   1.0005960   -0.004507     1.20222        1  i01j27k10
   1.0881965   5.083970e+20   1.0000974    0.053425   1.0031920   -0.029613     1.35573        1  i01j27k10
   1.0918607   5.508305e+20   1.0115076    0.044075   1.0017701   -0.015331     1.46888        1  i01j27k10
   1.0905764   5.825862e+20   1.0127227    0.046669   1.0035925   -0.032631     1.55356        1  i01j27k10
   1.0900077   6.029812e+20   1.0099932    0.052523   1.0031050   -0.027653     1.60795        1  i01j27k10
   1.0885842   6.156625e+20   1.0078437    0.056808   1.0037338   -0.033504     1.64177        1  i01j27k10
   1.0884689   6.195610e+20   1.0068809    0.058838   1.0037098   -0.033207     1.65216        1  i01j27k10
   1.0885842   6.156625e+20   1.0078437    0.056808   1.0037338   -0.033504     1.64177        1  i01j27k10
   1.0900077   6.029812e+20   1.0099932    0.052523   1.0031050   -0.027653     1.60795        1  i01j27k10
   1.0905764   5.825862e+20   1.0127227    0.046669   1.0035925   -0.032631     1.55356        1  i01j27k10
   1.0918607   5.508305e+20   1.0115076    0.044075   1.0017701   -0.015331     1.46888        1  i01j27k10
   1.0881965   5.083970e+20   1.0000974    0.053425   1.0031920   -0.029613     1.35573        1  i01j27k10
   1.0814607   4.508343e+20   0.9698001    0.081385   1.0005960   -0.004507     1.20222        1  i01j27k10
   1.0507553   3.994381e+20   0.9339728    0.114475   1.0020531   -0.019436     1.06517        1  i01j27k10
   1.0488834   3.640677e+20   0.9228651    0.118713   1.0002176   -0.001425     0.97085        1  i01j27k10
   1.0693536   3.507206e+20   0.9485228    0.076288   1.0005092   -0.004675     0.93525        1  i01j27k10
   1.0775038   3.477740e+20   0.9780453    0.033585   1.0003053   -0.002762     0.92740        1  i01j27k10
   1.0785826   3.474000e+20   0.9932913    0.011744   1.0001533   -0.001287     0.92640        1  i01j27k10
   1.0788192   3.472975e+20   0.9981468    0.005375   1.0002892   -0.002703     0.92613        1  i01j27k10
   1.0788924   3.472451e+20   0.9992540    0.003984   1.0002504   -0.002314     0.92599        1  i01j27k10
   1.0789387   3.471995e+20   0.9994186    0.003683   1.0002518   -0.002331     0.92587        0  i01j27k10
   1.0789022   3.471776e+20   0.9994311    0.003515   1.0002401   -0.002216     0.92581        0  i01j27k10
   1.0789186   3.471872e+20   0.9994297    0.003572   1.0002446   -0.002260     0.92583        0  i01j27k10
   1.0789149   3.472213e+20   0.9993819    0.003819   1.0002556   -0.002369     0.92592        1  i01j27k10
   1.0788835   3.472616e+20   0.9989668    0.004284   1.0002386   -0.002190     0.92603        1  i01j27k10
   1.0787097   3.473459e+20   0.9965596    0.007538   1.0003116   -0.002924     0.92626        1  i01j27k10
   1.0783631   3.474832e+20   0.9874706    0.019459   0.9998935    0.001402     0.92662        1  i01j27k10
   1.0749434   3.486481e+20   0.9635947    0.054697   1.0004475   -0.004129     0.92973        1  i01j27k10
   1.0585175   3.560878e+20   0.9311835    0.102598   0.9994864    0.005854     0.94957        1  i01j27k10
   1.0448217   3.826069e+20   0.9243232    0.124102   1.0005346   -0.004400     1.02029        1  i01j27k10
   1.0718565   4.326866e+20   0.9572600    0.093283   1.0008643   -0.007292     1.15383        1  i01j27k10
   1.0896265   4.932860e+20   0.9936460    0.058323   1.0008642   -0.006893     1.31543        1  i01j27k10
   1.0909389   5.462063e+20   1.0110280    0.043909   1.0026419   -0.023859     1.45655        1  i01j27k10
   1.0923557   5.828649e+20   1.0124637    0.045549   1.0017576   -0.014904     1.55431        1  i01j27k10
   1.0896920   6.104998e+20   1.0087168    0.054865   1.0034478   -0.030840     1.62800        1  i01j27k10
   1.0887348   6.284559e+20   1.0047935    0.061647   1.0028712   -0.025059     1.67588        1  i01j27k10
   1.0876609   6.393501e+20   1.0027810    0.065529   1.0035760   -0.031630     1.70493        1  i01j27k10
   1.0875066   6.414253e+20   1.0022924    0.066479   1.0035081   -0.030947     1.71047        1  i01j27k10
   1.0880845   6.349719e+20   1.0036080    0.063848   1.0032953   -0.029022     1.69326        1  i01j27k10
   1.0892225   6.203853e+20   1.0065336    0.058777   1.0030671   -0.027046     1.65436        1  i01j27k10
   1.0909750   5.979460e+20   1.0108770    0.050001   1.0028644   -0.025412     1.59452        1  i01j27k10
   1.0924094   5.657276e+20   1.0127683    0.043591   1.0014812   -0.012384     1.50861        1  i01j27k10
   1.0900146   5.221834e+20   1.0051201    0.048262   1.0024580   -0.022301     1.39249        1  i01j27k10
   1.0869463   4.614871e+20   0.9768120    0.074835   0.9997361    0.004086     1.23063        1  i01j27k10
   1.0544988   4.057147e+20   0.9380061    0.111734   1.0017613   -0.016451     1.08191        1  i01j27k10
   1.0478372   3.659692e+20   0.9220094    0.120441   0.9991971    0.008917     0.97592        1  i01j27k10
   1.0684541   3.510876e+20   0.9468098    0.079451   1.0006769   -0.006361     0.93623        1  i01j27k10
   1.0776489   3.477275e+20   0.9777141    0.033413   0.9999017    0.001368     0.92727        1  i01j27k10
   1.0785588   3.474076e+20   0.9933149    0.011854   1.0002242   -0.002014     0.92642        1  i01j27k10
   1.0788320   3.472927e+20   0.9982163    0.005232   1.0002557   -0.002357     0.92611        1  i01j27k10
   1.0788953   3.472429e+20   0.9992700    0.003969   1.0002507   -0.002316     0.92598        1  i01j27k10
   1.0789354   3.471985e+20   0.9994203    0.003675   1.0002509   -0.002323     0.92586        0  i01j27k10
   1.0788803   3.471822e+20   0.9994273    0.003557   1.0002372   -0.002186     0.92582        0  i01j27k10
   1.0789266   3.471992e+20   0.9994215    0.003674   1.0002491   -0.002304     0.92586        0  i01j27k10
   1.0788991   3.472402e+20   0.9992854    0.003965   1.0002561   -0.002371     0.92597        1  i01j27k10
   1.0788440   3.472877e+20   0.9982994    0.005098   1.0002357   -0.002153     0.92610        1  i01j27k10
   1.0785213   3.474193e+20   0.9934203    0.011948   1.0003440   -0.003237     0.92645        1  i01j27k10
   1.0777029   3.477102e+20   0.9776040    0.033339   0.9997548    0.002871     0.92723        1  i01j27k10
   1.0677085   3.513929e+20   0.9455148    0.082273   1.0008999   -0.008602     0.93705        1  i01j27k10
   1.0469230   3.679068e+20   0.9217136    0.121874   0.9991736    0.009174     0.98108        1  i01j27k10
   1.0581185   4.116674e+20   0.9420484    0.108763   1.0017696   -0.016464     1.09778        1  i01j27k10
   1.0884505   4.726856e+20   0.9832945    0.068733   1.0004598   -0.003017     1.26049        1  i01j27k10
