# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 44,44 (PIXELS)
# TOTAL VALUE:  2.7951820E+25
# TOTAL STDEV:  8.1910001E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2004189E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.1823874E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.1062893E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.0584630E+22  1.2036376E+15  9.5974037E-02
    5   1.2000000E+01  0.0000000E+00  1.0062679E+22  7.3877755E+19  1.0899483E-01
    6   1.5000000E+01  0.0000000E+00  9.3392949E+21  2.2908775E+20  1.7578254E-01
    7   1.8000000E+01  0.0000000E+00  8.6971067E+21  9.8958962E+19  3.3432612E-01
    8   2.1000000E+01  0.0000000E+00  8.1631120E+21  1.4650557E+20  3.9074010E-01
    9   2.4000000E+01  0.0000000E+00  7.6293957E+21  1.4526132E+20  4.1105848E-01
   10   2.7000000E+01  0.0000000E+00  7.1779855E+21  1.0584226E+20  5.0637401E-01
   11   3.0000000E+01  0.0000000E+00  6.8061005E+21  1.0108596E+20  5.0637401E-01
   12   3.3000000E+01  0.0000000E+00  6.4885345E+21  5.9275143E+19  5.0637401E-01
   13   3.6000000E+01  0.0000000E+00  6.2231755E+21  6.7942016E+19  5.0492760E-01
   14   3.9000000E+01  0.0000000E+00  5.9806699E+21  6.5018695E+19  5.0133825E-01
   15   4.2000000E+01  0.0000000E+00  5.7807772E+21  4.7731487E+19  4.9658158E-01
   16   4.5000000E+01  0.0000000E+00  5.6219856E+21  4.0683898E+19  4.7989575E-01
   17   4.8000000E+01  0.0000000E+00  5.4874943E+21  3.2440999E+19  4.5871497E-01
   18   5.1000000E+01  0.0000000E+00  5.3640263E+21  3.5040629E+19  4.0371178E-01
   19   5.4000000E+01  0.0000000E+00  5.2466347E+21  3.1433699E+19  3.8713450E-01
   20   5.7000000E+01  0.0000000E+00  5.1465798E+21  2.6671320E+19  3.7537334E-01
   21   6.0000000E+01  0.0000000E+00  5.0596794E+21  2.2566650E+19  3.7537334E-01
   22   6.3000000E+01  0.0000000E+00  4.9785465E+21  2.2029197E+19  3.5612131E-01
   23   6.6000000E+01  0.0000000E+00  4.9142507E+21  1.6668764E+19  3.3199769E-01
   24   6.9000000E+01  0.0000000E+00  4.8648493E+21  1.1845954E+19  3.3131989E-01
   25   7.2000000E+01  0.0000000E+00  4.8273229E+21  8.5816095E+18  2.7942131E-01
   26   7.5000000E+01  0.0000000E+00  4.8005955E+21  6.3537746E+18  2.2729243E-01
   27   7.8000000E+01  0.0000000E+00  4.7828521E+21  3.9905508E+18  1.8194935E-01
   28   8.1000000E+01  0.0000000E+00  4.7727059E+21  2.1209538E+18  1.3600680E-01
   29   8.4000000E+01  0.0000000E+00  4.7670515E+21  1.2608131E+18  9.4412872E-02
   30   8.7000000E+01  0.0000000E+00  4.7634164E+21  8.3430550E+17  5.6269153E-02
   31   9.0000000E+01  0.0000000E+00  4.7611515E+21  4.8436787E+17  3.2596127E-02
   32   9.3000000E+01  0.0000000E+00  4.7597557E+21  3.5670313E+17  2.1738683E-02
   33   9.6000000E+01  0.0000000E+00  4.7588426E+21  2.3548075E+17  1.4028423E-02
   34   9.9000000E+01  0.0000000E+00  4.7582580E+21  2.1125494E+17  8.9423708E-03
   35   1.0200000E+02  0.0000000E+00  4.7578607E+21  2.6716420E+17  6.0428276E-03
   36   1.0500000E+02  0.0000000E+00  4.7576280E+21  3.5452670E+17  3.9918947E-03
   37   1.0800000E+02  0.0000000E+00  4.7574632E+21  5.0296582E+17  2.7976297E-03
   38   1.1100000E+02  0.0000000E+00  4.7574692E+21  6.9520396E+17  1.6873326E-03
   39   1.1400000E+02  0.0000000E+00  3.6652167E+21  2.0045022E+21  1.6873326E-03
   40   1.1700000E+02  0.0000000E+00  2.9830569E+21  2.3051229E+21  7.9282019E+00
   41   1.2000000E+02  0.0000000E+00  2.3782517E+21  2.3835782E+21  8.9495476E+00
   42   1.2300000E+02  0.0000000E+00  2.2683601E+21  2.3801669E+21  8.9495476E+00
   43   1.2600000E+02  0.0000000E+00  1.7363429E+21  2.2943781E+21  8.9495476E+00
