ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p6,R_exc_f1p6,R_int_f1p6,R_exc_bsl_f1p6,R_int_bsl_f1p6,R_ap2_f1p6,R_ap2_bsl_f1p6,R_ap3_f1p6,R_ap3_bsl_f1p6,R_peak_f1p35,R_exc_f1p35,R_int_f1p35,R_exc_bsl_f1p35,R_int_bsl_f1p35,R_ap2_f1p35,R_ap2_bsl_f1p35,R_ap3_f1p35,R_ap3_bsl_f1p35,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak_f1p1,R_exc_f1p1,R_int_f1p1,R_exc_bsl_f1p1,R_int_bsl_f1p1,R_ap2_f1p1,R_ap2_bsl_f1p1,R_ap3_f1p1,R_ap3_bsl_f1p1
2265,9,18,2,9.6e+22,0.0820891,0.0038356,8.7106,1.105,4.70919,141.276,27,18,0.397371,-0.0565143,-0.262318,-0.0443027,-0.248194,-0.292202,-0.281158,-0.292202,-0.281158,25.65,25.65,0.331262,-0.085135,-0.500606,-0.0667391,-0.473652,-0.527802,-0.507854,-0.527802,-0.507854,0.324402,-0.166354,-0.471724,-0.130408,-0.446325,-0.507484,-0.488304,-0.507484,-0.488304,0.325936,-0.137679,-0.472567,-0.107929,-0.447122,-0.504309,-0.485248,-0.504309,-0.485248,0.321069,-0.17475,-0.495267,-0.13699,-0.4686,-0.524719,-0.504887,-0.524719,-0.504887
2266,9,18,3,9.6e+22,0.0820891,0.00490394,6.6679,1.104,4.79715,143.915,27,18,0.395182,-0.0497679,-0.24118,-0.0381197,-0.226839,-0.269314,-0.258188,-0.269314,-0.258188,25.65,25.65,0.323464,-0.104177,-0.449563,-0.0797947,-0.422831,-0.452321,-0.433635,-0.452321,-0.433635,0.328552,-0.0765099,-0.483997,-0.0586028,-0.455218,-0.495586,-0.475112,-0.495586,-0.475112,0.318696,-0.184702,-0.512935,-0.141473,-0.482435,-0.545059,-0.522542,-0.545059,-0.522542,0.326051,-0.0836723,-0.521096,-0.0640888,-0.490111,-0.5325,-0.510501,-0.5325,-0.510501
2267,9,18,4,9.6e+22,0.0820891,0.00626986,5.2657,1.102,5.09354,152.807,27,18,0.393487,-0.0262671,-0.172042,-0.0197625,-0.160431,-0.204912,-0.195118,-0.204912,-0.195118,25.65,25.65,0.319606,-0.0987889,-0.449221,-0.0743253,-0.418903,-0.435178,-0.414378,-0.435178,-0.414378,0.32504,-0.0612296,-0.436465,-0.046067,-0.407008,-0.48788,-0.46456,-0.48788,-0.46456,0.315296,-0.172354,-0.460317,-0.129673,-0.42925,-0.476686,-0.453902,-0.476686,-0.453902,0.316317,-0.0905443,-0.443424,-0.0681224,-0.413497,-0.463427,-0.441276,-0.463427,-0.441276
2268,9,18,5,9.6e+22,0.0820891,0.00801622,4.2373,1.098,5.63585,169.075,27,18,0.393742,0.00757893,-0.0834543,0.00555636,-0.0767928,-0.119101,-0.112146,-0.119101,-0.112146,25.65,25.65,0.322352,-0.0340457,-0.359057,-0.02496,-0.330396,-0.399818,-0.376473,-0.399818,-0.376473,0.316625,-0.13468,-0.357707,-0.098738,-0.329154,-0.392737,-0.369805,-0.392737,-0.369805,0.313467,-0.0665562,-0.357755,-0.0487945,-0.329198,-0.383606,-0.361207,-0.383606,-0.361207,0.311232,-0.0762522,-0.40728,-0.055903,-0.374769,-0.389133,-0.366411,-0.389133,-0.366411
2269,9,18,6,9.6e+22,0.0820891,0.010249,3.5088,1.094,6.41238,192.371,27,18,0.394532,0.0401691,0.00762793,0.0286163,0.00681096,-0.025237,-0.0231614,-0.025237,-0.0231614,25.65,25.65,0.321556,-0.022895,-0.262604,-0.0163103,-0.234479,-0.305275,-0.280169,-0.305275,-0.280169,0.305049,-0.112707,-0.26038,-0.080292,-0.232492,-0.383409,-0.351877,-0.383409,-0.351877,0.307716,-0.029879,-0.366938,-0.0212857,-0.327638,-0.300576,-0.275857,-0.300576,-0.275857,0.300708,-0.131499,-0.326681,-0.0936797,-0.291693,-0.311583,-0.285958,-0.311583,-0.285958
2270,9,18,7,9.6e+22,0.0820891,0.0131037,2.9337,1.086,7.52631,225.789,27,18,0.394881,0.0706419,0.0897192,0.0491471,0.075428,0.0709194,0.0616391,0.0709194,0.0616391,25.65,25.65,0.299732,-0.034179,-0.0291402,-0.0237791,-0.0244985,-0.0465705,-0.0404764,-0.0465705,-0.0404764,0.307665,-0.0597789,-0.11071,-0.0415896,-0.0930751,-0.224103,-0.194777,-0.224103,-0.194777,0.308008,-0.0184249,-0.168954,-0.0128186,-0.142041,-0.273846,-0.238012,-0.273846,-0.238012,0.302532,-0.0290386,-0.28161,-0.0202028,-0.236753,-0.438625,-0.381227,-0.438625,-0.381227
2271,9,18,8,9.6e+22,0.0820891,0.0167535,2.4797,1.077,9.04304,271.291,27.1291,18,0.398015,0.093714,0.13613,0.0601988,0.105004,0.131711,0.106019,0.131711,0.106019,25.7727,25.7727,0.308936,0.00323463,-0.0810743,0.00207782,-0.0625365,-0.284194,-0.228756,-0.284194,-0.228756,0.302291,0.0150895,0.122909,0.00969303,0.0948059,0.18025,0.145089,0.18025,0.145089,0.295748,0.0170038,0.118332,0.0109227,0.0912752,0.222908,0.179426,0.222908,0.179426,0.291671,-0.165235,-0.475716,-0.106142,-0.366942,-0.590201,-0.475071,-0.590201,-0.475071
2272,9,18,9,9.6e+22,0.0820891,0.02142,2.119,1.064,11.0333,330.999,33.0999,24,0.401835,0.136935,0.228254,0.0774559,0.154389,0.199107,0.144757,0.199107,0.144757,31.4449,31.4449,0.309698,-0.0386583,0.0455394,-0.0218667,0.0308023,0.171336,0.124566,0.171336,0.124566,0.296155,0.0212575,0.225402,0.0120241,0.15246,-0.0617282,-0.0448782,-0.0617282,-0.0448782,0.289658,-0.240712,-0.827264,-0.136156,-0.559553,-0.834063,-0.606387,-0.834063,-0.606387,0.298578,0.0205772,-0.479987,0.0116393,-0.324658,-0.615377,-0.447396,-0.615377,-0.447396
2273,9,18,10,9.6e+22,0.0820891,0.0273861,1.8226,1.05,13.6478,409.435,40.9434,24,0.404571,0.19121,0.357878,0.081461,0.174901,0.282767,0.17514,0.282767,0.17514,38.8963,38.8963,0.302202,-0.0502898,-0.385564,-0.0214249,-0.188432,-0.951717,-0.589476,-0.951717,-0.589476,0.299844,-0.157011,-0.35244,-0.0668912,-0.172244,0.198434,0.122906,0.198434,0.122906,0.293999,-0.00754768,0.140912,-0.00321552,0.0688661,0.106806,0.0661535,0.106806,0.0661535,0.292904,-0.0212086,0.132634,-0.00903547,0.0648204,0.435976,0.270035,0.435976,0.270035
2282,9,19,1,9.6e+22,0.121819,0.003,20.1248,1.143,7.84888,235.467,27,18,0.408645,0.0402215,0.04128,0.0337468,0.0372562,0.0227498,0.0207661,0.0227498,0.0207661,25.65,25.65,0.333192,-0.00878332,-0.0237874,-0.00736941,-0.0214687,0.0556224,0.0507725,0.0556224,0.0507725,0.336547,0.0264317,-0.0848106,0.0221768,-0.0765436,-0.196201,-0.179093,-0.196201,-0.179093,0.329162,-0.0492601,-0.201886,-0.0413304,-0.182207,-0.257068,-0.234653,-0.257068,-0.234653,0.336596,0.0197523,0.0967044,0.0165726,0.0872781,-0.0197328,-0.0180122,-0.0197328,-0.0180122
2283,9,19,2,9.6e+22,0.121819,0.0038356,13.9093,1.144,7.27673,218.302,27,18,0.406999,0.0392716,0.0278292,0.0322936,0.0251646,0.00335457,0.00307473,0.00335457,0.00307473,25.65,25.65,0.332276,0.00659583,-0.148016,0.00542384,-0.133843,-0.286923,-0.262988,-0.286923,-0.262988,0.336479,-0.00845116,0.00177823,-0.00694951,0.00160797,-0.0994545,-0.091158,-0.0994545,-0.091158,0.335053,-0.00374061,0.00397153,-0.00307596,0.00359126,-0.163221,-0.149605,-0.163221,-0.149605,0.331724,-0.00191968,0.0193486,-0.00157858,0.017496,-0.0837042,-0.0767216,-0.0837042,-0.0767216
2284,9,19,3,9.6e+22,0.121819,0.00490394,10.3739,1.144,6.98546,209.564,27,18,0.4039,0.0404159,0.024099,0.0327913,0.0218799,-0.0030883,-0.00284486,-0.0030883,-0.00284486,25.65,25.65,0.3416,0.00837931,-0.096525,0.00679853,-0.0876365,-0.133731,-0.123189,-0.133731,-0.123189,0.324847,-0.0526446,-0.17114,-0.0427131,-0.15538,-0.108757,-0.100184,-0.108757,-0.100184,0.324716,-0.0184666,-0.0356389,-0.0149829,-0.0323571,-0.0170738,-0.0157279,-0.0170738,-0.0157279,0.321921,-0.0214802,-0.0469021,-0.0174279,-0.0425831,-0.01781,-0.0164061,-0.01781,-0.0164061
2285,9,19,4,9.6e+22,0.121819,0.00626986,7.7788,1.142,6.93808,208.143,27,18,0.399784,0.043071,0.032252,0.0345656,0.0292555,0.00649272,0.00597979,0.00649272,0.00597979,25.65,25.65,0.335009,0.00958825,-0.0849317,0.00769482,-0.0770407,-0.0923019,-0.08501,-0.0923019,-0.08501,0.320632,-0.0296172,-0.0640245,-0.0237686,-0.058076,-0.0659853,-0.0607724,-0.0659853,-0.0607724,0.320747,-0.0236747,-0.046379,-0.0189996,-0.0420699,-0.208152,-0.191708,-0.208152,-0.191708,0.318568,-0.0231148,-0.0317943,-0.0185502,-0.0288403,-0.21493,-0.19795,-0.21493,-0.19795
2286,9,19,5,9.6e+22,0.121819,0.00801622,5.9901,1.137,7.20731,216.219,27,18,0.396764,0.0548292,0.0597955,0.0435923,0.0536768,0.040026,0.0365139,0.040026,0.0365139,25.65,25.65,0.309377,-0.00749379,0.0112442,-0.00595799,0.0100937,-0.0144365,-0.0131698,-0.0144365,-0.0131698,0.320182,-0.0146772,-0.115227,-0.0116692,-0.103436,-0.242609,-0.221322,-0.242609,-0.221322,0.320557,0.0240076,-0.173278,0.0190874,-0.155547,-0.180149,-0.164342,-0.180149,-0.164342,0.318573,0.0275078,-0.208367,0.0218703,-0.187046,-0.209755,-0.19135,-0.209755,-0.19135
2287,9,19,6,9.6e+22,0.121819,0.010249,4.7671,1.13,7.80815,234.244,27,18,0.39564,0.0692747,0.0915527,0.0542029,0.0807622,0.0788225,0.0707345,0.0788225,0.0707345,25.65,25.65,0.314115,0.039914,-0.214446,0.0312301,-0.189171,-0.229039,-0.205537,-0.229039,-0.205537,0.307465,0.00269339,-0.145657,0.0021074,-0.12849,-0.302264,-0.271249,-0.302264,-0.271249,0.311216,0.00807527,-0.289954,0.00631837,-0.25578,-0.404967,-0.363414,-0.404967,-0.363414,0.305974,-0.00252311,0.0201672,-0.00197416,0.0177902,0.0495585,0.0444733,0.0495585,0.0444733
2288,9,19,7,9.6e+22,0.121819,0.0131037,3.9008,1.12,8.75077,262.523,27,18,0.39684,0.0833058,0.123199,0.0632723,0.105295,0.118706,0.103441,0.118706,0.103441,25.65,25.65,0.313381,0.022815,-0.121798,0.0173284,-0.104098,-0.244704,-0.213237,-0.244704,-0.213237,0.305789,0.0302509,0.126636,0.0229761,0.108232,0.176557,0.153853,0.176557,0.153853,0.31002,0.0272817,0.0592152,0.0207209,0.0506098,-0.0889086,-0.0774756,-0.0889086,-0.0774756,0.310285,0.0307156,-0.264659,0.023329,-0.226197,-0.366796,-0.319628,-0.366796,-0.319628
2289,9,19,8,9.6e+22,0.121819,0.0167535,3.2535,1.107,10.0858,302.574,30.2574,18,0.398466,0.0983648,0.152697,0.0716779,0.121993,0.156409,0.129579,0.156409,0.129579,28.7446,28.7446,0.312783,0.0258891,0.0987629,0.0188652,0.0789042,0.164172,0.136011,0.164172,0.136011,0.314253,0.0256324,-0.154121,0.0186782,-0.123131,-0.354607,-0.293779,-0.354607,-0.293779,0.303371,0.0320885,0.113389,0.0233827,0.0905898,0.23616,0.19565,0.23616,0.19565,0.294878,-0.0948302,-0.291178,-0.0691023,-0.232629,-0.454334,-0.376399,-0.454334,-0.376399
2290,9,19,9,9.6e+22,0.121819,0.02142,2.7349,1.09,11.9701,359.103,35.9103,24,0.402432,0.124723,0.210269,0.083567,0.155005,0.198513,0.154014,0.198513,0.154014,34.1148,34.1148,0.303876,0.0375091,-0.346448,0.0251318,-0.255393,-0.530729,-0.411761,-0.530729,-0.411761,0.30014,-0.0677582,-0.247021,-0.0453993,-0.182098,-0.16106,-0.124957,-0.16106,-0.124957,0.304234,0.02911,0.0984102,0.0195043,0.0725456,-0.17457,-0.135438,-0.17457,-0.135438,0.298168,0.0403814,0.216181,0.0270563,0.159364,0.418415,0.324623,0.418415,0.324623
2291,9,19,10,9.6e+22,0.121819,0.0273861,2.3181,1.07,14.5347,436.039,43.604,24,0.406345,0.157968,0.250406,0.0899879,0.150672,0.200913,0.139155,0.200913,0.139155,41.4238,41.4238,0.302465,-0.212199,-0.712286,-0.120881,-0.428592,-0.895563,-0.620276,-0.895563,-0.620276,0.298914,0.0416597,0.172525,0.0237317,0.103811,0.125178,0.0866998,0.125178,0.0866998,0.301712,0.0148533,0.0867408,0.00846131,0.0521931,0.143374,0.0993018,0.143374,0.0993018,0.297425,0.0311472,0.148447,0.0177432,0.0893224,0.32618,0.225915,0.32618,0.225915
2292,9,19,11,9.6e+22,0.121819,0.0350141,1.9889,1.051,17.8327,534.98,53.498,30,0.409599,0.225286,0.435565,0.09009,0.182069,0.291696,0.170952,0.291696,0.170952,50.8231,50.8231,0.314699,-0.108829,-0.204434,-0.0435198,-0.0854549,-0.238169,-0.139581,-0.238169,-0.139581,0.302623,-0.142692,-0.378279,-0.0570612,-0.158123,0.370047,0.21687,0.370047,0.21687,0.296469,-0.529706,-1.93249,-0.211825,-0.807794,-1.87699,-1.10003,-1.87699,-1.10003,0.293824,-0.363304,-1.29437,-0.145283,-0.541055,-1.00928,-0.5915,-1.00928,-0.5915
2301,9,20,1,9.6e+22,0.180777,0.003,33.1301,1.176,12.8778,386.334,38.6334,18,0.416066,0.0675805,0.112032,0.0577737,0.0906091,0.07588,0.063248,0.0716315,0.0599718,36,36.7018,0.341845,0.0387412,0.153109,0.0331193,0.123831,0.417223,0.347767,0.395489,0.331114,0.342998,0.0271448,0.12065,0.0232058,0.0975794,0.462905,0.385844,0.434601,0.363859,0.346022,0.0330094,0.140348,0.0282193,0.113511,-0.123478,-0.102923,-0.130869,-0.109567,0.332722,-0.0415182,-0.16094,-0.0354934,-0.130165,-0.426846,-0.355788,-0.425523,-0.356259
2302,9,20,2,9.6e+22,0.180777,0.0038356,23.8814,1.18,12.0032,360.095,36.0095,18,0.414627,0.071116,0.114611,0.0601107,0.0947748,0.088018,0.0749382,0.088018,0.0749382,34.209,34.209,0.335792,0.0338343,0.13436,0.0285984,0.111106,0.424382,0.361318,0.424382,0.361318,0.33531,-0.0372348,-0.140056,-0.0314727,-0.115816,-0.303779,-0.258637,-0.303779,-0.258637,0.338313,0.0358737,0.15168,0.0303222,0.125429,0.206068,0.175445,0.206068,0.175445,0.326543,-0.0421768,-0.158712,-0.0356499,-0.131244,-0.379894,-0.323441,-0.379894,-0.323441
2303,9,20,3,9.6e+22,0.180777,0.00490394,17.5884,1.183,11.2098,336.293,33.6293,18,0.411258,0.0749406,0.119035,0.0629481,0.0997302,0.104322,0.0894813,0.104322,0.0894813,31.9478,31.9478,0.339554,-0.0189606,-0.0715931,-0.0159264,-0.0599823,-0.0780385,-0.0669365,-0.0780385,-0.0669365,0.326794,-0.0426455,-0.161411,-0.0358211,-0.135234,-0.340443,-0.292011,-0.340443,-0.292011,0.330499,0.0398848,0.157874,0.0335022,0.13227,0.20158,0.172903,0.20158,0.172903,0.328352,0.00116733,0.0106695,0.000980524,0.00893915,0.141093,0.12102,0.141093,0.12102
2304,9,20,4,9.6e+22,0.180777,0.00626986,12.2208,1.184,10.4712,314.136,31.4136,18,0.405581,0.0776377,0.123067,0.0648875,0.10535,0.116692,0.10169,0.116692,0.10169,29.8429,29.8429,0.338877,0.0351523,-0.151517,0.0293794,-0.129704,-0.289139,-0.251967,-0.289139,-0.251967,0.325128,-0.0435973,-0.165787,-0.0364374,-0.14192,-0.3057,-0.266399,-0.3057,-0.266399,0.320118,-0.0412952,-0.153972,-0.0345134,-0.131806,-0.285255,-0.248582,-0.285255,-0.248582,0.319511,-0.041375,-0.151726,-0.0345801,-0.129883,-0.28176,-0.245537,-0.28176,-0.245537
2305,9,20,5,9.6e+22,0.180777,0.00801622,9.1162,1.18,10.1858,305.574,30.5574,18,0.401171,0.0815118,0.130027,0.0677909,0.111963,0.130468,0.114257,0.130468,0.114257,29.0296,29.0296,0.322394,-0.0231323,-0.0869545,-0.0192384,-0.0748742,-0.111662,-0.0977874,-0.111662,-0.0977874,0.321322,0.011865,0.0431547,0.00986777,0.0371594,0.182658,0.159962,0.182658,0.159962,0.317526,0.0339275,0.125961,0.0282165,0.108462,0.264492,0.231628,0.264492,0.231628,0.318341,0.0411265,0.108183,0.0342037,0.0931539,-0.0460369,-0.0403165,-0.0460369,-0.0403165
2306,9,20,6,9.6e+22,0.180777,0.010249,6.9691,1.173,10.3107,309.32,30.932,18,0.39848,0.0884188,0.138476,0.0728607,0.118778,0.142941,0.124776,0.142941,0.124776,29.3854,29.3854,0.325921,0.0305392,-0.113233,0.0251656,-0.0971264,-0.260903,-0.227747,-0.260903,-0.227747,0.314394,-0.0342324,-0.119845,-0.0282089,-0.102798,-0.189927,-0.165791,-0.189927,-0.165791,0.311035,-0.000495441,0.000457953,-0.000408264,0.000392812,0.0758586,0.0662184,0.0758586,0.0662184,0.311918,0.0410643,0.144907,0.0338386,0.124294,0.0555785,0.0485154,0.0555785,0.0485154
2307,9,20,7,9.6e+22,0.180777,0.0131037,5.4493,1.16,10.9117,327.349,32.735,18,0.398126,0.0987119,0.152958,0.0798995,0.128526,0.157746,0.135849,0.157746,0.135849,31.0982,31.0982,0.315293,-0.0252626,-0.0803136,-0.020448,-0.0674853,-0.0793386,-0.0683258,-0.0793386,-0.0683258,0.302506,-0.00107346,-0.00307963,-0.000868884,-0.00258773,0.0903734,0.0778289,0.0903734,0.0778289,0.307559,0.0432692,0.0755763,0.035023,0.0635047,-0.121399,-0.104548,-0.121399,-0.104548,0.304787,0.0412664,0.13618,0.0334019,0.114428,0.219113,0.188699,0.219113,0.188699
2308,9,20,8,9.6e+22,0.180777,0.0167535,4.3919,1.143,12.0062,360.187,36.0187,18,0.399744,0.110475,0.169554,0.0866586,0.137018,0.176682,0.148421,0.176682,0.148421,34.2178,34.2178,0.299712,-0.0614597,-0.18357,-0.0482102,-0.148344,-0.414461,-0.348166,-0.414461,-0.348166,0.3068,0.0256149,0.0914948,0.0200928,0.0739376,0.0760116,0.0638532,0.0760116,0.0638532,0.300042,-0.0687526,-0.197763,-0.0539309,-0.159813,-0.437529,-0.367544,-0.437529,-0.367544,0.303335,0.0374992,0.117746,0.0294151,0.0951513,0.0583195,0.048991,0.0583195,0.048991
2309,9,20,9,9.6e+22,0.180777,0.02142,3.6089,1.121,13.6772,410.315,41.0315,24,0.403264,0.128805,0.216678,0.0957066,0.164159,0.201964,0.159964,0.201964,0.159964,38.9799,38.9799,0.310106,0.0282637,0.126367,0.021001,0.0957375,-0.105167,-0.0832968,-0.105167,-0.0832968,0.309148,0.00113258,0.0189988,0.000841551,0.0143937,0.26169,0.207269,0.26169,0.207269,0.297958,-0.0936856,-0.365216,-0.0696118,-0.276693,-0.591788,-0.46872,-0.591788,-0.46872,0.297194,-0.093853,-0.365692,-0.0697362,-0.277053,-0.59139,-0.468405,-0.59139,-0.468405
2310,9,20,10,9.6e+22,0.180777,0.0273861,3.0249,1.096,15.9648,478.946,47.8945,24,0.407588,0.151906,0.229354,0.10241,0.153243,0.196876,0.145243,0.196876,0.145243,45.4998,45.4998,0.320045,0.0122531,-0.394624,0.00826062,-0.263669,-0.867218,-0.63978,-0.867218,-0.63978,0.309517,0.0256357,-0.177587,0.0172827,-0.118655,-0.667375,-0.492348,-0.667375,-0.492348,0.30399,0.0345479,0.137518,0.023291,0.0918828,-0.185588,-0.136915,-0.185588,-0.136915,0.304525,0.036044,0.14082,0.0242996,0.0940894,-0.382349,-0.282074,-0.382349,-0.282074
2311,9,20,11,9.6e+22,0.180777,0.0350141,2.552,1.071,19.1581,574.742,57.4742,30,0.41184,0.190882,0.295521,0.105768,0.158112,0.198844,0.13038,0.198844,0.13038,54.6005,54.6005,0.319368,-0.0300878,-0.0602071,-0.0166717,-0.0322124,0.496495,0.325546,0.496495,0.325546,0.313607,-0.00452626,0.0274745,-0.00250802,0.0146996,0.0768401,0.0503831,0.0768401,0.0503831,0.304763,-0.272381,-1.0407,-0.150927,-0.556802,-1.39054,-0.911758,-1.39054,-0.911758,0.299777,-0.269074,-1.02557,-0.149095,-0.548707,-1.37574,-0.902055,-1.37574,-0.902055
2320,9,21,1,9.6e+22,0.26827,0.003,51.8868,1.195,20.4546,613.638,61.3638,18,0.422945,0.0796062,0.131409,0.0686403,0.0896985,0.0689047,0.0466219,-0.0607438,-0.0437507,36,54,0.351661,-0.0458472,-0.177026,-0.0395317,-0.120836,-0.64318,-0.435184,-0.928471,-0.668732,0.355526,0.0257297,0.100019,0.0221854,0.0682723,0.337211,0.228162,-0.0401291,-0.028903,0.351711,0.0250562,0.094564,0.0216046,0.0645487,0.334594,0.226391,0.514098,0.370279,0.350981,0.0287513,0.109171,0.0247907,0.0745191,0.361727,0.244749,-0.101981,-0.0734518
2321,9,21,2,9.6e+22,0.26827,0.0038356,42.4377,1.2,19.8459,595.378,59.5378,18,0.422505,0.0826576,0.134454,0.0708349,0.0918287,0.0763762,0.0523457,-0.0402471,-0.0294305,36,54,0.356356,0.0234226,0.0839706,0.0200724,0.05735,0.285691,0.195803,0.4251,0.310853,0.349595,0.0140072,0.0531371,0.0120037,0.0362914,0.172382,0.118145,0.605404,0.442699,0.346388,-0.0198961,-0.0742336,-0.0170503,-0.0506998,-0.279119,-0.191299,-0.221914,-0.162274,0.34641,0.0297483,0.110797,0.0254933,0.0756721,0.373303,0.25585,0.513191,0.375269
2322,9,21,3,9.6e+22,0.26827,0.00490394,28.974,1.208,18.4213,552.641,55.264,18,0.418692,0.0890408,0.143069,0.0758946,0.100351,0.101679,0.0733153,0.0127065,0.00972042,36,52.5008,0.353067,0.0240955,0.0758318,0.0205379,0.0531899,-0.398929,-0.287648,-0.607999,-0.465118,0.337985,-0.0482269,-0.17177,-0.0411065,-0.120483,-0.609996,-0.439837,-0.767268,-0.586958,0.336416,-0.0480052,-0.169754,-0.0409176,-0.119068,-0.601849,-0.433964,-0.758214,-0.580032,0.338231,0.0324422,0.116676,0.0276523,0.0818387,0.397061,0.286301,0.328496,0.251299
2323,9,21,4,9.6e+22,0.26827,0.00626986,20.8447,1.213,17.1082,513.247,51.3247,18,0.413771,0.0958034,0.155272,0.0815837,0.114104,0.133141,0.100886,0.0721726,0.0568775,36,48.7585,0.336763,-0.0214324,-0.0710304,-0.0182513,-0.0521977,-0.23267,-0.176303,-0.151354,-0.119279,0.337568,0.0297797,0.000124374,0.0253596,9.13981e-05,-0.403386,-0.30566,-0.532491,-0.419643,0.325393,-0.0460108,-0.155781,-0.0391816,-0.114478,-0.538615,-0.408128,-0.649139,-0.511571,0.326062,-0.0473596,-0.159378,-0.0403302,-0.117121,-0.537377,-0.40719,-0.643385,-0.507036
2324,9,21,5,9.6e+22,0.26827,0.00801622,14.4272,1.213,15.8288,474.863,47.4863,18,0.408008,0.102122,0.16569,0.0868589,0.127499,0.165447,0.131066,0.126223,0.102549,36,45.112,0.324249,-0.0487679,-0.152513,-0.0414789,-0.11736,-0.51179,-0.405436,-0.579301,-0.470648,0.317932,-0.0427452,-0.143659,-0.0363563,-0.110546,-0.480573,-0.380706,-0.544593,-0.44245,0.319724,0.03377,0.113618,0.0287226,0.0874301,0.392053,0.310581,0.297232,0.241484,0.320412,0.0311425,0.104122,0.0264878,0.0801223,0.253464,0.200792,0.106654,0.0866505
2325,9,21,6,9.6e+22,0.26827,0.010249,10.5931,1.208,15.1333,454,45.4,18,0.40367,0.106399,0.168898,0.0900756,0.133732,0.178782,0.145559,0.150725,0.124975,36,43.13,0.322341,0.0243402,0.0864242,0.020606,0.0684296,0.158866,0.129344,0.0591204,0.0490203,0.307615,-0.046452,-0.149251,-0.0393255,-0.118175,-0.447136,-0.364045,-0.484029,-0.401337,0.316004,0.0293214,0.0944826,0.0248231,0.0748102,0.341533,0.278067,0.470895,0.390448,0.30711,-0.0434668,-0.134221,-0.0367984,-0.106274,-0.441261,-0.359262,-0.485127,-0.402248
2326,9,21,7,9.6e+22,0.26827,0.0131037,7.9654,1.196,15.0085,450.256,45.0256,24,0.401865,0.114009,0.196985,0.0954429,0.158909,0.166528,0.138674,0.166528,0.138674,42.7743,42.7743,0.318971,0.0231749,0.118825,0.0194008,0.0958565,-0.128195,-0.106753,-0.128195,-0.106753,0.306212,-0.0269693,-0.137296,-0.0225774,-0.110758,-0.223057,-0.185748,-0.223057,-0.185748,0.31381,0.028556,0.13398,0.0239057,0.108083,0.0661225,0.0550626,0.0661225,0.0550626,0.305441,-0.0470085,-0.22726,-0.0393532,-0.183332,-0.469916,-0.391316,-0.469916,-0.391316
2327,9,21,8,9.6e+22,0.26827,0.0167535,6.1914,1.177,15.5248,465.744,46.5743,24,0.40295,0.126381,0.211873,0.103595,0.166814,0.183612,0.150024,0.183612,0.150024,44.2456,44.2456,0.311139,-0.0448837,-0.17846,-0.0367913,-0.140508,-0.323816,-0.264581,-0.323816,-0.264581,0.309442,0.0341762,0.138602,0.0280143,0.109126,-0.0896145,-0.0732214,-0.0896145,-0.0732214,0.305714,-0.056502,-0.239759,-0.0463148,-0.18877,-0.507692,-0.41482,-0.507692,-0.41482,0.308909,0.0324325,0.140064,0.026585,0.110277,0.0547974,0.0447733,0.0547974,0.0447733
2328,9,21,9,9.6e+22,0.26827,0.02142,4.9545,1.153,16.7069,501.207,50.1207,24,0.405918,0.141396,0.227259,0.111725,0.171019,0.196482,0.156071,0.196482,0.156071,47.6146,47.6146,0.312756,-0.0799785,-0.282085,-0.0631958,-0.212277,-0.648459,-0.515089,-0.648459,-0.515089,0.309375,0.032301,0.118998,0.0255229,0.0895495,0.421785,0.335035,0.421785,0.335035,0.301229,-0.0666363,-0.254027,-0.0526533,-0.191162,-0.594796,-0.472463,-0.594796,-0.472463,0.301554,-0.0699091,-0.25718,-0.0552393,-0.193535,-0.591775,-0.470064,-0.591775,-0.470064
2329,9,21,10,9.6e+22,0.26827,0.0273861,4.0577,1.124,18.6081,558.244,55.8243,24,0.409801,0.15689,0.228048,0.116367,0.157584,0.202831,0.149597,0.181531,0.137005,48,53.0331,0.322603,0.00623478,0.0360742,0.00462439,0.0249277,0.0845593,0.0623662,0.0153508,0.0115856,0.315962,0.0209744,0.0655137,0.0155569,0.0452706,0.0874216,0.0644773,0.0203741,0.0153767,0.306359,-0.104366,-0.319367,-0.0774093,-0.220686,-0.83818,-0.618195,-0.82355,-0.62155,0.311727,0.0309992,-0.094007,0.0229924,-0.0649598,-0.636603,-0.469523,-0.636872,-0.48066
