# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.02.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 48,48 (PIXELS)
# TOTAL VALUE:  1.5704745E+26
# TOTAL STDEV:  1.6015700E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.5112596E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.5069572E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.4843371E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.4692969E+22  1.0000000E-33  1.3076430E-02
    5   1.2000000E+01  0.0000000E+00  2.4513935E+22  2.8065874E+19  1.4976425E-02
    6   1.5000000E+01  0.0000000E+00  2.4249972E+22  8.6924074E+19  2.5294624E-02
    7   1.8000000E+01  0.0000000E+00  2.3979742E+22  4.3439020E+19  4.8517008E-02
    8   2.1000000E+01  0.0000000E+00  2.3729786E+22  6.8230052E+19  6.1463286E-02
    9   2.4000000E+01  0.0000000E+00  2.3469304E+22  7.0284445E+19  6.7974726E-02
   10   2.7000000E+01  0.0000000E+00  2.3243032E+22  5.5406242E+19  8.2252460E-02
   11   3.0000000E+01  0.0000000E+00  2.3046647E+22  5.4013420E+19  8.2252460E-02
   12   3.3000000E+01  0.0000000E+00  2.2875521E+22  3.2451262E+19  8.2252460E-02
   13   3.6000000E+01  0.0000000E+00  2.2731269E+22  3.7109329E+19  8.0534273E-02
   14   3.9000000E+01  0.0000000E+00  2.2597811E+22  3.4720629E+19  7.8196102E-02
   15   4.2000000E+01  0.0000000E+00  2.2493027E+22  2.4355378E+19  7.3566458E-02
   16   4.5000000E+01  0.0000000E+00  2.2415293E+22  1.9716264E+19  7.2702060E-02
   17   4.8000000E+01  0.0000000E+00  2.2352357E+22  1.3702237E+19  6.2715209E-02
   18   5.1000000E+01  0.0000000E+00  2.2303020E+22  1.2882450E+19  5.0177613E-02
   19   5.4000000E+01  0.0000000E+00  2.2263705E+22  9.3706377E+18  4.3565459E-02
   20   5.7000000E+01  0.0000000E+00  2.2236483E+22  6.0775688E+18  3.6448815E-02
   21   6.0000000E+01  0.0000000E+00  2.2218989E+22  3.9007587E+18  3.0866925E-02
   22   6.3000000E+01  0.0000000E+00  2.2207457E+22  2.3876553E+18  2.2628147E-02
   23   6.6000000E+01  0.0000000E+00  2.2202216E+22  7.9293005E+17  1.5344114E-02
   24   6.9000000E+01  0.0000000E+00  2.2201600E+22  3.5377337E+17  1.0640519E-02
   25   7.2000000E+01  0.0000000E+00  2.2204403E+22  1.1641690E+18  5.0736004E-03
   26   7.5000000E+01  0.0000000E+00  2.2210034E+22  1.9461803E+18  6.2472111E-04
   27   7.8000000E+01  0.0000000E+00  2.2217668E+22  2.3824916E+18 -2.9662294E-03
   28   8.1000000E+01  0.0000000E+00  2.2225724E+22  2.1866198E+18 -6.2118669E-03
   29   8.4000000E+01  0.0000000E+00  2.2233495E+22  2.0489806E+18 -8.7617470E-03
   30   8.7000000E+01  0.0000000E+00  2.2241243E+22  2.1796088E+18 -9.6059455E-03
   31   9.0000000E+01  0.0000000E+00  2.2248338E+22  1.8060332E+18 -9.6059455E-03
   32   9.3000000E+01  0.0000000E+00  2.2254457E+22  1.6109084E+18 -9.4081790E-03
   33   9.6000000E+01  0.0000000E+00  2.2259343E+22  1.1838933E+18 -8.3857224E-03
   34   9.9000000E+01  0.0000000E+00  2.2263056E+22  8.9112356E+17 -6.9155873E-03
   35   1.0200000E+02  0.0000000E+00  2.2265766E+22  6.8115898E+17 -5.4196130E-03
   36   1.0500000E+02  0.0000000E+00  2.2267590E+22  3.7345919E+17 -4.0768793E-03
   37   1.0800000E+02  0.0000000E+00  2.2268686E+22  2.2839990E+17 -2.8272104E-03
   38   1.1100000E+02  0.0000000E+00  2.2269268E+22  1.0496429E+17 -1.7461231E-03
   39   1.1400000E+02  0.0000000E+00  2.2269448E+22  9.4354359E+16 -9.5408954E-04
   40   1.1700000E+02  0.0000000E+00  2.2269356E+22  1.6077515E+17 -3.0406825E-04
   41   1.2000000E+02  0.0000000E+00  2.2269102E+22  2.2634627E+17  1.6055495E-04
   42   1.2300000E+02  0.0000000E+00  2.2268713E+22  3.1597282E+17  4.4934170E-04
   43   1.2600000E+02  0.0000000E+00  2.2268277E+22  4.0693815E+17  7.0777841E-04
   44   1.2900000E+02  0.0000000E+00  2.2267784E+22  5.4470473E+17  8.1298883E-04
   45   1.3200000E+02  0.0000000E+00  2.2267356E+22  6.8806985E+17  8.3482376E-04
   46   1.3500000E+02  0.0000000E+00  2.2266938E+22  8.6374363E+17  8.3559521E-04
   47   1.3800000E+02  0.0000000E+00  1.7248351E+22  9.3194907E+21  9.4131108E-04
