! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
NODE i02j24k18                  20.87020
       0.0125     1.00967      3476
       0.0375     1.01179       500
       0.0625     1.01410       352
       0.0875     1.01637       252
       0.1125     1.01843       216
       0.1375     1.02023       240
       0.1625     1.02229       184
       0.1875     1.02428       224
       0.2125     1.02611       192
       0.2375     1.02792       200
       0.2625     1.02984       208
       0.2875     1.03187       228
       0.3125     1.03431       260
       0.3375     1.03720       280
       0.3625     1.04068       304
       0.3875     1.04476       332
       0.4125     1.04950       376
       0.4375     1.05272        97
NODE i02j24k19                  20.87064
       0.0125     1.00916      4092
       0.0375     1.01049       692
       0.0625     1.01185       476
       0.0875     1.01312       432
       0.1125     1.01449       344
       0.1375     1.01572       388
       0.1625     1.01694       388
       0.1875     1.01828       408
       0.2125     1.01985       472
       0.2375     1.02169       540
       0.2625     1.02391       616
       0.2875     1.02665       712
       0.3125     1.02959       641
NODE i02j25k07                  20.87012
       0.0125     1.00942      3356
       0.0375     1.01229       420
       0.0625     1.01556       276
       0.0875     1.01822       204
       0.1125     1.02142       196
       0.1375     1.02507       168
       0.1625     1.02891       140
       0.1875     1.03264       116
       0.2125     1.03589       120
       0.2375     1.03989       116
       0.2625     1.04528       128
       0.2875     1.05209        96
       0.3125     1.06036       108
       0.3375     1.06909        76
       0.3625     1.07683        92
       0.3875     1.08917        80
       0.4125     1.10347        76
       0.4375     1.11799        76
       0.4625     1.13537        60
       0.4875     1.15632        64
       0.5125     1.18013        48
       0.5375     1.19974        56
       0.5625     1.23245        52
       0.5875     1.26207        36
       0.6125     1.28073        52
       0.6375     1.31777        40
       0.6625     1.34330        32
       0.6875     1.37302        36
       0.7125     1.39874        28
       0.7375     1.42191        28
       0.7625     1.45961        36
       0.7875     1.48126        12
       0.8125     1.50614        36
       0.8375     1.52970        20
       0.8625     1.54160        20
       0.8875     1.56701        24
       0.9125     1.59181        24
       0.9375     1.61073        13
NODE i02j25k08                  20.86987
       0.0125     1.00964      3068
       0.0375     1.01285       408
       0.0625     1.01717       228
       0.0875     1.02103       196
       0.1125     1.02521       144
       0.1375     1.02952       136
       0.1625     1.03466       132
       0.1875     1.03921       104
       0.2125     1.04350        88
       0.2375     1.04952       112
       0.2625     1.05781        88
       0.2875     1.06396        88
       0.3125     1.07155        80
       0.3375     1.08154        84
       0.3625     1.09604        72
       0.3875     1.10693        56
       0.4125     1.11905        68
       0.4375     1.13757        60
       0.4625     1.15025        52
       0.4875     1.17298        72
       0.5125     1.19844        40
       0.5375     1.21390        48
       0.5625     1.23946        40
       0.5875     1.25318        44
       0.6125     1.29038        48
       0.6375     1.31325        32
       0.6625     1.34499        40
       0.6875     1.37156        24
       0.7125     1.39176        36
       0.7375     1.41330        28
       0.7625     1.43705        36
       0.7875     1.47458        32
       0.8125     1.49756        16
       0.8375     1.51543        28
       0.8625     1.53663        20
       0.8875     1.55454        24
       0.9125     1.57198        20
       0.9375     1.59505        28
       0.9625     1.61214         9
NODE i02j25k09                  20.86985
       0.0125     1.00930      3176
       0.0375     1.01462       320
       0.0625     1.02081       196
       0.0875     1.02651       168
       0.1125     1.03253       116
       0.1375     1.03869       116
       0.1625     1.04493       100
       0.1875     1.05200        80
       0.2125     1.05850        88
       0.2375     1.06695        64
       0.2625     1.07711        92
       0.2875     1.08597        60
       0.3125     1.09546        60
       0.3375     1.10605        56
       0.3625     1.11545        64
       0.3875     1.13349        64
       0.4125     1.14616        56
       0.4375     1.16549        52
       0.4625     1.17191        32
       0.4875     1.19329        56
       0.5125     1.21320        48
       0.5375     1.23301        44
       0.5625     1.25200        36
       0.5875     1.27272        44
       0.6125     1.29620        32
       0.6375     1.31345        40
       0.6625     1.33850        32
       0.6875     1.36308        40
       0.7125     1.38815        16
       0.7375     1.40634        36
       0.7625     1.42547        28
       0.7875     1.44683        36
       0.8125     1.47737        28
       0.8375     1.49674        20
       0.8625     1.51598        28
       0.8875     1.53519        20
       0.9125     1.54996        24
       0.9375     1.56441        20
       0.9625     1.58566        28
       0.9875     1.60005         9
NODE i02j25k10                  20.86947
       0.0125     1.00968      2824
       0.0375     1.01866       316
       0.0625     1.02697       160
       0.0875     1.03526       144
       0.1125     1.04527       116
       0.1375     1.05517       100
       0.1625     1.06433        76
       0.1875     1.07293        76
       0.2125     1.08365        60
       0.2375     1.09201        68
       0.2625     1.10332        60
       0.2875     1.11244        60
       0.3125     1.12409        40
       0.3375     1.13441        64
       0.3625     1.14940        48
       0.3875     1.16191        52
       0.4125     1.17155        28
       0.4375     1.19026        68
       0.4625     1.20554        24
       0.4875     1.21885        56
       0.5125     1.23662        24
       0.5375     1.25437        52
       0.5625     1.26525        28
       0.5875     1.28791        40
       0.6125     1.29761        36
       0.6375     1.32222        36
       0.6625     1.34191        28
       0.6875     1.35999        32
       0.7125     1.37438        32
       0.7375     1.39944        32
       0.7625     1.41402        28
       0.7875     1.43954        36
       0.8125     1.45372        20
       0.8375     1.47539        32
       0.8625     1.49718        24
       0.8875     1.51055        24
       0.9125     1.53007        28
       0.9375     1.54808        24
       0.9625     1.56382        20
       0.9875     1.57508        24
NODE i02j25k11                  20.86915
       0.0125     1.00977      2724
       0.0375     1.02157       272
       0.0625     1.03384       160
       0.0875     1.04571       124
       0.1125     1.05873       108
       0.1375     1.07000        68
       0.1625     1.08075        80
       0.1875     1.09182        48
       0.2125     1.10136        76
       0.2375     1.11711        60
       0.2625     1.12738        52
       0.2875     1.14116        40
       0.3125     1.15285        64
       0.3375     1.16562        32
       0.3625     1.17828        56
       0.3875     1.18832        36
       0.4125     1.20367        36
       0.4375     1.21272        52
       0.4625     1.22841        16
       0.4875     1.23939        56
       0.5125     1.25665        24
       0.5375     1.26389        32
       0.5625     1.27626        48
       0.5875     1.29435        16
       0.6125     1.30647        44
       0.6375     1.32471        32
       0.6625     1.33636        32
       0.6875     1.35210        32
       0.7125     1.37315        36
       0.7375     1.39090        28
       0.7625     1.40414        36
       0.7875     1.41929        20
       0.8125     1.43299        36
       0.8375     1.45383        24
       0.8625     1.45995        24
       0.8875     1.47661        28
       0.9125     1.49063        20
       0.9375     1.50282        28
       0.9625     1.51743        24
       0.9875     1.53175        28
       1.0125     1.54319         9
NODE i02j25k12                  20.86911
       0.0125     1.00953      2768
       0.0375     1.02483       252
       0.0625     1.03784       160
       0.0875     1.05199       124
       0.1125     1.06662        96
       0.1375     1.07960        80
       0.1625     1.09282        72
       0.1875     1.10844        56
       0.2125     1.11701        60
       0.2375     1.13239        52
       0.2625     1.14199        52
       0.2875     1.15654        40
       0.3125     1.16846        64
       0.3375     1.18125        32
       0.3625     1.19185        48
       0.3875     1.20312        28
       0.4125     1.21025        36
       0.4375     1.22199        44
       0.4625     1.23078        32
       0.4875     1.24452        44
       0.5125     1.25522        28
       0.5375     1.26820        40
       0.5625     1.27953        36
       0.5875     1.29004        28
       0.6125     1.30522        52
       0.6375     1.31584        16
       0.6625     1.32554        36
       0.6875     1.33844        36
       0.7125     1.35171        24
       0.7375     1.35912        32
       0.7625     1.37550        32
       0.7875     1.38453        28
       0.8125     1.40234        40
       0.8375     1.41174        16
       0.8625     1.42330        32
       0.8875     1.43845        36
       0.9125     1.44956        20
       0.9375     1.45930        32
       0.9625     1.47597        28
       0.9875     1.48697        28
NODE i02j25k13                  20.86907
       0.0125     1.00977      2736
       0.0375     1.02559       244
       0.0625     1.04071       164
       0.0875     1.05678       128
       0.1125     1.07006        76
       0.1375     1.08233        92
       0.1625     1.09634        56
       0.1875     1.10542        64
       0.2125     1.12049        64
       0.2375     1.12935        52
       0.2625     1.14147        44
       0.2875     1.15057        60
       0.3125     1.16386        32
       0.3375     1.17412        64
       0.3625     1.18521        32
       0.3875     1.19441        48
       0.4125     1.20369        28
       0.4375     1.20954        36
       0.4625     1.21945        44
       0.4875     1.22638        32
       0.5125     1.23743        44
       0.5375     1.24577        28
       0.5625     1.25579        40
       0.5875     1.26469        44
       0.6125     1.27507        28
       0.6375     1.28420        44
       0.6625     1.29522        32
       0.6875     1.30224        32
       0.7125     1.31153        32
       0.7375     1.32439        48
       0.7625     1.33480        16
       0.7875     1.34210        36
       0.8125     1.35607        44
       0.8375     1.36324        20
       0.8625     1.37476        40
       0.8875     1.38875        36
       0.9125     1.40088        32
       0.9375     1.41096        32
       0.9625     1.42459        36
NODE i02j25k14                  20.86892
       0.0125     1.01064      2552
       0.0375     1.02472       276
       0.0625     1.03847       168
       0.0875     1.04972       116
       0.1125     1.06163       100
       0.1375     1.07222        92
       0.1625     1.08606        88
       0.1875     1.09735        56
       0.2125     1.10702        68
       0.2375     1.11495        44
       0.2625     1.12481        64
       0.2875     1.13180        44
       0.3125     1.14100        52
       0.3375     1.14832        52
       0.3625     1.15778        40
       0.3875     1.16562        64
       0.4125     1.17366        32
       0.4375     1.18036        48
       0.4625     1.18709        44
       0.4875     1.19553        36
       0.5125     1.20031        52
       0.5375     1.20987        32
       0.5625     1.21524        48
       0.5875     1.22373        40
       0.6125     1.23019        36
       0.6375     1.23585        36
       0.6625     1.24406        44
       0.6875     1.25380        36
       0.7125     1.25964        52
       0.7375     1.27079        44
       0.7625     1.28042        28
       0.7875     1.28721        56
       0.8125     1.29874        36
       0.8375     1.30963        48
       0.8625     1.32103        40
       0.8875     1.33118        40
       0.9125     1.34438        48
       0.9375     1.35256         9
NODE i02j25k15                  20.86901
       0.0125     1.01115      2540
       0.0375     1.02157       292
       0.0625     1.03102       184
       0.0875     1.04062       140
       0.1125     1.05124       120
       0.1375     1.06093        96
       0.1625     1.06814        72
       0.1875     1.07697        92
       0.2125     1.08488        56
       0.2375     1.09135        80
       0.2625     1.09937        56
       0.2875     1.10606        68
       0.3125     1.11140        44
       0.3375     1.11796        72
       0.3625     1.12348        44
       0.3875     1.12847        52
       0.4125     1.13437        60
       0.4375     1.13942        40
       0.4625     1.14449        64
       0.4875     1.15181        48
       0.5125     1.15756        60
       0.5375     1.16341        44
       0.5625     1.16758        52
       0.5875     1.17478        64
       0.6125     1.18157        48
       0.6375     1.18702        56
       0.6625     1.19560        60
       0.6875     1.20332        52
       0.7125     1.20962        44
       0.7375     1.21720        64
       0.7625     1.22698        56
       0.7875     1.23739        60
       0.8125     1.24910        64
       0.8375     1.26160        60
       0.8625     1.27128        37
NODE i02j25k16                  20.86925
       0.0125     1.01118      2668
       0.0375     1.01817       340
       0.0625     1.02593       208
       0.0875     1.03335       168
       0.1125     1.04098       132
       0.1375     1.04710       100
       0.1625     1.05206       108
       0.1875     1.05945        88
       0.2125     1.06337        72
       0.2375     1.06804        92
       0.2625     1.07371        84
       0.2875     1.07889        84
       0.3125     1.08313        48
       0.3375     1.08646        80
       0.3625     1.09100        72
       0.3875     1.09542        80
       0.4125     1.10049        64
       0.4375     1.10315        52
       0.4625     1.10798        88
       0.4875     1.11286        64
       0.5125     1.11616        72
       0.5375     1.12217        84
       0.5625     1.12808        80
       0.5875     1.13387        76
       0.6125     1.13951        68
       0.6375     1.14524        88
       0.6625     1.15445        92
       0.6875     1.16232        88
       0.7125     1.17211       100
       0.7375     1.18305        96
       0.7625     1.19449        89
NODE i02j25k17                  20.86955
       0.0125     1.01107      2832
       0.0375     1.01520       412
       0.0625     1.01997       240
       0.0875     1.02450       200
       0.1125     1.02900       168
       0.1375     1.03297       148
       0.1625     1.03728       128
       0.1875     1.04087       120
       0.2125     1.04366       104
       0.2375     1.04730       124
       0.2625     1.05051        92
       0.2875     1.05353       116
       0.3125     1.05690       120
       0.3375     1.06018       108
       0.3625     1.06312        84
       0.3875     1.06592       116
       0.4125     1.06973       128
       0.4375     1.07369       112
       0.4625     1.07766       116
       0.4875     1.08198       120
       0.5125     1.08641       144
       0.5375     1.09266       148
       0.5625     1.09889       136
       0.5875     1.10654       172
       0.6125     1.11515       160
       0.6375     1.12510       188
       0.6625     1.13120        25
NODE i02j25k18                  20.87017
       0.0125     1.01019      3348
       0.0375     1.01297       504
       0.0625     1.01585       336
       0.0875     1.01886       260
       0.1125     1.02156       240
       0.1375     1.02433       196
       0.1625     1.02647       172
       0.1875     1.02864       184
       0.2125     1.03102       172
       0.2375     1.03300       168
       0.2625     1.03514       192
       0.2875     1.03753       172
       0.3125     1.03981       192
       0.3375     1.04259       204
       0.3625     1.04549       200
       0.3875     1.04885       260
       0.4125     1.05302       244
       0.4375     1.05749       264
       0.4625     1.06306       300
       0.4875     1.06941       316
       0.5125     1.07637       320
       0.5375     1.08070        37
NODE i02j25k19                  20.87058
       0.0125     1.00954      3904
       0.0375     1.01147       672
       0.0625     1.01314       444
       0.0875     1.01494       380
       0.1125     1.01661       320
       0.1375     1.01804       312
       0.1625     1.01974       320
       0.1875     1.02131       312
       0.2125     1.02295       352
       0.2375     1.02470       328
       0.2625     1.02664       388
       0.2875     1.02899       436
       0.3125     1.03186       500
       0.3375     1.03517       508
       0.3625     1.03905       588
       0.3875     1.04369       620
       0.4125     1.04700       225
NODE i02j26k08                  20.87064
       0.0125     1.00913      4228
       0.0375     1.01080       652
       0.0625     1.01262       436
       0.0875     1.01452       368
       0.1125     1.01617       340
       0.1375     1.01822       304
       0.1625     1.02007       292
       0.1875     1.02251       288
       0.2125     1.02488       276
       0.2375     1.02807       232
       0.2625     1.03141       240
       0.2875     1.03562       228
       0.3125     1.04069       192
       0.3375     1.04663       192
       0.3625     1.05391       172
       0.3875     1.06286       136
       0.4125     1.07348       132
       0.4375     1.08694       120
       0.4625     1.10108        96
       0.4875     1.11741        84
       0.5125     1.13403        84
       0.5375     1.15175        68
       0.5625     1.17640        64
       0.5875     1.20717        68
       0.6125     1.23454        44
       0.6375     1.24766        44
       0.6625     1.28304        56
       0.6875     1.31492        40
       0.7125     1.33696        32
       0.7375     1.37290        52
       0.7625     1.40298        20
       0.7875     1.42392        36
       0.8125     1.45862        36
       0.8375     1.47909        20
       0.8625     1.50139        28
       0.8875     1.53277        32
       0.9125     1.55483        20
       0.9375     1.57270        24
       0.9625     1.59019        20
       0.9875     1.60016         5
NODE i02j26k09                  20.87056
       0.0125     1.00921      4044
       0.0375     1.01116       584
       0.0625     1.01319       404
       0.0875     1.01554       296
       0.1125     1.01731       300
       0.1375     1.01977       264
       0.1625     1.02179       240
       0.1875     1.02432       216
       0.2125     1.02677       228
       0.2375     1.03079       208
       0.2625     1.03385       188
       0.2875     1.03779       192
       0.3125     1.04313       176
       0.3375     1.04968       160
       0.3625     1.05789       156
       0.3875     1.06647       132
       0.4125     1.07748       120
       0.4375     1.08967       112
       0.4625     1.10276        88
       0.4875     1.11842        88
       0.5125     1.13826        80
       0.5375     1.15742        76
       0.5625     1.18042        64
       0.5875     1.20391        56
       0.6125     1.22412        56
       0.6375     1.25595        60
       0.6625     1.28668        36
       0.6875     1.30232        44
       0.7125     1.33258        32
       0.7375     1.35177        40
       0.7625     1.38204        44
       0.7875     1.41228        28
       0.8125     1.43536        36
       0.8375     1.46731        32
       0.8625     1.49513        24
       0.8875     1.50933        24
       0.9125     1.53474        28
       0.9375     1.55457        24
       0.9625     1.57358        24
       0.9875     1.59012        20
NODE i02j26k10                  20.87021
       0.0125     1.00978      3420
       0.0375     1.01232       492
       0.0625     1.01508       332
       0.0875     1.01782       248
       0.1125     1.02047       208
       0.1375     1.02335       200
       0.1625     1.02655       192
       0.1875     1.02990       156
       0.2125     1.03267       144
       0.2375     1.03644       152
       0.2625     1.04090       140
       0.2875     1.04588       136
       0.3125     1.05203       140
       0.3375     1.05908       128
       0.3625     1.06683       112
       0.3875     1.07419       104
       0.4125     1.08364        88
       0.4375     1.09336        92
       0.4625     1.10912       112
       0.4875     1.12668        88
       0.5125     1.14024        56
       0.5375     1.15660        80
       0.5625     1.17784        68
       0.5875     1.19915        60
       0.6125     1.21278        52
       0.6375     1.24207        60
       0.6625     1.26060        36
       0.6875     1.27909        52
       0.7125     1.31252        48
       0.7375     1.33157        32
       0.7625     1.35848        48
       0.7875     1.38591        32
       0.8125     1.40716        40
       0.8375     1.43348        36
       0.8625     1.46049        24
       0.8875     1.46848        24
       0.9125     1.49716        36
       0.9375     1.52240        32
       0.9625     1.54169        24
       0.9875     1.55841        24
       1.0125     1.57150        21
NODE i02j26k11                  20.87006
       0.0125     1.00992      3240
       0.0375     1.01313       444
       0.0625     1.01698       264
       0.0875     1.02048       208
       0.1125     1.02390       188
       0.1375     1.02801       160
       0.1625     1.03204       144
       0.1875     1.03646       148
       0.2125     1.04059       100
       0.2375     1.04455       116
       0.2625     1.04955       120
       0.2875     1.05512       108
       0.3125     1.06132       100
       0.3375     1.06718       100
       0.3625     1.07579        96
       0.3875     1.08600       100
       0.4125     1.09345        76
       0.4375     1.10340        84
       0.4625     1.11563        88
       0.4875     1.12911        64
       0.5125     1.14082        72
       0.5375     1.15801        76
       0.5625     1.17460        60
       0.5875     1.19152        60
       0.6125     1.21311        64
       0.6375     1.23397        56
       0.6625     1.25314        48
       0.6875     1.27828        48
       0.7125     1.28837        36
       0.7375     1.31768        48
       0.7625     1.33755        40
       0.7875     1.36013        40
       0.8125     1.38755        44
       0.8375     1.40848        28
       0.8625     1.42603        36
       0.8875     1.45192        40
       0.9125     1.47414        24
       0.9375     1.48833        32
       0.9625     1.50654        28
       0.9875     1.52357        24
       1.0125     1.54322        32
       1.0375     1.55378         5
NODE i02j26k12                  20.86981
       0.0125     1.01013      3084
       0.0375     1.01537       356
       0.0625     1.02139       240
       0.0875     1.02658       168
       0.1125     1.03230       152
       0.1375     1.03875       132
       0.1625     1.04419       100
       0.1875     1.04881       116
       0.2125     1.05621       104
       0.2375     1.06140        64
       0.2625     1.06720       108
       0.2875     1.07397        68
       0.3125     1.08000        84
       0.3375     1.08921        92
       0.3625     1.09732        60
       0.3875     1.10440        76
       0.4125     1.11167        60
       0.4375     1.12050        76
       0.4625     1.13211        60
       0.4875     1.14025        68
       0.5125     1.15799        84
       0.5375     1.16827        36
       0.5625     1.17933        60
       0.5875     1.19368        68
       0.6125     1.20766        52
       0.6375     1.22564        60
       0.6625     1.24539        44
       0.6875     1.26143        52
       0.7125     1.27625        44
       0.7375     1.29066        52
       0.7625     1.31625        48
       0.7875     1.33260        40
       0.8125     1.35106        40
       0.8375     1.37335        52
       0.8625     1.39184        28
       0.8875     1.40606        36
       0.9125     1.42870        40
       0.9375     1.45013        36
       0.9625     1.46843        32
       0.9875     1.48342        32
       1.0125     1.50081        32
       1.0375     1.50983         5
NODE i02j26k13                  20.86964
       0.0125     1.01040      2948
       0.0375     1.01741       356
       0.0625     1.02573       192
       0.0875     1.03291       180
       0.1125     1.04048       108
       0.1375     1.04663       120
       0.1625     1.05374        92
       0.1875     1.06117       104
       0.2125     1.06687        80
       0.2375     1.07430        88
       0.2625     1.08089        64
       0.2875     1.08884        84
       0.3125     1.09521        64
       0.3375     1.10295        80
       0.3625     1.11132        56
       0.3875     1.11873        68
       0.4125     1.12498        52
       0.4375     1.13322        76
       0.4625     1.14283        48
       0.4875     1.15289        72
       0.5125     1.16151        48
       0.5375     1.17166        64
       0.5625     1.18294        56
       0.5875     1.19242        52
       0.6125     1.20797        60
       0.6375     1.21721        52
       0.6625     1.23277        64
       0.6875     1.24793        48
       0.7125     1.26003        48
       0.7375     1.27992        64
       0.7625     1.29249        36
       0.7875     1.30741        48
       0.8125     1.32744        52
       0.8375     1.34495        44
       0.8625     1.35959        40
       0.8875     1.37470        44
       0.9125     1.39410        40
       0.9375     1.41140        40
       0.9625     1.42765        36
       0.9875     1.44413        40
       1.0125     1.45657        21
NODE i02j26k14                  20.86919
       0.0125     1.01147      2628
       0.0375     1.01906       304
       0.0625     1.02717       232
       0.0875     1.03538       148
       0.1125     1.04232       128
       0.1375     1.05071       108
       0.1625     1.05946       108
       0.1875     1.06621        84
       0.2125     1.07363        96
       0.2375     1.08036        64
       0.2625     1.08654        76
       0.2875     1.09343        68
       0.3125     1.10137        92
       0.3375     1.10847        48
       0.3625     1.11424        72
       0.3875     1.12156        56
       0.4125     1.12845        76
       0.4375     1.13417        36
       0.4625     1.14160        84
       0.4875     1.15001        48
       0.5125     1.15866        72
       0.5375     1.16600        48
       0.5625     1.17446        64
       0.5875     1.18369        56
       0.6125     1.19136        60
       0.6375     1.20384        52
       0.6625     1.21127        52
       0.6875     1.22413        72
       0.7125     1.23687        48
       0.7375     1.24658        56
       0.7625     1.26234        68
       0.7875     1.27807        48
       0.8125     1.29137        56
       0.8375     1.30802        56
       0.8625     1.32276        48
       0.8875     1.33816        64
       0.9125     1.35625        48
       0.9375     1.37189        44
       0.9625     1.38803        48
       0.9875     1.39792         9
NODE i02j26k15                  20.86932
       0.0125     1.01139      2724
       0.0375     1.01902       336
       0.0625     1.02722       232
       0.0875     1.03611       160
       0.1125     1.04232       116
       0.1375     1.04996       128
       0.1625     1.05758       104
       0.1875     1.06431       100
       0.2125     1.07152        88
       0.2375     1.07603        64
       0.2625     1.08219        88
       0.2875     1.08813        64
       0.3125     1.09319        76
       0.3375     1.09988        84
       0.3625     1.10651        76
       0.3875     1.11212        56
       0.4125     1.11710        72
       0.4375     1.12259        56
       0.4625     1.12873        80
       0.4875     1.13487        48
       0.5125     1.13986        76
       0.5375     1.14832        68
       0.5625     1.15426        60
       0.5875     1.16366        88
       0.6125     1.17150        56
       0.6375     1.17897        72
       0.6625     1.18903        76
       0.6875     1.19979        60
       0.7125     1.20936        68
       0.7375     1.21747        64
       0.7625     1.23030        68
       0.7875     1.24354        80
       0.8125     1.25697        64
       0.8375     1.27395        80
       0.8625     1.28928        60
       0.8875     1.30248        68
       0.9125     1.32102        69
NODE i02j26k16                  20.86912
       0.0125     1.01212      2620
       0.0375     1.01782       356
       0.0625     1.02492       264
       0.0875     1.03189       156
       0.1125     1.03728       136
       0.1375     1.04310       148
       0.1625     1.04968       112
       0.1875     1.05469        96
       0.2125     1.06035       112
       0.2375     1.06567        96
       0.2625     1.06958        84
       0.2875     1.07524        92
       0.3125     1.07969        84
       0.3375     1.08462        96
       0.3625     1.08839        56
       0.3875     1.09266        84
       0.4125     1.09707        84
       0.4375     1.10207        84
       0.4625     1.10722        92
       0.4875     1.11332        76
       0.5125     1.11766        88
       0.5375     1.12418        88
       0.5625     1.12991        88
       0.5875     1.13528        76
       0.6125     1.14347        96
       0.6375     1.15204       100
       0.6625     1.16054        96
       0.6875     1.16997        88
       0.7125     1.18084       104
       0.7375     1.18994        88
       0.7625     1.20399       108
       0.7875     1.21881       108
       0.8125     1.23295        96
       0.8375     1.24757        89
NODE i02j26k17                  20.86964
       0.0125     1.01136      2884
       0.0375     1.01609       432
       0.0625     1.02108       252
       0.0875     1.02612       224
       0.1125     1.03094       168
       0.1375     1.03512       140
       0.1625     1.03972       160
       0.1875     1.04389       120
       0.2125     1.04786       128
       0.2375     1.05170       124
       0.2625     1.05594       116
       0.2875     1.05882       100
       0.3125     1.06262       128
       0.3375     1.06626        88
       0.3625     1.06870       108
       0.3875     1.07280       112
       0.4125     1.07648       112
       0.4375     1.08011       104
       0.4625     1.08407       128
       0.4875     1.08910       116
       0.5125     1.09392       128
       0.5375     1.09977       144
       0.5625     1.10595       124
       0.5875     1.11228       144
       0.6125     1.12101       148
       0.6375     1.12996       160
       0.6625     1.13965       152
       0.6875     1.15125       176
       0.7125     1.16369       160
       0.7375     1.17582       145
NODE i02j26k18                  20.87028
       0.0125     1.01040      3428
       0.0375     1.01420       532
       0.0625     1.01746       348
       0.0875     1.02078       240
       0.1125     1.02405       240
       0.1375     1.02720       196
       0.1625     1.02986       180
       0.1875     1.03227       164
       0.2125     1.03471       184
       0.2375     1.03758       172
       0.2625     1.04033       184
       0.2875     1.04303       160
       0.3125     1.04555       160
       0.3375     1.04810       176
       0.3625     1.05103       192
       0.3875     1.05441       184
       0.4125     1.05792       200
       0.4375     1.06201       216
       0.4625     1.06701       252
       0.4875     1.07234       244
       0.5125     1.07892       256
       0.5375     1.08611       256
       0.5625     1.09394       268
       0.5875     1.10271       300
       0.6125     1.11294       280
       0.6375     1.11826        13
NODE i02j26k19                  20.87063
       0.0125     1.00974      3984
       0.0375     1.01245       648
       0.0625     1.01457       456
       0.0875     1.01675       356
       0.1125     1.01875       300
       0.1375     1.02068       296
       0.1625     1.02245       272
       0.1875     1.02446       288
       0.2125     1.02614       272
       0.2375     1.02818       296
       0.2625     1.03027       296
       0.2875     1.03234       312
       0.3125     1.03496       360
       0.3375     1.03775       372
       0.3625     1.04116       404
       0.3875     1.04530       452
       0.4125     1.05011       480
       0.4375     1.05562       504
       0.4625     1.06171       508
       0.4875     1.06845       524
       0.5125     1.07244        69
NODE i02j27k09                  20.87100
       0.0125     1.00860      6348
       0.0375     1.01004      1060
       0.0625     1.01123       828
       0.0875     1.01246       760
       0.1125     1.01367       736
       0.1375     1.01506       712
       0.1625     1.01686       732
       0.1875     1.01890       656
       0.2125     1.02123       612
       0.2375     1.02401       548
       0.2625     1.02730       492
       0.2875     1.03120       400
       0.3125     1.03533       356
       0.3375     1.04032       308
       0.3625     1.04668       232
       0.3875     1.05317       244
       0.4125     1.06144       184
       0.4375     1.07111       168
       0.4625     1.08307       148
       0.4875     1.09623       120
       0.5125     1.11299       112
       0.5375     1.13125        92
       0.5625     1.14981        76
       0.5875     1.16674        76
       0.6125     1.19115        64
       0.6375     1.22105        68
       0.6625     1.24857        52
       0.6875     1.27191        52
       0.7125     1.29905        48
       0.7375     1.32776        32
       0.7625     1.34753        48
       0.7875     1.38450        36
       0.8125     1.40481        28
       0.8375     1.42643        36
       0.8625     1.45750        32
       0.8875     1.48600        32
       0.9125     1.50415        24
       0.9375     1.52457        28
       0.9625     1.54573        24
       0.9875     1.56950        28
       1.0125     1.58524         9
NODE i02j27k10                  20.87097
       0.0125     1.00871      5680
       0.0375     1.00999      1020
       0.0625     1.01155       716
       0.0875     1.01285       680
       0.1125     1.01383       608
       0.1375     1.01563       640
       0.1625     1.01740       600
       0.1875     1.01936       580
       0.2125     1.02150       556
       0.2375     1.02474       480
       0.2625     1.02819       428
       0.2875     1.03186       384
       0.3125     1.03601       324
       0.3375     1.04123       288
       0.3625     1.04795       252
       0.3875     1.05448       208
       0.4125     1.06249       204
       0.4375     1.07232       152
       0.4625     1.08175       128
       0.4875     1.09390       132
       0.5125     1.10956       120
       0.5375     1.12690        96
       0.5625     1.14662        84
       0.5875     1.16994        88
       0.6125     1.19353        60
       0.6375     1.21411        68
       0.6625     1.23491        56
       0.6875     1.26451        60
       0.7125     1.29286        36
       0.7375     1.30912        52
       0.7625     1.34401        48
       0.7875     1.37060        24
       0.8125     1.38813        44
       0.8375     1.42474        40
       0.8625     1.44515        24
       0.8875     1.46467        32
       0.9125     1.49572        36
       0.9375     1.52128        32
       0.9625     1.53823        20
       0.9875     1.55388        24
       1.0125     1.57056        24
NODE i02j27k11                  20.87087
       0.0125     1.00893      5076
       0.0375     1.01066       816
       0.0625     1.01221       568
       0.0875     1.01384       488
       0.1125     1.01549       436
       0.1375     1.01719       428
       0.1625     1.01898       420
       0.1875     1.02117       388
       0.2125     1.02362       388
       0.2375     1.02637       364
       0.2625     1.02995       320
       0.2875     1.03388       320
       0.3125     1.03829       280
       0.3375     1.04404       244
       0.3625     1.04963       216
       0.3875     1.05654       224
       0.4125     1.06524       160
       0.4375     1.07420       152
       0.4625     1.08421       152
       0.4875     1.09643       128
       0.5125     1.10939       108
       0.5375     1.12409       104
       0.5625     1.14240       104
       0.5875     1.16077        80
       0.6125     1.17764        72
       0.6375     1.19425        68
       0.6625     1.21834        72
       0.6875     1.24188        64
       0.7125     1.26440        48
       0.7375     1.28617        60
       0.7625     1.31624        48
