! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
       0.1125     1.32287         8
       0.1375     1.38869         8
       0.1625     1.29598         8
       0.1875     1.29244        16
       0.2375     1.25010         8
       0.2625     1.24850        16
       0.2875     1.19334        16
       0.3125     1.27275         8
       0.3375     1.16202        24
       0.3625     1.24930        12
       0.3875     1.17589        24
       0.4125     1.09641        16
       0.4375     1.14316        32
       0.4625     1.11280        36
       0.4875     1.13446        16
       0.5125     1.08761        48
       0.5375     1.09686        40
       0.5625     1.09119        44
       0.5875     1.07381        48
       0.6125     1.08099        76
       0.6375     1.07358       104
       0.6625     1.08138       112
       0.6875     1.04770       128
       0.7125     1.04395       144
       0.7375     1.02947       156
       0.7625     1.01849       192
       0.7875     1.01265       216
       0.8125     1.00937       232
       0.8375     1.00683       320
       0.8625     1.00651       332
       0.8875     1.00754       396
       0.9125     1.01559       324
       0.9375     1.04592       196
       0.9625     1.09849       108
       0.9875     1.15684        80
       1.0125     1.20552        52
       1.0375     1.26172        45
NODE i02j15k06                  20.55700
       0.0125     1.15562        68
       0.0375     1.09723        32
       0.0625     1.07195        52
       0.0875     1.05588        44
       0.1125     1.04456        88
       0.1375     1.03246       124
       0.1625     1.02462       184
       0.1875     1.01947       352
       0.2125     1.01160       484
       0.2375     1.00711       552
       0.2625     1.00676       656
       0.2875     1.00972       568
       0.3125     1.03585       224
       0.3375     1.08123       116
       0.3625     1.12597        68
       0.3875     1.16534        52
       0.4125     1.20585        48
       0.4375     1.23103         9
NODE i02j15k07                  20.73610
       0.0125     1.02914       160
       0.0375     1.01623       252
       0.0625     1.01172       684
       0.0875     1.00707      1020
       0.1125     1.00738       984
       0.1375     1.02325       288
       0.1625     1.05554       120
       0.1875     1.08782        76
       0.2125     1.11452        68
       0.2375     1.14266        32
       0.2625     1.16548        37
NODE i02j15k08                  20.79950
       0.0125     1.01246       452
       0.0375     1.00755      1584
       0.0625     1.00765      1188
       0.0875     1.02545       204
       0.1125     1.04518       100
       0.1375     1.06561        56
       0.1625     1.08149        56
       0.1875     1.10025        44
       0.2125     1.11366        32
       0.2375     1.12012         5
NODE i02j15k09                  20.83021
       0.0125     1.00803      1644
       0.0375     1.00754      1588
       0.0625     1.02063       196
       0.0875     1.03433        96
       0.1125     1.04697        60
       0.1375     1.05583        48
       0.1625     1.06730        44
       0.1875     1.07464        36
       0.2125     1.08072         9
NODE i02j15k10                  20.84692
       0.0125     1.00771      2980
       0.0375     1.01141       368
       0.0625     1.02048       132
       0.0875     1.02865        64
       0.1125     1.03425        64
       0.1375     1.04084        44
       0.1625     1.04612        40
       0.1875     1.04988        29
NODE i02j15k11                  20.85635
       0.0125     1.00777      3144
       0.0375     1.01173       228
       0.0625     1.01667       108
       0.0875     1.02094        80
       0.1125     1.02526        64
       0.1375     1.02851        48
       0.1625     1.03107        40
       0.1875     1.03322         9
NODE i02j15k12                  20.86210
       0.0125     1.00776      3416
       0.0375     1.01012       212
       0.0625     1.01330       120
       0.0875     1.01592        84
       0.1125     1.01787        60
       0.1375     1.01886        52
       0.1625     1.02017        25
NODE i02j16k01                  18.39243
       0.0125     2.73992       112
       0.0875     1.56737         8
       0.1375     1.86339        16
       0.1625     1.66324         8
       0.1875     2.26625        16
       0.2125     2.97904         8
       0.2875     1.70666        16
       0.3125     2.51183        16
       0.3375     1.49798        24
       0.3875     2.49956         8
       0.4125     2.10197         8
       0.4375     1.55472        16
       0.4625     2.34980         8
       0.4875     1.47063        16
       0.5125     1.94245        24
       0.5375     1.68633        24
       0.5875     1.65641        16
       0.6125     1.82347        44
       0.6375     1.57837         8
       0.6625     1.42633        16
       0.6875     1.07858        12
       0.7125     1.27038        16
       0.7375     1.49568        24
       0.7875     1.34902        16
       0.8125     1.31526        24
       0.8375     1.16869        32
       0.8625     1.53329         8
       0.8875     1.38471        24
       0.9125     1.48519        28
       0.9375     1.13994        32
       0.9625     1.02687        12
       0.9875     1.27495        16
       1.0125     1.10315        16
       1.0375     1.14851        32
       1.0625     1.02097         8
       1.0875     1.04899        24
       1.1125     1.15593        32
       1.1375     1.24295        24
       1.1625     1.16859        28
       1.1875     1.02966        32
       1.2125     1.15470        12
       1.2375     1.09841        24
       1.2625     1.04734        32
       1.2875     1.08936        24
       1.3125     1.03600        32
       1.3375     1.11908        36
       1.3625     1.04443        16
       1.3875     1.01402        32
       1.4125     1.02844        20
       1.4375     1.04269        24
       1.4625     1.03236        48
       1.4875     1.05971        36
       1.5125     1.01945        32
       1.5375     1.02074        16
       1.5625     1.01420        40
       1.5875     1.02055        28
       1.6125     1.02994        44
       1.6375     1.01038        24
       1.6625     1.00749        40
       1.6875     1.00943        24
       1.7125     1.01094        48
       1.7375     1.01419        40
       1.7625     1.00792        32
       1.7875     1.00726        32
       1.8125     1.00656        40
       1.8375     1.01093        36
       1.8625     1.00582        52
       1.8875     1.00633        32
       1.9125     1.00857        52
       1.9375     1.00553        32
       1.9625     1.00644        48
       1.9875     1.00612        64
       2.0125     1.00626        16
       2.0375     1.00634        48
       2.0625     1.00653        68
       2.0875     1.00686        36
       2.1125     1.00746        72
       2.1375     1.00788        44
       2.1625     1.00888        52
       2.1875     1.00951        60
NODE i02j16k02                  18.64713
       0.0125     2.67693       112
       0.0375     2.60544        16
       0.1375     1.93153        16
       0.1625     2.64221         8
       0.1875     1.79220        16
       0.2125     1.38282         8
       0.2875     2.21263        16
       0.3125     1.40327         8
       0.3375     1.62535        16
       0.3625     1.25843         8
       0.3875     2.02118        16
       0.4125     1.19472         8
       0.4375     1.30782         8
       0.4625     1.80537        16
       0.4875     1.41859         8
       0.5125     1.46386        16
       0.5375     1.90241         8
       0.5625     1.12610        20
       0.5875     1.34211        24
       0.6125     1.81461         8
       0.6375     1.14280         8
       0.6625     1.55823        24
       0.6875     1.19708        24
       0.7125     1.37993        16
       0.7375     1.57479        16
       0.7625     1.36237        24
       0.7875     1.24140        24
       0.8125     1.57212        36
       0.8375     1.04438        20
       0.8625     1.25116        16
       0.8875     1.17279        16
       0.9125     1.28057        24
       0.9375     1.03296        24
       0.9625     1.18094        40
       1.0125     1.22913        40
       1.0375     1.10319        44
       1.0625     1.01727        20
       1.0875     1.14269        24
       1.1125     1.05888        24
       1.1375     1.12905        24
       1.1625     1.05751        32
       1.1875     1.14162        32
       1.2125     1.15864        36
       1.2375     1.03032        44
       1.2625     1.06664        24
       1.2875     1.04210        24
       1.3125     1.03636        32
       1.3375     1.03833        40
       1.3625     1.05761        44
       1.3875     1.03527        24
       1.4125     1.01558        36
       1.4375     1.03292        24
       1.4625     1.02615        48
       1.4875     1.01970        60
       1.5125     1.01360        24
       1.5375     1.01106        48
       1.5625     1.01785        36
       1.5875     1.01730        52
       1.6125     1.00686        40
       1.6375     1.01120        40
       1.6625     1.00958        72
       1.6875     1.00717        32
       1.7125     1.00785        40
       1.7375     1.00786        68
       1.7625     1.00561        40
       1.7875     1.00622        44
       1.8125     1.00633        84
       1.8375     1.00570        32
       1.8625     1.00629        80
       1.8875     1.00615        56
       1.9125     1.00646        68
       1.9375     1.00658        60
       1.9625     1.00714        84
       1.9875     1.00805        68
       2.0125     1.00919        84
       2.0375     1.01104        96
       2.0625     1.01447        96
       2.0875     1.02068        92
       2.1125     1.03074       112
       2.1375     1.05284       116
       2.1625     1.09092       112
       2.1875     1.15397        92
NODE i02j16k03                  19.04354
       0.0125     2.46022       112
       0.0375     1.86993        16
       0.1125     1.50708         8
       0.1375     2.06963         8
       0.1625     1.60187         8
       0.1875     1.37019        20
       0.2625     1.64137        16
       0.2875     1.56475        16
       0.3125     1.26111         8
       0.3625     1.48446        16
       0.3875     1.30578         8
       0.4125     1.47165        16
       0.4375     1.43103        16
       0.4875     1.24900        28
       0.5125     1.46078        16
       0.5625     1.15640         8
       0.5875     1.30728        32
       0.6125     1.18196        16
       0.6375     1.47640         8
       0.6625     1.24339        16
       0.6875     1.21385        32
       0.7125     1.05391        20
       0.7375     1.25641        16
       0.7625     1.22161        24
       0.7875     1.22254        16
       0.8125     1.09195        40
       0.8375     1.26635        24
       0.8625     1.21225        32
       0.8875     1.10104        32
       0.9125     1.26855        56
       0.9375     1.10853        24
       0.9625     1.11158        32
       0.9875     1.03058        32
       1.0125     1.11957        32
       1.0375     1.11162        48
       1.0625     1.09231        56
       1.0875     1.08513        24
       1.1125     1.05436        40
       1.1375     1.02102        40
       1.1625     1.09136        48
       1.1875     1.02963        64
       1.2125     1.05665        32
       1.2375     1.02300        48
       1.2625     1.04170        72
       1.2875     1.02598        36
       1.3125     1.01609        52
       1.3375     1.01579        56
       1.3625     1.01548        68
       1.3875     1.01054        56
       1.4125     1.01823        72
       1.4375     1.00746        64
       1.4625     1.00834        72
       1.4875     1.00905        72
       1.5125     1.00765        80
       1.5375     1.00723        80
       1.5625     1.00654       108
       1.5875     1.00646        84
       1.6125     1.00639       100
       1.6375     1.00655       104
       1.6625     1.00709       132
       1.6875     1.00858       136
       1.7125     1.01194       156
       1.7375     1.01999       168
       1.7625     1.04042       172
       1.7875     1.08457       120
       1.8125     1.15255       104
       1.8375     1.25459        76
       1.8625     1.34224        68
       1.8875     1.44741        44
       1.9125     1.53015        25
NODE i02j16k04                  19.45853
       0.0125     2.09480        88
       0.0875     1.61049         8
       0.1125     1.72020         8
       0.1375     1.45811         8
       0.1625     1.38605         8
       0.1875     1.48959         8
       0.2125     1.60752         8
       0.2625     1.35293         8
       0.2875     1.34220        16
       0.3125     1.52101        12
       0.3625     1.28260         8
       0.3875     1.34966        24
       0.4125     1.16934         8
       0.4375     1.23727         8
       0.4625     1.35462        16
       0.4875     1.16433         8
       0.5125     1.20429        28
       0.5375     1.26952         8
       0.5625     1.23464        16
       0.5875     1.17834        24
       0.6125     1.19115        16
       0.6375     1.16020        24
       0.6625     1.17995        16
       0.6875     1.10411        28
       0.7125     1.14521        24
       0.7375     1.09450        40
       0.7625     1.13223         8
       0.7875     1.10471        48
       0.8125     1.16395        28
       0.8375     1.11478        56
       0.8625     1.07870        48
       0.8875     1.12247        48
       0.9125     1.13782        80
       0.9375     1.07964        64
       0.9625     1.05245        64
       0.9875     1.08776        76
       1.0125     1.03931        52
       1.0375     1.03752        96
       1.0625     1.03556        92
       1.0875     1.02345        76
       1.1125     1.03321       100
       1.1375     1.01550       108
       1.1625     1.01508       116
       1.1875     1.01030       128
       1.2125     1.00828       144
       1.2375     1.00718       172
       1.2625     1.00640       168
       1.2875     1.00666       220
       1.3125     1.00739       240
       1.3375     1.01088       240
       1.3625     1.02414       252
       1.3875     1.06770       172
       1.4125     1.13978       112
       1.4375     1.23308        76
       1.4625     1.31207        68
       1.4875     1.40355        40
       1.5125     1.47322        29
NODE i02j16k05                  20.12598
       0.0125     1.50081        60
       0.0375     1.34394         8
       0.0625     1.27676         8
       0.0875     1.24438         8
       0.1125     1.29921         8
       0.1375     1.21038        16
       0.1625     1.26461        12
       0.1875     1.21853        16
       0.2125     1.14453        16
       0.2375     1.19598        16
       0.2625     1.13171        28
       0.2875     1.15815        16
       0.3125     1.11498        32
       0.3375     1.11779        32
       0.3625     1.09362        36
       0.3875     1.07652        48
       0.4125     1.08056        56
       0.4375     1.07565        60
       0.4625     1.05912        80
       0.4875     1.05943       108
       0.5125     1.05325       148
       0.5375     1.04595       164
       0.5625     1.02489       216
       0.5875     1.01929       244
       0.6125     1.01056       284
       0.6375     1.00734       352
       0.6625     1.00661       384
       0.6875     1.00776       420
       0.7125     1.01923       356
       0.7375     1.06603       196
       0.7625     1.13531       100
       0.7875     1.21302        64
       0.8125     1.28293        60
       0.8375     1.34973        32
       0.8625     1.41022        37
NODE i02j16k06                  20.60050
       0.0125     1.10846        84
       0.0375     1.06781        36
       0.0625     1.05022        64
       0.0875     1.03821        92
       0.1125     1.02431       144
       0.1375     1.01975       260
       0.1625     1.01511       448
       0.1875     1.00865       576
       0.2125     1.00672       664
       0.2375     1.00820       680
       0.2625     1.03044       300
       0.2875     1.08556       132
       0.3125     1.14704        64
       0.3375     1.19800        68
       0.3625     1.25340        40
       0.3875     1.29295        40
       0.4125     1.33796        29
NODE i02j16k07                  20.74509
       0.0125     1.02660       176
       0.0375     1.01447       316
       0.0625     1.00987       828
       0.0875     1.00705      1144
       0.1125     1.00974       748
       0.1375     1.04614       184
       0.1625     1.09032       104
       0.1875     1.13113        72
       0.2125     1.17175        48
       0.2375     1.20619        32
       0.2625     1.23027        32
       0.2875     1.26399        36
NODE i02j16k08                  20.80157
       0.0125     1.01195       484
       0.0375     1.00752      1672
       0.0625     1.00825      1048
       0.0875     1.03532       184
       0.1125     1.06696        92
       0.1375     1.09381        64
       0.1625     1.11513        56
       0.1875     1.13973        32
       0.2125     1.16437        44
       0.2375     1.18271        24
       0.2625     1.19369        21
NODE i02j16k09                  20.83076
       0.0125     1.00807      1696
       0.0375     1.00763      1496
       0.0625     1.02621       180
       0.0875     1.04622        96
       0.1125     1.06336        60
       0.1375     1.08069        48
       0.1625     1.09290        44
       0.1875     1.10890        32
       0.2125     1.11870        32
       0.2375     1.12809        28
       0.2625     1.13611         9
NODE i02j16k10                  20.84718
       0.0125     1.00772      2944
       0.0375     1.01355       340
       0.0625     1.02787       132
       0.0875     1.03889        64
       0.1125     1.04913        64
       0.1375     1.05699        40
       0.1625     1.06459        40
       0.1875     1.07292        36
       0.2125     1.08066        36
       0.2375     1.08542        24
NODE i02j16k11                  20.85683
       0.0125     1.00780      3088
       0.0375     1.01396       212
       0.0625     1.02173       128
       0.0875     1.02927        68
       0.1125     1.03393        48
       0.1375     1.03898        56
       0.1625     1.04291        32
       0.1875     1.04787        44
       0.2125     1.05092        24
       0.2375     1.05396        21
NODE i02j16k12                  20.86243
       0.0125     1.00780      3348
       0.0375     1.01187       200
       0.0625     1.01670       120
       0.0875     1.02038        76
       0.1125     1.02325        56
       0.1375     1.02548        60
       0.1625     1.02758        40
       0.1875     1.02949        40
       0.2125     1.03139        29
NODE i02j16k13                  20.86564
       0.0125     1.00783      3328
       0.0375     1.01081       204
       0.0625     1.01313       132
       0.0875     1.01504        84
       0.1125     1.01691        76
       0.1375     1.01846        56
       0.1625     1.01972        52
       0.1875     1.02082        37
NODE i02j17k01                  19.26373
       0.0125     2.05660       108
       0.0875     1.54387         8
       0.1125     1.85767         8
       0.1375     1.66181         8
       0.1625     1.38789         8
       0.1875     1.31573         8
       0.2125     1.42908         8
       0.2375     1.63517        16
       0.2875     1.29336         8
       0.3125     1.41842        16
       0.3375     1.35189        20
       0.3875     1.23119         8
       0.4125     1.54280         8
       0.4375     1.29470        24
       0.4625     1.12623         8
       0.4875     1.33552        16
       0.5125     1.30025        16
       0.5375     1.27733        16
       0.5625     1.09036        20
       0.5875     1.26398        16
       0.6125     1.24630        16
       0.6375     1.17214        16
       0.6625     1.16681        32
       0.6875     1.25060        24
       0.7125     1.12253        24
       0.7375     1.22930        28
       0.7625     1.18470        16
       0.7875     1.13326        32
       0.8125     1.03077        24
       0.8375     1.17126        48
       0.8625     1.16018        32
       0.8875     1.09029        60
       0.9125     1.23979        36
       0.9375     1.10014        48
       0.9625     1.03429        40
       0.9875     1.11104        40
       1.0125     1.07343        80
       1.0375     1.08411        32
       1.0625     1.02963        56
       1.0875     1.06377        56
       1.1125     1.02661        76
       1.1375     1.03898        36
       1.1625     1.02578        72
       1.1875     1.03582        68
       1.2125     1.01561        76
       1.2375     1.02309        84
       1.2625     1.01473        64
       1.2875     1.01067       112
       1.3125     1.00720        64
       1.3375     1.01035       112
       1.3625     1.00781       112
       1.3875     1.00634        96
       1.4125     1.00654       132
       1.4375     1.00663       152
       1.4625     1.00728       164
       1.4875     1.00929       168
       1.5125     1.01453       188
       1.5375     1.03224       200
       1.5625     1.07744       160
       1.5875     1.16197       124
       1.6125     1.27853        92
       1.6375     1.40160        64
       1.6625     1.55279        52
       1.6875     1.66220        40
       1.7125     1.77531        29
NODE i02j17k02                  19.39717
       0.0125     2.10019       108
       0.0375     1.52909        16
       0.0625     1.80293        12
       0.1375     1.42815         8
       0.1625     1.59973        16
       0.1875     1.30769         8
       0.2125     1.25164         8
       0.2375     1.46449        16
       0.2625     1.44020         8
       0.2875     1.23590         8
       0.3375     1.28777        36
       0.3875     1.19010         8
       0.4125     1.34855        16
       0.4375     1.13213        24
       0.4625     1.40500         8
       0.4875     1.22560        16
       0.5125     1.15933        16
       0.5375     1.07561        20
       0.5625     1.18857        24
       0.5875     1.21242        16
       0.6125     1.17869        32
       0.6375     1.10723        16
       0.6625     1.21818        24
       0.6875     1.10654        24
       0.7125     1.06670        36
       0.7375     1.13982        24
       0.7625     1.11529        32
       0.7875     1.12931        56
       0.8125     1.14473        32
       0.8375     1.16158        76
       0.8625     1.11352        36
       0.8875     1.05073        40
       0.9125     1.07128        56
       0.9375     1.09901        76
       0.9625     1.04457        44
       0.9875     1.04228        56
       1.0125     1.05026        64
       1.0375     1.03210        88
       1.0625     1.02444        56
       1.0875     1.03588        92
       1.1125     1.01089        68
       1.1375     1.02269        88
       1.1625     1.01057        76
       1.1875     1.01250       120
       1.2125     1.00804        88
       1.2375     1.00806       104
       1.2625     1.00691       140
       1.2875     1.00674       136
       1.3125     1.00661       160
       1.3375     1.00714       168
       1.3625     1.00862       188
       1.3875     1.01433       216
       1.4125     1.03304       204
       1.4375     1.08241       172
       1.4625     1.17563       120
       1.4875     1.29595        76
       1.5125     1.41216        64
       1.5375     1.54018        44
       1.5625     1.65040        44
       1.5875     1.76483        25
NODE i02j17k03                  19.54177
       0.0125     1.95725        88
       0.0875     1.54683         8
       0.1125     1.64431         8
       0.1375     1.41195         8
       0.1625     1.34812         8
       0.1875     1.44441         8
       0.2125     1.54929         8
       0.2375     1.32101         8
       0.2625     1.24792         8
       0.2875     1.37294        20
       0.3375     1.26048         8
       0.3625     1.32185        24
       0.3875     1.15667         8
       0.4125     1.21919         8
       0.4375     1.32772        16
       0.4625     1.15134         8
       0.4875     1.19052        36
       0.5375     1.21801        16
       0.5625     1.12911        32
       0.5875     1.19792        16
       0.6125     1.15163        24
       0.6375     1.05413        20
       0.6625     1.16395        32
       0.6875     1.12136        32
       0.7125     1.08883        24
       0.7375     1.09922        48
       0.7625     1.15687        28
       0.7875     1.11029        56
       0.8125     1.07046        56
       0.8375     1.16233        48
       0.8625     1.09490        80
       0.8875     1.06344        56
       0.9125     1.06039        72
       0.9375     1.05846        96
       0.9625     1.04639        64
       0.9875     1.05241       108
       1.0125     1.02319        76
       1.0375     1.02291       124
       1.0625     1.01529       100
       1.0875     1.01484       116
       1.1125     1.01052       144
       1.1375     1.00926       152
       1.1625     1.00717       172
       1.1875     1.00657       184
       1.2125     1.00689       232
       1.2375     1.00843       252
       1.2625     1.01583       276
       1.2875     1.04685       224
       1.3125     1.11799       144
       1.3375     1.22570        92
       1.3625     1.33127        68
       1.3875     1.44628        48
       1.4125     1.54329        52
       1.4375     1.67166        32
       1.4625     1.73963        13
NODE i02j17k04                  19.92083
       0.0125     1.69390        64
       0.0375     1.39604         8
       0.0625     1.34802         8
       0.0875     1.41762         8
       0.1375     1.31886         8
       0.1625     1.26309        20
       0.1875     1.26663         8
       0.2125     1.32079         8
       0.2375     1.19345        16
       0.2625     1.26009        16
       0.2875     1.17106         8
       0.3125     1.20506        28
       0.3375     1.14688         8
       0.3625     1.18586        24
       0.3875     1.11160        16
       0.4125     1.17066        24
       0.4375     1.11839        36
       0.4625     1.14026        16
       0.4875     1.10913        40
       0.5125     1.10144        40
       0.5375     1.09477        44
       0.5625     1.06439        56
       0.5875     1.08427        56
       0.6125     1.08026        76
       0.6375     1.07520        96
       0.6625     1.06119       120
       0.6875     1.05570       128
       0.7125     1.03187       128
       0.7375     1.02874       176
       0.7625     1.01885       180
       0.7875     1.01284       192
       0.8125     1.00915       272
       0.8375     1.00693       292
       0.8625     1.00699       312
       0.8875     1.00953       380
       0.9125     1.02966       296
       0.9375     1.08775       168
       0.9625     1.18589       108
       0.9875     1.27946        72
       1.0125     1.39974        52
       1.0375     1.48502        40
       1.0625     1.56300        40
       1.0875     1.65170        29
NODE i02j17k05                  20.38191
       0.0125     1.30354        60
       0.0375     1.19800        16
       0.0625     1.17491        16
       0.0875     1.15080        28
       0.1125     1.12992         8
       0.1375     1.10967        32
       0.1625     1.08898        36
       0.1875     1.08454        48
       0.2125     1.06155        52
       0.2375     1.06267        64
       0.2625     1.04688        92
       0.2875     1.03404       124
       0.3125     1.03245       196
       0.3375     1.02577       292
       0.3625     1.01376       356
       0.3875     1.00769       408
       0.4125     1.00659       468
       0.4375     1.00768       540
       0.4625     1.02329       380
       0.4875     1.09061       172
       0.5125     1.17559       100
       0.5375     1.25605        64
       0.5625     1.34511        56
       0.5875     1.43215        44
       0.6125     1.50604        32
       0.6375     1.56548        28
       0.6625     1.61365         9
NODE i02j17k06                  20.65770
       0.0125     1.07302        92
       0.0375     1.04160        76
       0.0625     1.02668       128
       0.0875     1.01942       220
       0.1125     1.01498       476
       0.1375     1.00853       652
       0.1625     1.00691       772
       0.1875     1.01008       684
       0.2125     1.05252       248
       0.2375     1.13103       112
       0.2625     1.20056        68
       0.2875     1.27384        56
       0.3125     1.33737        40
       0.3375     1.39395        36
       0.3625     1.43738        24
       0.3875     1.49043        32
       0.4125     1.52017         5
NODE i02j17k07                  20.75771
       0.0125     1.02221       204
       0.0375     1.01235       428
       0.0625     1.00828      1088
       0.0875     1.00730      1196
       0.1125     1.02690       368
       0.1375     1.08810       132
       0.1625     1.14322        72
       0.1875     1.19188        56
       0.2125     1.23563        40
       0.2375     1.27959        40
       0.2625     1.32256        36
       0.2875     1.35529        24
       0.3125     1.38806        28
       0.3375     1.41501         9
NODE i02j17k08                  20.80617
       0.0125     1.01118       568
       0.0375     1.00742      1872
       0.0625     1.01072       764
       0.0875     1.05285       160
       0.1125     1.09429        80
       0.1375     1.12538        64
       0.1625     1.16302        44
       0.1875     1.19405        48
       0.2125     1.22325        24
       0.2375     1.24613        28
       0.2625     1.26872        32
       0.2875     1.29088        24
       0.3125     1.30754        13
NODE i02j17k09                  20.83237
       0.0125     1.00804      1836
       0.0375     1.00797      1316
       0.0625     1.03661       168
       0.0875     1.06675       108
       0.1125     1.09161        52
       0.1375     1.11462        56
       0.1625     1.13664        40
       0.1875     1.15492        32
       0.2125     1.16656        24
       0.2375     1.17910        28
       0.2625     1.19339        24
       0.2875     1.20702        28
       0.3125     1.21754         9
NODE i02j17k10                  20.84807
       0.0125     1.00784      2924
       0.0375     1.01730       308
       0.0625     1.03598       116
       0.0875     1.05240        80
       0.1125     1.06701        52
       0.1375     1.08275        56
       0.1625     1.09500        40
       0.1875     1.10533        24
       0.2125     1.11221        32
       0.2375     1.12174        28
       0.2625     1.12898        24
       0.2875     1.13588        28
       0.3125     1.14144         9
NODE i02j17k11                  20.85755
       0.0125     1.00784      3024
       0.0375     1.01728       216
       0.0625     1.02829       108
       0.0875     1.03868        80
       0.1125     1.04683        52
       0.1375     1.05419        48
       0.1625     1.06285        48
       0.1875     1.06826        24
       0.2125     1.07193        32
       0.2375     1.07642        28
       0.2625     1.08068        24
       0.2875     1.08538        28
       0.3125     1.08695         9
NODE i02j17k12                  20.86246
       0.0125     1.00782      3272
       0.0375     1.01416       200
       0.0625     1.02106       112
       0.0875     1.02710        80
       0.1125     1.03300        64
       0.1375     1.03741        48
       0.1625     1.04053        48
       0.1875     1.04325        32
       0.2125     1.04565        32
       0.2375     1.04785        36
       0.2625     1.05052        24
       0.2875     1.05234        21
NODE i02j17k13                  20.86589
       0.0125     1.00786      3220
       0.0375     1.01225       220
       0.0625     1.01579       108
       0.0875     1.01856        96
       0.1125     1.02173        76
       0.1375     1.02412        56
       0.1625     1.02628        48
       0.1875     1.02800        48
       0.2125     1.02961        48
       0.2375     1.03136        40
       0.2625     1.03226         9
NODE i02j17k14                  20.86786
       0.0125     1.00789      3396
       0.0375     1.01042       236
       0.0625     1.01232       156
       0.0875     1.01393        96
       0.1125     1.01558       100
       0.1375     1.01683        64
       0.1625     1.01795        80
       0.1875     1.01911        60
       0.2125     1.01985        37
NODE i02j17k15                  20.86916
       0.0125     1.00793      3532
       0.0375     1.00931       292
       0.0625     1.01034       184
       0.0875     1.01122       156
       0.1125     1.01206       140
       0.1375     1.01285       124
       0.1625     1.01343        61
NODE i02j18k01                  20.45502
       0.0125     1.24952        60
       0.0375     1.14843        24
       0.0625     1.13914        16
       0.0875     1.10709        28
       0.1125     1.09050        32
       0.1375     1.08255        44
       0.1625     1.06012        48
       0.1875     1.04554        92
       0.2125     1.04150       108
       0.2375     1.02825       148
       0.2625     1.02629       280
       0.2875     1.01665       364
       0.3125     1.00952       400
       0.3375     1.00676       512
       0.3625     1.00741       568
       0.3875     1.02224       436
       0.4125     1.10810       196
       0.4375     1.23168       104
       0.4625     1.35736        68
       0.4875     1.48812        48
       0.5125     1.59693        48
       0.5375     1.70637        28
       0.5625     1.79135        32
       0.5875     1.88099        28
       0.6125     1.95207         9
NODE i02j18k02                  20.37042
       0.0125     1.31201        60
       0.0375     1.20328        16
       0.0625     1.17956        16
       0.0875     1.13102        20
       0.1125     1.15289        16
       0.1375     1.11266        32
       0.1625     1.09115        34
       0.1875     1.09444        34
       0.2125     1.07832        48
       0.2375     1.05788        60
       0.2625     1.04191        84
       0.2875     1.04657        96
       0.3125     1.03226       180
       0.3375     1.02896       248
       0.3625     1.01815       328
       0.3875     1.01020       372
       0.4125     1.00684       460
       0.4375     1.00705       500
       0.4625     1.01433       452
       0.4875     1.07331       244
       0.5125     1.18368       128
       0.5375     1.31163        72
       0.5625     1.43199        60
       0.5875     1.56286        48
       0.6125     1.68213        44
       0.6375     1.78986        24
       0.6625     1.86402        24
       0.6875     1.92517        21
NODE i02j18k03                  20.38490
       0.0125     1.30158        60
       0.0375     1.19703        16
       0.0625     1.17349        16
       0.0875     1.14984        28
       0.1125     1.12881         8
       0.1375     1.10864        32
       0.1625     1.08799        36
       0.1875     1.08370        48
       0.2125     1.06102        52
       0.2375     1.05548        72
       0.2625     1.04618        84
       0.2875     1.03934       140
       0.3125     1.02992       212
       0.3375     1.02209       292
       0.3625     1.01314       356
       0.3875     1.00760       408
       0.4125     1.00678       500
       0.4375     1.00885       516
       0.4625     1.03784       348
       0.4875     1.14086       156
       0.5125     1.27163       100
       0.5375     1.39265        56
       0.5625     1.49474        48
       0.5875     1.60277        40
       0.6125     1.70697        36
       0.6375     1.78591        24
       0.6625     1.86735        28
       0.6875     1.93646         9
NODE i02j18k04                  20.49303
       0.0125     1.20243        68
       0.0375     1.12587        16
       0.0625     1.10960        28
       0.0875     1.09385        40
       0.1125     1.07259        44
       0.1375     1.05695        56
       0.1625     1.04469        76
       0.1875     1.03689       124
       0.2125     1.02540       164
       0.2375     1.02247       328
       0.2625     1.01285       400
       0.2875     1.00792       492
       0.3125     1.00686       564
       0.3375     1.01020       560
       0.3625     1.04795       304
       0.3875     1.14900       132
       0.4125     1.26705        84
       0.4375     1.38735        64
       0.4625     1.48257        40
       0.4875     1.57787        40
       0.5125     1.67409        36
       0.5375     1.74722        24
       0.5625     1.82322        28
       0.5875     1.88605         9
NODE i02j18k05                  20.62933
       0.0125     1.08953        84
       0.0375     1.05002        52
       0.0625     1.03790        84
       0.0875     1.02593       148
       0.1125     1.01927       240
       0.1375     1.01472       488
       0.1625     1.00848       596
       0.1875     1.00695       716
       0.2125     1.01114       640
       0.2375     1.06471       252
       0.2625     1.16283       120
       0.2875     1.26673        68
       0.3125     1.36044        56
       0.3375     1.44613        40
       0.3625     1.53143        40
       0.3875     1.60873        28
