# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  1.6938635E+26
# TOTAL STDEV:  6.6715101E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  4.2032825E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  4.2017248E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  4.1947860E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  4.1901414E+22  1.0000000E-33  2.3844635E-03
    5   1.2000000E+01  0.0000000E+00  4.1847033E+22  8.2621038E+18  2.7322601E-03
    6   1.5000000E+01  0.0000000E+00  4.1768292E+22  2.5549633E+19  4.5142687E-03
    7   1.8000000E+01  0.0000000E+00  4.1688211E+22  1.3297823E+19  8.4404193E-03
    8   2.1000000E+01  0.0000000E+00  4.1614198E+22  2.0601618E+19  1.0525935E-02
    9   2.4000000E+01  0.0000000E+00  4.1537513E+22  2.1001138E+19  1.1527446E-02
   10   2.7000000E+01  0.0000000E+00  4.1470623E+22  1.6184301E+19  1.3683357E-02
   11   3.0000000E+01  0.0000000E+00  4.1414568E+22  1.5264772E+19  1.3683357E-02
   12   3.3000000E+01  0.0000000E+00  4.1367813E+22  8.8862528E+18  1.3683357E-02
   13   3.6000000E+01  0.0000000E+00  4.1330530E+22  8.9968135E+18  1.2837774E-02
   14   3.9000000E+01  0.0000000E+00  4.1300193E+22  7.7024054E+18  1.1851503E-02
   15   4.2000000E+01  0.0000000E+00  4.1278311E+22  5.0293595E+18  1.0362639E-02
   16   4.5000000E+01  0.0000000E+00  4.1262920E+22  3.8596287E+18  9.1736827E-03
   17   4.8000000E+01  0.0000000E+00  4.1251336E+22  2.6242550E+18  7.1513153E-03
   18   5.1000000E+01  0.0000000E+00  4.1241957E+22  2.6135685E+18  5.4051096E-03
   19   5.4000000E+01  0.0000000E+00  4.1233670E+22  2.2557474E+18  4.3504768E-03
   20   5.7000000E+01  0.0000000E+00  4.1226683E+22  1.9010574E+18  3.7507637E-03
   21   6.0000000E+01  0.0000000E+00  4.1220530E+22  1.6915900E+18  3.5160544E-03
   22   6.3000000E+01  0.0000000E+00  4.1214373E+22  1.8390582E+18  3.1340454E-03
   23   6.6000000E+01  0.0000000E+00  4.1208608E+22  1.6880217E+18  3.0613124E-03
   24   6.9000000E+01  0.0000000E+00  4.1202937E+22  1.6163118E+18  3.0613124E-03
   25   7.2000000E+01  0.0000000E+00  4.1197160E+22  1.7138599E+18  3.0961841E-03
   26   7.5000000E+01  0.0000000E+00  4.1190467E+22  2.0495050E+18  3.2948894E-03
   27   7.8000000E+01  0.0000000E+00  4.1183545E+22  2.2312218E+18  3.9798108E-03
   28   8.1000000E+01  0.0000000E+00  4.1176783E+22  2.0514842E+18  4.2850091E-03
   29   8.4000000E+01  0.0000000E+00  4.1170759E+22  2.3680069E+18  4.2850091E-03
   30   8.7000000E+01  0.0000000E+00  4.1164852E+22  3.7776013E+18  4.2850091E-03
   31   9.0000000E+01  0.0000000E+00  4.1160008E+22  6.4348852E+18  4.0887518E-03
   32   9.3000000E+01  0.0000000E+00  4.1156043E+22  1.0318375E+19  4.0228492E-03
   33   9.6000000E+01  0.0000000E+00  4.1155545E+22  1.5525389E+19  3.4715240E-03
   34   9.9000000E+01  0.0000000E+00  2.9386926E+22  1.8633523E+22  3.4715240E-03
   35   1.0200000E+02  0.0000000E+00  2.5899927E+22  1.9910482E+22  4.2310623E+00
   36   1.0500000E+02  0.0000000E+00  1.9303786E+22  2.0576714E+22  1.0140182E+01
   37   1.0800000E+02  0.0000000E+00  1.8688993E+22  2.0519456E+22  1.0140182E+01
   38   1.1100000E+02  0.0000000E+00  1.3702996E+22  1.9423980E+22  1.0140182E+01
