# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  2.2440441E+26
# TOTAL STDEV:  4.0798471E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  5.7157565E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  5.6929466E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  5.5806648E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  5.5081854E+22  2.4072753E+15  2.8738581E-02
    5   1.2000000E+01  0.0000000E+00  5.4273598E+22  1.1824166E+20  3.2241149E-02
    6   1.5000000E+01  0.0000000E+00  5.3171379E+22  3.4897137E+20  5.1384659E-02
    7   1.8000000E+01  0.0000000E+00  5.2107798E+22  1.6670087E+20  9.1948090E-02
    8   2.1000000E+01  0.0000000E+00  5.1202834E+22  2.4142335E+20  1.1082431E-01
    9   2.4000000E+01  0.0000000E+00  5.0313386E+22  2.3237998E+20  1.1365319E-01
   10   2.7000000E+01  0.0000000E+00  4.9576164E+22  1.7159125E+20  1.2532369E-01
   11   3.0000000E+01  0.0000000E+00  4.8994282E+22  1.5293031E+20  1.2532369E-01
   12   3.3000000E+01  0.0000000E+00  4.8550810E+22  7.6386410E+19  1.2532369E-01
   13   3.6000000E+01  0.0000000E+00  4.8256774E+22  6.3207402E+19  1.1205876E-01
   14   3.9000000E+01  0.0000000E+00  4.8073829E+22  3.5902097E+19  9.5401246E-02
   15   4.2000000E+01  0.0000000E+00  4.7991015E+22  1.2826174E+19  6.9814753E-02
   16   4.5000000E+01  0.0000000E+00  4.7959531E+22  5.6099414E+18  4.7453012E-02
   17   4.8000000E+01  0.0000000E+00  4.7945339E+22  2.5028316E+18  2.3265139E-02
   18   5.1000000E+01  0.0000000E+00  4.7936584E+22  2.3407633E+18  9.5117913E-03
   19   5.4000000E+01  0.0000000E+00  4.7928455E+22  2.2749753E+18  4.5858293E-03
   20   5.7000000E+01  0.0000000E+00  4.7920527E+22  2.2284851E+18  3.0595892E-03
   21   6.0000000E+01  0.0000000E+00  4.7912615E+22  2.2381117E+18  3.0595892E-03
   22   6.3000000E+01  0.0000000E+00  4.7903670E+22  2.7340152E+18  3.2192531E-03
   23   6.6000000E+01  0.0000000E+00  4.7894648E+22  2.5558120E+18  3.8270793E-03
   24   6.9000000E+01  0.0000000E+00  4.7885572E+22  2.4710514E+18  4.0489034E-03
   25   7.2000000E+01  0.0000000E+00  4.7875973E+22  2.7010637E+18  4.2633188E-03
   26   7.5000000E+01  0.0000000E+00  4.7865448E+22  3.1514357E+18  4.7104012E-03
   27   7.8000000E+01  0.0000000E+00  4.7854105E+22  3.3810036E+18  5.3860915E-03
   28   8.1000000E+01  0.0000000E+00  4.7843067E+22  3.0579978E+18  6.0426208E-03
   29   8.4000000E+01  0.0000000E+00  4.7832122E+22  2.9937365E+18  6.1126617E-03
   30   8.7000000E+01  0.0000000E+00  4.7820260E+22  3.5613494E+18  6.2911673E-03
   31   9.0000000E+01  0.0000000E+00  4.7807861E+22  3.4966153E+18  7.0677658E-03
   32   9.3000000E+01  0.0000000E+00  4.7794730E+22  3.9162279E+18  7.6488987E-03
   33   9.6000000E+01  0.0000000E+00  4.7781425E+22  3.7771670E+18  8.3780403E-03
   34   9.9000000E+01  0.0000000E+00  4.7767881E+22  3.9885542E+18  8.7690128E-03
   35   1.0200000E+02  0.0000000E+00  4.7753644E+22  4.4144133E+18  9.2130784E-03
   36   1.0500000E+02  0.0000000E+00  4.7739339E+22  3.8885527E+18  9.9853209E-03
   37   1.0800000E+02  0.0000000E+00  4.7724788E+22  4.2923316E+18  1.0335515E-02
   38   1.1100000E+02  0.0000000E+00  4.7709742E+22  4.2104931E+18  1.0821287E-02
