# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  1.9513293E+25
# TOTAL STDEV:  7.6394315E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.0758087E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.0586623E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  9.8668103E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  9.3841629E+21  6.0181881E+14  1.0158677E-01
    5   1.2000000E+01  0.0000000E+00  8.8387078E+21  8.0135589E+19  1.2369291E-01
    6   1.5000000E+01  0.0000000E+00  8.0676491E+21  2.4818396E+20  2.0815613E-01
    7   1.8000000E+01  0.0000000E+00  7.3478655E+21  1.0806760E+20  4.0905756E-01
    8   2.1000000E+01  0.0000000E+00  6.7577501E+21  1.5889470E+20  5.1256838E-01
    9   2.4000000E+01  0.0000000E+00  6.1876079E+21  1.4462930E+20  5.4310406E-01
   10   2.7000000E+01  0.0000000E+00  5.7610801E+21  9.4053199E+19  6.0639962E-01
   11   3.0000000E+01  0.0000000E+00  5.4489860E+21  7.9948653E+19  6.0639962E-01
   12   3.3000000E+01  0.0000000E+00  5.2178917E+21  4.0101674E+19  6.0639962E-01
   13   3.6000000E+01  0.0000000E+00  5.0554465E+21  3.7566476E+19  5.2861784E-01
   14   3.9000000E+01  0.0000000E+00  4.9341891E+21  2.8801507E+19  4.5468490E-01
   15   4.2000000E+01  0.0000000E+00  4.8604369E+21  1.4341337E+19  3.6348409E-01
   16   4.5000000E+01  0.0000000E+00  4.8187761E+21  9.6420608E+18  3.0331112E-01
   17   4.8000000E+01  0.0000000E+00  4.7937531E+21  4.2842442E+18  2.0321702E-01
   18   5.1000000E+01  0.0000000E+00  4.7798277E+21  3.4073901E+18  1.2477187E-01
   19   5.4000000E+01  0.0000000E+00  4.7701864E+21  2.2716120E+18  8.0670013E-02
   20   5.7000000E+01  0.0000000E+00  4.7639998E+21  1.4500277E+18  4.7986108E-02
   21   6.0000000E+01  0.0000000E+00  4.7598834E+21  9.6271520E+17  3.5324961E-02
   22   6.3000000E+01  0.0000000E+00  4.7567354E+21  8.0876716E+17  2.4003064E-02
   23   6.6000000E+01  0.0000000E+00  4.7544392E+21  5.9306605E+17  1.6852844E-02
   24   6.9000000E+01  0.0000000E+00  4.7526428E+21  4.5208567E+17  1.3559758E-02
   25   7.2000000E+01  0.0000000E+00  4.7511005E+21  3.9819198E+17  1.0379098E-02
   26   7.5000000E+01  0.0000000E+00  4.7496005E+21  4.3048264E+17  8.5015300E-03
   27   7.8000000E+01  0.0000000E+00  4.7481290E+21  4.6357753E+17  7.9006214E-03
   28   8.1000000E+01  0.0000000E+00  4.7467693E+21  4.2414540E+17  7.7351064E-03
   29   8.4000000E+01  0.0000000E+00  4.7455806E+21  4.8963085E+17  7.7351064E-03
   30   8.7000000E+01  0.0000000E+00  4.7444468E+21  8.1866319E+17  7.5890964E-03
   31   9.0000000E+01  0.0000000E+00  4.7435358E+21  1.4137298E+18  6.8867698E-03
   32   9.3000000E+01  0.0000000E+00  4.7428652E+21  2.2055297E+18  6.8093684E-03
   33   9.6000000E+01  0.0000000E+00  3.3288829E+21  2.1740215E+21  6.8093684E-03
   34   9.9000000E+01  0.0000000E+00  2.8048227E+21  2.3352438E+21  5.5666955E+00
   35   1.0200000E+02  0.0000000E+00  2.4567668E+21  2.3728994E+21  5.5666955E+00
   36   1.0500000E+02  0.0000000E+00  1.8364295E+21  2.3134966E+21  1.0039590E+01
   37   1.0800000E+02  0.0000000E+00  1.8075490E+21  2.3052033E+21  5.5666955E+00
