! validate_calib3.py -- the corrections measured on the models
!
! 331 nodes
!
! integrated over the mask, corrected divided by true:
!   uncorrected  median 0.6657, 16th and 84th 0.5372 0.9232
!   hicorrect2   median 0.9420, 16th and 84th 0.8401 1.2174
!   table, column median 0.9820, 16th and 84th 0.9230 1.0032
!   table, column and T median 0.9770, 16th and 84th 0.8629 1.0545
!   table, all three median 0.9843, 16th and 84th 0.9457 1.0264
!   hicorrect3.py median 0.9904, 16th and 84th 0.9538 1.0171
!
! relative residual against the radius from the center of the core, median over the nodes
!   radius    uncorrect   hicorrect2       column     column+T    all three   hicorrect3
       3.0      -0.4537      -0.1400      -0.0939      -0.0562      -0.0271      -0.0315
       9.0      -0.4349      -0.1115      -0.0651      -0.0311      -0.0219      -0.0221
      15.0      -0.3490      -0.0606      -0.0197      -0.0051       0.0044      -0.0009
      21.0      -0.3256      -0.0163      -0.0105       0.0096       0.0095       0.0067
      27.0      -0.3168      -0.0086      -0.0076       0.0029       0.0047       0.0017
      33.0      -0.3248      -0.0054      -0.0062      -0.0002      -0.0033      -0.0033
      39.0      -0.3364      -0.0113      -0.0087       0.0018      -0.0142      -0.0066
      45.0      -0.3353      -0.0216      -0.0100       0.0021      -0.0184      -0.0097
      51.0      -0.3356      -0.0218      -0.0077      -0.0049      -0.0189      -0.0112
      57.0      -0.3548      -0.0236      -0.0067      -0.0097      -0.0162      -0.0089
      63.0      -0.3468      -0.0176      -0.0048      -0.0096      -0.0157      -0.0043
      69.0      -0.3388      -0.0217      -0.0034       0.0029      -0.0151      -0.0047
      75.0      -0.3366      -0.0176      -0.0022       0.0007      -0.0152      -0.0045
      81.0      -0.3468      -0.0120      -0.0008      -0.0038      -0.0177      -0.0037
      87.0      -0.3572      -0.0125      -0.0006      -0.0085      -0.0154      -0.0020
      93.0      -0.3463      -0.0159      -0.0005      -0.0128      -0.0186      -0.0047
      99.0      -0.3520      -0.0159      -0.0012      -0.0128      -0.0177      -0.0029
     105.0      -0.3608      -0.0143      -0.0016      -0.0104      -0.0171      -0.0018
     111.0      -0.3643      -0.0123      -0.0011      -0.0177      -0.0155      -0.0025
     117.0      -0.3635      -0.0124      -0.0018      -0.0207      -0.0176      -0.0064
     123.0      -0.3854      -0.0099      -0.0021      -0.0176      -0.0185      -0.0058
     129.0      -0.3647      -0.0083      -0.0011      -0.0123      -0.0157      -0.0063
     135.0      -0.4073      -0.0109      -0.0018      -0.0078      -0.0148      -0.0039
     141.0      -0.4236      -0.0097       0.0002       0.0011      -0.0136      -0.0044
     147.0      -0.4218      -0.0077       0.0025      -0.0156      -0.0158      -0.0062
     153.0      -0.3635      -0.0107       0.0031      -0.0156      -0.0153      -0.0022
     159.0      -0.4218      -0.0111       0.0020      -0.0130      -0.0157       0.0014
     165.0      -0.4283      -0.0100       0.0031      -0.0142      -0.0155       0.0028
     171.0      -0.3859      -0.0100       0.0029      -0.0068      -0.0150       0.0024
     177.0      -0.3625      -0.0097       0.0037       0.0009      -0.0153       0.0020
     183.0      -0.3625      -0.0107       0.0031       0.0001      -0.0173       0.0019
     189.0      -0.3624      -0.0103       0.0028      -0.0010      -0.0222       0.0022
     195.0      -0.3620      -0.0072       0.0033      -0.0156      -0.0236       0.0023
     201.0      -0.3618      -0.0055       0.0038      -0.0156      -0.0230       0.0028
     207.0      -0.3618      -0.0012       0.0037      -0.0156      -0.0204       0.0020
     213.0      -0.3618      -0.0039       0.0027      -0.0157      -0.0190      -0.0002
     219.0      -0.3618      -0.0052       0.0012      -0.0157      -0.0198      -0.0025
     225.0      -0.4153      -0.0066      -0.0011      -0.0100      -0.0202      -0.0009
     231.0      -0.4281      -0.0105      -0.0018      -0.0064      -0.0174      -0.0013
