! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 2089 nodes measured, 0 not measured, 26072617 pixels
! 26072617 pixels in the histogram; pixels outside the range of each axis (below, above):
!   x from   20.0000 to   24.5000: 0 below, 0 above
!   y from    3.0000 to   50.0000: 0 below, 0 above
!   z from   -1.0000 to    1.0000: 0 below, 0 above
!   f from    0.5000 to    8.0428: 0 below, 0 above
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    20.875     18.50   -0.6000        116    0.7160    0.7457    0.7873
    20.875     18.50   -0.1500        176    0.7258    0.7662    0.7873
    20.875     18.50   -0.0750         36    0.7662    0.7767    0.8089
    20.875     18.50   -0.0350         28    0.7873    0.8540    0.8656
    20.875     18.50    0.0100         20    0.8774    0.8894    0.9138
    20.875     18.50    0.0750         28    1.1351    1.1663    1.4684
    20.875     18.50    0.1500         61    1.6589    2.0886    3.2663
    20.875     18.70   -0.6000         68    0.7767    0.7873    0.8089
    20.875     18.70   -0.1500        220    0.7873    0.8199    0.8540
    20.875     18.70    0.0750         20    1.0048    1.1351    1.1663
    20.875     18.70    0.1500         36    1.3175    1.4684    1.9518
    20.875     18.90   -0.1500        348    0.8311    0.8540    0.8656
    20.875     18.90   -0.0750         48    0.8425    0.8774    0.9015
    20.875     19.10   -0.1500        300    0.9015    0.9138    0.9263
    20.875     19.10   -0.0750         40    0.8774    0.8894    0.9263
    20.875     19.10   -0.0350         44    0.9015    0.9015    0.9389
    20.875     19.10    0.0100         56    0.9263    0.9389    0.9389
    20.875     19.10    0.0350         20    0.9647    1.0048    1.1198
    20.875     19.10    0.1500         28    1.1047    1.1506    1.1506
    20.875     19.30   -0.1500       1720    0.9517    0.9647    0.9647
    20.875     19.30   -0.0750      14356    0.9647    0.9779    0.9912
    20.875     19.30   -0.0350      21880    0.9779    0.9779    0.9912
    20.875     19.30   -0.0100      15712    0.9912    0.9912    1.0048
    20.875     19.30    0.0100       1164    0.9517    0.9647    1.0048
    20.875     19.30    0.0350        468    0.9779    1.0048    1.0464
    20.875     19.30    0.0750        216    1.0899    1.1506    1.2650
    20.875     19.30    0.1500         21    1.1506    1.1983    1.2312
    20.875     19.50   -0.1500         52    0.9517    0.9517    0.9517
    20.875     19.50   -0.0750       6344    0.9912    0.9912    1.0048
    20.875     19.50   -0.0350      30744    0.9912    1.0048    1.0048
    20.875     19.50   -0.0100     224188    1.0048    1.0048    1.0048
    20.875     19.50    0.0100     195552    1.0048    1.0048    1.0048
    20.875     19.50    0.0350        640    0.9779    0.9912    1.0048
    20.875     19.50    0.0750        276    1.0185    1.0464    1.0899
    20.875     19.70   -0.0750        136    0.9912    1.0048    1.0048
    20.875     19.70   -0.0350       1156    0.9912    1.0185    1.0185
    20.875     19.70   -0.0100        484    1.0185    1.0185    1.0185
    20.875     19.70    0.0100        504    1.0185    1.0185    1.0185
