# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  5.4856240E+24
# TOTAL STDEV:  7.7595962E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.1172343E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.0295951E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.6259706E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.3891225E+22  1.0000000E-33  3.1989079E-01
    5   1.2000000E+01  0.0000000E+00  1.1452654E+22  3.4460024E+20  3.8827681E-01
    6   1.5000000E+01  0.0000000E+00  8.4526220E+21  9.0316328E+20  6.7100408E-01
    7   1.8000000E+01  0.0000000E+00  5.8626878E+21  3.7438091E+20  1.3612080E+00
    8   2.1000000E+01  0.0000000E+00  3.9728129E+21  4.5978797E+20  2.0067212E+00
    9   2.4000000E+01  0.0000000E+00  2.4633321E+21  3.3860350E+20  2.5243728E+00
   10   2.7000000E+01  0.0000000E+00  1.5488679E+21  1.6692312E+20  3.5793789E+00
   11   3.0000000E+01  0.0000000E+00  1.0777194E+21  9.6340117E+19  3.5793789E+00
   12   3.3000000E+01  0.0000000E+00  8.5907990E+20  2.6034156E+19  3.5793789E+00
   13   3.6000000E+01  0.0000000E+00  7.8081370E+20  1.1474041E+19  3.4422489E+00
   14   3.9000000E+01  0.0000000E+00  7.5528238E+20  3.1545273E+18  2.3789748E+00
   15   4.2000000E+01  0.0000000E+00  7.4968838E+20  5.1037900E+17  1.0978489E+00
   16   4.5000000E+01  0.0000000E+00  7.4863853E+20  1.3655061E+17  4.1533948E-01
   17   4.8000000E+01  0.0000000E+00  7.4830735E+20  5.8839887E+16  1.0031391E-01
   18   5.1000000E+01  0.0000000E+00  7.4808155E+20  6.5512921E+16  2.0311762E-02
   19   5.4000000E+01  0.0000000E+00  7.4784504E+20  6.7701215E+16  6.8558764E-03
   20   5.7000000E+01  0.0000000E+00  7.4760706E+20  6.6953800E+16  5.8865736E-03
   21   6.0000000E+01  0.0000000E+00  7.4736879E+20  6.7327467E+16  5.8865736E-03
   22   6.3000000E+01  0.0000000E+00  7.4709935E+20  8.2394566E+16  6.2146607E-03
   23   6.6000000E+01  0.0000000E+00  7.4682783E+20  7.7074188E+16  7.3904971E-03
   24   6.9000000E+01  0.0000000E+00  7.4655513E+20  7.4544554E+16  7.8136730E-03
   25   7.2000000E+01  0.0000000E+00  7.4626644E+20  8.1815662E+16  8.2159100E-03
   26   7.5000000E+01  0.0000000E+00  7.4595091E+20  9.5061547E+16  9.0878020E-03
   27   7.8000000E+01  0.0000000E+00  7.4560994E+20  1.0210257E+17  1.0359732E-02
   28   8.1000000E+01  0.0000000E+00  7.4527858E+20  9.2375603E+16  1.1656927E-02
   29   8.4000000E+01  0.0000000E+00  7.4494985E+20  8.9966391E+16  1.1778331E-02
   30   8.7000000E+01  0.0000000E+00  7.4459234E+20  1.0730663E+17  1.2131048E-02
   31   9.0000000E+01  0.0000000E+00  7.4421971E+20  1.0574139E+17  1.3679354E-02
   32   9.3000000E+01  0.0000000E+00  7.4382373E+20  1.1853140E+17  1.4765586E-02
   33   9.6000000E+01  0.0000000E+00  7.4342294E+20  1.1403630E+17  1.6230840E-02
   34   9.9000000E+01  0.0000000E+00  7.4301377E+20  1.2031837E+17  1.6976307E-02
   35   1.0200000E+02  0.0000000E+00  7.4258381E+20  1.3327408E+17  1.7890928E-02
   36   1.0500000E+02  0.0000000E+00  7.4215136E+20  1.1747186E+17  1.9389951E-02
   37   1.0800000E+02  0.0000000E+00  7.4171224E+20  1.2953142E+17  2.0095708E-02
