# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  2.1285253E+25
# TOTAL STDEV:  3.4727361E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  5.4787528E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  5.4737272E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  5.4456361E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  5.4287544E+21  1.0000000E-33  7.4229465E-03
    5   1.2000000E+01  0.0000000E+00  5.4072480E+21  4.2358250E+18  7.6575391E-03
    6   1.5000000E+01  0.0000000E+00  5.3767012E+21  9.9537918E+18  1.3797993E-02
    7   1.8000000E+01  0.0000000E+00  5.3461454E+21  4.5535254E+18  2.5388355E-02
    8   2.1000000E+01  0.0000000E+00  5.3178863E+21  7.3422405E+18  3.1259115E-02
    9   2.4000000E+01  0.0000000E+00  5.2904015E+21  7.1040498E+18  3.4381297E-02
   10   2.7000000E+01  0.0000000E+00  5.2665077E+21  5.7197852E+18  3.8432217E-02
   11   3.0000000E+01  0.0000000E+00  5.2472717E+21  5.4070399E+18  3.8432217E-02
   12   3.3000000E+01  0.0000000E+00  5.2313300E+21  3.0127706E+18  3.8432217E-02
   13   3.6000000E+01  0.0000000E+00  5.2181433E+21  3.2669024E+18  3.4730297E-02
   14   3.9000000E+01  0.0000000E+00  5.2069210E+21  2.8735247E+18  3.1924464E-02
   15   4.2000000E+01  0.0000000E+00  5.1982930E+21  1.9658970E+18  2.9006410E-02
   16   4.5000000E+01  0.0000000E+00  5.1918675E+21  1.5954913E+18  2.6897582E-02
   17   4.8000000E+01  0.0000000E+00  5.1866399E+21  1.2371040E+18  2.2378199E-02
   18   5.1000000E+01  0.0000000E+00  5.1819997E+21  1.2963514E+18  1.7927039E-02
   19   5.4000000E+01  0.0000000E+00  5.1776203E+21  1.1705363E+18  1.5609223E-02
   20   5.7000000E+01  0.0000000E+00  5.1736649E+21  1.0638783E+18  1.4792034E-02
   21   6.0000000E+01  0.0000000E+00  5.1699662E+21  1.0201438E+18  1.4763450E-02
   22   6.3000000E+01  0.0000000E+00  5.1659745E+21  1.2076354E+18  1.4792034E-02
   23   6.6000000E+01  0.0000000E+00  5.1620143E+21  1.1099169E+18  1.5831085E-02
   24   6.9000000E+01  0.0000000E+00  5.1580857E+21  1.0689641E+18  1.6485040E-02
   25   7.2000000E+01  0.0000000E+00  5.1539437E+21  1.1646147E+18  1.7127640E-02
   26   7.5000000E+01  0.0000000E+00  5.1493955E+21  1.3607817E+18  1.8875184E-02
   27   7.8000000E+01  0.0000000E+00  5.1445162E+21  1.4718520E+18  2.1627258E-02
   28   8.1000000E+01  0.0000000E+00  5.1397666E+21  1.3408266E+18  2.4170786E-02
   29   8.4000000E+01  0.0000000E+00  5.1351001E+21  1.3133623E+18  2.4474135E-02
   30   8.7000000E+01  0.0000000E+00  5.1300607E+21  1.5858006E+18  2.4976262E-02
   31   9.0000000E+01  0.0000000E+00  5.1249148E+21  1.6480757E+18  2.7979904E-02
   32   9.3000000E+01  0.0000000E+00  5.1195867E+21  2.0118682E+18  2.9602921E-02
   33   9.6000000E+01  0.0000000E+00  5.1145808E+21  2.1708664E+18  3.0812908E-02
   34   9.9000000E+01  0.0000000E+00  5.1094384E+21  2.8017761E+18  3.1723198E-02
   35   1.0200000E+02  0.0000000E+00  5.1045240E+21  3.6017185E+18  3.2234003E-02
   36   1.0500000E+02  0.0000000E+00  3.6415349E+21  2.3090087E+21  3.2690631E-02
