# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 44,44 (PIXELS)
# TOTAL VALUE:  9.0062447E+24
# TOTAL STDEV:  7.7423861E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.6722962E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.5414838E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.9570566E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.6504959E+22  6.0181881E+14  3.7698561E-01
    5   1.2000000E+01  0.0000000E+00  1.3666998E+22  3.5482227E+20  4.2017374E-01
    6   1.5000000E+01  0.0000000E+00  1.0528270E+22  8.9294013E+20  6.5585192E-01
    7   1.8000000E+01  0.0000000E+00  8.1292849E+21  3.2569500E+20  1.1692924E+00
    8   2.1000000E+01  0.0000000E+00  6.5763265E+21  3.7717930E+20  1.3752560E+00
    9   2.4000000E+01  0.0000000E+00  5.3281871E+21  3.0028951E+20  1.4183240E+00
   10   2.7000000E+01  0.0000000E+00  4.4381400E+21  1.8914796E+20  1.5517996E+00
   11   3.0000000E+01  0.0000000E+00  3.8047310E+21  1.6580687E+20  1.5517996E+00
   12   3.3000000E+01  0.0000000E+00  3.3069528E+21  9.2635936E+19  1.5517996E+00
   13   3.6000000E+01  0.0000000E+00  2.9045727E+21  1.0090585E+20  1.4910793E+00
   14   3.9000000E+01  0.0000000E+00  2.5458549E+21  9.4404870E+19  1.4910793E+00
   15   4.2000000E+01  0.0000000E+00  2.2562007E+21  6.9258574E+19  1.6298409E+00
   16   4.5000000E+01  0.0000000E+00  2.0202336E+21  6.0803547E+19  1.6298409E+00
   17   4.8000000E+01  0.0000000E+00  1.8103784E+21  5.1094337E+19  1.6468684E+00
   18   5.1000000E+01  0.0000000E+00  1.6139199E+21  5.7763860E+19  1.6994081E+00
   19   5.4000000E+01  0.0000000E+00  1.4136490E+21  5.5091552E+19  1.8947740E+00
   20   5.7000000E+01  0.0000000E+00  1.2299665E+21  4.8571998E+19  2.3179723E+00
   21   6.0000000E+01  0.0000000E+00  1.0717021E+21  4.0864303E+19  2.5743388E+00
   22   6.3000000E+01  0.0000000E+00  9.3176346E+20  3.5087848E+19  2.6853183E+00
   23   6.6000000E+01  0.0000000E+00  8.3817151E+20  2.0060803E+19  2.6853183E+00
   24   6.9000000E+01  0.0000000E+00  7.8675223E+20  9.4498643E+18  2.6853183E+00
   25   7.2000000E+01  0.0000000E+00  7.6224794E+20  4.0319046E+18  2.2754988E+00
   26   7.5000000E+01  0.0000000E+00  7.5271092E+20  1.4025523E+18  1.4242264E+00
   27   7.8000000E+01  0.0000000E+00  7.4998768E+20  3.3834620E+17  7.4346249E-01
   28   8.1000000E+01  0.0000000E+00  7.4940050E+20  7.2936384E+16  3.0842794E-01
   29   8.4000000E+01  0.0000000E+00  7.4925452E+20  2.1203334E+16  9.2412121E-02
   30   8.7000000E+01  0.0000000E+00  7.4918689E+20  1.7034518E+16  2.0752945E-02
   31   9.0000000E+01  0.0000000E+00  7.4912957E+20  1.6005025E+16  5.3567544E-03
   32   9.3000000E+01  0.0000000E+00  7.4906992E+20  1.7677918E+16  2.5724870E-03
   33   9.6000000E+01  0.0000000E+00  7.4900940E+20  1.7002033E+16  2.5449156E-03
   34   9.9000000E+01  0.0000000E+00  7.4894856E+20  1.8088829E+16  2.5449156E-03
   35   1.0200000E+02  0.0000000E+00  7.4888409E+20  1.9949748E+16  2.6398890E-03
   36   1.0500000E+02  0.0000000E+00  7.4881907E+20  1.7545179E+16  2.8835094E-03
   37   1.0800000E+02  0.0000000E+00  7.4875370E+20  1.9434025E+16  2.9951379E-03
   38   1.1100000E+02  0.0000000E+00  7.4868569E+20  1.8929186E+16  3.0988838E-03
   39   1.1400000E+02  0.0000000E+00  7.4861250E+20  2.2084687E+16  3.3153968E-03
   40   1.1700000E+02  0.0000000E+00  7.4853854E+20  2.1699333E+16  3.6659155E-03
   41   1.2000000E+02  0.0000000E+00  7.4846672E+20  1.9677991E+16  3.7897492E-03
   42   1.2300000E+02  0.0000000E+00  7.4839036E+20  2.2938618E+16  3.8039285E-03
   43   1.2600000E+02  0.0000000E+00  7.4831082E+20  2.2770327E+16  4.1320002E-03
