# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  2.7507363E+24
# TOTAL STDEV:  1.0993837E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2936850E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.2812745E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.2104595E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.1564981E+21  3.7613676E+13  8.2024768E-02
    5   1.2000000E+01  0.0000000E+00  1.0868081E+21  1.0884445E+19  1.1247200E-01
    6   1.5000000E+01  0.0000000E+00  9.8393623E+20  3.3313990E+19  2.1604235E-01
    7   1.8000000E+01  0.0000000E+00  8.8698940E+20  1.3331904E+19  4.4562900E-01
    8   2.1000000E+01  0.0000000E+00  8.2534613E+20  1.4873644E+19  4.6727129E-01
    9   2.4000000E+01  0.0000000E+00  7.7527745E+20  1.1859923E+19  4.6866794E-01
   10   2.7000000E+01  0.0000000E+00  7.4178265E+20  6.8104570E+18  4.6866794E-01
   11   3.0000000E+01  0.0000000E+00  7.2107016E+20  4.8649856E+18  4.6727129E-01
   12   3.3000000E+01  0.0000000E+00  7.0835968E+20  2.0867248E+18  3.7496647E-01
   13   3.6000000E+01  0.0000000E+00  7.0077094E+20  1.5845831E+18  2.6878987E-01
   14   3.9000000E+01  0.0000000E+00  6.9590589E+20  1.0996808E+18  1.8659543E-01
   15   4.2000000E+01  0.0000000E+00  6.9306151E+20  5.5541146E+17  1.2378750E-01
   16   4.5000000E+01  0.0000000E+00  6.9160921E+20  3.1049297E+17  8.7036528E-02
   17   4.8000000E+01  0.0000000E+00  6.9067518E+20  1.9787638E+17  5.5266278E-02
   18   5.1000000E+01  0.0000000E+00  6.9010670E+20  1.2875728E+17  3.0404496E-02
   19   5.4000000E+01  0.0000000E+00  6.8971567E+20  1.1654961E+17  2.0939844E-02
   20   5.7000000E+01  0.0000000E+00  6.8935075E+20  1.0987995E+17  1.3582220E-02
   21   6.0000000E+01  0.0000000E+00  6.8899974E+20  9.9735122E+16  9.9297663E-03
   22   6.3000000E+01  0.0000000E+00  6.8861710E+20  1.1631430E+17  9.9297663E-03
   23   6.6000000E+01  0.0000000E+00  6.8823587E+20  1.0773204E+17  1.1385542E-02
   24   6.9000000E+01  0.0000000E+00  6.8784807E+20  1.0511021E+17  1.1903919E-02
   25   7.2000000E+01  0.0000000E+00  6.8742585E+20  1.1618480E+17  1.2679620E-02
   26   7.5000000E+01  0.0000000E+00  6.8694886E+20  1.4690283E+17  1.4427206E-02
   27   7.8000000E+01  0.0000000E+00  6.8643601E+20  1.6352228E+17  1.7003655E-02
   28   8.1000000E+01  0.0000000E+00  6.8592423E+20  1.6469746E+17  1.9041956E-02
   29   8.4000000E+01  0.0000000E+00  6.8542677E+20  1.8064533E+17  1.9762201E-02
   30   8.7000000E+01  0.0000000E+00  6.8491545E+20  2.0732749E+17  1.9949415E-02
   31   9.0000000E+01  0.0000000E+00  6.8433086E+20  2.1655406E+17  2.1266263E-02
   32   9.3000000E+01  0.0000000E+00  6.8370822E+20  2.9090788E+17  2.5187378E-02
   33   9.6000000E+01  0.0000000E+00  4.7968013E+20  3.1326873E+20  2.7760301E-02
   34   9.9000000E+01  0.0000000E+00  4.0404690E+20  3.3640202E+20  5.5761869E+00
   35   1.0200000E+02  0.0000000E+00  3.5364029E+20  3.4156797E+20  5.5761869E+00
   36   1.0500000E+02  0.0000000E+00  2.6422439E+20  3.3286455E+20  1.0055410E+01
   37   1.0800000E+02  0.0000000E+00  2.5991689E+20  3.3147721E+20  5.5761869E+00
