! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 334 nodes measured, 0 not measured, 4046078 pixels
! 4046078 pixels in the histogram; pixels outside the range of each axis (below, above):
!   x from   20.0000 to   24.5000: 0 below, 0 above
!   y from    3.0000 to   50.0000: 0 below, 0 above
!   z from   -1.0000 to    1.0000: 0 below, 0 above
!   f from    0.5000 to    8.0428: 0 below, 0 above
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    20.425     16.70    0.1500         48    0.9912    0.9912    0.9912
    20.475     16.50    0.0750         60    0.9779    0.9779    0.9779
    20.475     16.50    0.1500         28    0.9779    0.9779    0.9779
    20.475     16.70    0.1500         96    0.9779    0.9912    0.9912
    20.525     16.50    0.0750        176    0.9517    0.9647    0.9647
    20.525     16.50    0.1500         48    0.9912    0.9912    0.9912
    20.575     16.30   -0.6000        100    0.9517    0.9517    0.9517
    20.575     16.30   -0.1500        348    0.9517    0.9517    0.9647
    20.575     16.30   -0.0750        372    0.9389    0.9647    0.9647
    20.575     16.30   -0.0350        112    0.9263    0.9389    0.9517
    20.575     16.30   -0.0100        112    0.9263    0.9389    0.9389
    20.575     16.30    0.0100         36    0.9389    0.9389    0.9517
    20.575     16.30    0.0750        112    0.9263    0.9389    1.0324
    20.575     16.50   -0.6000         64    0.9647    0.9779    0.9779
    20.575     16.50   -0.1500       1480    0.9647    0.9779    0.9912
    20.575     16.50   -0.0750       3260    0.9779    0.9912    1.0048
    20.575     16.50   -0.0350       5840    0.9779    0.9912    1.0048
    20.575     16.50   -0.0100      24320    1.0048    1.0048    1.0048
    20.575     16.50    0.0100      24448    1.0048    1.0048    1.0048
    20.575     16.50    0.0750         36    0.9779    1.0048    1.0048
    20.625     16.10   -0.6000        116    0.8774    0.8894    0.9015
    20.625     16.10   -0.1500        508    0.8540    0.8894    0.9138
    20.625     16.10   -0.0750         76    0.8540    0.8774    0.9138
    20.625     16.10   -0.0350        120    0.8540    0.8774    0.8894
    20.625     16.10   -0.0100         52    0.8540    0.8774    0.8774
    20.625     16.10    0.0100         36    0.8894    0.8894    0.8894
    20.625     16.10    0.0350         20    0.9779    0.9912    1.0048
    20.625     16.10    0.0750         36    0.9912    1.0464    1.1983
    20.625     16.10    0.1500         24    1.2147    1.2823    1.3722
    20.625     16.30   -0.6000        180    0.9138    0.9263    0.9389
    20.625     16.30   -0.1500        856    0.9138    0.9263    0.9389
    20.625     16.30   -0.0750       2028    0.9389    0.9517    0.9517
    20.625     16.30   -0.0350       1404    0.9647    0.9647    0.9779
    20.625     16.30   -0.0100         44    0.8894    0.9015    0.9138
    20.625     16.30    0.0100         32    0.9389    0.9517    0.9517
    20.625     16.50   -0.0350        224    0.9647    0.9647    0.9647
    20.625     16.50   -0.0100      36580    1.0048    1.0048    1.0048
    20.625     16.50    0.0100      81664    1.0048    1.0048    1.0048
    20.675     15.70   -0.1500         76    0.7662    0.7662    0.7767
    20.675     15.90   -0.6000        120    0.8311    0.8425    0.8540
    20.675     15.90   -0.1500        348    0.7980    0.8540    0.8774
    20.675     15.90   -0.0750         40    0.7980    0.8089    0.8311
    20.675     15.90   -0.0350         44    0.7980    0.8089    0.8540
    20.675     15.90   -0.0100         60    0.8311    0.8425    0.8540
    20.675     15.90    0.0350         20    0.9389    0.9517    0.9517
    20.675     15.90    0.0750         20    1.1198    1.3909    1.6145
    20.675     15.90    0.1500         20    1.5713    1.6365    1.9255
    20.675     16.10   -0.6000         44    0.8540    0.8656    0.8656
    20.675     16.10   -0.1500        348    0.8774    0.8894    0.9015
    20.675     16.10   -0.0750        408    0.9138    0.9389    0.9517
    20.675     16.10   -0.0350        160    0.9517    0.9647    0.9647
    20.675     16.30   -0.0750        576    0.9389    0.9517    0.9517
    20.675     16.30   -0.0350        600    0.9517    0.9912    0.9912
    20.675     16.30   -0.0100        560    0.9912    1.0048    1.0048
    20.675     16.30    0.0100        884    1.0048    1.0048    1.0048
    20.675     16.50   -0.0100      20040    1.0048    1.0048    1.0048
    20.675     16.50    0.0100      72176    1.0048    1.0048    1.0048
    20.725     15.50   -0.6000         64    0.7559    0.7662    0.7873
    20.725     15.50   -0.1500         60    0.6969    0.7160    0.7258
    20.725     15.50   -0.0750         32    0.7457    0.7457    0.7767
    20.725     15.50   -0.0100         20    0.7980    0.8089    0.8199
    20.725     15.70   -0.6000         80    0.7980    0.8089    0.8199
