# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  1.7349255E+25
# TOTAL STDEV:  7.3594000E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  5.2789923E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  5.2597992E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  5.1619167E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  5.1050041E+21  1.0000000E-33  2.7100864E-02
    5   1.2000000E+01  0.0000000E+00  5.0390898E+21  1.0538562E+19  2.7343166E-02
    6   1.5000000E+01  0.0000000E+00  4.9610799E+21  2.3723438E+19  4.5174125E-02
    7   1.8000000E+01  0.0000000E+00  4.8992397E+21  7.3927693E+18  6.8798291E-02
    8   2.1000000E+01  0.0000000E+00  4.8597345E+21  9.4229206E+18  6.8798291E-02
    9   2.4000000E+01  0.0000000E+00  4.8283124E+21  7.2561359E+18  6.8798291E-02
   10   2.7000000E+01  0.0000000E+00  4.8068287E+21  4.4753420E+18  5.2521488E-02
   11   3.0000000E+01  0.0000000E+00  4.7928041E+21  3.5387989E+18  4.8578904E-02
   12   3.3000000E+01  0.0000000E+00  4.7830312E+21  1.7319862E+18  3.7861611E-02
   13   3.6000000E+01  0.0000000E+00  4.7759461E+21  1.7026482E+18  2.7732316E-02
   14   3.9000000E+01  0.0000000E+00  4.7703128E+21  1.4439848E+18  2.1416109E-02
   15   4.2000000E+01  0.0000000E+00  4.7663562E+21  9.5304994E+17  1.7036766E-02
   16   4.5000000E+01  0.0000000E+00  4.7633575E+21  8.0775818E+17  1.4744736E-02
   17   4.8000000E+01  0.0000000E+00  4.7608220E+21  5.8274122E+17  1.1196701E-02
   18   5.1000000E+01  0.0000000E+00  4.7584716E+21  7.4805404E+17  9.1218449E-03
   19   5.4000000E+01  0.0000000E+00  4.7559170E+21  7.7166090E+17  9.1218449E-03
   20   5.7000000E+01  0.0000000E+00  4.7534003E+21  7.5874597E+17  9.3946411E-03
   21   6.0000000E+01  0.0000000E+00  4.7507897E+21  7.4970284E+17  9.7898919E-03
   22   6.3000000E+01  0.0000000E+00  4.7477445E+21  9.1591370E+17  1.0710060E-02
   23   6.6000000E+01  0.0000000E+00  4.7447614E+21  8.6567467E+17  1.3142184E-02
   24   6.9000000E+01  0.0000000E+00  4.7417426E+21  8.2031633E+17  1.3510736E-02
   25   7.2000000E+01  0.0000000E+00  4.7387116E+21  8.8977371E+17  1.4317513E-02
   26   7.5000000E+01  0.0000000E+00  4.7353736E+21  1.0656085E+18  1.5024100E-02
   27   7.8000000E+01  0.0000000E+00  4.7320345E+21  1.1566824E+18  1.7261764E-02
   28   8.1000000E+01  0.0000000E+00  4.7291049E+21  1.3219699E+18  1.7261764E-02
   29   8.4000000E+01  0.0000000E+00  4.7265562E+21  2.2092978E+18  1.7261764E-02
   30   8.7000000E+01  0.0000000E+00  4.7237121E+21  3.4013107E+18  1.7153052E-02
   31   9.0000000E+01  0.0000000E+00  4.7212459E+21  4.9442328E+18  1.6409341E-02
   32   9.3000000E+01  0.0000000E+00  3.5609530E+21  2.0331415E+21  1.7153052E-02
   33   9.6000000E+01  0.0000000E+00  2.5057091E+21  2.3568423E+21  8.6015879E+00
   34   9.9000000E+01  0.0000000E+00  2.4010467E+21  2.3585628E+21  8.6015879E+00
   35   1.0200000E+02  0.0000000E+00  1.9157358E+21  2.3158336E+21  8.6015879E+00
   36   1.0500000E+02  0.0000000E+00  1.4378305E+21  2.1702636E+21  9.8996464E+00
