# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  5.3898999E+24
# TOTAL STDEV:  3.3616595E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  4.2101020E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  4.1875257E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  4.0930380E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  4.0453933E+21  1.0000000E-33  2.8877223E-02
    5   1.2000000E+01  0.0000000E+00  4.0022269E+21  5.7526783E+18  3.2926009E-02
    6   1.5000000E+01  0.0000000E+00  3.9558631E+21  1.3288075E+19  3.7290583E-02
    7   1.8000000E+01  0.0000000E+00  3.9180226E+21  5.6311147E+18  5.2218115E-02
    8   2.1000000E+01  0.0000000E+00  3.8863639E+21  8.9344474E+18  5.2630867E-02
    9   2.4000000E+01  0.0000000E+00  3.8491700E+21  1.1269499E+19  5.2718529E-02
   10   2.7000000E+01  0.0000000E+00  3.8089032E+21  1.1499652E+19  7.2016416E-02
   11   3.0000000E+01  0.0000000E+00  3.7626700E+21  1.4915747E+19  8.9284986E-02
   12   3.3000000E+01  0.0000000E+00  3.7074462E+21  1.2824964E+19  1.1591130E-01
   13   3.6000000E+01  0.0000000E+00  3.6398684E+21  2.0975132E+19  1.5513071E-01
   14   3.9000000E+01  0.0000000E+00  3.5481821E+21  2.9749134E+19  2.1141783E-01
   15   4.2000000E+01  0.0000000E+00  3.4374505E+21  3.2580527E+19  3.1873159E-01
   16   4.5000000E+01  0.0000000E+00  3.3093579E+21  3.9649953E+19  4.2782613E-01
   17   4.8000000E+01  0.0000000E+00  3.1497401E+21  4.5667714E+19  5.5043186E-01
   18   5.1000000E+01  0.0000000E+00  2.9455121E+21  6.8276031E+19  7.6596501E-01
   19   5.4000000E+01  0.0000000E+00  2.6756093E+21  8.4765833E+19  1.1057755E+00
   20   5.7000000E+01  0.0000000E+00  2.3574272E+21  9.5866099E+19  1.6813899E+00
   21   6.0000000E+01  0.0000000E+00  2.0028011E+21  1.0395022E+20  2.3416457E+00
   22   6.3000000E+01  0.0000000E+00  1.5822011E+21  1.2841776E+20  3.1782726E+00
   23   6.6000000E+01  0.0000000E+00  1.1727800E+21  1.1063469E+20  4.8315025E+00
   24   6.9000000E+01  0.0000000E+00  8.1091313E+20  8.8205608E+19  6.4367983E+00
   25   7.2000000E+01  0.0000000E+00  5.1080802E+20  7.1045970E+19  8.3004889E+00
   26   7.5000000E+01  0.0000000E+00  2.8313210E+20  5.3112409E+19  1.0859288E+01
   27   7.8000000E+01  0.0000000E+00  1.3570985E+20  3.1189862E+19  1.4454959E+01
   28   8.1000000E+01  0.0000000E+00  5.9912949E+19  1.4200643E+19  1.8750154E+01
   29   8.4000000E+01  0.0000000E+00  2.4508847E+19  6.0458463E+18  2.1664531E+01
   30   8.7000000E+01  0.0000000E+00  8.6499227E+18  2.7254425E+18  2.4578400E+01
   31   9.0000000E+01  0.0000000E+00  2.6077831E+18  8.9049201E+17  2.9679242E+01
   32   9.3000000E+01  0.0000000E+00  6.7371978E+17  2.6709476E+17  3.5368585E+01
   33   9.6000000E+01  0.0000000E+00  1.5292296E+17  6.4110784E+16  4.1276267E+01
   34   9.9000000E+01  0.0000000E+00  3.1296821E+16  1.3772302E+16  4.6706798E+01
   35   1.0200000E+02  0.0000000E+00  5.4941471E+15  2.9024108E+15  5.1554508E+01
   36   1.0500000E+02  0.0000000E+00  9.3323261E+14  7.1860937E+14  5.8280082E+01
