! Date: 14/08/2026  Time: 23:26:57  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.03356824E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   20  2.0466965E+16  1.4401993E-01  1.3681321E+03  6.6328003E-03  5.2620465E+00  2.5784045E-18  5.5455379E+05  2.5784045E-20  5.5455379E+03       Infinity  8.2010461E+00
   21  2.3626602E+16  1.4270454E-01  1.5793408E+03  7.6567548E-03  6.0743876E+00  2.0181514E-18  4.3405660E+05  2.0181514E-20  4.3405660E+03       Infinity  8.3742827E+00
   22  2.7240702E+16  1.4157408E-01  1.8209284E+03  8.8279889E-03  7.0035710E+00  1.5367578E-18  3.3052024E+05  1.5367578E-20  3.3052024E+03       Infinity  8.6124578E+00
   23  3.1374633E+16  1.4060035E-01  2.0972647E+03  1.0167686E-02  8.0664025E+00  1.1424005E-18  2.4570330E+05  1.1424005E-20  2.4570330E+03       Infinity  8.8869233E+00
   24  3.6103164E+16  1.3975997E-01  2.4133474E+03  1.1700078E-02  9.2821055E+00  8.3277237E-19  1.7910963E+05  8.3277237E-21  1.7910963E+03       Infinity  9.1904261E+00
   25  4.1511818E+16  1.3903346E-01  2.7748936E+03  1.3452879E-02  1.0672668E+01  5.9822312E-19  1.2866364E+05  5.9822312E-21  1.2866364E+03       Infinity  9.5650500E+00
   26  4.7698421E+16  1.3840446E-01  3.1884425E+03  1.5457793E-02  1.2263240E+01  4.2558032E-19  9.1532256E+04  4.2558032E-21  9.1532256E+02       Infinity  9.9658990E+00
   27  5.4774868E+16  1.3785920E-01  3.6614738E+03  1.7751082E-02  1.4082591E+01  3.0122239E-19  6.4785807E+04  3.0122239E-21  6.4785807E+02       Infinity  1.0382704E+01
   28  6.2869149E+16  1.3738602E-01  4.2025430E+03  2.0374223E-02  1.6163627E+01  2.1297943E-19  4.5806836E+04  2.1297943E-21  4.5806836E+02       Infinity  1.0842060E+01
   29  7.2127663E+16  1.3697499E-01  4.8214365E+03  2.3374662E-02  1.8543986E+01  1.5092735E-19  3.2460901E+04  1.5092735E-21  3.2460901E+02       Infinity  1.1293156E+01
   30  8.2717866E+16  1.3661765E-01  5.5293478E+03  2.6806666E-02  2.1266722E+01  1.0747659E-19  2.3115670E+04  1.0747659E-21  2.3115670E+02       Infinity  1.1765004E+01
   31  9.4831301E+16  1.3630678E-01  6.3390809E+03  3.0732309E-02  2.4381080E+01  7.7050906E-20  1.6571826E+04  7.7050906E-22  1.6571826E+02       Infinity  1.2261584E+01
   32  1.0868706E+17  1.3603615E-01  7.2652812E+03  3.5222593E-02  2.7943389E+01  5.5682080E-20  1.1975898E+04  5.5682080E-22  1.1975898E+02       Infinity  1.2790509E+01
   33  1.1663075E+17  9.4487208E-03  7.7962841E+03  3.7796932E-02  2.9985708E+01  4.7259633E-20  1.0164429E+04  4.7259633E-22  1.0164429E+02       Infinity  1.3146243E+01
   34  1.2508675E+17  1.2639225E-01  8.3615330E+03  4.0537299E-02  3.2159742E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3374881E+01
   35  1.4266402E+17  1.3559502E-01  9.5365005E+03  4.6233623E-02  3.6678848E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3567196E+01
   36  1.6341544E+17  1.3559502E-01  1.0923648E+04  5.2958610E-02  4.2014029E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3669889E+01
   37  1.8965030E+17  1.5982787E-01  1.2677340E+04  6.1460633E-02  4.8758999E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3736520E+01
   38  2.2567081E+17  1.8491363E-01  1.5085162E+04  7.3133924E-02  5.8019854E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3794496E+01
   39  2.7536493E+17  2.0938984E-01  1.8407008E+04  8.9238468E-02  7.0796186E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3847918E+01
   40  3.4400057E+17  2.3143178E-01  2.2995018E+04  1.1148146E-01  8.8442375E+01  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3879803E+01
   41  4.3840289E+17  2.4906765E-01  2.9305423E+04  1.4207475E-01  1.1271316E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3914330E+01
   42  5.6682850E+17  2.6050075E-01  3.7890145E+04  1.8369408E-01  1.4573133E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.3954399E+01
   43  7.3828285E+17  2.6446432E-01  4.9351161E+04  2.3925789E-01  1.8981216E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.4012774E+01
   44  9.6108991E+17  2.6050075E-01  6.4244892E+04  3.1146375E-01  2.4709574E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.4102092E+01
   45  1.2407929E+18  2.4906765E-01  8.2941883E+04  4.0210807E-01  3.1900724E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.4253659E+01
   46  1.5779019E+18  2.3143178E-01  1.0547623E+05  5.1135616E-01  4.0567780E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.4504327E+01
   47  1.9663579E+18  2.0938984E-01  1.3144291E+05  6.3724445E-01  5.0554965E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.4921073E+01
   48  2.3935232E+18  1.8491363E-01  1.5999714E+05  7.7567737E-01  6.1537362E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.5619591E+01
   49  2.8419306E+18  1.5982787E-01  1.8997132E+05  9.2099431E-01  7.3065894E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.6831847E+01
   50  3.2922465E+18  1.3559502E-01  2.2007309E+05  1.0669298E+00  8.4643495E+02  1.9838890E-21  4.2668758E+02  1.9838890E-23  4.2668758E+00       Infinity  1.9166748E+01
