ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_peak_scale,R_exc_scale,R_int_scale
540,3,11,1,1.5e+21,0.00517947,0.003,1.1447,1.453,1.41577,42.4733,25.484,18,0.480952,-0.189342,-0.703675,0.447173,-0.240639,-0.805866
541,3,11,2,1.5e+21,0.00517947,0.0038356,0.9617,1.451,1.77092,53.1274,27,18,0.598574,-0.157009,-0.67398,0.558745,-0.224062,-0.802647
542,3,11,3,1.5e+21,0.00517947,0.00490394,0.806,1.446,2.24081,67.224,27,18,0.711514,-0.0858165,-0.511406,0.664011,-0.187739,-0.646621
543,3,11,4,1.5e+21,0.00517947,0.00626986,0.6804,1.438,2.83473,85.0417,27,18,0.803062,-0.0144333,-0.384674,0.757366,-0.151593,-0.532795
544,3,11,5,1.5e+21,0.00517947,0.00801622,0.5813,1.426,3.56242,106.872,27,18,0.785255,0.310079,0.283894,1.17255,1.58458,11.2231
545,3,12,1,1.5e+21,0.00768625,0.003,1.4863,1.673,1.44785,43.4359,26.0615,18,0.393567,-0.120392,-0.503465,0.366501,-0.156236,-0.595935
546,3,12,2,1.5e+21,0.00768625,0.0038356,1.2341,1.668,1.81088,54.3262,27,18,0.511905,-0.088956,-0.439993,0.47994,-0.133397,-0.543775
547,3,12,3,1.5e+21,0.00768625,0.00490394,1.0253,1.661,2.28854,68.656,27,18,0.63485,-0.0393869,-0.324704,0.596359,-0.102268,-0.434309
548,3,12,4,1.5e+21,0.00768625,0.00626986,0.8598,1.649,2.88835,86.6503,27,18,0.740922,0.0113395,-0.230598,0.706157,-0.0613967,-0.367143
549,3,12,5,1.5e+21,0.00768625,0.00801622,0.7272,1.631,3.64165,109.25,27,18,0.711701,0.278016,0.307569,1.09488,1.25905,1.79606
550,3,12,6,1.5e+21,0.00768625,0.010249,0.6141,1.602,4.65781,139.734,27,18,0.748952,0.383574,0.473037,1.04313,1.1725,2.13365
551,3,12,7,1.5e+21,0.00768625,0.0131037,0.5295,1.561,5.86335,175.9,27,18,0.799179,0.437346,0.544588,0.976393,1.00006,0.838622
552,3,13,1,1.5e+21,0.0114062,0.003,1.9337,1.997,1.52338,45.7016,27,18,0.319664,-0.0722508,-0.343805,0.295795,-0.100745,-0.416527
553,3,13,2,1.5e+21,0.0114062,0.0038356,1.6018,1.99,1.86935,56.0808,27,18,0.4259,-0.0425354,-0.264665,0.390918,-0.0869269,-0.34406
554,3,13,3,1.5e+21,0.0114062,0.00490394,1.3243,1.979,2.334,70.0206,27,18,0.545552,-0.0128131,-0.193453,0.505975,-0.0710989,-0.283974
555,3,13,4,1.5e+21,0.0114062,0.00626986,1.1039,1.962,2.92438,87.731,27,18,0.661614,0.023598,-0.125305,0.62405,-0.0445432,-0.207318
556,3,13,5,1.5e+21,0.0114062,0.00801622,0.9197,1.934,3.71285,111.385,27,18,0.62343,0.234631,0.292615,1.03683,1.08733,1.2636
557,3,13,6,1.5e+21,0.0114062,0.010249,0.7734,1.89,4.71588,141.477,27,18,0.666421,0.333189,0.436893,0.984881,1.01213,0.89494
558,3,13,7,1.5e+21,0.0114062,0.0131037,0.6584,1.828,5.96373,178.912,27,18,0.72708,0.381588,0.500456,0.954375,0.945409,0.842682
559,3,13,8,1.5e+21,0.0114062,0.0167535,0.5743,1.747,7.43096,222.929,27,18,0.783225,0.514349,0.629103,0.99129,1.06014,0.92528
560,3,14,1,1.5e+21,0.0169267,0.003,2.565,2.478,1.64623,49.3867,27,18,0.257671,-0.0291762,-0.178332,0.234164,-0.054968,-0.23102
561,3,14,2,1.5e+21,0.0169267,0.0038356,2.1045,2.468,1.97338,59.202,27,18,0.347149,-0.014049,-0.140571,0.316333,-0.0491181,-0.19952
562,3,14,3,1.5e+21,0.0169267,0.00490394,1.7288,2.451,2.41635,72.4902,27,18,0.457306,0.00647714,-0.097025,0.423733,-0.0356206,-0.164483
563,3,14,4,1.5e+21,0.0169267,0.00626986,1.4195,2.424,3.01815,90.5452,27,18,0.574107,0.149246,0.136136,1.12445,1.25216,0.740979
564,3,14,5,1.5e+21,0.0169267,0.00801622,1.1813,2.383,3.77188,113.157,27,18,0.527344,0.194834,0.264859,0.954314,0.929991,0.924863
565,3,14,6,1.5e+21,0.0169267,0.010249,0.9884,2.32,4.74904,142.471,27,18,0.572932,0.28198,0.387663,0.918212,0.890742,-0.920409
566,3,14,7,1.5e+21,0.0169267,0.0131037,0.8341,2.227,5.99408,179.823,27,18,0.636217,0.321897,0.441165,0.905564,0.860011,0.968676
567,3,14,8,1.5e+21,0.0169267,0.0167535,0.7102,2.098,7.57435,227.23,27,18,0.712537,0.463244,0.578535,0.951258,0.973241,1.07776
568,3,14,9,1.5e+21,0.0169267,0.02142,0.6129,1.917,9.72315,291.695,29.1695,18,0.790048,0.570147,0.670633,0.924429,0.905046,1.02979
569,3,14,10,1.5e+21,0.0169267,0.0273861,0.546,1.73,12.1646,364.938,36.4938,24,0.852651,0.668897,0.811662,0.919359,0.904636,0.894066
570,3,15,1,1.5e+21,0.0251189,0.003,3.4876,3.186,1.86931,56.0789,27,18,0.212325,-0.000999367,-0.0661449,0.189167,-0.0248169,-0.109227
571,3,15,2,1.5e+21,0.0251189,0.0038356,2.8018,3.171,2.17065,65.1195,27,18,0.285983,0.00615663,-0.0522627,0.259727,-0.0213475,-0.0992716
572,3,15,3,1.5e+21,0.0251189,0.00490394,2.2767,3.146,2.58312,77.494,27,18,0.379044,0.0171654,-0.0312194,0.348781,-0.0178105,-0.0866551
573,3,15,4,1.5e+21,0.0251189,0.00626986,1.8613,3.108,3.14165,94.2491,27,18,0.462573,0.185388,0.24086,0.737754,0.608373,0.76762
574,3,15,5,1.5e+21,0.0251189,0.00801622,1.5268,3.045,3.89588,116.876,27,18,0.433865,0.156806,0.228868,0.84996,0.781787,0.737495
575,3,15,6,1.5e+21,0.0251189,0.010249,1.2645,2.949,4.87196,146.159,27,18,0.477899,0.232158,0.333312,0.848436,0.796511,0.585085
576,3,15,7,1.5e+21,0.0251189,0.0131037,1.0613,2.813,6.0915,182.745,27,18,0.545918,0.286345,0.402624,0.805641,0.717258,0.243355
577,3,15,8,1.5e+21,0.0251189,0.0167535,0.8844,2.602,7.81569,234.471,27,18,0.633306,0.408783,0.519245,0.905569,0.892516,1.11919
578,3,15,9,1.5e+21,0.0251189,0.02142,0.7535,2.345,9.87708,296.312,29.6312,24,0.72345,0.521784,0.674347,0.895137,0.86343,0.945955
579,3,15,10,1.5e+21,0.0251189,0.0273861,0.6619,2.056,12.4461,373.384,37.3383,24,0.805352,0.633039,0.777183,0.986513,1.0326,1.17673
580,3,15,11,1.5e+21,0.0251189,0.0350141,0.5885,1.775,15.6074,468.222,46.8223,30,0.876656,0.738031,0.878683,0.954413,0.967363,1.11309
581,3,15,12,1.5e+21,0.0251189,0.0447667,0.5148,1.505,20.239,607.171,60.7171,36,0.931032,0.827158,0.914016,0.952207,0.920949,0.87449
582,3,16,1,1.5e+21,0.0372759,0.003,4.8218,4.223,2.30085,69.025,27,18,0.183797,0.0129982,-0.000965781,0.162331,-0.00834771,-0.0367121
583,3,16,2,1.5e+21,0.0372759,0.0038356,3.8211,4.201,2.5285,75.8554,27,18,0.241217,0.018439,0.00462625,0.215874,-0.00825795,-0.0400422
584,3,16,3,1.5e+21,0.0372759,0.00490394,3.0611,4.165,2.87981,86.3947,27,18,0.31608,0.0253656,0.0138912,0.291291,-0.00122887,-0.0410723
585,3,16,4,1.5e+21,0.0372759,0.00626986,2.4753,4.107,3.38188,101.457,27,18,0.344456,0.13649,0.201303,0.710377,0.622221,0.545749
586,3,16,5,1.5e+21,0.0372759,0.00801622,2.0079,4.016,4.09031,122.709,27,18,0.34905,0.125012,0.194279,0.730932,0.642893,0.569846
587,3,16,6,1.5e+21,0.0372759,0.010249,1.6473,3.877,5.02546,150.764,27,18,0.389714,0.189931,0.282317,0.746564,0.678978,0.767381
588,3,16,7,1.5e+21,0.0372759,0.0131037,1.3622,3.669,6.25719,187.716,27,18,0.456489,0.244699,0.352289,0.71498,0.623488,-0.614425
589,3,16,8,1.5e+21,0.0372759,0.0167535,1.1342,3.373,7.876,236.28,27,18,0.540566,0.346822,0.450172,0.864549,0.84611,1.02741
590,3,16,9,1.5e+21,0.0372759,0.02142,0.9589,3.001,9.8885,296.655,29.6655,24,0.639654,0.459379,0.6098,0.844539,0.807574,0.896256
591,3,16,10,1.5e+21,0.0372759,0.0273861,0.8157,2.563,12.509,375.269,37.5269,24,0.739372,0.580077,0.725223,0.94161,0.952077,1.3773
592,3,16,11,1.5e+21,0.0372759,0.0350141,0.7171,2.127,15.8538,475.616,47.5615,30,0.834103,0.701304,0.848346,0.940148,0.928586,1.03626
593,3,16,12,1.5e+21,0.0372759,0.0447667,0.6252,1.728,20.6109,618.326,61.8327,36,0.908209,0.804707,0.901831,0.941044,0.909811,0.818789
594,3,16,13,1.5e+21,0.0372759,0.0572357,0.5617,1.498,25.3575,760.724,76.0724,42,0.94111,0.856469,0.917644,0.982703,0.995643,1.05404
595,3,17,1,1.5e+21,0.0553168,0.003,7.1067,5.717,3.08808,92.6426,27,18,0.191824,0.0660618,0.101104,0.313768,0.209943,0.264863
596,3,17,2,1.5e+21,0.0553168,0.0038356,5.4279,5.687,3.18481,95.5444,27,18,0.235489,0.0927905,0.141622,0.422309,0.317656,0.353916
597,3,17,3,1.5e+21,0.0553168,0.00490394,4.2185,5.636,3.43231,102.97,27,18,0.254893,0.102092,0.160471,0.535195,0.44302,0.492889
598,3,17,4,1.5e+21,0.0553168,0.00626986,3.3447,5.553,3.84538,115.362,27,18,0.263017,0.100987,0.161855,0.532366,0.432902,0.466131
599,3,17,5,1.5e+21,0.0553168,0.00801622,2.6922,5.424,4.4505,133.515,27,18,0.303815,0.153767,0.23391,0.596766,0.51388,0.573882
600,3,17,6,1.5e+21,0.0553168,0.010249,2.1788,5.222,5.31712,159.513,27,18,0.30989,0.149018,0.231145,0.685784,0.62348,0.736365
601,3,17,7,1.5e+21,0.0553168,0.0131037,1.7789,4.918,6.49735,194.921,27,18,0.37562,0.206987,0.303415,0.633786,0.550509,0.484814
602,3,17,8,1.5e+21,0.0553168,0.0167535,1.4654,4.486,8.06962,242.089,27,18,0.451591,0.290359,0.383755,0.795509,0.766895,0.939116
603,3,17,9,1.5e+21,0.0553168,0.02142,1.222,3.931,10.0956,302.867,30.2867,24,0.556647,0.403616,0.548878,0.800848,0.769138,0.923889
604,3,17,10,1.5e+21,0.0553168,0.0273861,1.0253,3.272,12.7804,383.411,38.3412,24,0.669282,0.528263,0.670738,0.904491,0.903575,1.20017
605,3,17,11,1.5e+21,0.0553168,0.0350141,0.8735,2.622,16.232,486.96,48.696,30,0.782911,0.658961,0.805823,0.914337,0.897856,0.951924
606,3,17,12,1.5e+21,0.0553168,0.0447667,0.7685,2.083,20.6357,619.069,61.907,36,0.870662,0.766386,0.874941,1.00355,1.04794,1.13776
607,3,17,13,1.5e+21,0.0553168,0.0572357,0.6822,1.715,25.8695,776.085,77.6085,42,0.921872,0.835961,0.907504,0.972859,0.972747,1.08092
608,3,17,14,1.5e+21,0.0553168,0.0731778,0.602,1.451,32.8965,986.895,98.6895,54,0.951467,0.881659,0.914912,0.973647,0.982055,1.06284
609,3,17,15,1.5e+21,0.0553168,0.0935603,0.5321,1.283,41.8041,1254.12,125.412,72,0.965675,0.9052,0.886473,1.01692,1.21153,1.19469
610,3,18,1,1.5e+21,0.0820891,0.003,11.0734,7.775,4.59385,137.815,27,18,0.173865,0.0835414,0.140961,0.334405,0.268275,0.300646
611,3,18,2,1.5e+21,0.0820891,0.0038356,8.1369,7.758,4.42831,132.849,27,18,0.195339,0.0937386,0.155008,0.387289,0.312953,0.388192
612,3,18,3,1.5e+21,0.0820891,0.00490394,6.0595,7.696,4.45504,133.651,27,18,0.216462,0.107164,0.173729,0.4471,0.373357,0.453586
613,3,18,4,1.5e+21,0.0820891,0.00626986,4.6892,7.588,4.68604,140.581,27,18,0.229666,0.117715,0.188377,0.505416,0.442247,0.488219
614,3,18,5,1.5e+21,0.0820891,0.00801622,3.6766,7.405,5.15323,154.597,27,18,0.237924,0.121342,0.192873,0.516205,0.451336,0.59421
615,3,18,6,1.5e+21,0.0820891,0.010249,2.9318,7.12,5.88538,176.562,27,18,0.25226,0.122946,0.196016,0.569149,0.504562,0.609963
616,3,18,7,1.5e+21,0.0820891,0.0131037,2.3547,6.683,6.96946,209.084,27,18,0.333823,0.213973,0.305503,0.615514,0.563097,0.745549
617,3,18,8,1.5e+21,0.0820891,0.0167535,1.9099,6.054,8.48085,254.426,27,18,0.37268,0.240717,0.323549,0.706873,0.674901,0.93851
618,3,18,9,1.5e+21,0.0820891,0.02142,1.5781,5.263,10.4241,312.722,31.2722,24,0.476003,0.349721,0.485033,0.725676,0.689216,0.795041
619,3,18,10,1.5e+21,0.0820891,0.0273861,1.3118,4.323,13.0326,390.977,39.0977,24,0.590295,0.469981,0.607594,0.845219,0.829118,1.06355
620,3,18,11,1.5e+21,0.0820891,0.0350141,1.1064,3.405,16.339,490.171,49.0171,30,0.711544,0.598196,0.748307,0.888714,0.873595,0.926369
621,3,18,12,1.5e+21,0.0820891,0.0447667,0.9491,2.617,20.6657,619.97,61.997,36,0.818695,0.71675,0.834199,0.972686,0.989001,1.20197
622,3,18,13,1.5e+21,0.0820891,0.0572357,0.8352,2.045,26.1863,785.588,78.5588,42,0.89166,0.803982,0.885015,0.966593,0.965946,0.89448
623,3,18,14,1.5e+21,0.0820891,0.0731778,0.7346,1.656,33.3518,1000.55,100.055,54,0.936005,0.864436,0.910762,0.964926,0.961199,0.953008
624,3,18,15,1.5e+21,0.0820891,0.0935603,0.6438,1.401,42.8935,1286.8,128.68,72,0.9589,0.899379,0.904165,0.988465,1.01139,1.07759
625,3,18,16,1.5e+21,0.0820891,0.11962,0.5765,1.263,53.084,1592.52,159.252,90,0.968566,0.915389,0.876591,0.981434,0.964274,0.856657
626,3,19,1,1.5e+21,0.121819,0.003,19.3539,10.257,7.51877,225.563,27,18,0.180389,0.10958,0.182691,0.34481,0.301087,0.49215
627,3,19,2,1.5e+21,0.121819,0.0038356,13.0845,10.369,6.81146,204.344,27,18,0.190711,0.112029,0.185291,0.370381,0.318662,0.510075
628,3,19,3,1.5e+21,0.121819,0.00490394,9.345,10.373,6.39915,191.975,27,18,0.189719,0.104174,0.172885,0.358114,0.299476,0.31155
629,3,19,4,1.5e+21,0.121819,0.00626986,6.8083,10.267,6.27469,188.241,27,18,0.199191,0.110101,0.179824,0.384094,0.325368,0.333882
630,3,19,5,1.5e+21,0.121819,0.00801622,5.2005,10.047,6.45577,193.673,27,18,0.211825,0.119957,0.191463,0.407662,0.349259,0.363855
631,3,19,6,1.5e+21,0.121819,0.010249,4.0464,9.671,6.95523,208.656,27,18,0.257146,0.16803,0.249689,0.482561,0.435195,0.68066
632,3,19,7,1.5e+21,0.121819,0.0131037,3.2004,9.089,7.81973,234.592,27,18,0.277072,0.183412,0.25942,0.574454,0.541342,0.931524
633,3,19,8,1.5e+21,0.121819,0.0167535,2.5502,8.223,9.16315,274.895,27.4895,18,0.323502,0.222109,0.300504,0.595648,0.563204,0.730405
634,3,19,9,1.5e+21,0.121819,0.02142,2.0715,7.109,11,329.999,32.9999,24,0.408977,0.310377,0.445168,0.741676,0.722564,0.97584
635,3,19,10,1.5e+21,0.121819,0.0273861,1.7034,5.806,13.4731,404.193,40.4193,24,0.514051,0.414689,0.546198,0.766129,0.74489,0.919868
636,3,19,11,1.5e+21,0.121819,0.0350141,1.4082,4.449,16.8656,505.968,50.5968,30,0.641402,0.542296,0.68781,0.841312,0.817417,0.838859
637,3,19,12,1.5e+21,0.121819,0.0447667,1.1888,3.353,21.0608,631.824,63.1824,36,0.758011,0.662316,0.783092,0.94616,0.943444,1.16104
638,3,19,13,1.5e+21,0.121819,0.0572357,1.0238,2.51,26.7183,801.549,80.1549,42,0.85133,0.764022,0.85202,0.966196,0.970708,0.984812
639,3,19,14,1.5e+21,0.121819,0.0731778,0.8959,1.942,34.1098,1023.29,102.329,60,0.913654,0.839931,0.893425,1.01322,1.05455,1.14205
640,3,19,15,1.5e+21,0.121819,0.0935603,0.793,1.601,42.8258,1284.77,128.477,72,0.945653,0.88396,0.905784,0.988028,0.995447,1.07063
641,3,19,16,1.5e+21,0.121819,0.11962,0.7015,1.379,54.0218,1620.65,162.065,90,0.96284,0.910974,0.897778,0.97804,0.961489,0.90703
642,3,19,17,1.5e+21,0.121819,0.152938,0.6148,1.229,69.5598,2086.8,208.68,120,0.970893,0.919814,0.854641,0.971609,0.91124,0.68413
643,3,19,18,1.5e+21,0.121819,0.195537,0.5484,1.147,86.7955,2603.86,260.387,150,0.973955,0.912574,0.781532,0.969666,0.850625,0.460198
644,3,20,1,1.5e+21,0.180777,0.003,32.823,12.446,12.4467,373.402,37.3402,18,0.205914,0.151112,0.261226,0.364379,0.331001,0.53558
645,3,20,2,1.5e+21,0.180777,0.0038356,22.9734,12.867,11.3194,339.581,33.9582,18,0.214432,0.155213,0.258474,0.402621,0.368964,0.703509
646,3,20,3,1.5e+21,0.180777,0.00490394,15.4713,13.192,10.1394,304.181,30.4182,18,0.217544,0.154248,0.24736,0.562637,0.541169,0.567475
647,3,20,4,1.5e+21,0.180777,0.00626986,10.6699,13.293,9.292,278.761,27.876,18,0.213236,0.145483,0.223893,0.407207,0.374278,0.528682
648,3,20,5,1.5e+21,0.180777,0.00801622,7.8038,13.158,8.91092,267.327,27,18,0.214352,0.144449,0.216594,0.4428,0.412863,0.605198
649,3,20,6,1.5e+21,0.180777,0.010249,5.7939,12.747,8.95669,268.7,27,18,0.225003,0.15286,0.223323,0.472041,0.443958,0.63462
650,3,20,7,1.5e+21,0.180777,0.0131037,4.4546,12.038,9.45892,283.768,28.3768,18,0.251164,0.177183,0.250922,0.490444,0.46212,0.612235
651,3,20,8,1.5e+21,0.180777,0.0167535,3.496,10.973,10.4558,313.676,31.3675,18,0.299684,0.225676,0.304408,0.646687,0.629858,0.823002
652,3,20,9,1.5e+21,0.180777,0.02142,2.7773,9.503,12.0622,361.866,36.1866,24,0.355698,0.278839,0.40487,0.654126,0.636169,0.945144
653,3,20,10,1.5e+21,0.180777,0.0273861,2.2459,7.767,14.3418,430.255,43.0254,24,0.449148,0.369364,0.489829,0.704567,0.681991,0.845853
654,3,20,11,1.5e+21,0.180777,0.0350141,1.8382,5.968,17.4827,524.482,52.4482,30,0.563332,0.478718,0.619823,0.928974,0.935424,0.961365
655,3,20,12,1.5e+21,0.180777,0.0447667,1.5207,4.381,21.7278,651.836,65.1835,36,0.689288,0.602452,0.727754,0.90285,0.893902,0.990533
656,3,20,13,1.5e+21,0.180777,0.0572357,1.2747,3.193,27.2928,818.784,81.8784,48,0.797441,0.712846,0.818048,0.955438,0.956057,0.92814
657,3,20,14,1.5e+21,0.180777,0.0731778,1.112,2.413,34.1875,1025.62,102.562,60,0.87554,0.799396,0.866318,1.0053,1.02649,1.23574
658,3,20,15,1.5e+21,0.180777,0.0935603,0.9759,1.886,43.2553,1297.66,129.766,72,0.925118,0.859942,0.895111,0.99694,1.01674,1.05721
659,3,20,16,1.5e+21,0.180777,0.11962,0.8564,1.547,55.0355,1651.07,165.106,96,0.953336,0.899878,0.898799,0.98718,0.998055,0.978564
660,3,20,17,1.5e+21,0.180777,0.152938,0.7512,1.334,70.4031,2112.09,211.209,120,0.96648,0.918458,0.885031,0.98407,0.99088,0.869239
661,3,20,18,1.5e+21,0.180777,0.195537,0.6651,1.21,88.7626,2662.88,266.288,150,0.971951,0.921249,0.844986,0.983035,0.985252,0.683204
662,3,20,19,1.5e+21,0.180777,0.25,0.5906,1.132,111.556,3346.67,334.667,192,0.974429,0.908904,0.753751,0.983482,0.992175,0.361911
663,3,21,1,1.5e+21,0.26827,0.003,59.0125,13.497,20.236,607.081,60.7081,18,0.227054,0.180751,0.33595,0.376915,0.344307,0.58117
664,3,21,2,1.5e+21,0.26827,0.0038356,36.8688,14.466,18.4048,552.143,55.2143,18,0.243427,0.194579,0.338143,0.412575,0.380155,0.64458
665,3,21,3,1.5e+21,0.26827,0.00490394,25.2892,15.168,16.6237,498.71,49.871,18,0.246452,0.197209,0.328224,0.40278,0.370988,0.568694
666,3,21,4,1.5e+21,0.26827,0.00626986,18.7762,15.594,15.2341,457.022,45.7022,18,0.244839,0.195514,0.314038,0.415932,0.385793,0.572416
667,3,21,5,1.5e+21,0.26827,0.00801622,12.5132,15.878,13.6319,408.957,40.8958,18,0.243991,0.194262,0.302122,0.425519,0.398929,0.565645
668,3,21,6,1.5e+21,0.26827,0.010249,8.7682,15.697,12.7313,381.939,38.1939,18,0.246852,0.19582,0.291622,0.457577,0.434826,0.634699
669,3,21,7,1.5e+21,0.26827,0.0131037,6.5184,15.075,12.518,375.54,37.554,18,0.258993,0.205969,0.29462,0.491255,0.470692,0.670772
670,3,21,8,1.5e+21,0.26827,0.0167535,4.8926,13.873,12.9671,389.013,38.9013,24,0.289055,0.23389,0.367737,0.518633,0.498107,0.583871
671,3,21,9,1.5e+21,0.26827,0.02142,3.8113,12.205,14.0897,422.692,42.2692,24,0.337398,0.279051,0.407621,0.566536,0.545056,0.714638
672,3,21,10,1.5e+21,0.26827,0.0273861,3.027,10.133,15.9713,479.139,47.9138,24,0.404133,0.340605,0.457271,0.631137,0.607053,0.476359
673,3,21,11,1.5e+21,0.26827,0.0350141,2.4369,7.887,18.7837,563.512,56.3512,30,0.499314,0.429149,0.567505,0.776494,0.760295,1.15755
674,3,21,12,1.5e+21,0.26827,0.0447667,1.983,5.797,22.7885,683.654,68.3654,36,0.616149,0.539748,0.668569,0.87373,0.865403,0.928312
675,3,21,13,1.5e+21,0.26827,0.0572357,1.6443,4.193,28.0497,841.49,84.149,48,0.730503,0.651475,0.76741,0.961768,0.964802,0.891011
676,3,21,14,1.5e+21,0.26827,0.0731778,1.3789,3.045,35.0434,1051.3,105.13,60,0.829031,0.753602,0.83141,1.03169,1.06368,1.18156
677,3,21,15,1.5e+21,0.26827,0.0935603,1.2051,2.294,44.0327,1320.98,132.098,72,0.894888,0.826819,0.874073,0.996922,1.01437,1.02708
678,3,21,16,1.5e+21,0.26827,0.11962,1.0563,1.807,55.6176,1668.53,166.853,96,0.936616,0.879464,0.893921,0.985143,0.994297,1.00381
679,3,21,17,1.5e+21,0.26827,0.152938,0.9253,1.496,70.7627,2122.88,212.288,120,0.958028,0.90864,0.896973,0.979258,0.97634,0.964771
680,3,21,18,1.5e+21,0.26827,0.195537,0.8164,1.31,89.314,2679.42,267.942,150,0.968028,0.92163,0.879307,0.97787,0.963147,0.859951
681,3,21,19,1.5e+21,0.26827,0.25,0.7198,1.192,113.282,3398.47,339.847,192,0.972751,0.921111,0.829254,0.978259,0.955365,0.704392
682,3,22,2,1.5e+21,0.398107,0.0038356,57.8315,15.271,29.0182,870.545,87.0546,18,0.258724,0.213332,0.390835,0.517474,0.490769,0.697104
683,3,22,3,1.5e+21,0.398107,0.00490394,46.4806,15.829,27.7868,833.603,83.3603,18,0.262899,0.217669,0.388232,0.488389,0.459992,0.626384
684,3,22,4,1.5e+21,0.398107,0.00626986,30.5593,16.777,24.9752,749.255,74.9255,24,0.26548,0.221428,0.43449,0.484548,0.457032,0.697517
685,3,22,5,1.5e+21,0.398107,0.00801622,21.4647,17.346,22.4894,674.682,67.4683,24,0.26595,0.222952,0.41815,0.478345,0.452068,0.676185
686,3,22,6,1.5e+21,0.398107,0.010249,14.1908,17.595,19.9061,597.182,59.7182,24,0.269055,0.226632,0.400762,0.481273,0.457829,0.604641
687,3,22,7,1.5e+21,0.398107,0.0131037,10.0874,17.291,18.3579,550.738,55.0738,24,0.27771,0.234849,0.391785,0.506906,0.485658,0.754124
688,3,22,8,1.5e+21,0.398107,0.0167535,7.3701,16.389,17.6449,529.348,52.9348,24,0.295563,0.251196,0.393251,0.547708,0.528476,0.964312
689,3,22,9,1.5e+21,0.398107,0.02142,5.4576,14.74,17.8566,535.698,53.5697,24,0.328574,0.281166,0.408967,0.586104,0.567485,0.928498
690,3,22,10,1.5e+21,0.398107,0.0273861,4.1923,12.544,19.051,571.531,57.1531,30,0.379712,0.327654,0.485202,0.64737,0.62994,0.89145
691,3,22,11,1.5e+21,0.398107,0.0350141,3.3016,10.046,21.2808,638.425,63.8425,30,0.45298,0.394589,0.530093,0.724378,0.706503,0.839905
692,3,22,12,1.5e+21,0.398107,0.0447667,2.6463,7.592,24.7257,741.769,74.177,36,0.549514,0.483963,0.616976,0.883708,0.879189,0.860834
693,3,22,13,1.5e+21,0.398107,0.0572357,2.1565,5.521,29.6014,888.042,88.8043,48,0.662517,0.591698,0.714426,1.40765,1.51296,1.04944
694,3,22,14,1.5e+21,0.398107,0.0731778,1.7805,3.955,36.2942,1088.82,108.882,60,0.770143,0.698162,0.788661,1.38345,1.52766,1.07385
695,3,22,15,1.5e+21,0.398107,0.0935603,1.4986,2.874,45.2301,1356.9,135.69,72,0.853711,0.784689,0.844457,1.02493,1.05607,1.02416
696,3,22,16,1.5e+21,0.398107,0.11962,1.3054,2.17,56.9312,1707.94,170.794,96,0.911559,0.850575,0.878957,0.992675,1.00953,0.989269
697,3,22,17,1.5e+21,0.398107,0.152938,1.14,1.723,72.0436,2161.31,216.131,120,0.944799,0.892456,0.896078,0.987467,1.00064,0.937025
698,3,22,18,1.5e+21,0.398107,0.195537,1.0013,1.45,90.9082,2727.24,272.724,156,0.961344,0.91446,0.890843,0.984136,0.992069,0.891766
699,3,22,19,1.5e+21,0.398107,0.25,0.8765,1.274,116.083,3482.49,348.249,198,0.96991,0.92418,0.864951,0.970784,0.926224,0.806909
700,3,23,4,1.5e+21,0.590784,0.00626986,56.0253,17.023,41.1848,1235.54,123.554,24,0.274337,0.23182,0.481617,0.649954,0.63052,0.786174
701,3,23,5,1.5e+21,0.590784,0.00801622,38.4577,17.9,37.7466,1132.4,113.24,24,0.276442,0.235511,0.468795,0.674727,0.657669,0.783405
702,3,23,6,1.5e+21,0.590784,0.010249,24.9669,18.485,33.3158,999.473,99.9473,24,0.28066,0.241114,0.452975,0.722428,0.709245,0.783632
703,3,23,7,1.5e+21,0.590784,0.0131037,17.5257,18.516,29.8597,895.791,89.5791,24,0.288375,0.249262,0.441295,0.747387,0.736372,0.802998
704,3,23,8,1.5e+21,0.590784,0.0167535,11.5103,17.849,26.5822,797.467,79.7467,24,0.305894,0.266187,0.432512,0.704447,0.691469,0.725716
705,3,23,9,1.5e+21,0.590784,0.02142,8.1986,16.528,25.0217,750.651,75.0651,30,0.331221,0.289662,0.476593,0.72475,0.713384,0.738575
706,3,23,10,1.5e+21,0.590784,0.0273861,6.043,14.541,24.8177,744.531,74.4532,30,0.369715,0.324769,0.489152,0.809305,0.802953,0.726981
707,3,23,11,1.5e+21,0.590784,0.0350141,4.6476,12.178,25.91,777.301,77.7301,36,0.423077,0.373246,0.542084,0.280374,0.224209,0.541325
708,3,23,12,1.5e+21,0.590784,0.0447667,3.6003,9.475,28.5593,856.778,85.6778,42,0.505256,0.449098,0.607682,0.72028,0.696444,1.03761
709,3,23,13,1.5e+21,0.590784,0.0572357,2.8803,7.093,32.6963,980.888,98.0888,48,0.602611,0.540287,0.673707,0.830365,0.812076,0.942134
710,3,23,14,1.5e+21,0.590784,0.0731778,2.3325,5.11,38.8655,1165.97,116.597,60,0.708174,0.641361,0.746973,0.93379,0.92622,1.01276
711,3,23,15,1.5e+21,0.590784,0.0935603,1.9177,3.656,47.4561,1423.68,142.368,78,0.803644,0.736083,0.809775,1.40208,1.56382,0.998137
