ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_peak_scale,R_exc_scale,R_int_scale
1169,5,18,16,6e+21,0.0820891,0.11962,0.6178,1.062,54.5825,1637.47,163.748,96,0.834374,0.718645,0.501089,0.807814,0.896932,1.0311
1171,5,19,1,6e+21,0.121819,0.003,19.42,3.312,7.54619,226.386,27,18,0.285156,0.095647,0.172524,0.504338,0.418243,0.716671
1172,5,19,2,6e+21,0.121819,0.0038356,13.1579,3.339,6.85027,205.509,27,18,0.305289,0.0996147,0.176986,0.664482,0.612981,0.837695
1173,5,19,3,6e+21,0.121819,0.00490394,9.3042,3.339,6.438,193.14,27,18,0.317291,0.0977636,0.172463,1.39557,1.63652,0.801398
1174,5,19,4,6e+21,0.121819,0.00626986,6.9929,3.314,6.33223,189.966,27,18,0.328266,0.103568,0.179852,1.67364,2.04466,1.21746
1175,5,19,5,6e+21,0.121819,0.00801622,5.2814,3.256,6.52638,195.791,27,18,0.341673,0.111631,0.190357,1.58181,1.93247,0.92743
1176,5,19,6,6e+21,0.121819,0.010249,4.1341,3.16,7.03769,211.131,27,18,0.36354,0.141311,0.228089,0.743047,0.71921,1.43056
1177,5,19,7,6e+21,0.121819,0.0131037,3.2834,3.01,7.93446,238.034,27,18,0.388355,0.159516,0.24582,0.680942,0.644657,2.28971
1178,5,19,8,6e+21,0.121819,0.0167535,2.6585,2.797,9.26488,277.946,27.7947,18,0.430578,0.19162,0.278669,0.983471,1.10258,1.33981
1179,5,19,9,6e+21,0.121819,0.02142,2.1872,2.517,11.1234,333.701,33.3702,24,0.491382,0.25657,0.398318,0.77882,0.778605,0.903174
1180,5,19,10,6e+21,0.121819,0.0273861,1.8238,2.189,13.6496,409.488,40.9488,24,0.569023,0.33734,0.471284,1.20784,1.5927,-0.931702
1181,5,19,11,6e+21,0.121819,0.0350141,1.5377,1.855,17.0409,511.228,51.1228,30,0.654506,0.432338,0.575982,0.845963,0.932964,0.947689
1182,5,19,12,6e+21,0.121819,0.0447667,1.3188,1.581,21.3041,639.123,63.9122,36,0.728358,0.52845,0.641491,0.813252,0.862884,0.867773
1183,5,19,13,6e+21,0.121819,0.0572357,1.1372,1.375,26.9348,808.043,80.8043,42,0.780922,0.612518,0.684089,1.01867,1.64964,0.691247
1184,5,19,14,6e+21,0.121819,0.0731778,0.9917,1.239,33.9331,1017.99,101.799,60,0.810207,0.675279,0.698775,0.844009,1.07164,0.965988
1185,5,19,15,6e+21,0.121819,0.0935603,0.865,1.149,43.1957,1295.87,129.587,72,0.825093,0.712982,0.692989,0.822618,0.945555,0.8306
1186,5,19,16,6e+21,0.121819,0.11962,0.756,1.091,55.2652,1657.96,165.796,96,0.831725,0.732295,0.626633,0.809085,0.878489,0.836312
1187,5,19,17,6e+21,0.121819,0.152938,0.6698,1.058,69.3199,2079.6,207.96,120,0.834868,0.709022,0.445367,0.851936,2.13054,-1.15589
1190,5,20,1,6e+21,0.180777,0.003,33.0695,3.855,12.5015,375.046,37.5046,18,0.288776,0.132524,0.243899,0.458513,0.371399,0.456364
1191,5,20,2,6e+21,0.180777,0.0038356,22.6467,3.965,11.3196,339.589,33.9588,18,0.301731,0.136668,0.242924,0.524878,0.444264,0.609682
1192,5,20,3,6e+21,0.180777,0.00490394,15.6797,4.038,10.236,307.08,30.708,18,0.307429,0.136135,0.234887,0.592952,0.531446,0.699468
1193,5,20,4,6e+21,0.180777,0.00626986,10.9447,4.062,9.41738,282.521,28.2522,18,0.30914,0.131285,0.219246,0.70529,0.681018,0.892271
1194,5,20,5,6e+21,0.180777,0.00801622,7.8721,4.023,9.0235,270.705,27.0705,18,0.314528,0.133101,0.215858,0.838238,0.857251,0.905232
1195,5,20,6,6e+21,0.180777,0.010249,5.898,3.918,9.09173,272.752,27.2752,18,0.326733,0.142297,0.22408,0.867017,0.898838,1.02097
1196,5,20,7,6e+21,0.180777,0.0131037,4.5819,3.741,9.60377,288.113,28.8113,18,0.350097,0.164669,0.25245,0.763302,0.760122,0.995948
1197,5,20,8,6e+21,0.180777,0.0167535,3.5928,3.46,10.6697,320.092,32.0092,18,0.385869,0.195873,0.286174,0.735556,0.71891,0.928655
1198,5,20,9,6e+21,0.180777,0.02142,2.9053,3.101,12.2653,367.96,36.796,24,0.437022,0.240959,0.379964,0.692915,0.666688,0.672367
1199,5,20,10,6e+21,0.180777,0.0273861,2.3791,2.666,14.595,437.851,43.7851,24,0.51091,0.310409,0.43646,0.89188,0.973409,1.02623
1200,5,20,11,6e+21,0.180777,0.0350141,1.9762,2.217,17.8148,534.445,53.4444,30,0.600079,0.398974,0.539021,0.828103,0.867397,0.859883
1201,5,20,12,6e+21,0.180777,0.0447667,1.6705,1.836,22.0149,660.446,66.0447,36,0.685639,0.494745,0.610151,0.791519,0.783351,0.598415
1202,5,20,13,6e+21,0.180777,0.0572357,1.4268,1.546,27.5453,826.359,82.6359,48,0.751928,0.582539,0.66683,0.896891,1.07838,0.844379
1203,5,20,14,6e+21,0.180777,0.0731778,1.2336,1.35,34.5458,1036.38,103.638,60,0.794319,0.654092,0.691175,0.845449,0.947939,0.604629
1204,5,20,15,6e+21,0.180777,0.0935603,1.0741,1.221,43.4966,1304.9,130.49,72,0.817086,0.701531,0.702829,0.812104,0.844157,0.720717
1205,5,20,16,6e+21,0.180777,0.11962,0.9366,1.136,55.2638,1657.91,165.791,96,0.828353,0.731378,0.67487,0.812958,0.867571,0.570828
1206,5,20,17,6e+21,0.180777,0.152938,0.8229,1.085,69.8719,2096.16,209.616,120,0.833313,0.735778,0.608591,0.810227,0.642972,0.260689
1207,5,20,18,6e+21,0.180777,0.195537,0.7236,1.053,88.7133,2661.4,266.14,150,0.834873,0.693003,0.386473,0.833457,1.56766,1.51581
1209,5,21,1,6e+21,0.26827,0.003,58.19,4.127,20.2361,607.084,60.7083,18,0.297763,0.160445,0.29718,0.495453,0.418464,0.593245
1210,5,21,2,6e+21,0.26827,0.0038356,37.4109,4.35,18.5432,556.297,55.6297,18,0.315466,0.173008,0.303901,0.542718,0.475664,0.667338
1211,5,21,3,6e+21,0.26827,0.00490394,25.9921,4.517,16.8516,505.548,50.5548,18,0.318927,0.17594,0.299685,0.576518,0.520009,0.798411
1212,5,21,4,6e+21,0.26827,0.00626986,18.9799,4.626,15.3995,461.986,46.1986,18,0.31814,0.175643,0.292882,0.620751,0.578177,0.985326
1213,5,21,5,6e+21,0.26827,0.00801622,12.7084,4.69,13.8327,414.979,41.498,18,0.317711,0.175558,0.284979,0.683035,0.66063,0.902471
1214,5,21,6,6e+21,0.26827,0.010249,9.0871,4.644,12.9834,389.502,38.9503,18,0.321674,0.177925,0.280376,0.839028,0.861097,0.987409
1215,5,21,7,6e+21,0.26827,0.0131037,6.6442,4.473,12.7697,383.092,38.3092,18,0.335716,0.188567,0.284981,1.00155,1.07212,0.890673
1216,5,21,8,6e+21,0.26827,0.0167535,5.0566,4.175,13.2409,397.227,39.7227,24,0.362895,0.210673,0.352199,0.884249,0.92367,0.395959
1217,5,21,9,6e+21,0.26827,0.02142,3.9646,3.753,14.4066,432.198,43.2197,24,0.405872,0.24637,0.3797,0.80954,0.826256,0.964696
1218,5,21,10,6e+21,0.26827,0.0273861,3.1878,3.242,16.3195,489.586,48.9586,24,0.467887,0.300087,0.416214,0.79592,0.808313,0.984386
1219,5,21,11,6e+21,0.26827,0.0350141,2.5916,2.677,19.2518,577.553,57.7553,30,0.549461,0.37334,0.505733,0.795184,0.801201,0.809539
1220,5,21,12,6e+21,0.26827,0.0447667,2.1594,2.185,23.1614,694.842,69.4842,36,0.634933,0.457497,0.574141,0.99591,1.1737,0.945129
1221,5,21,13,6e+21,0.26827,0.0572357,1.8182,1.788,28.5097,855.292,85.5292,48,0.714656,0.549173,0.641954,0.880979,0.99037,0.864521
1222,5,21,14,6e+21,0.26827,0.0731778,1.548,1.504,35.6033,1068.1,106.81,60,0.771399,0.626755,0.677539,0.838228,0.899775,0.726279
1223,5,21,15,6e+21,0.26827,0.0935603,1.3362,1.32,44.5548,1336.64,133.664,72,0.804584,0.682963,0.69862,1.08555,2.06807,0.698805
1224,5,21,16,6e+21,0.26827,0.11962,1.1573,1.198,56.3916,1691.75,169.175,96,0.822313,0.722151,0.690094,0.861967,1.11302,0.634257
1225,5,21,17,6e+21,0.26827,0.152938,1.0102,1.123,71.3163,2139.49,213.949,120,0.830586,0.737838,0.668635,0.83349,1.01175,0.846935
1226,5,21,18,6e+21,0.26827,0.195537,0.8817,1.075,91.0659,2731.98,273.198,156,0.834213,0.73175,0.563283,0.826827,1.06898,0.964763
1228,5,22,2,6e+21,0.398107,0.0038356,58.097,4.554,29.1571,874.712,87.4712,18,0.326353,0.193141,0.345662,0.595084,0.537046,0.735772
1229,5,22,3,6e+21,0.398107,0.00490394,47.2962,4.682,28.0331,840.994,84.0993,18,0.329934,0.197333,0.344757,0.608704,0.553531,0.746284
1230,5,22,4,6e+21,0.398107,0.00626986,31.3921,4.907,25.3543,760.63,76.063,24,0.331702,0.202414,0.390701,0.644777,0.603488,1.02915
1231,5,22,5,6e+21,0.398107,0.00801622,22.0496,5.043,22.9033,687.098,68.7098,24,0.33159,0.205438,0.382102,0.690295,0.659509,0.994198
1232,5,22,6,6e+21,0.398107,0.010249,14.5094,5.096,20.3099,609.297,60.9297,24,0.334119,0.209943,0.372756,0.620794,0.576027,0.736272
1233,5,22,7,6e+21,0.398107,0.0131037,10.2225,5.003,18.7491,562.473,56.2472,24,0.342864,0.217969,0.368602,0.650821,0.615086,0.821157
1234,5,22,8,6e+21,0.398107,0.0167535,7.5164,4.763,18.1017,543.052,54.3052,24,0.360977,0.232808,0.3714,0.682465,0.656717,0.811875
1235,5,22,9,6e+21,0.398107,0.02142,5.66,4.356,18.3663,550.989,55.0988,24,0.393282,0.259059,0.383455,0.710333,0.689793,0.829628
1236,5,22,10,6e+21,0.398107,0.0273861,4.3876,3.81,19.6165,588.494,58.8494,30,0.442585,0.299607,0.452008,0.73702,0.716434,0.664483
1237,5,22,11,6e+21,0.398107,0.0350141,3.5035,3.205,21.8844,656.532,65.6532,30,0.508336,0.355608,0.479388,0.99674,1.09263,0.936977
1238,5,22,12,6e+21,0.398107,0.0447667,2.836,2.596,25.4842,764.527,76.4527,36,0.590094,0.429939,0.542134,0.913215,0.986558,0.990016
1239,5,22,13,6e+21,0.398107,0.0572357,2.3514,2.098,30.4346,913.039,91.3038,48,0.672981,0.515655,0.613837,0.876168,0.937706,0.815356
1240,5,22,14,6e+21,0.398107,0.0731778,1.9746,1.719,37.228,1116.84,111.684,60,0.740539,0.594817,0.6585,0.826994,0.85957,0.65147
1241,5,22,15,6e+21,0.398107,0.0935603,1.6849,1.462,46.0081,1380.24,138.024,72,0.78522,0.657843,0.687693,0.900753,1.08585,0.919436
1242,5,22,16,6e+21,0.398107,0.11962,1.4488,1.29,57.5706,1727.12,172.712,96,0.812253,0.704806,0.694793,0.847093,0.961169,0.853236
1243,5,22,17,6e+21,0.398107,0.152938,1.255,1.18,72.516,2175.48,217.548,120,0.825407,0.73036,0.686705,0.821456,0.856105,0.758784
1244,5,22,18,6e+21,0.398107,0.195537,1.0974,1.113,91.1026,2733.08,273.308,150,0.831874,0.740162,0.654639,0.812958,0.785845,0.746824
1245,5,22,19,6e+21,0.398107,0.25,0.9602,1.07,115.418,3462.53,346.253,192,0.834699,0.727812,0.542387,0.813028,0.744887,0.846402
1246,5,23,4,6e+21,0.590784,0.00626986,57.2305,4.97,41.6273,1248.82,124.882,24,0.338521,0.213453,0.428529,0.668023,0.627542,0.927783
1247,5,23,5,6e+21,0.590784,0.00801622,37.4728,5.201,37.8511,1135.53,113.553,24,0.33925,0.219092,0.41885,0.725353,0.700906,1.08129
1248,5,23,6,6e+21,0.590784,0.010249,25.5228,5.312,33.9814,1019.44,101.944,24,0.342374,0.225761,0.409225,0.683294,0.652288,0.78956
1249,5,23,7,6e+21,0.590784,0.0131037,18.0313,5.305,30.6283,918.85,91.885,24,0.350053,0.235116,0.402058,0.714705,0.690162,0.827043
1250,5,23,8,6e+21,0.590784,0.0167535,11.7934,5.115,27.3519,820.556,82.0557,24,0.368248,0.252465,0.396516,0.755583,0.743521,0.895786
1251,5,23,9,6e+21,0.590784,0.02142,8.5013,4.777,25.8822,776.466,77.6466,30,0.393397,0.273904,0.440704,0.801771,0.799818,0.658656
1252,5,23,10,6e+21,0.590784,0.0273861,6.2865,4.27,25.7484,772.453,77.2453,30,0.43243,0.306255,0.449515,0.838345,0.847044,0.986886
1253,5,23,11,6e+21,0.590784,0.0350141,4.857,3.675,26.9744,809.233,80.9233,36,0.48555,0.35088,0.49471,0.880289,0.907381,0.968051
1254,5,23,12,6e+21,0.590784,0.0447667,3.8426,3.042,29.6549,889.647,88.9647,42,0.555202,0.412634,0.542839,0.890501,0.932519,0.82508
1255,5,23,13,6e+21,0.590784,0.0572357,3.1205,2.472,33.8798,1016.39,101.639,48,0.630687,0.484135,0.587658,0.865699,0.907111,0.737646
1256,5,23,14,6e+21,0.590784,0.0731778,2.5671,1.995,40.1742,1205.23,120.523,60,0.703696,0.560593,0.636003,0.963303,1.11294,1.01343
1257,5,23,15,6e+21,0.590784,0.0935603,2.1623,1.658,48.4246,1452.74,145.274,72,0.758617,0.627258,0.671426,0.885403,0.993723,0.892982
1258,5,23,16,6e+21,0.590784,0.11962,1.8354,1.419,59.704,1791.12,179.112,96,0.7963,0.682073,0.691628,0.841063,0.90562,0.754001
1259,5,23,17,6e+21,0.590784,0.152938,1.5747,1.263,74.4191,2232.57,223.257,120,0.816751,0.715596,0.695332,1.0812,2.23877,0.766457
1260,5,23,18,6e+21,0.590784,0.195537,1.3625,1.164,93.3762,2801.29,280.129,156,0.827599,0.734844,0.672761,0.861532,1.22351,0.952564
1261,5,23,19,6e+21,0.590784,0.25,1.1865,1.102,117.617,3528.52,352.852,192,0.833006,0.739543,0.626717,0.837247,1.18057,0.960202
1262,5,24,5,6e+21,0.876712,0.00801622,56.4227,5.317,59.1413,1774.24,177.424,24,0.34542,0.229424,0.440024,0.691433,0.659852,0.840463
1263,5,24,6,6e+21,0.876712,0.010249,42.3224,5.42,55.4675,1664.02,166.402,24,0.348459,0.235619,0.434838,0.711673,0.68515,0.855399
1264,5,24,7,6e+21,0.876712,0.0131037,31.4198,5.447,51.2241,1536.72,153.672,24,0.354461,0.243647,0.429823,0.741078,0.721194,0.87121
1265,5,24,8,6e+21,0.876712,0.0167535,20.658,5.335,45.2133,1356.4,135.64,24,0.370282,0.260348,0.425598,0.794138,0.785592,0.913334
1266,5,24,9,6e+21,0.876712,0.02142,13.8001,5.041,40.2732,1208.2,120.82,30,0.395447,0.283762,0.463818,0.857095,0.864893,1.07524
1267,5,24,10,6e+21,0.876712,0.0273861,9.7544,4.613,37.374,1121.22,112.122,30,0.428166,0.312334,0.46323,0.927555,0.958863,1.21046
1268,5,24,11,6e+21,0.876712,0.0350141,7.1644,4.068,36.3953,1091.86,109.186,36,0.47321,0.351367,0.493132,0.993016,1.05134,1.12617
1269,5,24,12,6e+21,0.876712,0.0447667,5.4611,3.463,37.3373,1120.12,112.012,42,0.52941,0.400467,0.530244,1.00997,1.08964,1.16337
1270,5,24,13,6e+21,0.876712,0.0572357,4.2569,2.843,40.3782,1211.35,121.135,48,0.597529,0.462166,0.568133,0.982013,1.07401,1.06496
1271,5,24,14,6e+21,0.876712,0.0731778,3.4493,2.327,45.3439,1360.32,136.032,60,0.664405,0.526949,0.614579,0.944493,1.04495,0.986424
1272,5,24,15,6e+21,0.876712,0.0935603,2.8199,1.894,53.1551,1594.65,159.465,78,0.728277,0.596467,0.652807,0.886915,0.971508,0.84886
1273,5,24,16,6e+21,0.876712,0.11962,2.3614,1.589,63.6544,1909.63,190.963,96,0.77457,0.654535,0.681834,1.28699,2.13971,0.920613
1274,5,24,17,6e+21,0.876712,0.152938,1.9987,1.375,77.9622,2338.87,233.887,120,0.804082,0.69707,0.697316,0.899581,1.15065,1.17327
1275,5,24,18,6e+21,0.876712,0.195537,1.7163,1.238,96.2608,2887.82,288.782,156,0.821031,0.725161,0.691585,0.860897,1.09799,1.079
1276,5,24,19,6e+21,0.876712,0.25,1.4802,1.148,120.572,3617.16,361.716,198,0.829265,0.736371,0.658119,0.843952,1.11115,1.00117
1277,5,25,7,6e+21,1.30103,0.0131037,50.8758,5.52,82.1683,2465.05,246.505,24,0.35987,0.251691,0.443239,0.768048,0.754763,0.924322
1278,5,25,8,6e+21,1.30103,0.0167535,35.4053,5.444,75.079,2252.37,225.237,24,0.373815,0.266901,0.440358,0.805917,0.80105,0.945719
1279,5,25,9,6e+21,1.30103,0.02142,23.8205,5.202,66.8958,2006.88,200.688,30,0.396645,0.289054,0.484852,0.867871,0.877351,1.05549
1280,5,25,10,6e+21,1.30103,0.0273861,16.8211,4.861,60.296,1808.88,180.888,30,0.424006,0.314034,0.485298,0.97802,1.01704,1.16433
1281,5,25,11,6e+21,1.30103,0.0350141,11.4548,4.346,54.6624,1639.87,163.987,36,0.465947,0.35156,0.512255,0.912058,0.937326,0.910119
1282,5,25,12,6e+21,1.30103,0.0447667,8.1714,3.763,52.0232,1560.7,156.07,42,0.516341,0.39626,0.535799,0.942891,0.984284,0.928876
1283,5,25,13,6e+21,1.30103,0.0572357,6.1039,3.171,52.3386,1570.16,157.016,54,0.574895,0.449087,0.571095,0.945814,1.00014,0.915924
1284,5,25,14,6e+21,1.30103,0.0731778,4.7453,2.625,55.4625,1663.87,166.387,60,0.636749,0.506941,0.599847,0.914417,0.967609,0.887066
1285,5,25,15,6e+21,1.30103,0.0935603,3.8036,2.162,61.4392,1843.18,184.318,78,0.696591,0.56702,0.640183,1.01871,1.19025,1.07789
1286,5,25,16,6e+21,1.30103,0.11962,3.111,1.794,70.7499,2122.5,212.25,96,0.748791,0.625814,0.669726,0.933425,1.09448,1.185
1287,5,25,17,6e+21,1.30103,0.152938,2.5866,1.522,84.0625,2521.87,252.187,120,0.786667,0.674318,0.691168,0.886452,1.03915,1.08707
1288,5,25,18,6e+21,1.30103,0.195537,2.1914,1.338,101.591,3047.74,304.774,156,0.810162,0.708686,0.698596,0.855677,0.999257,1.06461
1289,5,25,19,6e+21,1.30103,0.25,1.8683,1.213,125.422,3762.65,376.265,198,0.824286,0.732247,0.688533,0.837304,0.980443,1.03502
1290,5,26,8,6e+21,1.9307,0.0167535,53.7047,5.474,117.858,3535.73,353.572,24,0.381002,0.276109,0.448924,0.794633,0.787246,0.907592
1291,5,26,9,6e+21,1.9307,0.02142,43.3416,5.346,112.164,3364.91,336.491,30,0.394059,0.289052,0.49467,0.818981,0.81703,0.943227
1292,5,26,10,6e+21,1.9307,0.0273861,27.9492,4.946,99.4695,2984.08,298.408,30,0.428178,0.321138,0.494785,0.878972,0.892112,0.954532
1293,5,26,11,6e+21,1.9307,0.0350141,19.7428,4.53,89.6661,2689.98,268.998,36,0.463032,0.353319,0.524295,0.919426,0.945693,0.982678
1294,5,26,12,6e+21,1.9307,0.0447667,13.2073,3.964,80.26,2407.8,240.78,42,0.511203,0.396921,0.550977,0.952884,0.995568,1.01326
1295,5,26,13,6e+21,1.9307,0.0572357,9.2888,3.398,75.0789,2252.37,225.237,54,0.563842,0.444748,0.582654,0.970553,1.03095,1.06105
1296,5,26,14,6e+21,1.9307,0.0731778,7.0044,2.902,74.0454,2221.36,222.136,60,0.61508,0.492214,0.600708,0.968173,1.04313,1.08556
1297,5,26,15,6e+21,1.9307,0.0935603,5.3499,2.415,76.8635,2305.91,230.591,78,0.671791,0.547074,0.631056,0.945754,1.0311,1.14825
1298,5,26,16,6e+21,1.9307,0.11962,4.2246,2.007,83.8432,2515.3,251.53,96,0.724138,0.601592,0.66181,0.919087,1.012,1.06237
1299,5,26,17,6e+21,1.9307,0.152938,3.4513,1.699,94.7883,2843.65,284.365,120,0.765674,0.64992,0.683271,0.890114,0.983613,0.926645
1300,5,26,18,6e+21,1.9307,0.195537,2.8486,1.461,111.412,3342.37,334.237,156,0.796469,0.689933,0.696397,0.866138,0.996199,0.989893
1301,5,26,19,6e+21,1.9307,0.25,2.4013,1.301,133.531,4005.92,400.592,192,0.815772,0.718774,0.703316,0.845777,0.979443,1.01784
1302,5,27,10,6e+21,2.86512,0.0273861,46.4146,5.018,161.638,4849.14,484.914,30,0.430511,0.325606,0.501414,0.863683,0.872916,0.942458
1303,5,27,11,6e+21,2.86512,0.0350141,34.6186,4.662,149.969,4499.07,449.907,36,0.46148,0.354824,0.531062,0.89493,0.913704,0.953632
1304,5,27,12,6e+21,2.86512,0.0447667,22.31,4.075,132.114,3963.41,396.341,42,0.512002,0.401608,0.557605,0.935652,0.971174,0.96234
1305,5,27,13,6e+21,2.86512,0.0572357,15.6719,3.584,119.426,3582.77,358.277,54,0.557336,0.443687,0.59026,0.932007,0.973074,0.96885
1306,5,27,14,6e+21,2.86512,0.0731778,10.9594,3.074,109.993,3299.8,329.98,60,0.607871,0.490892,0.607793,0.939166,0.994169,0.964191
1307,5,27,15,6e+21,2.86512,0.0935603,7.9124,2.598,106.104,3183.12,318.312,78,0.658282,0.538608,0.635485,0.92689,0.990274,0.963922
1308,5,27,16,6e+21,2.86512,0.11962,6.0177,2.198,107.991,3239.73,323.973,96,0.705169,0.585414,0.657123,0.913144,0.986447,0.931941
1309,5,27,17,6e+21,2.86512,0.152938,4.7289,1.864,115.435,3463.05,346.305,120,0.747474,0.631509,0.678265,0.88848,0.960864,0.895972
1310,5,27,18,6e+21,2.86512,0.195537,3.8169,1.601,128.781,3863.44,386.344,156,0.780904,0.671035,0.694455,0.866878,0.934783,0.808015
1311,5,27,19,6e+21,2.86512,0.25,3.1545,1.406,148.453,4453.58,445.358,192,0.804482,0.702602,0.703244,0.851765,0.912898,0.724547
1312,5,28,11,6e+21,4.25179,0.0350141,52.9512,4.637,236.184,7085.53,525.3,36,0.472426,0.368243,0.538795,0.886029,0.899068,0.944556
1313,5,28,12,6e+21,4.25179,0.0447667,38.1226,4.17,218.553,6556.57,525.3,42,0.513017,0.406193,0.564442,0.907957,0.935819,0.96043
1314,5,28,13,6e+21,4.25179,0.0572357,25.9869,3.638,196.662,5899.85,525.3,54,0.561767,0.451805,0.596614,0.922307,0.960442,0.956334
1315,5,28,14,6e+21,4.25179,0.0731778,18.9721,3.225,179.659,5389.77,525.3,60,0.601489,0.488995,0.611689,0.914689,0.955512,0.942924
1316,5,28,15,6e+21,4.25179,0.0935603,12.7884,2.737,162.426,4872.78,487.278,78,0.650292,0.534658,0.638478,0.918855,0.973279,0.875641
1317,5,28,16,6e+21,4.25179,0.11962,9.1437,2.338,153.88,4616.39,461.639,96,0.69343,0.576371,0.659011,0.901804,0.959465,0.879814
1318,5,28,17,6e+21,4.25179,0.152938,6.8245,2.002,153.468,4604.05,460.405,120,0.733867,0.618826,0.678902,0.883729,0.942629,0.86755
1319,5,28,18,6e+21,4.25179,0.195537,5.3461,1.736,160.557,4816.72,481.672,156,0.766856,0.656677,0.692768,0.864917,0.918244,0.806391
1320,5,28,19,6e+21,4.25179,0.25,4.2528,1.513,176.289,5288.68,525.3,192,0.793507,0.68926,0.706117,0.836688,0.856181,0.756753
1321,5,29,12,6e+21,6.30957,0.0447667,58.4166,4.147,342.271,10268.1,525.3,42,0.523474,0.41935,0.57196,0.883313,0.899084,0.933765
1322,5,29,13,6e+21,6.30957,0.0572357,47.4861,3.833,327.856,9835.67,525.3,48,0.552346,0.446873,0.590763,0.894,0.91541,0.92818
1323,5,29,14,6e+21,6.30957,0.0731778,31.3499,3.258,295.695,8870.83,525.3,60,0.605878,0.49745,0.618321,0.90694,0.93932,0.850804
1324,5,29,15,6e+21,6.30957,0.0935603,22.2159,2.846,268.703,8061.1,525.3,78,0.645968,0.535276,0.645277,0.907618,0.947323,0.84237
1325,5,29,16,6e+21,6.30957,0.11962,14.9689,2.43,241.855,7255.65,525.3,96,0.687171,0.57352,0.665337,0.895156,0.950717,0.856876
1326,5,29,17,6e+21,6.30957,0.152938,10.5865,2.1,225.751,6772.54,525.3,120,0.724333,0.611016,0.682988,0.886042,0.949058,0.830891
1327,5,29,18,6e+21,6.30957,0.195537,7.8887,1.837,220.779,6623.36,525.3,156,0.757398,0.649364,0.699913,0.866055,0.923487,0.81358
1328,5,29,19,6e+21,6.30957,0.25,6.0427,1.614,226.545,6796.34,525.3,192,0.783576,0.680536,0.713989,0.837793,0.869827,0.798734
1329,5,30,14,6e+21,9.36329,0.0731778,57.1242,3.458,485.39,14561.7,525.3,60,0.585307,0.477122,0.619278,0.882745,0.90364,0.726137
1330,5,30,15,6e+21,9.36329,0.0935603,37.124,2.888,441.778,13253.3,525.3,78,0.64395,0.534488,0.649132,0.880128,0.906406,0.828515
1331,5,30,16,6e+21,9.36329,0.11962,25.9216,2.505,402.305,12069.2,525.3,96,0.68167,0.56989,0.668806,0.879424,0.91202,0.819795
1332,5,30,17,6e+21,9.36329,0.152938,18.5846,2.208,367.862,11035.9,525.3,120,0.7153,0.604542,0.687365,0.873366,0.9088,0.782297
1333,5,30,18,6e+21,9.36329,0.195537,12.6728,1.913,336.512,10095.3,525.3,150,0.750099,0.642844,0.704437,0.857612,0.886096,0.765899
1334,5,30,19,6e+21,9.36329,0.25,9.1645,1.689,322.069,9662.07,525.3,192,0.776223,0.67385,0.718873,0.844086,0.89021,0.808842
1335,5,31,15,6e+21,13.895,0.0935603,56.625,2.854,692.741,20782.2,525.3,78,0.635992,0.521379,0.653572,0.836483,0.841018,0.893457
1336,5,31,16,6e+21,13.895,0.11962,43.8326,2.559,658.392,19751.8,525.3,96,0.670023,0.55571,0.675188,0.844973,0.856609,0.846843
1337,5,31,17,6e+21,13.895,0.152938,30.0061,2.207,601.787,18053.6,525.3,120,0.712271,0.599861,0.694681,0.849346,0.868192,0.81477
1338,5,31,18,6e+21,13.895,0.195537,21.7579,1.968,553.611,16608.3,525.3,150,0.743353,0.635435,0.709649,0.837213,0.847124,0.783394
1339,5,31,19,6e+21,13.895,0.25,14.9451,1.737,504.936,15148.1,525.3,192,0.771031,0.666775,0.723204,0.832086,0.837546,0.738608
1340,5,32,17,6e+21,20.6199,0.152938,53.978,2.318,986.392,29591.8,525.3,114,0.686528,0.56235,0.687187,0.803029,0.78315,0.811087
1341,5,32,18,6e+21,20.6199,0.195537,38.563,2.034,922.299,27669,525.3,144,0.726232,0.606504,0.706016,0.826527,0.825133,0.794414
1342,5,32,19,6e+21,20.6199,0.25,25.8351,1.777,838.198,25145.9,525.3,186,0.762469,0.649739,0.72029,0.812813,0.792198,0.75526
1343,5,33,19,6e+21,30.5995,0.25,43.3216,1.801,1368.22,41046.5,525.3,186,0.751374,0.623316,0.713248,0.838676,0.85012,0.758052
1354,6,11,1,1.2e+22,0.00517947,0.003,1.2038,1.057,1.41181,42.3543,25.4126,18,0.486737,-2.53297,-3.62365,0.426503,-2.68868,-3.74481
1355,6,11,2,1.2e+22,0.00517947,0.0038356,1.0222,1.056,1.79108,53.7322,27,18,0.538421,-2.26117,-3.42033,0.468496,-2.542,-3.77584
1356,6,11,3,1.2e+22,0.00517947,0.00490394,0.8761,1.056,2.27654,68.2962,27,18,0.586008,-1.57455,-2.48573,0.50207,-2.11641,-3.06669
1357,6,11,4,1.2e+22,0.00517947,0.00626986,0.7569,1.055,2.89881,86.9641,27,18,0.622065,-0.988832,-1.67902,0.535032,-1.74285,-2.23812
1358,6,11,5,1.2e+22,0.00517947,0.00801622,0.6638,1.053,3.64054,109.216,27,18,0.632316,0.0146974,-0.321958,0.557753,-0.293132,-0.95391
