# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 182,182 (PIXELS)
# TOTAL VALUE:  6.4672097E+26
# TOTAL STDEV:  5.5307922E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.0471835E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  8.2337453-162  2.0272515E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.9272918E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  3.0025272E+07  1.8609273E+22  1.0000000E-33  7.2950022E-02
    5   1.2000000E+01 -1.0000000E+37  1.7850236E+22  1.1233834E+20  8.6421450E-02
    6   1.5000000E+01  1.0000000E+37  1.6777793E+22  3.4554565E+20  1.4475466E-01
    7   1.8000000E+01 -1.0000000E+37  1.5703999E+22  1.7276813E+20  2.7767119E-01
    8   2.1000000E+01  1.0000000E+37  1.4752158E+22  2.5854454E+20  3.6276979E-01
    9   2.4000000E+01 -1.0000000E+37  1.3781734E+22  2.5885589E+20  4.0561617E-01
   10   2.7000000E+01  1.0000000E+37  1.2938150E+22  2.0312481E+20  5.0958313E-01
   11   3.0000000E+01  9.7991003-297  1.2213961E+22  2.0075881E+20  5.3627185E-01
   12   3.3000000E+01 -4.0445014-287  1.1571728E+22  1.2384086E+20  5.4670084E-01
   13   3.6000000E+01  2.6506036-282  1.1010702E+22  1.4648305E+20  5.6672657E-01
   14   3.9000000E+01 -5.9208983-292  1.0470442E+22  1.4432648E+20  5.7115662E-01
   15   4.2000000E+01  2.1035249-306  1.0016392E+22  1.0904348E+20  5.9822500E-01
   16   4.5000000E+01  1.0000000E+37  9.6502066E+21  9.6113870E+19  5.9822500E-01
   17   4.8000000E+01 -1.0000000E+37  9.3272019E+21  7.6653309E+19  5.9822500E-01
   18   5.1000000E+01  1.0000000E+37  9.0377176E+21  8.1598017E+19  5.3981874E-01
   19   5.4000000E+01 -1.0000000E+37  8.7683682E+21  7.0894818E+19  5.2933479E-01
   20   5.7000000E+01  1.0000000E+37  8.5414445E+21  5.8407895E+19  5.2750297E-01
   21   6.0000000E+01 -3.7978306E+26  8.3495520E+21  5.0024155E+19  5.2005946E-01
   22   6.3000000E+01  3.2798716E-51  8.1659451E+21  5.1066526E+19  4.8496274E-01
   23   6.6000000E+01 -6.2591584-138  8.0083399E+21  4.0591939E+19  4.5573546E-01
   24   6.9000000E+01  2.9303340-234  7.8737247E+21  3.3631377E+19  4.4298678E-01
   25   7.2000000E+01  1.0000000E+37  7.7513170E+21  3.2115341E+19  4.1893778E-01
   26   7.5000000E+01 -1.0000000E+37  7.6335224E+21  3.3039883E+19  3.8136290E-01
   27   7.8000000E+01  1.0000000E+37  7.5230233E+21  3.0599261E+19  3.7512558E-01
   28   8.1000000E+01 -5.0887368E-85  7.4307767E+21  2.3814314E+19  3.7177518E-01
   29   8.4000000E+01  1.0682967-224  7.3520858E+21  2.0356673E+19  3.7177518E-01
   30   8.7000000E+01  1.0000000E+37  7.2761994E+21  2.1955237E+19  3.2691057E-01
   31   9.0000000E+01 -1.0000000E+37  7.2029873E+21  1.9944459E+19  2.9829962E-01
   32   9.3000000E+01  2.0474166E-75  7.1330632E+21  1.9663739E+19  2.9750354E-01
   33   9.6000000E+01  6.0168178-114  7.0717855E+21  1.6070587E+19  2.9750354E-01
   34   9.9000000E+01 -1.0000000E+37  7.0191979E+21  1.4378461E+19  2.9750354E-01
   35   1.0200000E+02  1.0000000E+37  6.9704225E+21  1.4632357E+19  2.7175165E-01
   36   1.0500000E+02  8.8367444-249  6.9238663E+21  1.2594779E+19  2.4256229E-01
   37   1.0800000E+02 -2.7586089-104  6.8777446E+21  1.3379967E+19  2.3724990E-01
   38   1.1100000E+02  2.1086528E+31  6.8333245E+21  1.1840874E+19  2.3648605E-01
   39   1.1400000E+02 -1.0000000E+37  6.7923790E+21  1.1351402E+19  2.3648605E-01
   40   1.1700000E+02  1.0000000E+37  6.7579337E+21  9.2126943E+18  2.3648605E-01
   41   1.2000000E+02  4.4713364-239  6.7292462E+21  7.4801605E+18  2.2536394E-01
   42   1.2300000E+02 -6.2591555-138  6.7005592E+21  8.6771243E+18  1.9572592E-01
   43   1.2600000E+02  2.1494974E-46  6.6699448E+21  8.9517910E+18  1.9003577E-01
   44   1.2900000E+02 -1.6311564E+36  6.6376268E+21  9.7892522E+18  1.9003577E-01
   45   1.3200000E+02  1.0000000E+37  6.6066837E+21  8.4766973E+18  2.0325228E-01
   46   1.3500000E+02 -1.0000000E+37  6.5803265E+21  6.8331510E+18  2.0325228E-01
   47   1.3800000E+02  1.0000000E+37  6.5582615E+21  5.9873257E+18  2.0325228E-01
   48   1.4100000E+02 -1.0000000E+37  6.5394225E+21  4.9990258E+18  1.7787956E-01
   49   1.4400000E+02 -1.3202371-301  6.5218927E+21  5.0717306E+18  1.5281997E-01
   50   1.4700000E+02  1.0922129-272  6.5039740E+21  5.2119525E+18  1.3376061E-01
   51   1.5000000E+02 -2.0147766-253  6.4837011E+21  6.4660680E+18  1.3376061E-01
   52   1.5300000E+02  5.9110455-239  6.4620041E+21  6.4758724E+18  1.5452751E-01
   53   1.5600000E+02 -5.9110437-239  6.4410248E+21  5.6740048E+18  1.6746482E-01
   54   1.5900000E+02  9.3856766-244  6.4216630E+21  5.2299337E+18  1.6746482E-01
   55   1.6200000E+02 -3.3344611-258  6.4054732E+21  3.8357893E+18  1.6746482E-01
   56   1.6500000E+02  1.8781309-277  6.3920131E+21  3.6696129E+18  1.5804873E-01
   57   1.6800000E+02  1.0000000E+37  6.3807359E+21  2.9838255E+18  1.3504612E-01
   58   1.7100000E+02 -1.0000000E+37  6.3703198E+21  3.0772321E+18  1.1464098E-01
   59   1.7400000E+02  1.0000000E+37  6.3594774E+21  3.2796911E+18  9.8000560E-02
   60   1.7700000E+02 -1.0000000E+37  6.3474536E+21  3.6315745E+18  9.8000560E-02
   61   1.8000000E+02  1.0000000E+37  6.3337013E+21  4.2807982E+18  1.1070808E-01
   62   1.8300000E+02 -1.2895756E+17  6.3187112E+21  4.3743787E+18  1.2904876E-01
   63   1.8600000E+02  2.6835906E-70  6.3036713E+21  4.1991280E+18  1.4335271E-01
   64   1.8900000E+02 -8.2337456-162  6.2902669E+21  3.6333454E+18  1.4335271E-01
   65   1.9200000E+02  6.0804016-263  6.2793373E+21  2.6940355E+18  1.4335271E-01
   66   1.9500000E+02  1.0000000E+37  6.2705427E+21  2.3159667E+18  1.3304117E-01
   67   1.9800000E+02 -1.0000000E+37  6.2633931E+21  1.8014190E+18  1.1042753E-01
   68   2.0100000E+02  7.7232236E-03  6.2569647E+21  1.8616771E+18  9.0397906E-02
   69   2.0400000E+02 -1.0625775-137  6.2503079E+21  2.0674565E+18  7.4722982E-02
   70   2.0700000E+02  3.5796415-282  6.2433053E+21  2.0232652E+18  7.4722982E-02
   71   2.1000000E+02  1.0000000E+37  6.2357850E+21  2.3548083E+18  7.6786096E-02
   72   2.1300000E+02 -1.4982874E+17  6.2273599E+21  2.4446437E+18  8.3764409E-02
   73   2.1600000E+02  6.4220165-157  6.2175851E+21  3.0982050E+18  9.5314862E-02
   74   2.1900000E+02  1.0000000E+37  6.2069726E+21  3.1255259E+18  1.1231695E-01
   75   2.2200000E+02 -1.0000000E+37  6.1965939E+21  2.8845271E+18  1.2300104E-01
   76   2.2500000E+02  6.4998821-104  6.1874853E+21  2.4476549E+18  1.2300104E-01
   77   2.2800000E+02  1.0000000E+37  6.1800815E+21  1.8581687E+18  1.2300104E-01
   78   2.3100000E+02 -1.0000000E+37  6.1743914E+21  1.4537444E+18  1.0958916E-01
   79   2.3400000E+02  8.6442673-133  6.1699311E+21  1.1525597E+18  9.0394674E-02
   80   2.3700000E+02  1.0000000E+37  6.1659315E+21  1.1290242E+18  7.0465321E-02
   81   2.4000000E+02 -4.1176179E+07  6.1618983E+21  1.2260082E+18  5.6005297E-02
   82   2.4300000E+02  1.5109985-243  6.1577298E+21  1.2354828E+18  5.4476286E-02
   83   2.4600000E+02  1.0000000E+37  6.1532666E+21  1.3883573E+18  5.4476286E-02
   84   2.4900000E+02 -4.9247318-152  6.1484943E+21  1.3890708E+18  5.9092296E-02
   85   2.5200000E+02 -1.0000000E+37  6.1432310E+21  1.6405566E+18  6.4009359E-02
   86   2.5500000E+02  3.2411169E-94  6.1372135E+21  1.8993326E+18  7.1507338E-02
   87   2.5800000E+02  1.0000000E+37  6.1303974E+21  2.0865493E+18  8.2810106E-02
   88   2.6100000E+02 -5.9788075E-75  6.1231247E+21  2.1710421E+18  9.5009938E-02
   89   2.6400000E+02 -1.0000000E+37  6.1160397E+21  1.8879763E+18  1.0130293E-01
   90   2.6700000E+02  2.2222802E-89  6.1095020E+21  1.7905442E+18  1.0130293E-01
   91   2.7000000E+02  1.0000000E+37  6.1042842E+21  1.2325340E+18  1.0130293E-01
   92   2.7300000E+02 -1.5205463-137  6.1005030E+21  9.3415971E+17  9.4652112E-02
   93   2.7600000E+02 -1.0000000E+37  6.0975991E+21  7.5829366E+17  7.6468670E-02
   94   2.7900000E+02  3.1925424-224  6.0951123E+21  6.9814276E+17  5.6074641E-02
   95   2.8200000E+02  5.9920135E+31  6.0927082E+21  7.1489613E+17  4.3564833E-02
   96   2.8500000E+02  1.0000000E+37  6.0902886E+21  6.8902112E+17  3.7732410E-02
   97   2.8800000E+02 -1.2579254-108  6.0877884E+21  7.3869483E+17  3.7732410E-02
   98   2.9100000E+02 -1.0000000E+37  6.0850792E+21  8.3023131E+17  3.9212874E-02
   99   2.9400000E+02  3.4742006-277  6.0822026E+21  8.6005235E+17  4.2954094E-02
  100   2.9700000E+02  4.4616108E-70  6.0791214E+21  9.6634755E+17  4.6101586E-02
  101   3.0000000E+02  1.0000000E+37  6.0757795E+21  9.8706092E+17  4.9911687E-02
  102   3.0300000E+02 -4.3850562-306  6.0720030E+21  1.2144777E+18  5.4712235E-02
  103   3.0600000E+02 -3.8531234-147  6.0676824E+21  1.3378460E+18  6.2486804E-02
  104   3.0900000E+02 -6.5206538E-22  6.0629758E+21  1.4113211E+18  7.2248741E-02
  105   3.1200000E+02 -1.0000000E+37  6.0579266E+21  1.5383197E+18  7.9537102E-02
  106   3.1500000E+02 -1.0000000E+37  6.0530003E+21  1.3388482E+18  8.5014151E-02
  107   3.1800000E+02 -1.5182081E-31  6.0488035E+21  1.1320343E+18  8.5014151E-02
  108   3.2100000E+02 -3.3276225-224  6.0456227E+21  7.6439269E+17  8.5014151E-02
  109   3.2400000E+02  2.2188632E+17  6.0434601E+21  5.1681506E+17  7.3172212E-02
  110   3.2700000E+02 -1.0000000E+37  6.0418865E+21  4.0900593E+17  5.6017167E-02
  111   3.3000000E+02  1.0000000E+37  6.0405489E+21  3.7073102E+17  3.8460778E-02
  112   3.3300000E+02 -1.1051916E-02  6.0392650E+21  3.8357694E+17  2.8254873E-02
  113   3.3600000E+02 -1.0000000E+37  6.0379594E+21  3.7847464E+17  2.4245398E-02
  114   3.3900000E+02  1.0000000E+37  6.0366149E+21  3.9919830E+17  2.4245398E-02
  115   3.4200000E+02 -3.5794846E-17  6.0351876E+21  4.3789029E+17  2.5054109E-02
  116   3.4500000E+02 -1.0000000E+37  6.0336827E+21  4.4622801E+17  2.6837830E-02
  117   3.4800000E+02 -1.0000000E+37  6.0321485E+21  4.6050104E+17  2.8555867E-02
  118   3.5100000E+02  3.8408476-229  6.0304997E+21  4.9711034E+17  2.9372221E-02
  119   3.5400000E+02 -2.4869845-277  6.0287049E+21  5.4958599E+17  3.1847719E-02
  120   3.5700000E+02  5.0880429-128  6.0267560E+21  6.0042662E+17  3.4975413E-02
  121   3.6000000E+02 -1.0000000E+37  6.0245918E+21  6.6194355E+17  3.8313051E-02
  122   3.6300000E+02 -5.5574580E-51  6.0222129E+21  7.2597058E+17  4.2920252E-02
  123   3.6600000E+02 -3.9700648-152  6.0194251E+21  8.8033979E+17  4.7589078E-02
  124   3.6900000E+02 -3.9700646-152  6.0161308E+21  1.0503650E+18  5.6258128E-02
  125   3.7200000E+02 -5.5574573E-51  6.0127196E+21  9.6165457E+17  6.7060114E-02
  126   3.7500000E+02 -1.0000000E+37  6.0095606E+21  8.8137755E+17  6.7060114E-02
  127   3.7800000E+02  5.0880459-128  6.0070419E+21  6.0891987E+17  6.7060114E-02
  128   3.8100000E+02 -2.4869836-277  6.0053082E+21  4.1053326E+17  6.5427303E-02
  129   3.8400000E+02  3.8408487-229  6.0042384E+21  2.3860714E+17  5.2608724E-02
  130   3.8700000E+02 -1.0000000E+37  6.0036203E+21  1.3886955E+17  3.6514568E-02
  131   3.9000000E+02 -1.0000000E+37  6.0031950E+21  1.1371360E+17  2.2716319E-02
  132   3.9300000E+02 -3.5794853E-17  6.0028297E+21  1.0281377E+17  1.3228883E-02
  133   3.9600000E+02  1.0000000E+37  6.0024644E+21  1.1117809E+17  9.1735348E-03
  134   3.9900000E+02 -1.0000000E+37  6.0020851E+21  1.1207312E+17  8.3726948E-03
  135   4.0200000E+02 -1.1051918E-02  6.0017046E+21  1.0884577E+17  8.3726948E-03
  136   4.0500000E+02  1.0000000E+37  6.0012989E+21  1.2609728E+17  8.4629483E-03
  137   4.0800000E+02 -1.0000000E+37  6.0008653E+21  1.2902529E+17  9.0924944E-03
  138   4.1100000E+02  2.2188627E+17  6.0004081E+21  1.3805528E+17  9.7900490E-03
  139   4.1400000E+02 -3.3276220-224  5.9999255E+21  1.4422460E+17  1.0400536E-02
  140   4.1700000E+02 -1.5182080E-31  5.9994156E+21  1.5187871E+17  1.1058716E-02
  141   4.2000000E+02 -1.0000000E+37  5.9988573E+21  1.7518259E+17  1.1772596E-02
  142   4.2300000E+02 -1.0000000E+37  5.9982460E+21  1.8251847E+17  1.2980206E-02
  143   4.2600000E+02 -6.5206542E-22  5.9975785E+21  2.0674573E+17  1.4318534E-02
  144   4.2900000E+02 -3.8531237-147  5.9968205E+21  2.3660313E+17  1.5747007E-02
  145   4.3200000E+02 -4.3850566-306  5.9959309E+21  2.8462699E+17  1.8010737E-02
  146   4.3500000E+02  1.0000000E+37  5.9948578E+21  3.4842718E+17  2.1288796E-02
  147   4.3800000E+02  4.4616113E-70  5.9935755E+21  3.9393168E+17  2.5864014E-02
  148   4.4100000E+02  3.4741988-277  5.9921539E+21  4.1962006E+17  3.1125342E-02
  149   4.4400000E+02 -1.0000000E+37  5.9907097E+21  3.9672519E+17  3.4752929E-02
  150   4.4700000E+02 -1.2579256-108  5.9894988E+21  2.7770914E+17  3.4752929E-02
  151   4.5000000E+02  1.0000000E+37  5.9887640E+21  1.3402668E+17  3.4752929E-02
  152   4.5300000E+02  5.9920142E+31  5.9885105E+21  1.8636031E+16  3.0019880E-02
  153   4.5600000E+02  3.1925408-224  5.9886226E+21  7.6523883E+16  1.8340763E-02
  154   4.5900000E+02 -1.0000000E+37  5.9889496E+21  1.1517195E+17  6.3718887E-03
  155   4.6200000E+02 -1.5205466-137  5.9893954E+21  1.4453465E+17 -2.8367239E-03
  156   4.6500000E+02  1.0000000E+37  5.9899073E+21  1.5572246E+17 -8.3258701E-03
