# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  7.2300660E+24
# TOTAL STDEV:  4.7494226E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.0814295E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.0084361E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  7.6200562E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  6.7705405E+21  1.0000000E-33  2.9152403E-01
    5   1.2000000E+01  0.0000000E+00  6.2372155E+21  5.7450005E+19  2.9152403E-01
    6   1.5000000E+01  0.0000000E+00  5.8964989E+21  7.2756863E+19  2.9152403E-01
    7   1.8000000E+01  0.0000000E+00  5.7332223E+21  1.8665638E+19  2.8520055E-01
    8   2.1000000E+01  0.0000000E+00  5.6360610E+21  2.6090068E+19  2.5174411E-01
    9   2.4000000E+01  0.0000000E+00  5.5305996E+21  3.1087288E+19  1.5401929E-01
   10   2.7000000E+01  0.0000000E+00  5.4179523E+21  3.1338669E+19  1.5401929E-01
   11   3.0000000E+01  0.0000000E+00  5.2947310E+21  3.8436377E+19  1.7471360E-01
   12   3.3000000E+01  0.0000000E+00  5.1568999E+21  3.0790160E+19  2.1835287E-01
   13   3.6000000E+01  0.0000000E+00  5.0016550E+21  4.6266320E+19  2.7674441E-01
   14   3.9000000E+01  0.0000000E+00  4.8088331E+21  5.9589530E+19  3.5129606E-01
   15   4.2000000E+01  0.0000000E+00  4.5968590E+21  5.9185661E+19  4.9116783E-01
   16   4.5000000E+01  0.0000000E+00  4.3739482E+21  6.6016187E+19  6.0831783E-01
   17   4.8000000E+01  0.0000000E+00  4.1196439E+21  6.9479914E+19  7.2046837E-01
   18   5.1000000E+01  0.0000000E+00  3.8185949E+21  9.7614032E+19  9.2811775E-01
   19   5.4000000E+01  0.0000000E+00  3.4403775E+21  1.1708073E+20  1.2517060E+00
   20   5.7000000E+01  0.0000000E+00  3.0008525E+21  1.3329840E+20  1.8247761E+00
   21   6.0000000E+01  0.0000000E+00  2.5006324E+21  1.4907187E+20  2.5280529E+00
   22   6.3000000E+01  0.0000000E+00  1.8881872E+21  1.8904109E+20  3.5550992E+00
   23   6.6000000E+01  0.0000000E+00  1.2867015E+21  1.6068905E+20  5.7578504E+00
   24   6.9000000E+01  0.0000000E+00  7.7753859E+20  1.1881690E+20  8.2445214E+00
   25   7.2000000E+01  0.0000000E+00  3.9921895E+20  8.1421671E+19  1.1331473E+01
   26   7.5000000E+01  0.0000000E+00  1.6425385E+20  4.6816081E+19  1.5663282E+01
   27   7.8000000E+01  0.0000000E+00  5.2221262E+19  1.8660715E+19  2.1755353E+01
   28   8.1000000E+01  0.0000000E+00  1.4011632E+19  5.3505118E+18  2.9217301E+01
   29   8.4000000E+01  0.0000000E+00  3.2286002E+18  1.2819993E+18  3.4859313E+01
   30   8.7000000E+01  0.0000000E+00  5.7675345E+17  2.8957356E+17  4.0361128E+01
   31   9.0000000E+01  0.0000000E+00  7.6537987E+16  4.2915901E+16  4.9083052E+01
   32   9.3000000E+01  0.0000000E+00  7.7666846E+15  4.9292895E+15  5.9573312E+01
   33   9.6000000E+01  0.0000000E+00  6.0948075E+14  4.2293763E+14  6.9776034E+01
   34   9.9000000E+01  0.0000000E+00  3.9260565E+13  2.7708312E+13  8.0160493E+01
   35   1.0200000E+02  0.0000000E+00  1.9843990E+12  1.6811402E+12  8.9120539E+01
   36   1.0500000E+02  0.0000000E+00  7.0073544E+10  5.8597819E+10  9.9986873E+01
