# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  1.0684344E+25
# TOTAL STDEV:  1.6140966E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.8860122E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.8799905E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.8463977E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.8206351E+21  1.0000000E-33  1.6926789E-02
    5   1.2000000E+01  0.0000000E+00  2.7875097E+21  5.1615975E+18  2.2423985E-02
    6   1.5000000E+01  0.0000000E+00  2.7338245E+21  1.8318687E+19  4.1064370E-02
    7   1.8000000E+01  0.0000000E+00  2.6737909E+21  1.0159264E+19  8.7150413E-02
    8   2.1000000E+01  0.0000000E+00  2.6168056E+21  1.5643210E+19  1.2178640E-01
    9   2.4000000E+01  0.0000000E+00  2.5593278E+21  1.4848897E+19  1.3975225E-01
   10   2.7000000E+01  0.0000000E+00  2.5139878E+21  9.9553801E+18  1.5175704E-01
   11   3.0000000E+01  0.0000000E+00  2.4820581E+21  7.8247240E+18  1.5175704E-01
   12   3.3000000E+01  0.0000000E+00  2.4608917E+21  3.3365429E+18  1.5175704E-01
   13   3.6000000E+01  0.0000000E+00  2.4487286E+21  2.4310630E+18  1.2131820E-01
   14   3.9000000E+01  0.0000000E+00  2.4419067E+21  1.2840666E+18  8.9857471E-02
   15   4.2000000E+01  0.0000000E+00  2.4389323E+21  4.6175472E+17  5.6944624E-02
   16   4.5000000E+01  0.0000000E+00  2.4377389E+21  2.2391836E+17  3.4853419E-02
   17   4.8000000E+01  0.0000000E+00  2.4371273E+21  1.1599068E+17  1.6446689E-02
   18   5.1000000E+01  0.0000000E+00  2.4367030E+21  1.1706129E+17  7.0938044E-03
   19   5.4000000E+01  0.0000000E+00  2.4362887E+21  1.1792034E+17  3.8881930E-03
   20   5.7000000E+01  0.0000000E+00  2.4358717E+21  1.1933293E+17  3.1659962E-03
   21   6.0000000E+01  0.0000000E+00  2.4354416E+21  1.2353402E+17  3.1659962E-03
   22   6.3000000E+01  0.0000000E+00  2.4349413E+21  1.5484752E+17  3.4428140E-03
   23   6.6000000E+01  0.0000000E+00  2.4344272E+21  1.4657196E+17  4.2106548E-03
   24   6.9000000E+01  0.0000000E+00  2.4339059E+21  1.4207317E+17  4.5389411E-03
   25   7.2000000E+01  0.0000000E+00  2.4333551E+21  1.5457230E+17  4.8173784E-03
   26   7.5000000E+01  0.0000000E+00  2.4327533E+21  1.8012806E+17  5.3178864E-03
   27   7.8000000E+01  0.0000000E+00  2.4321033E+21  1.9464382E+17  6.0597674E-03
   28   8.1000000E+01  0.0000000E+00  2.4314628E+21  1.7932676E+17  6.8127920E-03
   29   8.4000000E+01  0.0000000E+00  2.4308135E+21  1.8019455E+17  6.9790262E-03
   30   8.7000000E+01  0.0000000E+00  2.4300900E+21  2.2037670E+17  7.3445231E-03
   31   9.0000000E+01  0.0000000E+00  2.4293157E+21  2.2111419E+17  8.4823682E-03
   32   9.3000000E+01  0.0000000E+00  2.4284826E+21  2.5143410E+17  9.4007208E-03
   33   9.6000000E+01  0.0000000E+00  2.4276460E+21  2.4379098E+17  1.0460370E-02
   34   9.9000000E+01  0.0000000E+00  2.4268311E+21  2.7152987E+17  1.0852401E-02
   35   1.0200000E+02  0.0000000E+00  2.4260571E+21  3.9561918E+17  1.0852401E-02
   36   1.0500000E+02  0.0000000E+00  2.4255000E+21  6.8173575E+17  1.0852401E-02
   37   1.0800000E+02  0.0000000E+00  1.8073051E+21  1.0585049E+21  1.0910096E-02
