# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  2.4873849E+25
# TOTAL STDEV:  3.9552791E+20
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  6.9387894E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  6.9039497E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  6.7123856E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  6.5864891E+21  1.0000000E-33  4.0596364E-02
    5   1.2000000E+01  0.0000000E+00  6.4424794E+21  2.2950566E+19  4.6696898E-02
    6   1.5000000E+01  0.0000000E+00  6.2655984E+21  5.1703208E+19  7.6845189E-02
    7   1.8000000E+01  0.0000000E+00  6.1297869E+21  1.6655002E+19  1.2019488E-01
    8   2.1000000E+01  0.0000000E+00  6.0531647E+21  1.5245621E+19  1.2019488E-01
    9   2.4000000E+01  0.0000000E+00  6.0112851E+21  7.2182086E+18  1.2019488E-01
   10   2.7000000E+01  0.0000000E+00  5.9943562E+21  2.4081659E+18  8.1600362E-02
   11   3.0000000E+01  0.0000000E+00  5.9878981E+21  1.3287424E+18  5.1992874E-02
   12   3.3000000E+01  0.0000000E+00  5.9843967E+21  6.1780027E+17  2.3943649E-02
   13   3.6000000E+01  0.0000000E+00  5.9815159E+21  7.9805962E+17  1.0231036E-02
   14   3.9000000E+01  0.0000000E+00  5.9783167E+21  9.6312865E+17  6.6839270E-03
   15   4.2000000E+01  0.0000000E+00  5.9749766E+21  9.0751839E+17  6.6839270E-03
   16   4.5000000E+01  0.0000000E+00  5.9716291E+21  9.5909840E+17  7.5412244E-03
   17   4.8000000E+01  0.0000000E+00  5.9680813E+21  9.4982777E+17  8.1225643E-03
   18   5.1000000E+01  0.0000000E+00  5.9641822E+21  1.1987301E+18  9.2083496E-03
   19   5.4000000E+01  0.0000000E+00  5.9598171E+21  1.2521591E+18  1.0780092E-02
   20   5.7000000E+01  0.0000000E+00  5.9553749E+21  1.2493067E+18  1.2809048E-02
   21   6.0000000E+01  0.0000000E+00  5.9509008E+21  1.2661060E+18  1.3791032E-02
   22   6.3000000E+01  0.0000000E+00  5.9458932E+21  1.5458504E+18  1.4652220E-02
   23   6.6000000E+01  0.0000000E+00  5.9407746E+21  1.4345326E+18  1.7254178E-02
   24   6.9000000E+01  0.0000000E+00  5.9356688E+21  1.3942825E+18  1.8512971E-02
   25   7.2000000E+01  0.0000000E+00  5.9302564E+21  1.5147932E+18  1.9342796E-02
   26   7.5000000E+01  0.0000000E+00  5.9242704E+21  1.7769100E+18  2.1435013E-02
   27   7.8000000E+01  0.0000000E+00  5.9178925E+21  1.9241553E+18  2.4739437E-02
   28   8.1000000E+01  0.0000000E+00  5.9116154E+21  1.7416008E+18  2.7463538E-02
   29   8.4000000E+01  0.0000000E+00  5.9054297E+21  1.7089764E+18  2.8120374E-02
   30   8.7000000E+01  0.0000000E+00  5.8987089E+21  2.0303423E+18  2.8787030E-02
   31   9.0000000E+01  0.0000000E+00  5.8916405E+21  1.9967627E+18  3.2449864E-02
   32   9.3000000E+01  0.0000000E+00  5.8842177E+21  2.2402731E+18  3.5367419E-02
   33   9.6000000E+01  0.0000000E+00  5.8766289E+21  2.1476123E+18  3.8447528E-02
   34   9.9000000E+01  0.0000000E+00  5.8689132E+21  2.2721749E+18  4.0647801E-02
   35   1.0200000E+02  0.0000000E+00  5.8608243E+21  2.5247458E+18  4.2695879E-02
   36   1.0500000E+02  0.0000000E+00  5.8526309E+21  2.2047745E+18  4.6199858E-02
