# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.02.tempers.fits
# ABOUT CENTRAL POSITION (X1,Y1): 44,44 (PIXELS)
# TOTAL VALUE:  8.2847851E+04
# TOTAL STDEV:  1.0211620E+02
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2776186E+01  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.2788131E+01  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.2853986E+01  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.2899578E+01  1.0000000E-33 -1.0000000E-33
    5   1.2000000E+01  0.0000000E+00  1.2954588E+01  8.1118281E-03 -7.4103005E-03
    6   1.5000000E+01  0.0000000E+00  1.3041053E+01  2.9335820E-02 -8.7323514E-03
    7   1.8000000E+01  0.0000000E+00  1.3135650E+01  1.6065216E-02 -1.4792028E-02
    8   2.1000000E+01  0.0000000E+00  1.3227587E+01  2.6538543E-02 -2.9811823E-02
    9   2.4000000E+01  0.0000000E+00  1.3331413E+01  2.9529384E-02 -3.9641771E-02
   10   2.7000000E+01  0.0000000E+00  1.3429875E+01  2.4639332E-02 -4.5245925E-02
   11   3.0000000E+01  0.0000000E+00  1.3520639E+01  2.5950329E-02 -5.8552340E-02
   12   3.3000000E+01  0.0000000E+00  1.3606979E+01  1.7146170E-02 -6.2475835E-02
   13   3.6000000E+01  0.0000000E+00  1.3686778E+01  2.1184709E-02 -6.3928955E-02
   14   3.9000000E+01  0.0000000E+00  1.3765875E+01  2.1725599E-02 -6.6787474E-02
   15   4.2000000E+01  0.0000000E+00  1.3835678E+01  1.6851465E-02 -6.7203003E-02
   16   4.5000000E+01  0.0000000E+00  1.3893449E+01  1.4975015E-02 -6.7203003E-02
   17   4.8000000E+01  0.0000000E+00  1.3944565E+01  1.2199186E-02 -6.0394424E-02
   18   5.1000000E+01  0.0000000E+00  1.3991445E+01  1.3116336E-02 -5.6901870E-02
   19   5.4000000E+01  0.0000000E+00  1.4035232E+01  1.1354278E-02 -5.5361707E-02
   20   5.7000000E+01  0.0000000E+00  1.4071420E+01  9.3418684E-03 -5.4667193E-02
   21   6.0000000E+01  0.0000000E+00  1.4102044E+01  7.8541029E-03 -4.7626620E-02
   22   6.3000000E+01  0.0000000E+00  1.4130408E+01  7.7130745E-03 -4.2382812E-02
   23   6.6000000E+01  0.0000000E+00  1.4153522E+01  6.0109643E-03 -4.1183195E-02
   24   6.9000000E+01  0.0000000E+00  1.4172436E+01  4.6746352E-03 -3.5132653E-02
   25   7.2000000E+01  0.0000000E+00  1.4188500E+01  3.9391151E-03 -3.0043449E-02
   26   7.5000000E+01  0.0000000E+00  1.4201983E+01  3.5243131E-03 -2.6617756E-02
   27   7.8000000E+01  0.0000000E+00  1.4213064E+01  2.8004078E-03 -2.3267701E-02
   28   8.1000000E+01  0.0000000E+00  1.4221096E+01  1.8720818E-03 -1.9886238E-02
   29   8.4000000E+01  0.0000000E+00  1.4226826E+01  1.3498522E-03 -1.4969451E-02
   30   8.7000000E+01  0.0000000E+00  1.4231343E+01  1.1193898E-03 -1.1076128E-02
   31   9.0000000E+01  0.0000000E+00  1.4234675E+01  7.5794798E-04 -9.0463594E-03
   32   9.3000000E+01  0.0000000E+00  1.4237049E+01  5.8449475E-04 -6.9047296E-03
   33   9.6000000E+01  0.0000000E+00  1.4238697E+01  3.8892422E-04 -5.0867003E-03
   34   9.9000000E+01  0.0000000E+00  1.4239857E+01  2.7844271E-04 -3.6449620E-03
   35   1.0200000E+02  0.0000000E+00  1.4240698E+01  2.2913332E-04 -2.6487075E-03
   36   1.0500000E+02  0.0000000E+00  1.4241315E+01  1.6247745E-04 -1.9773602E-03
   37   1.0800000E+02  0.0000000E+00  1.4241803E+01  1.5808436E-04 -1.4946262E-03
   38   1.1100000E+02  0.0000000E+00  1.4242198E+01  1.5822371E-04 -1.2170825E-03
   39   1.1400000E+02  0.0000000E+00  1.4242579E+01  1.9988303E-04 -1.0107642E-03
   40   1.1700000E+02  0.0000000E+00  1.4242895E+01  2.4700328E-04 -1.0041114E-03
   41   1.2000000E+02  0.0000000E+00  1.4243163E+01  3.0051217E-04 -8.5385759E-04
   42   1.2300000E+02  0.0000000E+00  1.4243455E+01  3.8507997E-04 -8.2971391E-04
   43   1.2600000E+02  0.0000000E+00  1.0626408E+01  6.2124219E+00 -7.4340945E-04
