# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  5.1992779E+25
# TOTAL STDEV:  7.6551936E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2366077E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.2342341E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.2223375E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.2144528E+22  1.0000000E-33  1.3973405E-02
    5   1.2000000E+01  0.0000000E+00  1.2054551E+22  1.3316711E+19  1.5960400E-02
    6   1.5000000E+01  0.0000000E+00  1.1928042E+22  4.0638867E+19  2.5849495E-02
    7   1.8000000E+01  0.0000000E+00  1.1802274E+22  2.0067801E+19  4.7279871E-02
    8   2.1000000E+01  0.0000000E+00  1.1692355E+22  2.9597048E+19  5.8138349E-02
    9   2.4000000E+01  0.0000000E+00  1.1582918E+22  2.8696804E+19  6.0700646E-02
   10   2.7000000E+01  0.0000000E+00  1.1492002E+22  2.1191942E+19  6.6903851E-02
   11   3.0000000E+01  0.0000000E+00  1.1419947E+22  1.9070520E+19  6.6903851E-02
   12   3.3000000E+01  0.0000000E+00  1.1363616E+22  1.0004711E+19  6.6903851E-02
   13   3.6000000E+01  0.0000000E+00  1.1323336E+22  9.2193482E+18  5.9697215E-02
   14   3.9000000E+01  0.0000000E+00  1.1294508E+22  6.3071670E+18  5.1882608E-02
   15   4.2000000E+01  0.0000000E+00  1.1278485E+22  2.8561657E+18  4.0810300E-02
   16   4.5000000E+01  0.0000000E+00  1.1271006E+22  1.4098469E+18  3.1846340E-02
   17   4.8000000E+01  0.0000000E+00  1.1267678E+22  4.5935127E+17  1.9157163E-02
   18   5.1000000E+01  0.0000000E+00  1.1266602E+22  1.2114497E+17  9.6147939E-03
   19   5.4000000E+01  0.0000000E+00  1.1266564E+22  7.7964528E+16  4.5760805E-03
   20   5.7000000E+01  0.0000000E+00  1.1266946E+22  1.3215251E+17  1.5748419E-03
   21   6.0000000E+01  0.0000000E+00  1.1267436E+22  1.4256281E+17  5.8771325E-05
   22   6.3000000E+01  0.0000000E+00  1.1268007E+22  1.7248793E+17 -6.2642875E-04
   23   6.6000000E+01  0.0000000E+00  1.1268569E+22  1.5729535E+17 -8.4940078E-04
   24   6.9000000E+01  0.0000000E+00  1.1269118E+22  1.4778119E+17 -1.0378651E-03
   25   7.2000000E+01  0.0000000E+00  1.1269680E+22  1.5525882E+17 -1.0727696E-03
   26   7.5000000E+01  0.0000000E+00  1.1270273E+22  1.7312135E+17 -1.0943905E-03
   27   7.8000000E+01  0.0000000E+00  1.1270877E+22  1.7471270E+17 -1.1725857E-03
   28   8.1000000E+01  0.0000000E+00  1.1271428E+22  1.4769325E+17 -1.2888168E-03
   29   8.4000000E+01  0.0000000E+00  1.1271939E+22  1.3520014E+17 -1.2888168E-03
   30   8.7000000E+01  0.0000000E+00  1.1272462E+22  1.5386299E+17 -1.2947170E-03
   31   9.0000000E+01  0.0000000E+00  1.1272993E+22  1.4808887E+17 -1.2947170E-03
   32   9.3000000E+01  0.0000000E+00  1.1273549E+22  1.6399684E+17 -1.3233432E-03
   33   9.6000000E+01  0.0000000E+00  1.1274122E+22  1.5822554E+17 -1.3876696E-03
   34   9.9000000E+01  0.0000000E+00  1.1274744E+22  1.9392234E+17 -1.5046323E-03
   35   1.0200000E+02  0.0000000E+00  1.1275516E+22  4.2788808E+17 -1.6011957E-03
   36   1.0500000E+02  0.0000000E+00  1.1276719E+22  1.1770094E+18 -1.7928331E-03
   37   1.0800000E+02  0.0000000E+00  1.1278331E+22  2.5990720E+18 -2.2934206E-03
   38   1.1100000E+02  0.0000000E+00  8.3545576E+21  4.9541045E+21 -2.2934206E-03
