# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  6.2719446E+24
# TOTAL STDEV:  3.1428059E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  5.2328726E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  5.2194658E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  5.1491208E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  5.0993746E+21  1.0000000E-33  1.9576030E-02
    5   1.2000000E+01  0.0000000E+00  5.0391617E+21  9.0722934E+18  2.3943063E-02
    6   1.5000000E+01  0.0000000E+00  4.9459735E+21  3.1458789E+19  4.1289238E-02
    7   1.8000000E+01  0.0000000E+00  4.8415993E+21  1.8208644E+19  8.3649854E-02
    8   2.1000000E+01  0.0000000E+00  4.7345464E+21  3.1377525E+19  1.1698406E-01
    9   2.4000000E+01  0.0000000E+00  4.6064568E+21  3.7604599E+19  1.4504754E-01
   10   2.7000000E+01  0.0000000E+00  4.4724607E+21  3.6549481E+19  2.0539696E-01
   11   3.0000000E+01  0.0000000E+00  4.3307419E+21  4.3612146E+19  2.5063232E-01
   12   3.3000000E+01  0.0000000E+00  4.1760418E+21  3.4173214E+19  3.0561614E-01
   13   3.6000000E+01  0.0000000E+00  4.0055446E+21  5.0369425E+19  3.8164875E-01
   14   3.9000000E+01  0.0000000E+00  3.7976856E+21  6.3541720E+19  4.7906723E-01
   15   4.2000000E+01  0.0000000E+00  3.5740514E+21  6.1481379E+19  6.6574119E-01
   16   4.5000000E+01  0.0000000E+00  3.3464493E+21  6.5972818E+19  8.1896746E-01
   17   4.8000000E+01  0.0000000E+00  3.0997102E+21  6.4759454E+19  9.5372067E-01
   18   5.1000000E+01  0.0000000E+00  2.8307166E+21  8.2855047E+19  1.1867527E+00
   19   5.4000000E+01  0.0000000E+00  2.5309338E+21  8.5679050E+19  1.4973905E+00
   20   5.7000000E+01  0.0000000E+00  2.2345640E+21  8.1600977E+19  1.9584441E+00
   21   6.0000000E+01  0.0000000E+00  1.9521404E+21  7.7494223E+19  2.3034699E+00
   22   6.3000000E+01  0.0000000E+00  1.6544776E+21  8.7027994E+19  2.6342567E+00
   23   6.6000000E+01  0.0000000E+00  1.3810146E+21  7.3501280E+19  3.3908700E+00
   24   6.9000000E+01  0.0000000E+00  1.1352773E+21  6.1941785E+19  3.8836369E+00
   25   7.2000000E+01  0.0000000E+00  9.1104879E+20  5.7814013E+19  4.4079583E+00
   26   7.5000000E+01  0.0000000E+00  7.0501477E+20  5.5580297E+19  5.1700600E+00
   27   7.8000000E+01  0.0000000E+00  5.2491483E+20  4.7325413E+19  6.2803817E+00
   28   8.1000000E+01  0.0000000E+00  3.8678847E+20  3.3466400E+19  7.5210956E+00
   29   8.4000000E+01  0.0000000E+00  2.8158921E+20  2.4719995E+19  8.0910283E+00
   30   8.7000000E+01  0.0000000E+00  1.9688046E+20  2.1525767E+19  8.7283259E+00
   31   9.0000000E+01  0.0000000E+00  1.3266996E+20  1.4947607E+19  1.0197752E+01
   32   9.3000000E+01  0.0000000E+00  8.5724371E+19  1.1218842E+19  1.1643484E+01
   33   9.6000000E+01  0.0000000E+00  5.3907203E+19  7.0283290E+18  1.3318992E+01
   34   9.9000000E+01  0.0000000E+00  3.3027825E+19  4.6855737E+18  1.4610774E+01
   35   1.0200000E+02  0.0000000E+00  1.9214958E+19  3.2122079E+18  1.5920940E+01
   36   1.0500000E+02  0.0000000E+00  7.9279791E+18  5.2142844E+18  1.8144307E+01
