! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 333 nodes measured, 0 not measured, 2503144 pixels
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    21.325     20.90    0.1500         56    1.0518    1.0661    1.1564
    21.325     21.10   -0.0100        276    1.0661    1.0661    1.0661
    21.325     21.10    0.0100        848    1.0661    1.0661    1.0807
    21.325     21.10    0.0350        148    0.9963    1.0807    1.0954
    21.325     21.10    0.0750         32    1.0807    1.1409    1.1409
    21.325     21.30   -0.0100       1820    1.0661    1.0661    1.0661
    21.325     21.30    0.0100       1573    1.0661    1.0661    1.0807
    21.325     21.30    0.0350        124    1.0661    1.0661    1.0954
    21.325     21.30    0.0750        108    1.0807    1.0807    1.0954
    21.325     21.50   -0.0100       2636    1.0661    1.0661    1.0807
    21.325     21.50    0.0100       1140    1.0518    1.0661    1.0661
    21.325     21.50    0.0350        120    1.0661    1.0661    1.0661
    21.325     21.50    0.0750         96    1.0661    1.0807    1.0807
    21.325     21.70   -0.0100        736    1.0661    1.0807    1.0807
    21.325     21.70    0.0100        816    1.0518    1.0661    1.0661
    21.325     21.70    0.0350         72    1.0518    1.0518    1.0518
    21.325     21.90    0.0100        268    1.0661    1.0661    1.0661
    21.375     19.50    0.0350         44    1.1722    1.2209    1.2715
    21.375     19.50    0.0750         44    1.0807    1.0954    1.1104
    21.375     19.70    0.0100         32    1.0376    1.0518    1.1104
    21.375     19.70    0.0350         40    1.0807    1.0954    1.1255
    21.375     19.70    0.0750        100    1.0807    1.0954    1.0954
    21.375     19.70    0.1500         24    1.7365    1.7602    3.1523
    21.375     19.90   -0.0350         68    0.9566    0.9697    1.0099
    21.375     19.90   -0.0100         20    1.0518    1.0661    1.1104
    21.375     19.90    0.0750         96    1.0807    1.0954    1.2544
    21.375     20.10   -0.0100       1200    1.0661    1.0661    1.0661
    21.375     20.10    0.0100       1260    1.0661    1.0661    1.0661
    21.375     20.10    0.0350         84    1.0807    1.0807    1.1104
    21.375     20.10    0.0750         84    1.0807    1.0954    1.1722
    21.375     20.10    0.1500         25    1.0954    1.0954    1.0954
    21.375     20.30   -0.0100       4412    1.0661    1.0661    1.0661
    21.375     20.30    0.0100       2172    1.0661    1.0661    1.0661
    21.375     20.30    0.0350        136    1.0807    1.0807    1.1409
    21.375     20.30    0.0750         57    1.0807    1.0807    1.0807
    21.375     20.30    0.1500         24    1.0807    1.0954    1.0954
    21.375     20.50   -0.0100       1420    1.0518    1.0518    1.0518
    21.375     20.50    0.0100       1940    1.0518    1.0661    1.0661
    21.375     20.50    0.0350        116    1.1104    1.1255    1.1255
    21.375     20.50    0.0750         32    1.0807    1.0807    1.0954
    21.375     20.70   -0.0100        420    1.0807    1.0807    1.0954
    21.375     20.70    0.0100        953    1.0807    1.0954    1.0954
    21.375     20.70    0.0350        196    1.0237    1.1104    1.1104
    21.375     20.70    0.1500         52    1.1564    1.1722    1.1882
    21.375     20.90   -0.0100       1788    1.0807    1.0807    1.0954
    21.375     20.90    0.0100       1264    1.0807    1.0807    1.0954
    21.375     20.90    0.0350        292    1.0807    1.0954    1.1104
    21.375     21.10   -0.0100        928    1.0661    1.0807    1.0807
    21.375     21.10    0.0100       1680    1.0807    1.0807    1.0954
    21.375     21.10    0.0350        144    1.0807    1.0807    1.0807
    21.375     21.30   -0.0100        632    1.0807    1.0807    1.0954
    21.375     21.30    0.0100        172    1.0807    1.0954    1.0954
    21.375     21.30    0.0350        128    1.0661    1.0661    1.0807
    21.425     18.70   -0.0350        152    1.0661    1.0661    1.0807
    21.425     18.70   -0.0100       1744    1.0807    1.0807    1.0954
    21.425     18.70    0.0100       1400    1.0954    1.0954    1.0954
    21.425     18.90   -0.0350        332    1.0807    1.0807    1.0807
    21.425     18.90   -0.0100     180152    1.0954    1.0954    1.0954
    21.425     18.90    0.0100     281640    1.0954    1.0954    1.0954
    21.425     19.10    0.0100        428    1.0807    1.0807    1.0807
    21.425     19.10    0.0350         32    1.1255    1.1564    1.2044
    21.425     19.10    0.0750         81    1.1564    1.2044    1.6228
    21.425     19.10    0.1500         20    2.2162    2.2771    2.6792
    21.425     19.30   -0.0350         20    0.9963    0.9963    1.0099
    21.425     19.30    0.0100        144    1.0807    1.0807    1.0807
    21.425     19.30    0.0350         28    1.0954    1.1104    1.1104
    21.425     19.30    0.0750         72    1.1104    1.1255    1.2715
    21.425     19.50   -0.0100         52    1.0099    1.0237    1.0807
    21.425     19.50    0.0350         44    1.1409    1.1882    1.2209
    21.425     19.50    0.0750         44    1.0954    1.1104    1.1104
    21.425     19.50    0.1500         28    1.3243    1.6009    1.9617
    21.425     19.70   -0.0100        440    1.0807    1.0807    1.0954
    21.425     19.70    0.0100       1328    1.0807    1.0954    1.0954
    21.425     19.70    0.0350         96    1.0954    1.0954    1.1104
    21.425     19.70    0.0750         32    1.1409    1.1409    1.1564
    21.425     19.90   -0.0100       2684    1.0807    1.0807    1.0807
    21.425     19.90    0.0100       1920    1.0807    1.0807    1.0807
    21.425     19.90    0.0350        172    1.0954    1.0954    1.1255
    21.425     19.90    0.0750         40    1.0237    1.1564    1.1882
    21.425     20.10   -0.0100       1320    1.0661    1.0807    1.0807
    21.425     20.10    0.0100       2004    1.0661    1.0807    1.1104
    21.425     20.10    0.0350        141    1.0954    1.1409    1.1409
    21.425     20.10    0.0750         36    0.9963    1.0237    1.1255
    21.425     20.10    0.1500         20    1.1882    1.1882    1.2209
    21.425     20.30   -0.0100        396    1.0954    1.1104    1.1104
    21.425     20.30    0.0100       1096    1.1104    1.1104    1.1255
    21.425     20.30    0.0350        244    1.1104    1.1255    1.1255
    21.425     20.30    0.0750         20    1.0237    1.0237    1.0237
    21.425     20.30    0.1500         32    1.1882    1.1882    1.2044
    21.425     20.50   -0.0100        604    1.0954    1.0954    1.1104
    21.425     20.50    0.0100       1972    1.0954    1.1104    1.1255
    21.425     20.50    0.0350        232    1.0954    1.1104    1.1104
    21.425     20.70   -0.0100        552    1.0954    1.0954    1.0954
    21.425     20.70    0.0100       1096    1.0954    1.0954    1.1255
    21.425     20.70    0.0350        144    1.0954    1.0954    1.1104
    21.425     20.90   -0.0100        244    1.1104    1.1104    1.1104
    21.425     20.90    0.0100         36    1.1104    1.1104    1.1104
    21.425     20.90    0.0350         44    1.0954    1.0954    1.0954
    21.475     18.30   -0.0350         36    0.9963    0.9963    1.0237
    21.475     18.30   -0.0100         80    0.9829    0.9963    0.9963
    21.475     18.50   -0.0350        272    1.0237    1.0376    1.0376
    21.475     18.50   -0.0100       8840    1.1104    1.1104    1.1104
    21.475     18.50    0.0100       7604    1.1104    1.1104    1.1104
    21.475     18.50    0.0350        101    1.1409    1.2544    1.5794
    21.475     18.70   -0.0350        540    1.0518    1.0661    1.0807
    21.475     18.70   -0.0100      37772    1.1104    1.1104    1.1104
    21.475     18.70    0.0100      31317    1.1104    1.1104    1.1104
    21.475     18.70    0.0350         41    1.1722    1.2375    1.2544
    21.475     18.90   -0.0350         52    1.0807    1.0807    1.0807
    21.475     18.90   -0.0100      16860    1.0954    1.0954    1.1104
    21.475     18.90    0.0100      23164    1.0954    1.1104    1.1104
    21.475     18.90    0.0750         44    1.2209    1.6228    1.7842
    21.475     18.90    0.6000         33    1.7842    2.4367    2.5378
    21.475     19.10   -0.0100         20    1.0661    1.0661    1.0807
    21.475     19.10    0.0100         24    1.0518    1.0661    1.1564
    21.475     19.10    0.0750         24    1.3607    1.3792    1.5581
    21.475     19.30   -0.0100        312    1.0954    1.1104    1.1104
    21.475     19.30    0.0100        720    1.1104    1.1104    1.1104
    21.475     19.30    0.0350        184    1.1104    1.1255    1.1255
    21.475     19.30    0.0750         24    1.1882    1.1882    1.1882
    21.475     19.30    0.1500         24    1.3607    1.3792    1.6901
    21.475     19.50   -0.0100       1632    1.0954    1.0954    1.1104
    21.475     19.50    0.0100       1717    1.0954    1.1104    1.1104
    21.475     19.50    0.0350        244    1.1104    1.1104    1.1255
    21.475     19.50    0.0750         48    1.0661    1.1722    1.2209
    21.475     19.70   -0.0100       1512    1.0954    1.0954    1.0954
    21.475     19.70    0.0100       1460    1.0954    1.0954    1.1564
    21.475     19.70    0.0350        108    1.1104    1.1104    1.1409
    21.475     19.70    0.0750         80    1.0661    1.0661    1.2044
    21.475     19.70    0.1500         52    1.2209    1.2375    1.2375
    21.475     19.90   -0.0100        184    1.1104    1.1255    1.1255
    21.475     19.90    0.0100       1368    1.1255    1.1409    1.1409
    21.475     19.90    0.0350        269    1.1255    1.1409    1.1409
    21.475     19.90    0.1500         28    1.1564    1.2209    1.2209
    21.475     20.10   -0.0100        292    1.1104    1.1104    1.1409
    21.475     20.10    0.0100       1772    1.1255    1.1255    1.1409
    21.475     20.10    0.0350        184    1.1255    1.1255    1.1409
    21.475     20.30   -0.0100        156    1.1104    1.1255    1.1255
    21.475     20.30    0.0100        816    1.1104    1.1255    1.1409
    21.475     20.30    0.0350         80    1.1104    1.1104    1.1255
    21.475     20.50    0.0100         92    1.1255    1.1255    1.1255
    21.525     18.10   -0.0350        132    0.9963    1.0376    1.0518
    21.525     18.10   -0.0100        528    1.1255    1.1409    1.1409
    21.525     18.10    0.0100       1240    1.1255    1.1255    1.1409
    21.525     18.10    0.0350         45    1.1882    1.2209    1.4560
    21.525     18.10    0.0750         25    1.4960    2.0710    2.7157
    21.525     18.30   -0.0350        164    0.9963    1.0237    1.0376
    21.525     18.30   -0.0100       8080    1.1255    1.1255    1.1255
    21.525     18.30    0.0100       6717    1.1255    1.1255    1.1255
    21.525     18.30    0.0350        160    1.1409    1.1409    1.2889
    21.525     18.30    0.0750         22    1.1722    1.3423    2.1864
    21.525     18.50   -0.0100       8384    1.1104    1.1104    1.1255
    21.525     18.50    0.0100       4893    1.1104    1.1104    1.1255
    21.525     18.50    0.0350         20    1.1255    1.1255    1.1564
    21.525     18.50    0.1500         28    1.6228    2.0431    2.4039
    21.525     18.70    0.0100         20    1.1564    1.1564    1.1722
    21.525     18.90   -0.0100        104    1.1255    1.1255    1.1409
    21.525     18.90    0.0100        765    1.1409    1.1409    1.1564
    21.525     18.90    0.0350        192    1.0807    1.1409    1.2044
    21.525     18.90    0.0750         68    1.2209    1.2375    1.3064
    21.525     18.90    0.6000         21    1.4171    1.8086    2.5724
    21.525     19.10   -0.0100        584    1.1255    1.1255    1.1255
    21.525     19.10    0.0100       1872    1.1255    1.1409    1.1882
    21.525     19.10    0.0350        280    1.1255    1.1409    1.1409
    21.525     19.10    0.0750         48    1.1409    1.2044    1.2889
    21.525     19.30   -0.0100        760    1.1104    1.1255    1.1255
    21.525     19.30    0.0100       1600    1.1255    1.1722    1.1882
    21.525     19.30    0.0350        288    1.1255    1.1722    1.1882
    21.525     19.30    0.0750         68    1.1104    1.1255    1.2544
    21.525     19.30    0.1500         41    1.0954    1.2209    1.2544
    21.525     19.50   -0.0100        176    1.1409    1.1564    1.1722
    21.525     19.50    0.0100       1380    1.1564    1.1722    1.1722
    21.525     19.50    0.0350        240    1.1564    1.1722    1.1722
    21.525     19.50    0.0750         28    1.0954    1.0954    1.1104
    21.525     19.50    0.1500         28    1.2044    1.2044    1.2544
    21.525     19.70   -0.0100        216    1.1409    1.1409    1.1564
    21.525     19.70    0.0100       1112    1.1564    1.1564    1.1722
    21.525     19.70    0.0350        192    1.1409    1.1409    1.1564
    21.525     19.90   -0.0100         76    1.1255    1.1409    1.1564
    21.525     19.90    0.0100        520    1.1564    1.1564    1.1564
    21.575     17.70   -0.0100         64    1.0518    1.0807    1.0954
    21.575     17.70    0.0100         56    1.1564    1.1564    1.1722
