! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 331 nodes measured, 0 not measured, 2417615 pixels
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    20.425     17.70    0.1500         48    0.9829    0.9963    0.9963
    20.475     17.50    0.0750         60    0.9697    0.9829    0.9829
    20.475     17.50    0.1500         68    0.9829    0.9829    0.9963
    20.475     17.70    0.1500         56    0.9829    0.9963    0.9963
    20.525     17.30    0.0750         28    0.9437    0.9437    0.9697
    20.525     17.50    0.0750        160    0.9566    0.9697    0.9963
    20.525     17.50    0.1500         48    0.9829    0.9829    0.9829
    20.575     17.10    0.0750         20    0.9437    0.9566    1.1104
    20.575     17.30   -0.6000         96    0.9566    0.9566    0.9697
    20.575     17.30   -0.1500       1080    0.9566    0.9697    0.9829
    20.575     17.30   -0.0750       1752    0.9566    0.9697    0.9829
    20.575     17.30   -0.0350       1312    0.9697    0.9697    0.9829
    20.575     17.30   -0.0100        164    0.9310    0.9437    0.9566
    20.575     17.30    0.0100         76    0.9437    0.9566    0.9697
    20.575     17.30    0.0750        116    0.9437    0.9963    1.0518
    20.575     17.50   -0.1500        664    0.9829    0.9829    0.9963
    20.575     17.50   -0.0750       1916    0.9829    0.9963    0.9963
    20.575     17.50   -0.0350       4700    0.9963    0.9963    0.9963
    20.575     17.50   -0.0100      24312    0.9963    0.9963    1.0099
    20.575     17.50    0.0100      24736    1.0099    1.0099    1.0099
    20.625     16.90    0.0750         24    1.2044    1.3064    1.4171
    20.625     17.10   -0.6000        104    0.9061    0.9061    0.9185
    20.625     17.10   -0.1500        632    0.9061    0.9185    0.9310
    20.625     17.10   -0.0750        908    0.9310    0.9437    0.9437
    20.625     17.10   -0.0350         92    0.9061    0.9061    0.9185
    20.625     17.10   -0.0100         40    0.9061    0.9061    0.9185
    20.625     17.10    0.0100         28    0.9437    0.9566    0.9566
    20.625     17.10    0.0350         20    0.9829    0.9963    1.0099
    20.625     17.10    0.0750         36    0.9963    1.0518    1.1882
    20.625     17.10    0.1500         37    1.1564    1.2715    1.3423
    20.625     17.30   -0.6000         96    0.9310    0.9437    0.9437
    20.625     17.30   -0.1500        384    0.9310    0.9437    0.9566
    20.625     17.30   -0.0750       1156    0.9437    0.9566    0.9566
    20.625     17.30   -0.0350       1548    0.9697    0.9697    0.9829
    20.625     17.30   -0.0100       2188    1.0099    1.0099    1.0099
    20.625     17.30    0.0100       4700    1.0099    1.0099    1.0099
    20.625     17.50   -0.0100      34360    1.0099    1.0099    1.0099
    20.625     17.50    0.0100      77012    1.0099    1.0099    1.0099
    20.675     16.70    0.0350         28    0.9566    0.9697    1.0807
    20.675     16.70    0.0750         20    1.1722    1.6449    1.9885
    20.675     16.90   -0.1500         60    0.9061    0.9061    0.9061
    20.675     16.90   -0.0750         32    0.9061    0.9061    0.9061
    20.675     17.10   -0.1500         24    0.9061    0.9061    0.9061
    20.675     17.10   -0.0750        912    0.9310    0.9437    0.9566
    20.675     17.10   -0.0350        268    0.9437    0.9566    0.9697
    20.675     17.30   -0.0350        492    0.9829    0.9829    0.9963
    20.675     17.30   -0.0100      20608    1.0099    1.0099    1.0099
    20.675     17.30    0.0100      73224    1.0099    1.0099    1.0099
    20.675     17.50    0.0100         64    1.0099    1.0099    1.0099
    20.725     16.30    0.0350         28    1.0099    1.1104    1.1564
    20.725     16.90   -0.0750        140    0.9437    0.9566    0.9566
    20.725     16.90   -0.0350        152    0.9185    0.9566    0.9697
    20.725     16.90    0.1500         48    0.9963    0.9963    0.9963
    20.725     17.10   -0.0750        188    0.9437    0.9697    0.9829
    20.725     17.10   -0.0350        544    0.9697    0.9829    0.9963
    20.725     17.10   -0.0100       1348    1.0099    1.0099    1.0099
    20.725     17.10    0.0100        220    1.0099    1.0099    1.0099
    20.725     17.30   -0.0100      21608    1.0099    1.0099    1.0099
    20.725     17.30    0.0100      43157    1.0099    1.0099    1.0099
    20.775     15.90    0.0350         20    1.0376    1.0807    1.0807
    20.775     16.30    0.0750         20    0.9697    1.0099    1.3792
    20.775     16.50   -0.1500         32    0.9061    0.9061    0.9061
    20.775     16.70    0.0350         28    0.9437    0.9697    0.9697
    20.775     16.90   -0.0350        484    0.9829    0.9963    1.0099
    20.775     16.90   -0.0100        220    0.9566    1.0099    1.0099
