! validate_calib3.py -- the corrections measured on the models
!
! 334 nodes
!
! integrated over the mask, corrected divided by true:
!   uncorrected  median 0.6637, 16th and 84th 0.4303 0.9112
!   hicorrect2   median 0.8940, 16th and 84th 0.8224 0.9604
!   table, column median 0.9543, 16th and 84th 0.8491 0.9844
!   table, column and T median 0.9470, 16th and 84th 0.8903 0.9894
!   table, all three median 0.9426, 16th and 84th 0.8931 0.9925
!   hicorrect3.py median 0.9422, 16th and 84th 0.8907 0.9921
!
! relative residual against the radius from the center of the core, median over the nodes
!   radius    uncorrect   hicorrect2       column     column+T    all three   hicorrect3
       3.0      -0.5320      -0.1784      -0.1431      -0.1025      -0.1011      -0.1022
       9.0      -0.4784      -0.1575      -0.1089      -0.0914      -0.0839      -0.0818
      15.0      -0.3704      -0.1148      -0.0584      -0.0489      -0.0461      -0.0482
      21.0      -0.3289      -0.0916      -0.0386      -0.0255      -0.0267      -0.0268
      27.0      -0.3160      -0.0829      -0.0294      -0.0269      -0.0271      -0.0280
      33.0      -0.3164      -0.0751      -0.0261      -0.0207      -0.0262      -0.0253
      39.0      -0.3322      -0.0753      -0.0331      -0.0172      -0.0248      -0.0256
      45.0      -0.3321      -0.0805      -0.0347      -0.0253      -0.0303      -0.0302
      51.0      -0.3328      -0.0788      -0.0310      -0.0324      -0.0315      -0.0297
      57.0      -0.3404      -0.0766      -0.0333      -0.0296      -0.0351      -0.0309
      63.0      -0.3371      -0.0740      -0.0323      -0.0269      -0.0336      -0.0317
      69.0      -0.3345      -0.0742      -0.0318      -0.0323      -0.0359      -0.0347
      75.0      -0.3328      -0.0729      -0.0298      -0.0324      -0.0344      -0.0334
      81.0      -0.3373      -0.0713      -0.0285      -0.0377      -0.0336      -0.0360
      87.0      -0.3438      -0.0709      -0.0284      -0.0380      -0.0350      -0.0341
      93.0      -0.3370      -0.0647      -0.0264      -0.0334      -0.0337      -0.0308
      99.0      -0.3416      -0.0626      -0.0253      -0.0384      -0.0348      -0.0330
     105.0      -0.3426      -0.0655      -0.0290      -0.0414      -0.0360      -0.0367
     111.0      -0.3467      -0.0640      -0.0288      -0.0404      -0.0387      -0.0395
     117.0      -0.3460      -0.0625      -0.0268      -0.0386      -0.0359      -0.0387
     123.0      -0.3482      -0.0627      -0.0290      -0.0384      -0.0401      -0.0413
     129.0      -0.3469      -0.0594      -0.0255      -0.0388      -0.0412      -0.0430
     135.0      -0.4533      -0.0626      -0.0248      -0.0423      -0.0444      -0.0471
     141.0      -0.4550      -0.0660      -0.0290      -0.0440      -0.0496      -0.0510
     147.0      -0.4541      -0.0607      -0.0261      -0.0421      -0.0441      -0.0473
     153.0      -0.3450      -0.0555      -0.0231      -0.0403      -0.0429      -0.0456
     159.0      -0.4539      -0.0639      -0.0256      -0.0465      -0.0467      -0.0496
     165.0      -0.4550      -0.0626      -0.0269      -0.0453      -0.0445      -0.0490
     171.0      -0.3443      -0.0588      -0.0248      -0.0418      -0.0444      -0.0483
     177.0      -0.3438      -0.0555      -0.0210      -0.0426      -0.0439      -0.0454
     183.0      -0.3435      -0.0553      -0.0189      -0.0411      -0.0438      -0.0455
     189.0      -0.3433      -0.0556      -0.0190      -0.0406      -0.0438      -0.0459
     195.0      -0.3432      -0.0561      -0.0173      -0.0393      -0.0438      -0.0462
     201.0      -0.3430      -0.0559      -0.0170      -0.0398      -0.0438      -0.0463
     207.0      -0.3428      -0.0555      -0.0157      -0.0418      -0.0437      -0.0463
     213.0      -0.3425      -0.0557      -0.0158      -0.0424      -0.0437      -0.0463
     219.0      -0.3425      -0.0549      -0.0142      -0.0440      -0.0437      -0.0463
     225.0      -0.4524      -0.0626      -0.0163      -0.0458      -0.0467      -0.0520
     231.0      -0.4556      -0.0688      -0.0170      -0.0448      -0.0507      -0.0535
