! validate_calib3.py -- the corrections measured on the models
!
! 331 nodes
!
! integrated over the mask, corrected divided by true:
!   uncorrected  median 0.6335, 16th and 84th 0.4585 0.9132
!   hicorrect2   median 0.8859, 16th and 84th 0.7732 1.0172
!   table, column median 0.9568, 16th and 84th 0.8861 0.9888
!   table, column and T median 0.9733, 16th and 84th 0.9118 1.0090
!   table, all three median 0.9684, 16th and 84th 0.9378 1.0019
!   hicorrect3.py median 0.9655, 16th and 84th 0.9364 1.0016
!
! relative residual against the radius from the center of the core, median over the nodes
!   radius    uncorrect   hicorrect2       column     column+T    all three   hicorrect3
       3.0      -0.5288      -0.2095      -0.1352      -0.0726      -0.0650      -0.0702
       9.0      -0.4929      -0.1776      -0.1037      -0.0577      -0.0544      -0.0612
      15.0      -0.3895      -0.1150      -0.0495      -0.0232      -0.0242      -0.0309
      21.0      -0.3545      -0.0793      -0.0305      -0.0063      -0.0074      -0.0100
      27.0      -0.3490      -0.0695      -0.0265      -0.0054      -0.0045      -0.0090
      33.0      -0.3584      -0.0549      -0.0281      -0.0046      -0.0102      -0.0143
      39.0      -0.3679      -0.0580      -0.0319      -0.0066      -0.0120      -0.0215
      45.0      -0.3668      -0.0671      -0.0319      -0.0078      -0.0186      -0.0232
      51.0      -0.3689      -0.0597      -0.0289      -0.0082      -0.0197      -0.0242
      57.0      -0.3847      -0.0561      -0.0292      -0.0116      -0.0212      -0.0284
      63.0      -0.3850      -0.0522      -0.0270      -0.0077      -0.0197      -0.0261
      69.0      -0.3713      -0.0512      -0.0244      -0.0045      -0.0143      -0.0219
      75.0      -0.3706      -0.0534      -0.0231      -0.0060      -0.0185      -0.0208
      81.0      -0.3820      -0.0498      -0.0221      -0.0102      -0.0195      -0.0196
      87.0      -0.3914      -0.0467      -0.0218      -0.0127      -0.0155      -0.0205
      93.0      -0.3811      -0.0466      -0.0198      -0.0129      -0.0158      -0.0210
      99.0      -0.3851      -0.0470      -0.0215      -0.0155      -0.0149      -0.0238
     105.0      -0.3917      -0.0465      -0.0231      -0.0171      -0.0160      -0.0286
     111.0      -0.3920      -0.0458      -0.0226      -0.0175      -0.0169      -0.0256
     117.0      -0.3913      -0.0408      -0.0218      -0.0176      -0.0137      -0.0222
     123.0      -0.4625      -0.0413      -0.0223      -0.0177      -0.0130      -0.0273
     129.0      -0.4263      -0.0308      -0.0203      -0.0169      -0.0094      -0.0223
     135.0      -0.4649      -0.0336      -0.0190      -0.0170      -0.0118      -0.0259
     141.0      -0.4855      -0.0361      -0.0207      -0.0169      -0.0137      -0.0284
     147.0      -0.4805      -0.0377      -0.0184      -0.0189      -0.0272      -0.0282
     153.0      -0.4270      -0.0342      -0.0167      -0.0196      -0.0268      -0.0277
     159.0      -0.4806      -0.0394      -0.0186      -0.0186      -0.0276      -0.0295
     165.0      -0.4856      -0.0297      -0.0181      -0.0203      -0.0286      -0.0307
     171.0      -0.4650      -0.0497      -0.0183      -0.0190      -0.0259      -0.0301
     177.0      -0.4265      -0.0390      -0.0180      -0.0195      -0.0247      -0.0280
     183.0      -0.4265      -0.0374      -0.0172      -0.0194      -0.0244      -0.0282
     189.0      -0.4264      -0.0356      -0.0173      -0.0195      -0.0239      -0.0284
     195.0      -0.4263      -0.0362      -0.0172      -0.0197      -0.0235      -0.0287
     201.0      -0.4261      -0.0366      -0.0168      -0.0199      -0.0233      -0.0290
     207.0      -0.4261      -0.0350      -0.0165      -0.0201      -0.0229      -0.0291
     213.0      -0.4261      -0.0316      -0.0152      -0.0204      -0.0223      -0.0291
     219.0      -0.4261      -0.0308      -0.0159      -0.0216      -0.0230      -0.0290
     225.0      -0.4755      -0.0464      -0.0176      -0.0228      -0.0252      -0.0369
     231.0      -0.4904      -0.0484      -0.0188      -0.0233      -0.0262      -0.0390
