# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  2.1238064E+25
# TOTAL STDEV:  7.7150651E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.0687434E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.0587456E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.0163859E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  9.8680072E+21  1.0000000E-33  5.8907753E-02
    5   1.2000000E+01  0.0000000E+00  9.5198132E+21  5.1441353E+19  7.2855207E-02
    6   1.5000000E+01  0.0000000E+00  8.9961204E+21  1.7420071E+20  1.2486942E-01
    7   1.8000000E+01  0.0000000E+00  8.4395772E+21  9.4128066E+19  2.5356687E-01
    8   2.1000000E+01  0.0000000E+00  7.9158540E+21  1.4120712E+20  3.5026690E-01
    9   2.4000000E+01  0.0000000E+00  7.3746070E+21  1.5270468E+20  4.1559747E-01
   10   2.7000000E+01  0.0000000E+00  6.8678219E+21  1.2817111E+20  5.3039939E-01
   11   3.0000000E+01  0.0000000E+00  6.4076943E+21  1.3048722E+20  6.0446392E-01
   12   3.3000000E+01  0.0000000E+00  6.0011687E+21  7.6275980E+19  6.5819263E-01
   13   3.6000000E+01  0.0000000E+00  5.6690164E+21  8.4701737E+19  6.5819263E-01
   14   3.9000000E+01  0.0000000E+00  5.3764363E+21  7.5052227E+19  6.6201997E-01
   15   4.2000000E+01  0.0000000E+00  5.1621470E+21  4.7776128E+19  6.6201997E-01
   16   4.5000000E+01  0.0000000E+00  5.0196936E+21  3.4155756E+19  6.5438108E-01
   17   4.8000000E+01  0.0000000E+00  4.9205976E+21  2.0537908E+19  5.4883664E-01
   18   5.1000000E+01  0.0000000E+00  4.8565276E+21  1.5072812E+19  4.0560251E-01
   19   5.4000000E+01  0.0000000E+00  4.8154739E+21  8.9436190E+18  3.0894612E-01
   20   5.7000000E+01  0.0000000E+00  4.7937548E+21  4.6527808E+18  2.1618749E-01
   21   6.0000000E+01  0.0000000E+00  4.7813478E+21  2.8320276E+18  1.4852098E-01
   22   6.3000000E+01  0.0000000E+00  4.7728652E+21  2.0485986E+18  8.3608691E-02
   23   6.6000000E+01  0.0000000E+00  4.7675656E+21  1.2797301E+18  5.0523270E-02
   24   6.9000000E+01  0.0000000E+00  4.7640915E+21  8.0613517E+17  3.6394203E-02
   25   7.2000000E+01  0.0000000E+00  4.7616656E+21  5.6933648E+17  2.3881546E-02
   26   7.5000000E+01  0.0000000E+00  4.7598558E+21  4.5343279E+17  1.6399167E-02
   27   7.8000000E+01  0.0000000E+00  4.7584808E+21  3.5308190E+17  1.1967504E-02
   28   8.1000000E+01  0.0000000E+00  4.7574786E+21  2.5395347E+17  9.3123548E-03
   29   8.4000000E+01  0.0000000E+00  4.7567431E+21  2.2262136E+17  7.3665398E-03
   30   8.7000000E+01  0.0000000E+00  4.7561211E+21  2.9841908E+17  5.5812890E-03
   31   9.0000000E+01  0.0000000E+00  4.7556027E+21  4.6638929E+17  4.2512969E-03
   32   9.3000000E+01  0.0000000E+00  4.7551954E+21  7.8232856E+17  3.7265884E-03
   33   9.6000000E+01  0.0000000E+00  4.7551240E+21  1.2848615E+18  3.2152474E-03
   34   9.9000000E+01  0.0000000E+00  3.3956630E+21  2.1531057E+21  3.2152474E-03
   35   1.0200000E+02  0.0000000E+00  2.9928531E+21  2.3007456E+21  4.2297939E+00
   36   1.0500000E+02  0.0000000E+00  2.2307989E+21  2.3779018E+21  1.0137715E+01
   37   1.0800000E+02  0.0000000E+00  2.1599059E+21  2.3714543E+21  1.0137715E+01
   38   1.1100000E+02  0.0000000E+00  1.5837307E+21  2.2449361E+21  1.0137715E+01
