# Lookup table for correcting hires column density.  One row per pixel.
# A pixel of a real map is corrected by finding the rows whose observables
# (columns 2 to 6) most resemble its own and reading off C_N.
#
# 20283 rows from 6 models
#
#  1 C_N       -      true column / hires column: the answer
#  2 N_HIRES   cm^-2  final hires column of the pixel
#  3 RES_N     -      column at 18.2" / column at 36.3"
#  4 RES_T     K      temperature at 18.2" - at 36.3"
#  5 SHP_N     -      column from 350-500 / from all bands
#  6 SHP_T     K      the corresponding difference
#  7 CONTRAST  -      hires column / cloud level of the stamp
#  8 IN_CORE   -      1 if inside a true footprint mask
#  9 NODE      -      model the pixel came from
#
#        C_N        N_HIRES       RES_N       RES_T       SHP_N       SHP_T    CONTRAST  IN_CORE  NODE
   1.2386769   4.465353e+21   0.8825695    0.378696   1.0936910   -0.451315     0.74423        1  i05j17k06
   1.2374685   4.450351e+21   0.8837971    0.374824   1.0928641   -0.448603     0.74173        1  i05j17k06
   1.2361496   4.433849e+21   0.8851562    0.370592   1.0919684   -0.445665     0.73897        1  i05j17k06
   1.2346772   4.416037e+21   0.8866416    0.366042   1.0910120   -0.442541     0.73601        1  i05j17k06
   1.2328481   4.397429e+21   0.8883006    0.361039   1.0899771   -0.439145     0.73290        1  i05j17k06
   1.2308166   4.377292e+21   0.8901711    0.355455   1.0888482   -0.435397     0.72955        1  i05j17k06
   1.2285163   4.355886e+21   0.8921933    0.349086   1.0876335   -0.431334     0.72598        1  i05j17k06
   1.2260150   4.333067e+21   0.8943317    0.342752   1.0863506   -0.427033     0.72218        1  i05j17k06
   1.2238495   4.307001e+21   0.8964800    0.335833   1.0850148   -0.422566     0.71783        0  i05j17k06
   1.2225143   4.275707e+21   0.8986820    0.328452   1.0836004   -0.417807     0.71262        0  i05j17k06
   1.2219327   4.239212e+21   0.9010085    0.320489   1.0820725   -0.412574     0.70654        0  i05j17k06
   1.2213388   4.200238e+21   0.9034982    0.312033   1.0804334   -0.406870     0.70004        0  i05j17k06
   1.2206522   4.159204e+21   0.9061908    0.303241   1.0786978   -0.400758     0.69320        0  i05j17k06
   1.2192895   4.118171e+21   0.9091056    0.294315   1.0768719   -0.394251     0.68636        0  i05j17k06
   1.2180493   4.074111e+21   0.9122948    0.285225   1.0748890   -0.386994     0.67902        0  i05j17k06
   1.2168246   4.026920e+21   0.9157671    0.275871   1.0726281   -0.378336     0.67115        0  i05j17k06
   1.2139536   3.982023e+21   0.9193057    0.266697   1.0700098   -0.367798     0.66367        0  i05j17k06
   1.2074322   3.945952e+21   0.9225889    0.258545   1.0669530   -0.354862     0.65766        0  i05j17k06
   1.1955011   3.924426e+21   0.9253266    0.252544   1.0633463   -0.338810     0.65407        0  i05j17k06
   1.1850462   3.894497e+21   0.9274414    0.249692   1.0589580   -0.318213     0.64908        0  i05j17k06
   1.1741359   3.861672e+21   0.9291442    0.250374   1.0534524   -0.290974     0.64361        0  i05j17k06
   1.1739064   3.818696e+21   0.9320552    0.240776   1.0517779   -0.283869     0.63645        0  i05j17k06
   1.1852416   3.851324e+21   0.9301985    0.240067   1.0574367   -0.312172     0.64189        0  i05j17k06
   1.1958675   3.881776e+21   0.9280550    0.242948   1.0619075   -0.333368     0.64696        0  i05j17k06
   1.2067469   3.907762e+21   0.9253811    0.249108   1.0655550   -0.349750     0.65129        0  i05j17k06
   1.2120739   3.948537e+21   0.9221799    0.257548   1.0686286   -0.362859     0.65809        0  i05j17k06
   1.2144628   3.995714e+21   0.9186627    0.267094   1.0712508   -0.373484     0.66595        0  i05j17k06
   1.2157203   4.043420e+21   0.9151106    0.276837   1.0735067   -0.382172     0.67390        0  i05j17k06
   1.2174313   4.086476e+21   0.9117594    0.286258   1.0754813   -0.389432     0.68108        0  i05j17k06
   1.2188056   4.127990e+21   0.9086496    0.295429   1.0772993   -0.395940     0.68800        0  i05j17k06
   1.2194881   4.169514e+21   0.9057854    0.304395   1.0790298   -0.402066     0.69492        0  i05j17k06
   1.2201712   4.208618e+21   0.9031928    0.312964   1.0806655   -0.407788     0.70144        0  i05j17k06
   1.2211399   4.244172e+21   0.9008451    0.321001   1.0821901   -0.413036     0.70736        0  i05j17k06
   1.2225143   4.275707e+21   0.8986820    0.328452   1.0836004   -0.417807     0.71262        0  i05j17k06
   1.2248254   4.301630e+21   0.8965963    0.335460   1.0849333   -0.422286     0.71694        0  i05j17k06
   1.2270240   4.325865e+21   0.8945241    0.342140   1.0862142   -0.426602     0.72098        1  i05j17k06
   1.2292343   4.347913e+21   0.8924571    0.347398   1.0874284   -0.430688     0.72465        1  i05j17k06
   1.2313139   4.368174e+21   0.8906223    0.354124   1.0885555   -0.434450     0.72803        1  i05j17k06
   1.2331852   4.386899e+21   0.8889146    0.359221   1.0895879   -0.437855     0.73115        1  i05j17k06
   1.2345521   4.405326e+21   0.8869452    0.363559   1.0905417   -0.440985     0.73422        1  i05j17k06
   1.2361742   4.420961e+21   0.8859446    0.368183   1.0914352   -0.443929     0.73683        1  i05j17k06
   1.2377396   4.434878e+21   0.8846658    0.372112   1.0922590   -0.446644     0.73915        1  i05j17k06
   1.2388002   4.448610e+21   0.8835459    0.375607   1.0930023   -0.449082     0.74143        1  i05j17k06
   1.2391084   4.463035e+21   0.8825835    0.378656   1.0936589   -0.451220     0.74384        1  i05j17k06
   1.2392565   4.476123e+21   0.8817509    0.381320   1.0942363   -0.453090     0.74602        1  i05j17k06
   1.2397654   4.486124e+21   0.8810147    0.383676   1.0947451   -0.454745     0.74769        1  i05j17k06
   1.2401991   4.494586e+21   0.8803827    0.385692   1.0951810   -0.456169     0.74910        1  i05j17k06
   1.2406533   4.501115e+21   0.8798680    0.387330   1.0955377   -0.457332     0.75019        1  i05j17k06
   1.2409455   4.506365e+21   0.8794750    0.388581   1.0958117   -0.458219     0.75106        1  i05j17k06
   1.2408430   4.511225e+21   0.8791957    0.389471   1.0960068   -0.458848     0.75187        1  i05j17k06
   1.2409249   4.513637e+21   0.8790218    0.390023   1.0961261   -0.459235     0.75227        1  i05j17k06
   1.2410360   4.514141e+21   0.8789623    0.390211   1.0961663   -0.459367     0.75236        1  i05j17k06
   1.2409249   4.513637e+21   0.8790218    0.390023   1.0961261   -0.459235     0.75227        1  i05j17k06
   1.2408430   4.511225e+21   0.8791957    0.389471   1.0960068   -0.458848     0.75187        1  i05j17k06
   1.2409455   4.506365e+21   0.8794750    0.388581   1.0958117   -0.458219     0.75106        1  i05j17k06
   1.2406533   4.501115e+21   0.8798680    0.387330   1.0955377   -0.457332     0.75019        1  i05j17k06
   1.2401991   4.494586e+21   0.8803827    0.385692   1.0951810   -0.456169     0.74910        1  i05j17k06
   1.2397654   4.486124e+21   0.8810147    0.383676   1.0947451   -0.454745     0.74769        1  i05j17k06
   1.2392565   4.476123e+21   0.8817509    0.381320   1.0942363   -0.453090     0.74602        1  i05j17k06
   1.2391084   4.463035e+21   0.8825835    0.378656   1.0936589   -0.451220     0.74384        1  i05j17k06
   1.2388002   4.448610e+21   0.8835459    0.375607   1.0930023   -0.449082     0.74143        1  i05j17k06
   1.2377396   4.434878e+21   0.8846658    0.372112   1.0922590   -0.446644     0.73915        1  i05j17k06
   1.2361742   4.420961e+21   0.8859446    0.368183   1.0914352   -0.443929     0.73683        1  i05j17k06
   1.2345521   4.405326e+21   0.8869452    0.363559   1.0905417   -0.440985     0.73422        1  i05j17k06
   1.2331852   4.386899e+21   0.8889146    0.359221   1.0895879   -0.437855     0.73115        1  i05j17k06
   1.2313139   4.368174e+21   0.8906223    0.354124   1.0885555   -0.434450     0.72803        1  i05j17k06
   1.2292343   4.347913e+21   0.8924571    0.347398   1.0874284   -0.430688     0.72465        1  i05j17k06
   1.2270240   4.325865e+21   0.8945241    0.342140   1.0862142   -0.426602     0.72098        1  i05j17k06
   1.2248254   4.301630e+21   0.8965963    0.335460   1.0849333   -0.422286     0.71694        0  i05j17k06
   1.2225143   4.275707e+21   0.8986820    0.328452   1.0836004   -0.417807     0.71262        0  i05j17k06
   1.2211399   4.244172e+21   0.9008451    0.321001   1.0821901   -0.413036     0.70736        0  i05j17k06
   1.2201712   4.208618e+21   0.9031928    0.312964   1.0806655   -0.407788     0.70144        0  i05j17k06
   1.2194881   4.169514e+21   0.9057854    0.304395   1.0790298   -0.402066     0.69492        0  i05j17k06
   1.2188056   4.127990e+21   0.9086496    0.295429   1.0772993   -0.395940     0.68800        0  i05j17k06
   1.2174313   4.086476e+21   0.9117594    0.286258   1.0754813   -0.389432     0.68108        0  i05j17k06
   1.2157203   4.043420e+21   0.9151106    0.276837   1.0735067   -0.382172     0.67390        0  i05j17k06
   1.2144628   3.995714e+21   0.9186627    0.267094   1.0712508   -0.373484     0.66595        0  i05j17k06
   1.2120739   3.948537e+21   0.9221799    0.257548   1.0686286   -0.362859     0.65809        0  i05j17k06
   1.2067470   3.907762e+21   0.9253811    0.249108   1.0655550   -0.349750     0.65129        0  i05j17k06
   1.1958677   3.881775e+21   0.9280550    0.242948   1.0619075   -0.333368     0.64696        0  i05j17k06
   1.1852419   3.851323e+21   0.9301985    0.240067   1.0574367   -0.312172     0.64189        0  i05j17k06
   1.1739058   3.818698e+21   0.9320552    0.240776   1.0517779   -0.283869     0.63645        0  i05j17k06
   1.1733086   3.773678e+21   0.9354314    0.230208   1.0499204   -0.275789     0.62895        0  i05j17k06
   1.1862225   3.802546e+21   0.9333139    0.229612   1.0557656   -0.305380     0.63376        0  i05j17k06
   1.1957813   3.837601e+21   0.9310305    0.232549   1.0603364   -0.327294     0.63960        0  i05j17k06
   1.2064609   3.865333e+21   0.9283469    0.238831   1.0640337   -0.344068     0.64422        0  i05j17k06
   1.2106538   3.910613e+21   0.9252179    0.247500   1.0671293   -0.357388     0.65177        0  i05j17k06
   1.2123850   3.960666e+21   0.9217697    0.257387   1.0697572   -0.368117     0.66011        0  i05j17k06
   1.2132506   4.010334e+21   0.9182127    0.267531   1.0720098   -0.376849     0.66839        0  i05j17k06
   1.2147335   4.054787e+21   0.9147586    0.277346   1.0739748   -0.384109     0.67580        0  i05j17k06
   1.2161456   4.096767e+21   0.9114712    0.286851   1.0757849   -0.390622     0.68279        0  i05j17k06
   1.2174074   4.136861e+21   0.9084034    0.296073   1.0775107   -0.396769     0.68948        0  i05j17k06
   1.2189147   4.173626e+21   0.9056397    0.304818   1.0791439   -0.402518     0.69560        0  i05j17k06
   1.2201712   4.208618e+21   0.9031928    0.312964   1.0806655   -0.407788     0.70144        0  i05j17k06
   1.2219326   4.239212e+21   0.9010084    0.320489   1.0820728   -0.412576     0.70654        0  i05j17k06
   1.2237572   4.267221e+21   0.8989584    0.327569   1.0834028   -0.417070     0.71120        0  i05j17k06
   1.2255722   4.293168e+21   0.8969484    0.334333   1.0846832   -0.421414     0.71553        0  i05j17k06
   1.2271289   4.317863e+21   0.8949921    0.340683   1.0858973   -0.425526     0.71964        0  i05j17k06
   1.2289874   4.339231e+21   0.8928251    0.342666   1.0870237   -0.429309     0.72321        1  i05j17k06
   1.2306782   4.358893e+21   0.8914166    0.351844   1.0880551   -0.432732     0.72648        1  i05j17k06
   1.2324190   4.376259e+21   0.8898386    0.356517   1.0890071   -0.435873     0.72938        1  i05j17k06
   1.2343213   4.391143e+21   0.8883610    0.360937   1.0898996   -0.438830     0.73186        1  i05j17k06
   1.2359659   4.404999e+21   0.8858946    0.363064   1.0907228   -0.441562     0.73417        1  i05j17k06
   1.2368629   4.419506e+21   0.8858483    0.368517   1.0914643   -0.444008     0.73658        1  i05j17k06
   1.2372078   4.433956e+21   0.8848429    0.371613   1.0921187   -0.446148     0.73899        1  i05j17k06
   1.2376973   4.445952e+21   0.8839808    0.374303   1.0926932   -0.448018     0.74099        1  i05j17k06
   1.2381683   4.456211e+21   0.8832262    0.376678   1.0931993   -0.449674     0.74270        1  i05j17k06
   1.2385686   4.464895e+21   0.8825862    0.378700   1.0936330   -0.451097     0.74415        1  i05j17k06
   1.2390295   4.471484e+21   0.8820702    0.380340   1.0939864   -0.452252     0.74525        1  i05j17k06
   1.2392605   4.477020e+21   0.8816795    0.381587   1.0942585   -0.453136     0.74617        1  i05j17k06
   1.2391888   4.481809e+21   0.8814036    0.382472   1.0944510   -0.453758     0.74697        1  i05j17k06
   1.2392844   4.484198e+21   0.8812327    0.383020   1.0945687   -0.454143     0.74737        1  i05j17k06
   1.2394272   4.484598e+21   0.8811742    0.383207   1.0946087   -0.454273     0.74743        1  i05j17k06
   1.2392844   4.484198e+21   0.8812327    0.383020   1.0945687   -0.454143     0.74737        1  i05j17k06
   1.2391888   4.481809e+21   0.8814036    0.382472   1.0944510   -0.453758     0.74697        1  i05j17k06
   1.2392605   4.477020e+21   0.8816795    0.381587   1.0942585   -0.453136     0.74617        1  i05j17k06
   1.2390295   4.471484e+21   0.8820702    0.380340   1.0939864   -0.452252     0.74525        1  i05j17k06
   1.2385686   4.464895e+21   0.8825862    0.378700   1.0936330   -0.451097     0.74415        1  i05j17k06
   1.2381683   4.456211e+21   0.8832262    0.376678   1.0931993   -0.449674     0.74270        1  i05j17k06
   1.2376973   4.445952e+21   0.8839808    0.374303   1.0926932   -0.448018     0.74099        1  i05j17k06
   1.2372078   4.433956e+21   0.8848429    0.371613   1.0921187   -0.446148     0.73899        1  i05j17k06
   1.2368629   4.419506e+21   0.8858483    0.368517   1.0914643   -0.444008     0.73658        1  i05j17k06
   1.2359659   4.404999e+21   0.8858946    0.363064   1.0907228   -0.441562     0.73417        1  i05j17k06
   1.2343213   4.391143e+21   0.8883610    0.360937   1.0898996   -0.438830     0.73186        1  i05j17k06
   1.2324190   4.376259e+21   0.8898386    0.356517   1.0890071   -0.435873     0.72938        1  i05j17k06
   1.2306782   4.358893e+21   0.8914166    0.351844   1.0880551   -0.432732     0.72648        1  i05j17k06
   1.2289874   4.339231e+21   0.8928251    0.342666   1.0870237   -0.429309     0.72321        1  i05j17k06
   1.2271289   4.317863e+21   0.8949921    0.340683   1.0858973   -0.425526     0.71964        0  i05j17k06
   1.2255722   4.293168e+21   0.8969484    0.334333   1.0846832   -0.421414     0.71553        0  i05j17k06
   1.2237572   4.267221e+21   0.8989584    0.327569   1.0834028   -0.417070     0.71120        0  i05j17k06
   1.2219326   4.239212e+21   0.9010084    0.320489   1.0820728   -0.412576     0.70654        0  i05j17k06
   1.2201712   4.208618e+21   0.9031928    0.312964   1.0806655   -0.407788     0.70144        0  i05j17k06
   1.2189147   4.173626e+21   0.9056397    0.304818   1.0791439   -0.402518     0.69560        0  i05j17k06
   1.2174074   4.136861e+21   0.9084034    0.296073   1.0775107   -0.396769     0.68948        0  i05j17k06
   1.2161456   4.096767e+21   0.9114712    0.286851   1.0757849   -0.390622     0.68279        0  i05j17k06
   1.2147335   4.054787e+21   0.9147586    0.277346   1.0739748   -0.384109     0.67580        0  i05j17k06
   1.2132506   4.010334e+21   0.9182127    0.267531   1.0720098   -0.376849     0.66839        0  i05j17k06
   1.2123850   3.960666e+21   0.9217697    0.257387   1.0697572   -0.368117     0.66011        0  i05j17k06
   1.2106538   3.910613e+21   0.9252179    0.247500   1.0671293   -0.357388     0.65177        0  i05j17k06
   1.2064609   3.865333e+21   0.9283470    0.238830   1.0640338   -0.344069     0.64422        0  i05j17k06
   1.1957816   3.837600e+21   0.9310305    0.232549   1.0603364   -0.327294     0.63960        0  i05j17k06
   1.1862230   3.802544e+21   0.9333139    0.229612   1.0557656   -0.305380     0.63376        0  i05j17k06
   1.1733086   3.773678e+21   0.9354314    0.230208   1.0499204   -0.275789     0.62895        0  i05j17k06
   1.1722287   3.726935e+21   0.9393328    0.218559   1.0478799   -0.266710     0.62116        0  i05j17k06
   1.1866170   3.752612e+21   0.9368665    0.218309   1.0539514   -0.297858     0.62544        0  i05j17k06
   1.1961654   3.788936e+21   0.9343170    0.221423   1.0586437   -0.320633     0.63149        0  i05j17k06
   1.2057718   3.821259e+21   0.9315061    0.227840   1.0624002   -0.337864     0.63688        0  i05j17k06
   1.2101526   3.866828e+21   0.9283813    0.236703   1.0655224   -0.351428     0.64447        0  i05j17k06
   1.2108256   3.921041e+21   0.9250076    0.246871   1.0681569   -0.362274     0.65351        0  i05j17k06
   1.2105592   3.975114e+21   0.9215069    0.257388   1.0704045   -0.371045     0.66252        0  i05j17k06
   1.2119191   4.020666e+21   0.9180303    0.267615   1.0723594   -0.378309     0.67011        0  i05j17k06
   1.2133937   4.063081e+21   0.9146279    0.277509   1.0741601   -0.384824     0.67718        0  i05j17k06
   1.2154786   4.100991e+21   0.9113737    0.287066   1.0758807   -0.390991     0.68350        0  i05j17k06
   1.2174074   4.136861e+21   0.9084034    0.296073   1.0775107   -0.396769     0.68948        0  i05j17k06
   1.2194881   4.169514e+21   0.9057854    0.304395   1.0790298   -0.402066     0.69492        0  i05j17k06
   1.2213388   4.200238e+21   0.9034982    0.312033   1.0804334   -0.406870     0.70004        0  i05j17k06
   1.2228314   4.229803e+21   0.9014177    0.319195   1.0817608   -0.411386     0.70497        0  i05j17k06
   1.2237985   4.259085e+21   0.8994337    0.326035   1.0830408   -0.415759     0.70985        0  i05j17k06
   1.2251504   4.284862e+21   0.8975352    0.332460   1.0842551   -0.419903     0.71414        0  i05j17k06
   1.2267323   4.307546e+21   0.8957384    0.338376   1.0853824   -0.423716     0.71792        0  i05j17k06
   1.2283093   4.327925e+21   0.8940642    0.343724   1.0864128   -0.427157     0.72132        1  i05j17k06
   1.2300379   4.345626e+21   0.8924539    0.347812   1.0873644   -0.430320     0.72427        1  i05j17k06
   1.2319971   4.360581e+21   0.8910000    0.353182   1.0882569   -0.433298     0.72676        1  i05j17k06
   1.2335049   4.375165e+21   0.8896278    0.357246   1.0890798   -0.436047     0.72919        1  i05j17k06
   1.2343007   4.390240e+21   0.8884040    0.360902   1.0898215   -0.438512     0.73171        1  i05j17k06
   1.2350505   4.403423e+21   0.8869202    0.363746   1.0904750   -0.440662     0.73390        1  i05j17k06
   1.2358589   4.414433e+21   0.8864420    0.366817   1.0910485   -0.442540     0.73574        1  i05j17k06
   1.2363644   4.424699e+21   0.8856491    0.369235   1.0915534   -0.444202     0.73745        1  i05j17k06
   1.2368685   4.433121e+21   0.8849795    0.371290   1.0919859   -0.445630     0.73885        1  i05j17k06
   1.2373728   4.439647e+21   0.8844423    0.372952   1.0923386   -0.446790     0.73994        1  i05j17k06
   1.2375312   4.445512e+21   0.8840379    0.374211   1.0926090   -0.447674     0.74092        1  i05j17k06
   1.2375437   4.450042e+21   0.8837538    0.375104   1.0928010   -0.448299     0.74167        1  i05j17k06
   1.2377274   4.452142e+21   0.8835780    0.375657   1.0929182   -0.448682     0.74202        1  i05j17k06
   1.2378859   4.452498e+21   0.8835181    0.375845   1.0929578   -0.448812     0.74208        1  i05j17k06
   1.2377274   4.452142e+21   0.8835780    0.375657   1.0929182   -0.448682     0.74202        1  i05j17k06
   1.2375437   4.450042e+21   0.8837538    0.375104   1.0928010   -0.448299     0.74167        1  i05j17k06
   1.2375312   4.445512e+21   0.8840379    0.374211   1.0926090   -0.447674     0.74092        1  i05j17k06
   1.2373728   4.439647e+21   0.8844423    0.372952   1.0923386   -0.446790     0.73994        1  i05j17k06
   1.2368685   4.433121e+21   0.8849795    0.371290   1.0919859   -0.445630     0.73885        1  i05j17k06
   1.2363644   4.424699e+21   0.8856491    0.369235   1.0915534   -0.444202     0.73745        1  i05j17k06
   1.2358589   4.414433e+21   0.8864420    0.366817   1.0910485   -0.442540     0.73574        1  i05j17k06
   1.2350505   4.403423e+21   0.8869202    0.363746   1.0904750   -0.440662     0.73390        1  i05j17k06
   1.2343007   4.390240e+21   0.8884040    0.360902   1.0898215   -0.438512     0.73171        1  i05j17k06
   1.2335049   4.375165e+21   0.8896278    0.357246   1.0890798   -0.436047     0.72919        1  i05j17k06
   1.2319971   4.360581e+21   0.8910000    0.353182   1.0882569   -0.433298     0.72676        1  i05j17k06
   1.2300379   4.345626e+21   0.8924539    0.347812   1.0873644   -0.430320     0.72427        1  i05j17k06
   1.2283093   4.327925e+21   0.8940642    0.343724   1.0864128   -0.427157     0.72132        1  i05j17k06
   1.2267323   4.307546e+21   0.8957384    0.338376   1.0853824   -0.423716     0.71792        0  i05j17k06
   1.2251504   4.284862e+21   0.8975352    0.332460   1.0842551   -0.419903     0.71414        0  i05j17k06
   1.2237985   4.259085e+21   0.8994337    0.326035   1.0830408   -0.415759     0.70985        0  i05j17k06
   1.2228314   4.229803e+21   0.9014177    0.319195   1.0817608   -0.411386     0.70497        0  i05j17k06
   1.2213388   4.200238e+21   0.9034982    0.312033   1.0804334   -0.406870     0.70004        0  i05j17k06
   1.2194881   4.169514e+21   0.9057854    0.304395   1.0790298   -0.402066     0.69492        0  i05j17k06
   1.2174074   4.136861e+21   0.9084034    0.296073   1.0775107   -0.396769     0.68948        0  i05j17k06
   1.2154786   4.100991e+21   0.9113737    0.287066   1.0758807   -0.390991     0.68350        0  i05j17k06
   1.2133937   4.063081e+21   0.9146279    0.277509   1.0741601   -0.384824     0.67718        0  i05j17k06
   1.2119191   4.020666e+21   0.9180303    0.267615   1.0723594   -0.378309     0.67011        0  i05j17k06
   1.2105592   3.975114e+21   0.9215069    0.257388   1.0704045   -0.371045     0.66252        0  i05j17k06
   1.2108256   3.921041e+21   0.9250076    0.246871   1.0681569   -0.362274     0.65351        0  i05j17k06
   1.2101526   3.866828e+21   0.9283813    0.236703   1.0655224   -0.351428     0.64447        0  i05j17k06
   1.2057718   3.821259e+21   0.9315061    0.227840   1.0624002   -0.337864     0.63688        0  i05j17k06
   1.1961658   3.788935e+21   0.9343169    0.221423   1.0586437   -0.320633     0.63149        0  i05j17k06
   1.1866175   3.752611e+21   0.9368665    0.218310   1.0539514   -0.297857     0.62544        0  i05j17k06
   1.1722286   3.726936e+21   0.9393328    0.218559   1.0478799   -0.266710     0.62116        0  i05j17k06
   1.1719482   3.674520e+21   0.9437515    0.205805   1.0456897   -0.256797     0.61242        0  i05j17k06
   1.1878062   3.697286e+21   0.9408904    0.206210   1.0520329   -0.289807     0.61621        0  i05j17k06
   1.1972791   3.735174e+21   0.9379650    0.209712   1.0568682   -0.313587     0.62253        0  i05j17k06
   1.2055269   3.772982e+21   0.9348884    0.216360   1.0606929   -0.331336     0.62883        0  i05j17k06
   1.2097924   3.819871e+21   0.9316489    0.225416   1.0638426   -0.345158     0.63665        0  i05j17k06
   1.2099939   3.876346e+21   0.9282911    0.235813   1.0664813   -0.356111     0.64606        0  i05j17k06
   1.2089356   3.933672e+21   0.9248628    0.246641   1.0687195   -0.364902     0.65561        0  i05j17k06
   1.2093203   3.983137e+21   0.9214335    0.257256   1.0706603   -0.372149     0.66386        0  i05j17k06
   1.2111198   4.025157e+21   0.9180010    0.267564   1.0724477   -0.378650     0.67086        0  i05j17k06
   1.2133937   4.063081e+21   0.9146279    0.277509   1.0741601   -0.384824     0.67718        0  i05j17k06
   1.2161456   4.096767e+21   0.9114712    0.286851   1.0757849   -0.390622     0.68279        0  i05j17k06
   1.2188056   4.127990e+21   0.9086496    0.295429   1.0772993   -0.395940     0.68800        0  i05j17k06
   1.2206520   4.159204e+21   0.9061908    0.303241   1.0786978   -0.400758     0.69320        0  i05j17k06
   1.2216536   4.190882e+21   0.9039968    0.310523   1.0800216   -0.405292     0.69848        0  i05j17k06
   1.2226541   4.220443e+21   0.9019656    0.317454   1.0813007   -0.409694     0.70341        0  i05j17k06
   1.2238983   4.246969e+21   0.9000779    0.323956   1.0825149   -0.413868     0.70783        0  i05j17k06
   1.2253140   4.270587e+21   0.8983286    0.329940   1.0836419   -0.417709     0.71176        0  i05j17k06
   1.2266948   4.291979e+21   0.8967125    0.335367   1.0846713   -0.421172     0.71533        0  i05j17k06
   1.2281681   4.310882e+21   0.8951924    0.340330   1.0856221   -0.424355     0.71848        0  i05j17k06
   1.2297867   4.327322e+21   0.8937323    0.344948   1.0865148   -0.427357     0.72122        1  i05j17k06
   1.2309216   4.343480e+21   0.8923326    0.348516   1.0873390   -0.430131     0.72391        1  i05j17k06
   1.2318289   4.358381e+21   0.8911251    0.352987   1.0880805   -0.432613     0.72640        1  i05j17k06
   1.2329013   4.370615e+21   0.8900473    0.356160   1.0887337   -0.434779     0.72844        1  i05j17k06
   1.2338375   4.381341e+21   0.8891059    0.358978   1.0893066   -0.436667     0.73022        1  i05j17k06
   1.2344650   4.391315e+21   0.8882746    0.361459   1.0898118   -0.438343     0.73189        1  i05j17k06
   1.2351729   4.399132e+21   0.8874140    0.363525   1.0902444   -0.439782     0.73319        1  i05j17k06
   1.2356612   4.405815e+21   0.8858350    0.363231   1.0905967   -0.440949     0.73430        1  i05j17k06
   1.2358088   4.411790e+21   0.8865807    0.366546   1.0908671   -0.441839     0.73530        1  i05j17k06
   1.2359055   4.416067e+21   0.8862807    0.367455   1.0910585   -0.442467     0.73601        1  i05j17k06
   1.2362312   4.417693e+21   0.8857498    0.373343   1.0911756   -0.442852     0.73628        1  i05j17k06
   1.2363944   4.418045e+21   0.8854996    0.375469   1.0912154   -0.442985     0.73634        1  i05j17k06
   1.2362312   4.417693e+21   0.8857498    0.373343   1.0911756   -0.442852     0.73628        1  i05j17k06
   1.2359055   4.416067e+21   0.8862807    0.367455   1.0910585   -0.442467     0.73601        1  i05j17k06
   1.2358088   4.411790e+21   0.8865807    0.366546   1.0908671   -0.441839     0.73530        1  i05j17k06
   1.2356612   4.405815e+21   0.8858350    0.363231   1.0905967   -0.440949     0.73430        1  i05j17k06
   1.2351729   4.399132e+21   0.8874140    0.363525   1.0902444   -0.439782     0.73319        1  i05j17k06
   1.2344650   4.391315e+21   0.8882746    0.361459   1.0898118   -0.438343     0.73189        1  i05j17k06
   1.2338375   4.381341e+21   0.8891059    0.358978   1.0893066   -0.436667     0.73022        1  i05j17k06
   1.2329013   4.370615e+21   0.8900473    0.356160   1.0887337   -0.434779     0.72844        1  i05j17k06
   1.2318289   4.358381e+21   0.8911251    0.352987   1.0880805   -0.432613     0.72640        1  i05j17k06
   1.2309216   4.343480e+21   0.8923326    0.348516   1.0873390   -0.430131     0.72391        1  i05j17k06
   1.2297867   4.327322e+21   0.8937323    0.344948   1.0865148   -0.427357     0.72122        1  i05j17k06
   1.2281681   4.310882e+21   0.8951924    0.340330   1.0856221   -0.424355     0.71848        0  i05j17k06
   1.2266948   4.291979e+21   0.8967125    0.335367   1.0846713   -0.421172     0.71533        0  i05j17k06
   1.2253140   4.270587e+21   0.8983286    0.329940   1.0836419   -0.417709     0.71176        0  i05j17k06
   1.2238983   4.246969e+21   0.9000779    0.323956   1.0825149   -0.413868     0.70783        0  i05j17k06
   1.2226541   4.220443e+21   0.9019656    0.317454   1.0813007   -0.409694     0.70341        0  i05j17k06
   1.2216536   4.190882e+21   0.9039968    0.310523   1.0800216   -0.405292     0.69848        0  i05j17k06
   1.2206520   4.159204e+21   0.9061908    0.303241   1.0786978   -0.400758     0.69320        0  i05j17k06
   1.2188056   4.127990e+21   0.9086496    0.295429   1.0772993   -0.395940     0.68800        0  i05j17k06
   1.2161456   4.096767e+21   0.9114712    0.286851   1.0757849   -0.390622     0.68279        0  i05j17k06
   1.2133937   4.063081e+21   0.9146279    0.277509   1.0741601   -0.384824     0.67718        0  i05j17k06
   1.2111198   4.025157e+21   0.9180010    0.267565   1.0724477   -0.378649     0.67086        0  i05j17k06
   1.2093203   3.983137e+21   0.9214335    0.257256   1.0706603   -0.372149     0.66386        0  i05j17k06
   1.2089356   3.933672e+21   0.9248628    0.246641   1.0687195   -0.364902     0.65561        0  i05j17k06
   1.2099939   3.876346e+21   0.9282911    0.235813   1.0664813   -0.356111     0.64606        0  i05j17k06
   1.2097923   3.819872e+21   0.9316489    0.225416   1.0638426   -0.345158     0.63665        0  i05j17k06
   1.2055267   3.772983e+21   0.9348884    0.216360   1.0606929   -0.331336     0.62883        0  i05j17k06
