# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  4.4600923E+26
# TOTAL STDEV:  1.4188416E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  9.8839627E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  9.8773091E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  9.8435096E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  9.8206854E+22  1.0000000E-33  4.9452755E-03
    5   1.2000000E+01  0.0000000E+00  9.7942504E+22  3.9452322E+19  5.7252824E-03
    6   1.5000000E+01  0.0000000E+00  9.7565042E+22  1.2197085E+20  9.3693339E-03
    7   1.8000000E+01  0.0000000E+00  9.7186938E+22  6.0267361E+19  1.7304400E-02
    8   2.1000000E+01  0.0000000E+00  9.6859892E+22  8.6932489E+19  2.1297134E-02
    9   2.4000000E+01  0.0000000E+00  9.6547324E+22  7.9168730E+19  2.1866928E-02
   10   2.7000000E+01  0.0000000E+00  9.6308296E+22  5.2030335E+19  2.1866928E-02
   11   3.0000000E+01  0.0000000E+00  9.6142556E+22  4.0453109E+19  2.1866928E-02
   12   3.3000000E+01  0.0000000E+00  9.6033764E+22  1.7172089E+19  2.1045668E-02
   13   3.6000000E+01  0.0000000E+00  9.5970950E+22  1.2761171E+19  1.6347862E-02
   14   3.9000000E+01  0.0000000E+00  9.5933465E+22  7.8228773E+18  1.1879269E-02
   15   4.2000000E+01  0.0000000E+00  9.5912376E+22  4.3715075E+18  7.5195591E-03
   16   4.5000000E+01  0.0000000E+00  9.5897958E+22  3.7786126E+18  4.8806983E-03
   17   4.8000000E+01  0.0000000E+00  9.5884457E+22  3.4378411E+18  2.9666769E-03
   18   5.1000000E+01  0.0000000E+00  9.5870279E+22  4.3471966E+18  2.4391553E-03
   19   5.4000000E+01  0.0000000E+00  9.5854462E+22  4.5705103E+18  2.4391553E-03
   20   5.7000000E+01  0.0000000E+00  9.5838431E+22  4.5222380E+18  2.8866659E-03
   21   6.0000000E+01  0.0000000E+00  9.5822357E+22  4.5460273E+18  3.0935313E-03
   22   6.3000000E+01  0.0000000E+00  9.5804169E+22  5.5572069E+18  3.2701104E-03
   23   6.6000000E+01  0.0000000E+00  9.5785829E+22  5.1964463E+18  3.8907253E-03
   24   6.9000000E+01  0.0000000E+00  9.5767381E+22  5.0251340E+18  4.1153478E-03
   25   7.2000000E+01  0.0000000E+00  9.5747864E+22  5.4876108E+18  4.3331123E-03
   26   7.5000000E+01  0.0000000E+00  9.5726467E+22  6.4077009E+18  4.7891447E-03
   27   7.8000000E+01  0.0000000E+00  9.5703409E+22  6.8742388E+18  5.4749193E-03
   28   8.1000000E+01  0.0000000E+00  9.5680969E+22  6.2189675E+18  6.1420855E-03
   29   8.4000000E+01  0.0000000E+00  9.5658716E+22  6.0866235E+18  6.2135301E-03
   30   8.7000000E+01  0.0000000E+00  9.5634599E+22  7.2389476E+18  6.3961122E-03
   31   9.0000000E+01  0.0000000E+00  9.5609394E+22  7.1070541E+18  7.1852357E-03
   32   9.3000000E+01  0.0000000E+00  9.5582695E+22  7.9609976E+18  7.7751374E-03
   33   9.6000000E+01  0.0000000E+00  9.5555646E+22  7.6794840E+18  8.5176002E-03
   34   9.9000000E+01  0.0000000E+00  9.5528109E+22  8.1061839E+18  8.9148553E-03
   35   1.0200000E+02  0.0000000E+00  9.5499163E+22  8.9747062E+18  9.3664327E-03
   36   1.0500000E+02  0.0000000E+00  9.5470080E+22  7.9063859E+18  1.0151493E-02
   37   1.0800000E+02  0.0000000E+00  9.5440498E+22  8.7274643E+18  1.0507511E-02
   38   1.1100000E+02  0.0000000E+00  9.5409906E+22  8.5616862E+18  1.1000811E-02
