! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 332 nodes measured, 0 not measured, 1075994 pixels
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    21.675     22.50   -0.0100       3677    1.1882    1.1882    1.1882
    21.675     22.50    0.0100       1172    1.1882    1.1882    1.1882
    21.675     22.70   -0.0100       9048    1.2044    1.2044    1.2044
    21.675     22.70    0.0100         40    1.1722    1.1722    1.1722
    21.675     22.90   -0.0100      21000    1.2044    1.2044    1.2044
    21.675     22.90    0.0100       4680    1.2044    1.2044    1.2044
    21.675     22.90    0.0750         25    1.2375    1.2544    1.2544
    21.675     23.10    0.0100        280    1.1564    1.1722    1.1722
    21.675     23.10    0.0350         24    1.1882    1.2044    1.2044
    21.675     23.10    0.0750         32    1.2209    1.2209    1.2209
    21.675     23.30    0.0100         56    1.1722    1.1722    1.1722
    21.675     23.30    0.0350         20    1.1882    1.1882    1.1882
    21.675     23.30    0.0750         52    1.2044    1.2209    1.3423
    21.675     23.50    0.0350         20    1.1882    1.1882    1.1882
    21.675     23.50    0.0750         72    1.2044    1.2044    1.3064
    21.675     23.70   -0.0100        132    1.1255    1.1409    1.1564
    21.675     23.70    0.0100        368    1.1564    1.1564    1.1564
    21.675     23.70    0.0350         56    1.1722    1.1882    1.2044
    21.675     23.70    0.0750         68    1.1882    1.2044    1.2209
    21.725     22.10   -0.0350         28    1.1255    1.1255    1.1255
    21.725     22.10   -0.0100        468    1.1564    1.2209    1.2209
    21.725     22.10    0.0100        873    1.2209    1.2209    1.2209
    21.725     22.10    0.0350         22    1.2375    1.3064    1.4171
    21.725     22.30   -0.0350        116    1.1255    1.1564    1.1564
    21.725     22.30   -0.0100       6676    1.2209    1.2209    1.2209
    21.725     22.30    0.0100       3914    1.2044    1.2044    1.2209
    21.725     22.30    0.0350         52    1.2375    1.2889    1.3243
    21.725     22.50   -0.0350        224    1.1564    1.1564    1.1722
    21.725     22.50   -0.0100      15332    1.1882    1.2209    1.2209
    21.725     22.50    0.0100      10630    1.1882    1.2044    1.2044
    21.725     22.70   -0.0350        124    1.1722    1.1722    1.1882
    21.725     22.70   -0.0100      18440    1.1882    1.2044    1.2209
    21.725     22.70    0.0100       3848    1.2044    1.2044    1.2044
    21.725     22.90   -0.0100       6932    1.2209    1.2209    1.2209
    21.725     22.90    0.0100       4440    1.2044    1.2209    1.2209
    21.725     22.90    0.0350         36    1.1104    1.1722    1.2544
    21.725     22.90    0.1500         24    1.4560    1.4960    1.5164
    21.725     23.10   -0.0100         28    1.1409    1.1409    1.1409
    21.725     23.10    0.0100        408    1.1882    1.1882    1.1882
    21.725     23.10    0.0350         44    1.0807    1.0954    1.2544
    21.725     23.30   -0.0100        116    1.1409    1.1564    1.1722
    21.725     23.30    0.0100       1156    1.1722    1.1722    1.1882
    21.725     23.30    0.0350         36    1.0807    1.2375    1.2544
    21.725     23.50   -0.0100        264    1.1409    1.1564    1.1564
    21.725     23.50    0.0100       1092    1.1564    1.1722    1.1722
    21.725     23.70   -0.0100        284    1.1409    1.1564    1.1564
    21.725     23.70    0.0100        812    1.1564    1.1564    1.1564
    21.725     23.70    0.0350         80    1.2375    1.2544    1.2715
    21.775     21.50    0.0100         28    1.1409    1.1564    1.2375
    21.775     21.70   -0.0100        408    1.2044    1.2544    1.2544
    21.775     21.70    0.0100       1789    1.2375    1.2544    1.2544
    21.775     21.70    0.0350         64    1.2715    1.2889    1.3243
    21.775     21.70    0.0750         20    1.3607    1.5581    1.6673
    21.775     21.90   -0.0350         60    1.1255    1.1255    1.1564
    21.775     21.90   -0.0100       1932    1.2375    1.2375    1.2544
    21.775     21.90    0.0100       3448    1.2375    1.2375    1.2375
    21.775     21.90    0.0350         60    1.2715    1.3064    1.3607
    21.775     22.10   -0.0350         68    1.1255    1.1564    1.1564
    21.775     22.10   -0.0100       4564    1.2209    1.2375    1.2375
    21.775     22.10    0.0100       1340    1.2209    1.2209    1.2375
    21.775     22.10    0.0350         37    1.2544    1.3423    1.4171
    21.775     22.30   -0.0100       1592    1.2375    1.2375    1.2375
    21.775     22.50    0.0100        124    1.2209    1.2375    1.2375
    21.775     22.50    0.0350         28    1.1564    1.1722    1.2544
    21.775     22.50    0.1500         36    1.5164    1.6673    1.7131
    21.775     22.70   -0.0100        116    1.1564    1.2044    1.2044
    21.775     22.70    0.0100        576    1.2044    1.2375    1.2375
    21.775     22.70    0.0350         40    1.1104    1.1409    1.2044
    21.775     22.70    0.0750         32    1.2889    1.2889    1.2889
    21.775     22.90   -0.0100         96    1.1564    1.1882    1.1882
    21.775     22.90    0.0100        588    1.2044    1.2209    1.2209
    21.775     22.90    0.0350         20    1.0954    1.1104    1.1104
    21.775     22.90    0.6000         24    1.9617    1.9885    2.0993
    21.775     23.10   -0.0100        100    1.1409    1.1722    1.1722
    21.775     23.10    0.0100        689    1.1882    1.2044    1.2044
    21.775     23.10    0.0350         21    1.2889    1.2889    1.2889
    21.775     23.10    0.6000         20    1.9885    2.0156    2.0993
    21.775     23.30    0.0100         56    1.2544    1.2544    1.2544
    21.775     23.30    0.0350         56    1.2715    1.2715    1.2715
    21.775     23.30    0.1500         52    1.3423    1.3607    1.3792
    21.775     23.50    0.0100        116    1.1722    1.2375    1.2375
    21.775     23.50    0.0350        204    1.2375    1.2544    1.2715
    21.775     23.50    0.0750         36    1.2209    1.2375    1.3064
    21.775     23.50    0.1500         60    1.2715    1.3607    1.3792
    21.775     23.50    0.6000         24    1.6228    1.6228    1.9885
    21.775     23.70    0.0100        180    1.2044    1.2209    1.2544
    21.775     23.70    0.0350        169    1.2209    1.2544    1.2544
    21.775     23.70    0.1500         68    1.2544    1.3243    1.3607
    21.825     21.10   -0.0100         32    1.2044    1.2044    1.2715
    21.825     21.10    0.0100        192    1.2889    1.2889    1.2889
    21.825     21.10    0.0350         33    1.3243    1.3243    1.3607
    21.825     21.30   -0.0100        576    1.2544    1.2715    1.2889
    21.825     21.30    0.0100       1024    1.2715    1.2715    1.2715
    21.825     21.30    0.0350         96    1.2889    1.3064    1.3064
    21.825     21.50   -0.0100        920    1.2544    1.2715    1.2715
    21.825     21.50    0.0100       1533    1.2544    1.2544    1.2715
    21.825     21.50    0.0350         96    1.1722    1.2889    1.3064
    21.825     21.50    0.0750         38    1.3792    1.4759    1.7365
    21.825     21.70   -0.0100        848    1.2544    1.2544    1.2715
    21.825     21.70    0.0100        444    1.2544    1.2544    1.2544
    21.825     21.90   -0.0100         72    1.2544    1.2544    1.2544
    21.825     21.90    0.0350         49    1.2889    1.2889    1.3064
    21.825     21.90    0.0750         52    1.3607    1.3607    1.3792
    21.825     22.10    0.0100        228    1.2375    1.2544    1.2715
    21.825     22.10    0.0350         80    1.2715    1.2715    1.2889
    21.825     22.10    0.0750         80    1.2375    1.3423    1.3792
    21.825     22.30    0.0100        336    1.2209    1.2375    1.2544
    21.825     22.30    0.0750        108    1.2044    1.3243    1.3607
    21.825     22.30    0.1500         20    1.3607    1.3607    1.3607
    21.825     22.50   -0.0100         52    1.1722    1.2044    1.2209
    21.825     22.50    0.0100        305    1.2209    1.2375    1.2544
    21.825     22.50    0.1500         34    1.3423    1.4171    1.4171
    21.825     22.70    0.0350         96    1.2889    1.3064    1.3243
    21.825     22.70    0.1500         76    1.3243    1.3980    1.4171
    21.825     22.90    0.0100         76    1.2715    1.2889    1.2889
    21.825     22.90    0.0350        136    1.2889    1.3064    1.3064
    21.825     22.90    0.1500         84    1.3243    1.3792    1.4171
    21.825     23.10    0.0100         96    1.2544    1.2715    1.2715
    21.825     23.10    0.0350        188    1.2544    1.2889    1.3064
    21.825     23.10    0.1500         72    1.3423    1.3792    1.4171
    21.825     23.30    0.0100         48    1.2375    1.2375    1.2715
    21.825     23.30    0.0350        232    1.2209    1.2715    1.2889
    21.825     23.30    0.1500         24    1.3792    1.3980    1.4171
    21.825     23.50    0.0350        100    1.2209    1.2715    1.2715
    21.825     23.50    0.1500         32    1.2889    1.3064    1.3607
    21.825     23.70    0.0350         32    1.2044    1.2375    1.2544
    21.875     20.50    0.0750         36    1.4364    1.4364    1.4364
    21.875     20.70    0.0100        248    1.3064    1.3064    1.3243
    21.875     20.70    0.0350         48    1.3607    1.3792    1.4171
    21.875     20.70    0.0750         36    1.4364    1.4364    1.6009
    21.875     20.90   -0.0100        180    1.2715    1.2889    1.3064
    21.875     20.90    0.0100        480    1.2889    1.3064    1.3064
    21.875     20.90    0.0350         88    1.2375    1.3423    1.4171
    21.875     20.90    0.0750         92    1.4171    1.4364    1.4759
    21.875     21.10   -0.0100        260    1.2544    1.2889    1.3064
    21.875     21.10    0.0100        901    1.2889    1.2889    1.2889
    21.875     21.10    0.0350         36    1.3423    1.3980    1.4171
    21.875     21.10    0.0750         60    1.3980    1.4171    1.4171
    21.875     21.30   -0.0100        168    1.2889    1.2889    1.2889
    21.875     21.30    0.0350         24    1.3980    1.3980    1.3980
    21.875     21.30    0.0750         52    1.3980    1.4171    1.4171
    21.875     21.50    0.0100         92    1.2889    1.3064    1.3243
    21.875     21.50    0.0350         48    1.2375    1.3064    1.3980
    21.875     21.50    0.0750         84    1.3792    1.3980    1.4171
    21.875     21.70    0.0100        128    1.2715    1.2889    1.3064
    21.875     21.70    0.0350         36    1.2889    1.2889    1.2889
    21.875     21.70    0.0750        120    1.3423    1.3980    1.3980
    21.875     21.70    0.6000         24    1.6449    1.9093    2.1864
    21.875     21.90    0.0100        180    1.2544    1.2715    1.2889
    21.875     21.90    0.0750         36    1.3607    1.3792    1.3792
    21.875     21.90    0.6000         20    1.9885    2.1569    2.3396
    21.875     22.10    0.0350         77    1.3423    1.3607    1.3792
    21.875     22.10    0.0750         36    1.3607    1.3607    1.3792
    21.875     22.30    0.0350        125    1.3243    1.3423    1.3607
    21.875     22.30    0.0750         40    1.3423    1.3607    1.3792
    21.875     22.30    0.1500         44    1.4171    1.4364    1.5164
    21.875     22.50    0.0350        221    1.3064    1.3243    1.3423
    21.875     22.50    0.0750         40    1.3064    1.3243    1.3607
    21.875     22.50    0.1500         40    1.4560    1.4759    1.6228
    21.875     22.50    0.6000         24    1.4759    1.6228    2.2162
    21.875     22.70    0.0350        216    1.3064    1.3243    1.3423
    21.875     22.70    0.0750         48    1.2889    1.2889    1.3243
    21.875     22.70    0.1500         20    1.4171    1.4364    1.4560
    21.875     22.90    0.0350         64    1.2889    1.2889    1.3243
    21.875     23.10    0.0350         28    1.2889    1.2889    1.2889
    21.925     19.70   -0.0100        640    1.3980    1.3980    1.3980
    21.925     19.70    0.0100       2487    1.3980    1.3980    1.3980
    21.925     19.90   -0.0100      15454    1.3980    1.3980    1.4171
    21.925     19.90    0.0100      10065    1.3980    1.3980    1.4171
    21.925     20.10   -0.0100      19772    1.4171    1.4364    1.4364
    21.925     20.10    0.0100        396    1.3607    1.3792    1.3792
    21.925     20.10    0.0350         58    1.4364    1.4560    1.5164
    21.925     20.30   -0.0100      15852    1.4364    1.4364    1.4560
    21.925     20.30    0.0100        589    1.3423    1.3607    1.3980
    21.925     20.30    0.0350         84    1.3792    1.4171    1.4364
    21.925     20.30    0.0750         44    1.3980    1.4171    1.4364
