! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 332 nodes measured, 0 not measured, 1937237 pixels
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    21.125     22.10    0.0750         20    1.2209    1.2889    1.2889
    21.175     21.90    0.0750         20    1.2889    1.3607    1.3607
    21.225     22.90    0.0350         24    1.0518    1.0661    1.0954
    21.225     23.50   -0.0750        132    0.9061    0.9185    0.9310
    21.225     23.50   -0.0350        196    0.9437    0.9829    0.9963
    21.225     23.50   -0.0100         48    0.9437    0.9437    1.0376
    21.225     23.50    0.0100         48    0.9437    0.9963    1.0376
    21.225     23.70   -0.0750        128    0.9310    0.9437    0.9437
    21.225     23.70   -0.0350        644    0.9310    0.9829    0.9829
    21.225     23.70   -0.0100        128    0.9437    1.0376    1.0376
    21.225     23.70    0.0100        192    0.9963    1.0376    1.0376
    21.225     23.70    0.0350         64    1.0376    1.0518    1.2544
    21.275     22.30    0.0750         20    1.3064    1.3064    1.3064
    21.275     22.70    0.0350         24    1.1722    1.2044    1.2209
    21.275     22.90   -0.0750         68    0.9061    0.9185    0.9185
    21.275     22.90    0.0350         20    1.0376    1.1104    1.1409
    21.275     22.90    0.0750         20    1.4759    1.7842    1.9093
    21.275     23.10   -0.0750         56    0.9061    0.9061    0.9185
    21.275     23.10   -0.0100         40    0.9697    0.9829    0.9829
    21.275     23.10    0.0100         44    0.9829    1.0099    1.0376
    21.275     23.10    0.0350         24    1.2209    1.2715    1.5164
    21.275     23.30   -0.0750         36    0.9061    0.9185    0.9185
    21.275     23.30   -0.0350        312    0.9963    1.0099    1.0237
    21.275     23.30   -0.0100         88    0.9697    1.0237    1.0376
    21.275     23.30    0.0100        152    1.0376    1.0376    1.0376
    21.275     23.30    0.0350         20    1.0518    1.1564    1.3423
    21.275     23.30    0.0750         28    1.0807    1.1564    1.1722
    21.275     23.50   -0.0350        264    0.9829    0.9963    1.0099
    21.275     23.50   -0.0100       5172    1.0376    1.0376    1.0376
    21.275     23.50    0.0100       6225    1.0376    1.0376    1.0376
    21.275     23.50    0.0350         84    1.0376    1.0376    1.0518
    21.275     23.70   -0.0100      10092    1.0376    1.0376    1.0376
    21.275     23.70    0.0100       9856    1.0376    1.0376    1.0376
    21.275     23.70    0.0350         20    1.0518    1.0518    1.0518
    21.325     22.10    0.0100         20    0.9310    0.9437    0.9437
    21.325     22.30    0.0100         20    0.9061    0.9185    0.9310
    21.325     22.50   -0.0350         52    0.9437    0.9437    0.9566
    21.325     22.50    0.0750         32    1.1409    1.3980    2.5037
    21.325     22.70   -0.0750         40    0.9185    0.9185    0.9310
    21.325     22.90   -0.0350         56    1.0237    1.0237    1.0376
    21.325     22.90   -0.0100        324    1.0518    1.0518    1.0518
    21.325     22.90    0.0100        276    1.0376    1.0518    1.0518
    21.325     22.90    0.0350         40    1.0661    1.0661    1.0807
    21.325     22.90    0.0750         20    1.0661    1.2715    1.3064
    21.325     22.90    0.1500         32    1.0661    1.0661    1.0807
    21.325     23.10   -0.0350        212    1.0237    1.0376    1.0376
    21.325     23.10   -0.0100       4772    1.0376    1.0518    1.0518
    21.325     23.10    0.0100       2593    1.0518    1.0518    1.0518
    21.325     23.10    0.0750         52    1.0661    1.0661    1.0661
    21.325     23.10    0.1500         44    1.0661    1.0661    1.0807
    21.325     23.30   -0.0350         24    0.9566    1.0237    1.0237
    21.325     23.30   -0.0100       5468    1.0376    1.0376    1.0376
    21.325     23.30    0.0100       3508    1.0376    1.0376    1.0518
    21.325     23.30    0.0350         32    1.0518    1.0518    1.0518
    21.325     23.30    0.1500         64    1.0518    1.0518    1.0661
    21.325     23.50   -0.0100       1960    1.0376    1.0376    1.0376
    21.325     23.50    0.0100        964    1.0376    1.0376    1.0376
    21.325     23.50    0.1500         20    1.0376    1.0518    1.1409
    21.325     23.70   -0.0100        136    1.0518    1.0661    1.0661
    21.325     23.70    0.0100        608    1.0661    1.0661    1.0661
    21.325     23.70    0.0350        100    0.9697    1.0807    1.0807
    21.325     23.70    0.0750         52    1.0661    1.1104    1.1255
    21.375     21.50    0.1500         24    1.5581    1.7602    1.8582
    21.375     21.70    0.0350         44    1.0661    1.1104    1.1722
    21.375     21.90    0.0100         28    1.0237    1.0376    1.0807
    21.375     21.90    0.0350         20    0.9963    1.0518    1.0807
    21.375     21.90    0.0750         36    1.0807    1.0954    1.0954
    21.375     22.10   -0.0350         32    0.9566    0.9963    0.9963
    21.375     22.10   -0.0100         28    1.0237    1.0237    1.0237
    21.375     22.10    0.0100         32    0.9697    0.9697    0.9829
    21.375     22.10    0.0750         80    1.0807    1.0807    1.0954
    21.375     22.10    0.1500         32    1.3980    1.4759    2.3082
    21.375     22.30   -0.0350         52    0.9437    0.9437    0.9829
    21.375     22.30    0.0750         88    1.0661    1.0807    1.1722
    21.375     22.50   -0.0100        532    1.0518    1.0661    1.0661
    21.375     22.50    0.0100        720    1.0661    1.0661    1.0661
    21.375     22.50    0.0350         84    1.0807    1.0807    1.0954
    21.375     22.50    0.0750         56    1.0661    1.0661    1.0807
    21.375     22.70   -0.0100       3660    1.0518    1.0518    1.0661
    21.375     22.70    0.0100       1404    1.0518    1.0518    1.0661
    21.375     22.70    0.0350        116    1.0661    1.0661    1.1104
    21.375     22.70    0.0750         45    1.0661    1.0661    1.0807
    21.375     22.70    0.1500         32    1.0807    1.0807    1.0807
    21.375     22.90   -0.0100       2588    1.0518    1.0518    1.0518
    21.375     22.90    0.0100       3088    1.0518    1.0518    1.0518
    21.375     22.90    0.0350         56    1.1104    1.1104    1.1104
    21.375     22.90    0.0750         64    1.0661    1.0661    1.0661
    21.375     22.90    0.1500         25    1.0807    1.0807    1.1255
    21.375     23.10   -0.0100        632    1.0518    1.0518    1.0518
    21.375     23.10    0.0100        277    1.0807    1.0807    1.0807
    21.375     23.10    0.0350        152    1.0099    1.0954    1.1104
    21.375     23.10    0.1500         36    1.1409    1.1564    1.1564
    21.375     23.30   -0.0100        836    1.0661    1.0807    1.0807
    21.375     23.30    0.0100       1028    1.0661    1.0807    1.0807
    21.375     23.30    0.0350        152    1.0807    1.0807    1.0954
    21.375     23.30    0.1500         28    1.1409    1.1409    1.1564
    21.375     23.50   -0.0100       1348    1.0661    1.0661    1.0807
    21.375     23.50    0.0100       1040    1.0661    1.0661    1.0807
    21.375     23.50    0.0350        260    1.0661    1.0807    1.0954
    21.375     23.70   -0.0100        696    1.0661    1.0661    1.0661
    21.375     23.70    0.0100       1180    1.0661    1.0661    1.0661
    21.375     23.70    0.0350        120    1.0661    1.0661    1.0661
    21.425     20.90   -0.0350        316    1.0661    1.0661    1.0807
    21.425     20.90   -0.0100       5164    1.0807    1.0807    1.0807
    21.425     20.90    0.0100       2240    1.0954    1.0954    1.0954
    21.425     21.10   -0.0350         60    1.0807    1.0807    1.0807
    21.425     21.10   -0.0100      22208    1.0807    1.0954    1.0954
    21.425     21.10    0.0100       3612    1.0954    1.0954    1.0954
    21.425     21.10    0.0750         30    1.2544    1.2715    1.4759
    21.425     21.30    0.0100        376    1.0661    1.0661    1.0807
    21.425     21.30    0.0350         24    1.1104    1.1255    1.1564
    21.425     21.30    0.0750         64    1.1255    1.1564    1.2544
    21.425     21.50   -0.0350         20    0.9829    0.9829    0.9963
    21.425     21.50    0.0100        188    1.0661    1.0661    1.0807
    21.425     21.50    0.0350         64    1.0954    1.1564    1.2375
    21.425     21.50    0.0750         44    1.0954    1.1104    1.1255
    21.425     21.70   -0.0350         32    0.9566    0.9566    0.9963
    21.425     21.70    0.0100         20    1.1104    1.1104    1.1255
    21.425     21.70    0.0350         20    1.0807    1.0954    1.1409
    21.425     21.70    0.0750         48    1.0807    1.0954    1.0954
    21.425     21.70    0.1500         24    1.5581    1.7131    2.9457
    21.425     21.90   -0.0100         36    1.0376    1.0661    1.0807
    21.425     21.90    0.0750         48    1.0807    1.0954    1.0954
    21.425     22.10   -0.0100        996    1.0807    1.0807    1.0807
    21.425     22.10    0.0100       1204    1.0807    1.0807    1.0807
    21.425     22.10    0.0350        108    1.0807    1.0954    1.0954
    21.425     22.10    0.0750         40    0.9829    1.1255    1.1409
    21.425     22.30   -0.0100       2456    1.0661    1.0661    1.0661
    21.425     22.30    0.0100       1432    1.0661    1.0661    1.0807
    21.425     22.30    0.0350        144    1.0807    1.0807    1.1255
    21.425     22.50   -0.0100       1412    1.0661    1.0661    1.0661
    21.425     22.50    0.0100       2052    1.0661    1.0661    1.0661
    21.425     22.50    0.0350        169    1.0807    1.1104    1.1255
    21.425     22.50    0.0750         28    0.9963    0.9963    1.0954
