ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak18_f1p2,R_exc18_f1p2,R_int18_f1p2
374,2,19,15,7.5e+20,0.121819,0.0935603,0.793,2.203,42.8258,1284.77,128.477,72,0.954432,0.916095,0.953494,0.890724,0.926984,0.921275,0.896167,0.921275,0.896167,122.053,122.053,1.00107,1.01017,1.02243,0.982193,0.994,1.09706,1.06716,1.09706,1.06716,1.0106,1.02815,1.02243
375,2,19,16,7.5e+20,0.121819,0.11962,0.7015,1.758,54.0218,1620.65,162.065,90,0.976764,0.945651,0.956952,0.904091,0.914667,0.903983,0.865292,0.903983,0.865292,153.962,153.962,0.995068,0.993177,0.960185,0.949529,0.917757,0.924158,0.884603,0.924158,0.884603,0.999507,1.00378,0.960185
376,2,19,17,7.5e+20,0.121819,0.152938,0.6148,1.457,69.5598,2086.8,208.68,120,0.987741,0.960316,0.940185,0.890296,0.871589,0.856486,0.797098,0.856486,0.797098,198.246,198.246,0.990605,0.972564,0.887292,0.901651,0.822555,0.764683,0.71166,0.764683,0.71166,0.992382,0.97845,0.887292
377,2,19,18,7.5e+20,0.121819,0.195537,0.5484,1.294,86.7955,2603.86,260.387,150,0.991649,0.961871,0.909494,0.852576,0.806609,0.781165,0.699409,0.781165,0.699409,247.367,247.367,0.988737,0.950392,0.810864,0.842402,0.719136,0.622232,0.55711,0.622232,0.55711,0.989468,0.953808,0.810864
378,2,20,1,7.5e+20,0.180777,0.003,32.7799,23.901,12.4372,373.116,37.3116,18,0.188169,0.158932,0.265006,0.158751,0.264639,0.334157,0.33371,0.334157,0.33371,35.446,35.446,0.307452,0.28384,0.465204,0.283516,0.46456,0.509897,0.509214,0.509897,0.509214,0.493469,0.465212,0.516189
379,2,20,2,7.5e+20,0.180777,0.0038356,23.0289,24.736,11.3193,339.579,33.9579,18,0.19609,0.164043,0.262443,0.163844,0.262114,0.319861,0.319472,0.319861,0.319472,32.26,32.26,0.319586,0.289429,0.418226,0.289077,0.417703,0.433245,0.432718,0.433245,0.432718,0.510433,0.472597,0.433284
380,2,20,3,7.5e+20,0.180777,0.00490394,15.4346,25.398,10.1225,303.674,30.3674,18,0.198279,0.163351,0.250905,0.163144,0.250639,0.294228,0.293924,0.294228,0.293924,28.849,28.849,0.337227,0.310208,0.462668,0.309814,0.462177,0.519931,0.519393,0.519931,0.519393,0.537248,0.505657,0.532915
381,2,20,4,7.5e+20,0.180777,0.00626986,10.62,25.603,9.26977,278.093,27.8093,18,0.192428,0.154037,0.224732,0.153836,0.224535,0.252602,0.252386,0.252602,0.252386,26.4188,26.4188,0.351328,0.321072,0.409626,0.320652,0.409267,0.456138,0.455747,0.456138,0.455747,0.559568,0.523589,0.440031
382,2,20,5,7.5e+20,0.180777,0.00801622,7.7917,25.337,8.89131,266.739,27,18,0.193462,0.153819,0.217689,0.153613,0.217514,0.243009,0.242818,0.243009,0.242818,25.65,25.65,0.383462,0.357749,0.50761,0.357269,0.507201,0.568273,0.567825,0.568273,0.567825,0.606851,0.579759,0.573129
383,2,20,6,7.5e+20,0.180777,0.010249,5.7756,24.52,8.93281,267.984,27,18,0.203272,0.162185,0.22383,0.161958,0.223647,0.249565,0.249366,0.249565,0.249366,25.65,25.65,0.412259,0.381172,0.52105,0.380639,0.520624,0.550947,0.550507,0.550947,0.550507,0.642978,0.60879,0.561382
384,2,20,7,7.5e+20,0.180777,0.0131037,4.4314,23.104,9.43296,282.989,28.2989,18,0.23087,0.188852,0.253884,0.18857,0.253648,0.286199,0.285942,0.286199,0.285942,26.8839,26.8839,0.423504,0.390827,0.385369,0.390244,0.385011,0.447864,0.447461,0.447864,0.447461,0.643823,0.608325,0.41461
385,2,20,8,7.5e+20,0.180777,0.0167535,3.4769,20.992,10.4182,312.547,31.2547,18,0.283777,0.242343,0.31214,0.241947,0.311777,0.362261,0.361857,0.362261,0.361857,29.692,29.692,0.467294,0.439569,0.587687,0.438851,0.587004,0.654901,0.654171,0.654901,0.654171,0.67935,0.653605,0.645129
386,2,20,9,7.5e+20,0.180777,0.02142,2.7556,18.062,12.0132,360.395,36.0396,24,0.338198,0.296322,0.407152,0.295749,0.40655,0.44183,0.441182,0.44183,0.441182,34.2376,34.2376,0.583753,0.560486,0.714723,0.559403,0.713668,0.759356,0.758242,0.759356,0.758242,0.804522,0.789807,0.735838
387,2,20,10,7.5e+20,0.180777,0.0273861,2.2197,14.588,14.282,428.46,42.846,24,0.432838,0.389874,0.500454,0.388929,0.499394,0.56079,0.559619,0.56079,0.559619,40.7037,40.7037,0.659313,0.630132,0.746897,0.628604,0.745316,0.738914,0.737371,0.738914,0.737371,0.839774,0.818949,0.746761
388,2,20,11,7.5e+20,0.180777,0.0350141,1.8062,10.969,17.4211,522.633,52.2633,30,0.54572,0.499849,0.63357,0.498189,0.631601,0.668943,0.666872,0.668943,0.666872,49.6502,49.6502,0.758082,0.734239,0.935892,0.731801,0.932983,0.947467,0.944535,0.947467,0.944535,0.890696,0.878028,0.948199
389,2,20,12,7.5e+20,0.180777,0.0447667,1.4867,7.812,21.6063,648.19,64.819,36,0.670433,0.622017,0.744979,0.618989,0.741416,0.766136,0.762487,0.766136,0.762487,61.5781,61.5781,0.869198,0.852412,0.944267,0.848263,0.939751,0.951516,0.946984,0.951516,0.946984,0.952441,0.947362,0.950472
390,2,20,13,7.5e+20,0.180777,0.0572357,1.2666,5.404,27.2241,816.722,81.6722,48,0.784366,0.735292,0.843902,0.729739,0.837502,0.842257,0.835903,0.842257,0.835903,77.5886,77.5886,0.977214,0.974833,1.06397,0.967471,1.0559,1.08658,1.07838,1.08658,1.07838,1.02306,1.03162,1.01649
391,2,20,14,7.5e+20,0.180777,0.0731778,1.112,3.825,34.1875,1025.62,102.562,60,0.869256,0.822741,0.900402,0.813045,0.889647,0.889332,0.878798,0.889332,0.878798,97.4343,97.4343,1.03358,1.05659,1.15542,1.04413,1.14162,1.24626,1.2315,1.24626,1.2315,1.0582,1.09104,1.10414
392,2,20,15,7.5e+20,0.180777,0.0935603,0.9759,2.772,43.2553,1297.66,129.766,72,0.928706,0.888156,0.935586,0.871469,0.917695,0.913836,0.896601,0.913836,0.896601,123.278,123.278,1.01078,1.02767,1.05635,1.00836,1.03615,1.18178,1.15949,1.18178,1.15949,1.02259,1.0467,1.05635
393,2,20,16,7.5e+20,0.180777,0.11962,0.8564,2.095,55.0355,1651.07,165.106,96,0.963468,0.92967,0.949876,0.901348,0.92049,0.914968,0.88727,0.914968,0.88727,156.851,156.851,1.00129,1.0099,1.03949,0.97913,1.00733,1.04281,1.01124,1.04281,1.01124,1.00675,1.02065,1.03356
394,2,20,17,7.5e+20,0.180777,0.152938,0.7512,1.668,70.4031,2112.09,211.209,120,0.981728,0.953903,0.949883,0.90623,0.90189,0.891174,0.847725,0.891174,0.847725,200.649,200.649,0.998437,1.00245,1.03229,0.952349,0.980137,0.940334,0.894489,0.940334,0.894489,1.00079,1.00856,1.03229
395,2,20,18,7.5e+20,0.180777,0.195537,0.6651,1.419,88.7626,2662.88,266.288,150,0.989283,0.963112,0.934495,0.886457,0.859664,0.840586,0.77697,0.840586,0.77697,252.973,252.973,0.999149,1.00281,0.973405,0.922995,0.895459,0.810906,0.749537,0.810906,0.749537,1.00016,1.00645,0.973405
396,2,20,19,7.5e+20,0.180777,0.25,0.5906,1.265,111.556,3346.67,334.667,192,0.992432,0.962319,0.896988,0.841039,0.784166,0.754633,0.66754,0.754633,0.66754,317.934,317.934,1.00068,1.01049,0.851663,0.883137,0.744542,0.635284,0.561966,0.635284,0.561966,1.00108,1.01265,0.851663
397,2,21,1,7.5e+20,0.26827,0.003,58.9766,26.002,20.2268,606.803,60.6803,18,0.209526,0.185301,0.34607,0.185113,0.345206,0.454909,0.453785,0.465108,0.463959,36,54,0.318769,0.298727,0.511224,0.298422,0.509948,0.492622,0.491403,0.521373,0.520086,0.488703,0.465568,0.574112
398,2,21,2,7.5e+20,0.26827,0.0038356,36.7731,27.955,18.3803,551.41,55.141,18,0.226508,0.200918,0.348149,0.200698,0.347317,0.45267,0.451672,0.461311,0.460295,36,52.384,0.348016,0.326254,0.534756,0.325896,0.533478,0.596718,0.595402,0.609956,0.608612,0.525652,0.501208,0.581759
399,2,21,3,7.5e+20,0.26827,0.00490394,25.1624,29.371,16.5827,497.479,49.748,18,0.229964,0.204129,0.336904,0.203903,0.336226,0.435958,0.435144,0.442761,0.441934,36,47.2606,0.350373,0.328282,0.524226,0.327919,0.52317,0.531589,0.530595,0.5626,0.56155,0.526171,0.501355,0.542405
400,2,21,4,7.5e+20,0.26827,0.00626986,18.7403,30.218,15.2053,456.158,45.6158,18,0.229324,0.20339,0.320756,0.203166,0.320222,0.413082,0.412435,0.417883,0.41723,36,43.335,0.362198,0.340826,0.502985,0.340451,0.502148,0.548021,0.547163,0.540937,0.540091,0.543209,0.519743,0.500167
401,2,21,5,7.5e+20,0.26827,0.00801622,12.4784,30.796,13.5967,407.902,40.7902,18,0.228604,0.202235,0.307923,0.202014,0.307504,0.392039,0.391533,0.393716,0.393208,36,38.7507,0.357643,0.332064,0.484496,0.331701,0.483836,0.462711,0.462114,0.462589,0.461991,0.533228,0.503202,0.488138
402,2,21,6,7.5e+20,0.26827,0.010249,8.7541,30.45,12.6948,380.845,38.0844,18,0.232497,0.205215,0.295809,0.204987,0.295464,0.372097,0.371684,0.372318,0.371905,36,36.1802,0.381858,0.360689,0.512773,0.360288,0.512175,0.596121,0.595459,0.595722,0.595061,0.564323,0.541673,0.550651
403,2,21,7,7.5e+20,0.26827,0.0131037,6.4956,29.214,12.4735,374.204,37.4204,18,0.245234,0.216737,0.299419,0.216485,0.299082,0.373237,0.372838,0.373237,0.372838,35.5494,35.5494,0.41452,0.39314,0.539357,0.392684,0.53875,0.629095,0.628423,0.629095,0.628423,0.601257,0.579356,0.588616
404,2,21,8,7.5e+20,0.26827,0.0167535,4.8633,26.811,12.9172,387.517,38.7517,24,0.274646,0.245095,0.371345,0.244783,0.370911,0.410513,0.410038,0.410513,0.410038,36.8141,36.8141,0.439571,0.415346,0.518126,0.414818,0.517521,0.568019,0.567362,0.568019,0.567362,0.615308,0.590418,0.534079
405,2,21,9,7.5e+20,0.26827,0.02142,3.7886,23.508,14.0209,420.627,42.0627,24,0.322653,0.291521,0.415121,0.291095,0.414549,0.464429,0.463797,0.464429,0.463797,39.9595,39.9595,0.496368,0.471388,0.626053,0.470699,0.62519,0.613393,0.612557,0.613393,0.612557,0.661769,0.637786,0.649397
406,2,21,10,7.5e+20,0.26827,0.0273861,2.9996,19.361,15.8894,476.682,47.6682,24,0.386316,0.352436,0.467815,0.351802,0.466982,0.53333,0.5324,0.53333,0.5324,45.2847,45.2847,0.557736,0.534418,0.672714,0.533457,0.671516,0.725073,0.723808,0.725073,0.723808,0.699513,0.679606,0.687524
407,2,21,11,7.5e+20,0.26827,0.0350141,2.402,14.828,18.7033,561.099,56.1099,30,0.480669,0.442914,0.578749,0.441852,0.577346,0.615563,0.614079,0.615563,0.614079,53.3044,53.3044,0.671386,0.646637,0.765163,0.645087,0.763308,0.80317,0.801234,0.80317,0.801234,0.784983,0.765385,0.777553
408,2,21,12,7.5e+20,0.26827,0.0447667,1.9401,10.595,22.7359,682.076,68.2077,36,0.598506,0.556613,0.685883,0.554685,0.683432,0.709148,0.706624,0.709148,0.706624,64.7973,64.7973,0.808534,0.787571,0.868111,0.784843,0.865009,0.920962,0.917684,0.920962,0.917684,0.886405,0.872182,0.87532
409,2,21,13,7.5e+20,0.26827,0.0572357,1.6025,7.426,27.8969,836.907,83.6908,48,0.713061,0.668344,0.787687,0.664882,0.783453,0.788758,0.784535,0.788758,0.784535,79.5062,79.5062,1.07388,1.08234,0.911433,1.07673,0.906535,0.964159,0.958997,0.964159,0.958997,1.12986,1.14811,0.91192
410,2,21,14,7.5e+20,0.26827,0.0731778,1.3775,5.091,35.0337,1051.01,105.101,60,0.818074,0.773405,0.860013,0.767101,0.852729,0.852915,0.845734,0.852915,0.845734,99.8459,99.8459,1.93444,2.16237,0.985135,2.14475,0.976791,1.0592,1.05028,1.0592,1.05028,1.98573,2.23431,0.985172
411,2,21,15,7.5e+20,0.26827,0.0935603,1.2051,3.587,44.0327,1320.98,132.098,72,0.892986,0.851406,0.908948,0.840449,0.896792,0.894057,0.882216,0.894057,0.882216,125.493,125.493,1.04088,1.0619,0.992744,1.04824,0.979467,1.08492,1.07055,1.08492,1.07055,1.05511,1.08221,0.99275
412,2,21,16,7.5e+20,0.26827,0.11962,1.0563,2.615,55.6176,1668.53,166.853,96,0.941698,0.90525,0.936857,0.886557,0.916889,0.912817,0.893653,0.912817,0.893653,158.51,158.51,1.00322,1.00805,0.980085,0.987236,0.959196,0.998944,0.977971,0.998944,0.977971,1.01008,1.01935,0.980955
413,2,21,17,7.5e+20,0.26827,0.152938,0.9253,1.993,70.7627,2122.88,212.288,120,0.970449,0.94029,0.949175,0.908674,0.916475,0.908951,0.878398,0.908951,0.878398,201.674,201.674,0.993879,0.995473,0.995635,0.962001,0.961335,1.01418,0.980092,1.01418,0.980092,0.996913,1.0017,0.995635
414,2,21,18,7.5e+20,0.26827,0.195537,0.8164,1.62,89.314,2679.42,267.942,150,0.983913,0.957568,0.946409,0.906036,0.894546,0.88179,0.835312,0.88179,0.835312,254.545,254.545,0.995142,0.993735,0.998684,0.940257,0.943956,0.927703,0.878806,0.927703,0.878806,0.99658,0.997632,0.998684
415,2,21,19,7.5e+20,0.26827,0.25,0.7198,1.384,113.282,3398.47,339.847,192,0.990406,0.96475,0.926462,0.880872,0.845057,0.824167,0.756078,0.824167,0.756078,322.854,322.854,0.995604,0.989787,0.992678,0.903732,0.905455,0.810078,0.743153,0.810078,0.743153,0.996209,0.992113,0.992678
416,2,22,2,7.5e+20,0.398107,0.0038356,57.7854,29.56,28.9942,869.825,86.9825,18,0.241162,0.217408,0.400783,0.217181,0.399745,0.538685,0.53664,0.560166,0.558051,36,54,0.491394,0.474939,0.602702,0.474443,0.601142,0.592472,0.590223,0.589746,0.587519,0.719706,0.705877,0.700409
417,2,22,3,7.5e+20,0.398107,0.00490394,46.3358,30.694,27.7431,832.293,83.2293,18,0.245299,0.221625,0.398162,0.221394,0.397153,0.531371,0.529502,0.550666,0.548736,36,54,0.479616,0.46264,0.596617,0.462157,0.595105,0.625597,0.623396,0.639956,0.637713,0.696909,0.681939,0.696034
418,2,22,4,7.5e+20,0.398107,0.00626986,30.4094,32.607,24.9072,747.216,74.7216,24,0.248488,0.22545,0.445276,0.22522,0.443956,0.524206,0.522698,0.524858,0.523351,48,70.9855,0.446332,0.430428,0.650304,0.429989,0.648377,0.609291,0.607538,0.682207,0.680248,0.640359,0.625884,0.680209
419,2,22,5,7.5e+20,0.398107,0.00801622,21.3593,33.754,22.4156,672.469,67.2468,24,0.249808,0.227336,0.427694,0.227109,0.426648,0.499861,0.498688,0.500665,0.499493,48,63.8845,0.417937,0.399508,0.596897,0.399109,0.595437,0.593869,0.592476,0.592228,0.590841,0.593226,0.574278,0.623714
420,2,22,6,7.5e+20,0.398107,0.010249,14.1525,34.266,19.8421,595.262,59.5262,24,0.253361,0.23117,0.408565,0.230942,0.407793,0.47389,0.473019,0.474485,0.473614,48,56.5499,0.40035,0.379858,0.589241,0.379484,0.588128,0.559484,0.558455,0.580695,0.579628,0.559618,0.537304,0.614588
421,2,22,7,7.5e+20,0.398107,0.0131037,10.0005,33.659,18.2675,548.024,54.8024,24,0.263268,0.240832,0.397883,0.240589,0.397255,0.459192,0.458482,0.459472,0.458761,48,52.0623,0.412024,0.393231,0.555976,0.392836,0.555098,0.602007,0.601075,0.594469,0.59355,0.565338,0.545687,0.579445
422,2,22,8,7.5e+20,0.398107,0.0167535,7.2088,31.748,17.5478,526.434,52.6434,24,0.282951,0.259624,0.400095,0.259346,0.399512,0.460682,0.460025,0.460806,0.460148,48,50.0113,0.438459,0.417786,0.624662,0.417339,0.623751,0.638823,0.637911,0.635811,0.634903,0.585339,0.563811,0.678124
423,2,22,9,7.5e+20,0.398107,0.02142,5.419,28.595,17.7647,532.94,53.2941,24,0.313975,0.289051,0.417111,0.288705,0.416485,0.480948,0.480243,0.481132,0.480428,48,50.6294,0.480834,0.459469,0.623449,0.458919,0.622513,0.656401,0.655439,0.651322,0.650368,0.618502,0.597158,0.655148
424,2,22,10,7.5e+20,0.398107,0.0273861,4.1644,24.246,18.9308,567.926,56.7925,30,0.36228,0.334786,0.489633,0.334309,0.488816,0.521119,0.520254,0.521119,0.520254,53.9529,53.9529,0.533438,0.511036,0.512605,0.510309,0.51175,0.546087,0.54518,0.546087,0.54518,0.653598,0.632239,0.519901
425,2,22,11,7.5e+20,0.398107,0.0350141,3.2682,19.23,21.1383,634.149,63.4149,30,0.434796,0.40381,0.539226,0.403076,0.538103,0.579071,0.577874,0.579064,0.577867,60,60.2442,0.627358,0.602325,0.765624,0.60123,0.764029,0.758485,0.756918,0.758391,0.756824,0.727363,0.704474,0.812838
426,2,22,12,7.5e+20,0.398107,0.0447667,2.5982,14.21,24.625,738.752,73.8751,36,0.532632,0.497311,0.632216,0.496061,0.630428,0.657827,0.655975,0.657827,0.655975,70.1814,70.1814,0.596351,0.561142,0.772356,0.559732,0.770172,0.75179,0.749674,0.75179,0.749674,0.655334,0.621287,0.781186
427,2,22,13,7.5e+20,0.398107,0.0572357,2.1082,10.077,29.4557,883.671,88.3671,48,0.643036,0.60369,0.7318,0.601477,0.72885,0.734895,0.731942,0.734895,0.731942,83.9487,83.9487,0.770169,0.742594,0.860128,0.739871,0.856661,0.908752,0.9051,0.908752,0.9051,0.813378,0.789145,0.860802
428,2,22,14,7.5e+20,0.398107,0.0731778,1.7308,6.95,36.0632,1081.9,108.189,60,0.754131,0.712692,0.811059,0.708699,0.806158,0.806762,0.80191,0.806762,0.80191,102.78,102.78,0.914166,0.896966,0.810271,0.891941,0.805376,0.877977,0.872696,0.877977,0.872696,0.941694,0.928704,0.810312
429,2,22,15,7.5e+20,0.398107,0.0935603,1.4986,4.747,45.2301,1356.9,135.69,72,0.847312,0.806401,0.874893,0.79923,0.866569,0.864719,0.85655,0.864719,0.85655,128.906,128.906,0.985535,0.982619,1.04111,0.97388,1.03121,1.05826,1.04826,1.05826,1.04826,1.00117,1.00249,1.04112
430,2,22,16,7.5e+20,0.398107,0.11962,1.3054,3.341,56.9312,1707.94,170.794,96,0.91165,0.873631,0.916265,0.861182,0.902466,0.899035,0.885643,0.899035,0.885643,162.254,162.254,1.02585,1.03962,0.988883,1.02481,0.973992,0.976203,0.961661,0.976203,0.961661,1.03419,1.05179,0.988883
431,2,22,17,7.5e+20,0.398107,0.152938,1.14,2.447,72.0436,2161.31,216.131,120,0.953574,0.921157,0.940318,0.899908,0.917664,0.911806,0.890219,0.911806,0.890219,205.324,205.324,1.00257,1.00046,0.962055,0.97738,0.938877,0.881413,0.860546,0.881413,0.860546,1.0065,1.00718,0.962055
432,2,22,18,7.5e+20,0.398107,0.195537,1.0013,1.901,90.9082,2727.24,272.724,156,0.975469,0.947902,0.946555,0.912777,0.910304,0.902473,0.868836,0.902473,0.868836,259.088,259.088,0.997506,1.0023,0.978306,0.965162,0.940839,0.977557,0.941121,0.977557,0.941121,0.999199,1.00598,0.978306
433,2,22,19,7.5e+20,0.398107,0.25,0.8765,1.548,116.083,3482.49,348.249,198,0.986713,0.962085,0.93945,0.903475,0.880916,0.867285,0.815568,0.867285,0.815568,330.836,330.836,0.989746,0.976067,0.961389,0.916606,0.901488,0.870554,0.818641,0.870554,0.818641,0.990417,0.978018,0.961389
434,2,23,4,7.5e+20,0.590784,0.00626986,55.8098,33.097,41.1059,1233.18,123.318,24,0.257114,0.234868,0.490547,0.234633,0.488956,0.614543,0.611294,0.623338,0.620053,48,72,0.861631,0.856506,0.80435,0.855651,0.801741,0.858505,0.853966,0.836374,0.831966,1.22165,1.22978,0.861097
435,2,23,5,7.5e+20,0.590784,0.00801622,38.28,34.868,37.6388,1129.16,112.917,24,0.259974,0.238583,0.478136,0.238353,0.476702,0.592269,0.589638,0.597504,0.594853,48,72,0.986514,0.98618,0.804628,0.98523,0.802214,0.838057,0.834333,0.841248,0.837515,1.37733,1.39282,0.867048
436,2,23,6,7.5e+20,0.590784,0.010249,24.867,36.056,33.1979,995.938,99.5938,24,0.265236,0.244598,0.463357,0.244369,0.462106,0.563394,0.561449,0.566245,0.564293,48,72,1.13398,1.1361,0.771121,1.13503,0.76904,0.783749,0.781044,0.822725,0.819888,1.54962,1.56868,0.841109
437,2,23,7,7.5e+20,0.590784,0.0131037,17.4335,36.139,29.7226,891.678,89.1678,24,0.273073,0.252659,0.45247,0.252423,0.451357,0.541848,0.540353,0.543939,0.542439,48,72,0.965684,0.964211,0.730697,0.963309,0.7289,0.710731,0.708769,0.717734,0.715755,1.29084,1.30118,0.764451
438,2,23,8,7.5e+20,0.590784,0.0167535,11.3783,34.801,26.4017,792.05,79.205,24,0.290791,0.270039,0.444282,0.269776,0.443306,0.525488,0.524339,0.527309,0.526157,48,72,0.875449,0.869032,0.691147,0.868184,0.689627,0.670022,0.668557,0.675664,0.674188,1.13145,1.13285,0.685659
439,2,23,9,7.5e+20,0.590784,0.02142,8.1679,32.242,24.8756,746.269,74.6268,30,0.315445,0.293726,0.485932,0.293416,0.484974,0.526567,0.525543,0.526413,0.52539,60,70.8955,0.765902,0.754522,0.612989,0.753725,0.61178,0.566844,0.565742,0.553475,0.5524,0.956712,0.950006,0.627925
440,2,23,10,7.5e+20,0.590784,0.0273861,5.9971,28.255,24.648,739.44,73.944,30,0.353943,0.330393,0.49949,0.329992,0.498524,0.542175,0.541143,0.542056,0.541025,60,70.2468,-0.279995,-0.330536,0.63943,-0.330135,0.638193,0.591283,0.590157,0.586816,0.585699,-0.335757,-0.399262,0.656821
441,2,23,11,7.5e+20,0.590784,0.0350141,4.6005,23.514,25.7208,771.624,77.1623,36,0.406185,0.379922,0.551694,0.379363,0.550546,0.574977,0.573786,0.574885,0.573693,72,73.3042,0.511304,0.484251,0.681604,0.483538,0.680186,0.672612,0.671218,0.669513,0.668126,0.587553,0.560162,0.689225
442,2,23,12,7.5e+20,0.590784,0.0447667,3.5605,18.131,28.3083,849.251,84.925,42,0.483294,0.453205,0.617824,0.452326,0.61627,0.628752,0.627175,0.628752,0.627175,80.6788,80.6788,0.624133,0.602555,0.741044,0.601387,0.739181,0.815707,0.813661,0.815707,0.813661,0.686134,0.666271,0.743837
443,2,23,13,7.5e+20,0.590784,0.0572357,2.8199,13.215,32.5173,975.519,97.5519,48,0.584728,0.550758,0.689213,0.549258,0.686927,0.694534,0.692237,0.694534,0.692237,92.6743,92.6743,0.800475,0.775296,0.581734,0.773185,0.579805,0.596207,0.594235,0.596207,0.594235,0.848628,0.826006,0.582833
444,2,23,14,7.5e+20,0.590784,0.0731778,2.278,9.289,38.5565,1156.69,115.669,60,0.691927,0.654724,0.766629,0.652093,0.763055,0.764231,0.76068,0.764231,0.76068,109.886,109.886,1.06848,1.06451,0.846949,1.06023,0.843001,0.758097,0.754574,0.758097,0.754574,1.10508,1.10555,0.847068
445,2,23,15,7.5e+20,0.590784,0.0935603,1.8844,6.371,47.0857,1412.57,141.257,78,0.791308,0.752366,0.83532,0.7477,0.829514,0.828219,0.822491,0.828219,0.822491,134.194,134.194,1.71499,1.84635,0.7237,1.83489,0.71867,0.691191,0.686411,0.691191,0.686411,1.7468,1.88714,0.727062
446,2,23,16,7.5e+20,0.590784,0.11962,1.6329,4.407,58.5147,1755.44,175.544,96,0.870321,0.832049,0.88795,0.823902,0.878423,0.875624,0.866303,0.875624,0.866303,166.767,166.767,1.6675,1.87144,1.02746,1.85311,1.01644,1.04463,1.03351,1.04463,1.03351,1.68361,1.89495,1.02746
447,2,23,17,7.5e+20,0.590784,0.152938,1.4166,3.113,73.6308,2208.92,220.893,120,0.926978,0.892145,0.923455,0.878055,0.907773,0.903194,0.888045,0.903194,0.888045,209.848,209.848,1.01249,1.01987,0.969397,1.00376,0.952935,0.926422,0.910885,0.926422,0.910885,1.01731,1.02707,0.969397
448,2,23,18,7.5e+20,0.590784,0.195537,1.2391,2.322,92.3977,2771.93,277.193,156,0.960822,0.930867,0.940897,0.907356,0.915776,0.909779,0.885949,0.909779,0.885949,263.333,263.333,1.00242,1.0127,0.994376,0.987117,0.967827,1.01079,0.984312,1.01079,0.984312,1.00446,1.01635,0.994376
449,2,23,19,7.5e+20,0.590784,0.25,1.0871,1.824,116.329,3489.86,348.986,198,0.979174,0.953569,0.944794,0.914904,0.904875,0.895687,0.858963,0.895687,0.858963,331.537,331.537,0.991173,0.986333,0.96482,0.94634,0.924056,0.935368,0.897018,0.935368,0.897018,0.992048,0.98831,0.96482
450,2,24,5,7.5e+20,0.876712,0.00801622,55.5803,35.981,58.2683,1748.05,174.805,24,0.267244,0.246685,0.493231,0.246454,0.491793,0.643337,0.639282,0.673831,0.668996,48,72,1.04156,1.0431,0.909266,1.04213,0.906615,0.975995,0.969843,0.966917,0.959979,1.43529,1.45283,0.945891
451,2,24,6,7.5e+20,0.876712,0.010249,39.8034,37.027,53.771,1613.13,161.313,24,0.272137,0.252226,0.4834,0.251996,0.482096,0.626099,0.622487,0.65004,0.646071,48,72,1.53423,1.54951,0.976765,1.54809,0.974131,1.03195,1.026,0.997936,0.991843,2.07308,2.11404,1.0057
452,2,24,7,7.5e+20,0.876712,0.0131037,28.4243,37.291,48.7754,1463.26,146.326,24,0.281069,0.26151,0.476082,0.261273,0.474893,0.609826,0.606728,0.62725,0.624098,48,72,1.3349,1.34417,1.09304,1.34295,1.09031,1.11184,1.10619,1.07512,1.06972,1.76187,1.78969,1.10775
453,2,24,8,7.5e+20,0.876712,0.0167535,20.0722,36.644,43.7025,1311.07,131.108,24,0.294548,0.274974,0.471223,0.27472,0.470131,0.595304,0.592885,0.606831,0.60438,48,72,0.518698,0.504501,0.60639,0.504034,0.604985,0.712291,0.709397,0.681886,0.679131,0.665787,0.652703,0.685818
454,2,24,9,7.5e+20,0.876712,0.02142,13.2569,34.49,38.5517,1156.55,115.655,30,0.318522,0.298357,0.520964,0.298063,0.51956,0.58906,0.587211,0.588744,0.586898,60,90,0.548824,0.531269,0.634523,0.530745,0.632813,0.575452,0.573646,0.520937,0.519303,0.678023,0.660941,0.690798
455,2,24,10,7.5e+20,0.876712,0.0273861,9.2574,31.143,35.513,1065.39,106.539,30,0.350399,0.328994,0.522519,0.328633,0.521206,0.585289,0.583728,0.584966,0.583408,60,90,0.592777,0.578797,0.484,0.578162,0.482784,0.515851,0.514476,0.538735,0.5373,0.704605,0.692294,0.555062
456,2,24,11,7.5e+20,0.876712,0.0350141,6.7002,26.699,34.432,1032.96,103.296,36,0.397066,0.373729,0.560217,0.373247,0.558767,0.598244,0.596744,0.596992,0.595496,72,98.1311,0.670466,0.656016,0.758978,0.655169,0.757014,0.739194,0.73734,0.797598,0.7956,0.765882,0.753531,0.778344
457,2,24,12,7.5e+20,0.876712,0.0447667,5.0368,21.666,35.2921,1058.76,105.876,42,0.458588,0.432466,0.607648,0.43177,0.606037,0.627422,0.62577,0.626409,0.624762,84,100.582,0.894436,0.888373,0.616343,0.886945,0.614709,0.624107,0.622464,0.66992,0.668158,0.98384,0.981912,0.62393
