! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       0.8875     1.26047        16
       0.9125     1.27647        24
       0.9375     1.27745        16
       0.9625     1.26544        24
       0.9875     1.28917        48
       1.0125     1.29974        12
       1.0375     1.29370        32
       1.0625     1.32345        40
       1.0875     1.30680        32
       1.1125     1.33332        40
       1.1375     1.32397        44
       1.1625     1.34471        48
       1.1875     1.36577        72
       1.2125     1.37380        64
       1.2375     1.38739        72
       1.2625     1.41559        64
       1.2875     1.40813        92
       1.3125     1.45809        84
       1.3375     1.46007       100
       1.3625     1.49923        72
       1.3875     1.52410       112
       1.4125     1.55344       124
       1.4375     1.59535       108
       1.4625     1.63349       148
       1.4875     1.68552       160
       1.5125     1.74313       196
       1.5375     1.81738       256
       1.5625     1.89668       284
       1.5875     1.96602       348
       1.6125     2.01401       316
       1.6375     2.04678       277
NODE i08j09k03                  21.51931
       0.0125     1.17016        60
       0.0625     1.20188         8
       0.0875     1.20721        16
       0.1625     1.22407        24
       0.2125     1.23163         8
       0.2375     1.24469        16
       0.2625     1.25051         8
       0.2875     1.24686         8
       0.3125     1.26711        24
       0.3375     1.26246        12
       0.3625     1.27455         8
       0.3875     1.28953        32
       0.4125     1.29198         8
       0.4375     1.30427        24
       0.4625     1.32302        20
       0.4875     1.32400        24
       0.5125     1.34561        24
       0.5375     1.34365        24
       0.5625     1.36446        44
       0.5875     1.38013        40
       0.6125     1.38456        40
       0.6375     1.41855        52
       0.6625     1.42581        48
       0.6875     1.44897        56
       0.7125     1.47150        76
       0.7375     1.50720       112
       0.7625     1.51939       152
       0.7875     1.58601       152
       0.8125     1.62603       200
       0.8375     1.69076       220
       0.8625     1.76788       292
       0.8875     1.84443       320
       0.9125     1.91563       388
       0.9375     1.97710       420
       0.9625     2.02044       464
       0.9875     2.05327       293
NODE i08j09k04                  22.07692
       0.0125     1.30945        60
       0.0375     1.36397        24
       0.0625     1.38596         8
       0.0875     1.39535        20
       0.1125     1.42226        32
       0.1375     1.45295        36
       0.1625     1.47720        40
       0.1875     1.50175        44
       0.2125     1.53569        48
       0.2375     1.54970        60
       0.2625     1.61684       116
       0.2875     1.68508       180
       0.3125     1.75412       252
       0.3375     1.82667       512
       0.3625     1.91036       748
       0.3875     1.98477       608
       0.4125     2.03074       672
       0.4375     2.06193       261
NODE i08j09k05                  22.38676
       0.0125     1.60538       200
       0.0375     1.79195       356
       0.0625     1.89087      1040
       0.0875     1.99698      1084
       0.1125     2.04792       972
       0.1375     2.07411        69
NODE i08j09k06                  22.44631
       0.0125     1.92166       888
       0.0375     2.01423      1792
       0.0625     2.05892      1041
NODE i08j09k07                  22.46922
       0.0125     2.01263      1868
       0.0375     2.05969      1853
NODE i08j09k08                  22.48565
       0.0125     2.05303      3248
       0.0375     2.07405       473
NODE i08j10k01                  21.96571
       0.0125     1.17113        60
       0.0375     1.20877         8
       0.0625     1.21030        16
       0.0875     1.22598         8
       0.1125     1.23335        20
       0.1375     1.24400         8
       0.1625     1.25732        24
       0.1875     1.26995        24
       0.2125     1.28548        20
       0.2375     1.30431        32
       0.2625     1.32201        44
       0.2875     1.33237        24
       0.3125     1.36148        56
       0.3375     1.39219        60
       0.3625     1.42263        88
       0.3875     1.46558       116
       0.4125     1.52370       172
       0.4375     1.59655       320
       0.4625     1.71218       612
       0.4875     1.84108       604
       0.5125     1.92392       612
       0.5375     1.98451       648
       0.5625     2.02383       145
NODE i08j10k02                  22.04601
       0.0125     1.21651        60
       0.0375     1.26134        16
       0.0625     1.26196         8
       0.0875     1.28611        28
       0.1125     1.30085         8
       0.1375     1.31561        24
       0.1625     1.33900        36
       0.1875     1.35036        24
       0.2125     1.37284        32
       0.2375     1.39885        52
       0.2625     1.43694        72
       0.2875     1.46100        76
       0.3125     1.52260       124
       0.3375     1.59562       180
       0.3625     1.66747       344
       0.3875     1.77282       740
       0.4125     1.89429       624
       0.4375     1.96136       660
       0.4625     2.01398       613
NODE i08j10k03                  22.21069
       0.0125     1.30894        60
       0.0375     1.36521        24
       0.0625     1.39504        28
       0.0875     1.42368        32
       0.1125     1.46128        76
       0.1375     1.52046        60
       0.1625     1.57030       116
       0.1875     1.65520       184
       0.2125     1.74810       384
       0.2375     1.83276       968
       0.2625     1.94896       816
       0.2875     2.00891       760
       0.3125     2.04499       213
NODE i08j10k04                  22.37465
       0.0125     1.48739       128
       0.0375     1.64018       188
       0.0625     1.79141       480
       0.0875     1.89769      1292
       0.1125     1.99490       992
       0.1375     2.03924       641
NODE i08j10k05                  22.44347
       0.0125     1.85673       932
       0.0375     1.97891      1628
       0.0625     2.03985      1140
       0.0875     2.06873        21
NODE i08j10k06                  22.46063
       0.0125     1.95511      1272
       0.0375     2.03035      2092
       0.0625     2.06278       357
NODE i08j10k07                  22.47730
       0.0125     2.02065      2324
       0.0375     2.05832      1397
NODE i08j10k08                  22.48975
       0.0125     2.05197      3524
       0.0375     2.07397       197
NODE i08j10k09                  22.49829
       0.0125     2.06223      3721
NODE i08j10k10                  22.50400
       0.0125     2.06869      3721
NODE i08j11k01                  22.48405
       0.0125     1.85939      2156
       0.0375     1.96212      1520
       0.0625     2.00914        45
NODE i08j11k02                  22.47423
       0.0125     1.85828      1920
       0.0375     1.96992      1580
       0.0625     2.01480       221
NODE i08j11k03                  22.46754
       0.0125     1.86780      1700
       0.0375     1.97930      1644
       0.0625     2.02274       377
NODE i08j11k04                  22.46550
       0.0125     1.89375      1492
       0.0375     1.99291      1844
       0.0625     2.03522       385
NODE i08j11k05                  22.46958
       0.0125     1.94083      1668
       0.0375     2.01752      1892
       0.0625     2.05346       161
NODE i08j11k06                  22.47799
       0.0125     1.99143      2188
       0.0375     2.03986      1533
NODE i08j11k07                  22.48722
