# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 44,44 (PIXELS)
# TOTAL VALUE:  2.5026276E+25
# TOTAL STDEV:  2.8714450E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  8.5957408E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  8.4826378E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  7.9255557E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  7.5930971E+21  1.0000000E-33  9.8000883E-02
    5   1.2000000E+01  0.0000000E+00  7.2410853E+21  4.8960061E+19  1.0568818E-01
    6   1.5000000E+01  0.0000000E+00  6.7791605E+21  1.4377449E+20  1.6500322E-01
    7   1.8000000E+01  0.0000000E+00  6.3594838E+21  6.3206716E+19  2.9540543E-01
    8   2.1000000E+01  0.0000000E+00  6.0266455E+21  8.7489430E+19  3.4872800E-01
    9   2.4000000E+01  0.0000000E+00  5.7114242E+21  8.1916430E+19  3.5051296E-01
   10   2.7000000E+01  0.0000000E+00  5.4574861E+21  5.8243473E+19  3.8613496E-01
   11   3.0000000E+01  0.0000000E+00  5.2538403E+21  5.4920150E+19  3.8613496E-01
   12   3.3000000E+01  0.0000000E+00  5.0793575E+21  3.2786703E+19  3.8613496E-01
   13   3.6000000E+01  0.0000000E+00  4.9318158E+21  3.7748504E+19  3.6094142E-01
   14   3.9000000E+01  0.0000000E+00  4.7942961E+21  3.6832730E+19  3.5436427E-01
   15   4.2000000E+01  0.0000000E+00  4.6774006E+21  2.7899428E+19  3.5331561E-01
   16   4.5000000E+01  0.0000000E+00  4.5818631E+21  2.4806353E+19  3.3877789E-01
   17   4.8000000E+01  0.0000000E+00  4.4964465E+21  2.0746415E+19  3.3308674E-01
   18   5.1000000E+01  0.0000000E+00  4.4151938E+21  2.3341684E+19  3.0079706E-01
   19   5.4000000E+01  0.0000000E+00  4.3348314E+21  2.1638392E+19  3.0079706E-01
   20   5.7000000E+01  0.0000000E+00  4.2637010E+21  1.9064139E+19  3.0601092E-01
   21   6.0000000E+01  0.0000000E+00  4.1998556E+21  1.6779040E+19  3.0601092E-01
   22   6.3000000E+01  0.0000000E+00  4.1389688E+21  1.6559662E+19  3.0601092E-01
   23   6.6000000E+01  0.0000000E+00  4.0904474E+21  1.2197629E+19  2.9931174E-01
   24   6.9000000E+01  0.0000000E+00  4.0542244E+21  8.3128361E+18  2.9414032E-01
   25   7.2000000E+01  0.0000000E+00  4.0283378E+21  5.5763018E+18  2.5348916E-01
   26   7.5000000E+01  0.0000000E+00  4.0118552E+21  3.5595053E+18  2.0010351E-01
   27   7.8000000E+01  0.0000000E+00  4.0027034E+21  1.7404406E+18  1.5050814E-01
   28   8.1000000E+01  0.0000000E+00  3.9987832E+21  6.3874624E+17  1.0043724E-01
   29   8.4000000E+01  0.0000000E+00  3.9973800E+21  2.0685806E+17  5.8229133E-02
   30   8.7000000E+01  0.0000000E+00  3.9969722E+21  3.3865194E+16  2.5964007E-02
   31   9.0000000E+01  0.0000000E+00  3.9969910E+21  3.1629923E+16  9.6503202E-03
   32   9.3000000E+01  0.0000000E+00  3.9971351E+21  5.1434731E+16  2.9070411E-03
   33   9.6000000E+01  0.0000000E+00  3.9972906E+21  4.4384372E+16 -1.3884086E-04
   34   9.9000000E+01  0.0000000E+00  3.9974346E+21  3.7437879E+16 -1.0992037E-03
   35   1.0200000E+02  0.0000000E+00  3.9975480E+21  3.5081515E+16 -1.0992037E-03
   36   1.0500000E+02  0.0000000E+00  3.9976444E+21  2.5233564E+16 -9.4992020E-04
   37   1.0800000E+02  0.0000000E+00  3.9977298E+21  2.3480019E+16 -8.3230085E-04
   38   1.1100000E+02  0.0000000E+00  3.9977989E+21  2.2111297E+16 -7.5798532E-04
   39   1.1400000E+02  0.0000000E+00  3.9978658E+21  2.0912072E+16 -6.3093131E-04
   40   1.1700000E+02  0.0000000E+00  3.9979445E+21  4.9019597E+16 -6.3093131E-04
   41   1.2000000E+02  0.0000000E+00  3.9980414E+21  1.2466879E+17 -6.3093131E-04
   42   1.2300000E+02  0.0000000E+00  3.9981845E+21  2.8890442E+17 -7.5801634E-04
   43   1.2600000E+02  0.0000000E+00  2.9827200E+21  1.7437610E+21 -7.5801634E-04
